condition_key,w_inter,trial_idx,seed,a_hat_value
WT,4.0,,,0.04153843088279835
WT,4.0,,,0.07314825358078979
WT,4.0,,,0.03755871413220361
WT,4.0,,,0.056558804407933726
WT,4.0,,,0.1010922911681136
WT,4.0,,,0.0636961894687542
WT,4.0,,,0.07420817740327376
WT,4.0,,,0.01197968260891871
WT,4.0,,,0.05357831187089332
WT,4.0,,,0.04797803693075567
WT,4.0,,,0.00999331646977835
WT,4.0,,,0.07943966726966258
WT,4.0,,,0.10337162254905809
WT,4.0,,,0.06949139167039353
WT,4.0,,,0.10043083171138298
WT,4.0,,,0.026031150851352595
WT,4.0,,,0.09242798341534987
WT,4.0,,,0.10550505409364684
WT,4.0,,,0.03643512117130553
WT,4.0,,,0.06915465945698124
WT,4.0,,,0.0684129692810148
WT,4.0,,,0.07427161178174489
WT,4.0,,,0.01197968260891871
WT,4.0,,,0.08502499922150496
WT,4.0,,,0.03902260451109193
WT,4.0,,,0.02672600374166377
WT,4.0,,,0.026537282515775886
WT,4.0,,,0.05897128349713758
WT,4.0,,,0.08340730430524437
WT,4.0,,,0.02239190969476665
WT,4.0,,,0.05688123800216508
WT,4.0,,,0.08513876530111004
WT,4.0,,,0.07386567167095899
WT,4.0,,,0.03475124551582245
WT,4.0,,,0.09516913139377846
WT,4.0,,,0.08370765425832731
WT,4.0,,,0.04741738145434974
WT,4.0,,,0.07046479781766364
WT,4.0,,,0.08502499922150496
WT,4.0,,,0.11962758429729259
WT,4.0,,,0.04555474611914467
WT,4.0,,,0.07020765076494989
WT,4.0,,,0.03302512725786203
WT,4.0,,,0.07669632785668187
WT,4.0,,,0.10705258760363474
WT,4.0,,,0.14078664071189642
WT,4.0,,,0.05183424627739805
WT,4.0,,,0.05319733471638408
WT,4.0,,,0.011969847660271123
WT,4.0,,,0.03442212837608362
WT,4.0,,,0.10960646738680187
WT,4.0,,,0.03414814081860938
WT,4.0,,,0.024156451070354492
WT,4.0,,,0.05052961031165897
WT,4.0,,,0.11962758429729259
WT,4.0,,,0.05092956399063145
WT,4.0,,,0.04988772779544956
WT,4.0,,,0.06341714068868426
WT,4.0,,,0.03629173006532261
WT,4.0,,,0.01992250887680157
WT,4.0,,,0.0856940512666857
WT,4.0,,,0.05960200264389532
WT,4.0,,,0.04864083541373733
WT,4.0,,,0.030549113424334255
WT,4.0,,,0.10898720078309587
WT,4.0,,,0.05645680058156389
WT,4.0,,,0.01803507697844454
WT,4.0,,,0.07579019737058316
WT,4.0,,,0.031791919615781775
WT,4.0,,,0.05983300230268991
WT,4.0,,,0.05092956399063145
WT,4.0,,,0.06635523837400027
WT,4.0,,,0.046974346690106035
WT,4.0,,,0.05259989196564703
WT,4.0,,,0.07828035106103955
WT,4.0,,,0.011552865788475811
WT,4.0,,,0.035283676928576695
WT,4.0,,,0.02208614944704751
WT,4.0,,,0.007160966795117168
WT,4.0,,,0.0960396073306641
WT,4.0,,,0.05675983799220991
WT,4.0,,,0.10727080685667621
WT,4.0,,,0.04497775866620137
WT,4.0,,,0.07930390080112973
WT,4.0,,,0.03860437832721643
WT,4.0,,,0.03329283757977736
WT,4.0,,,0.06635523837400027
WT,4.0,,,0.07734777071019809
WT,4.0,,,0.05933243172224613
WT,4.0,,,0.07526041431226399
WT,4.0,,,0.05396352494613868
WT,4.0,,,0.020108560061488315
WT,4.0,,,0.09818882833485842
WT,4.0,,,0.07744233906549183
WT,4.0,,,0.01653349868482844
WT,4.0,,,0.06659305452517755
WT,4.0,,,0.03171277978654223
WT,4.0,,,0.09705346063555183
WT,4.0,,,0.07418176251907801
WT,4.0,,,0.05225388697645343
WT,4.0,,,0.0288421094611968
WT,4.0,,,0.023227621618458233
WT,4.0,,,0.07734777071019809
WT,4.0,,,0.06533245545201045
WT,4.0,,,0.11954846430526447
WT,4.0,,,0.06116080725923325
WT,4.0,,,0.02642945628089077
WT,4.0,,,0.059602638120517665
WT,4.0,,,0.06438877685169499
WT,4.0,,,0.05300108236492812
WT,4.0,,,0.11101191884038666
WT,4.0,,,0.04507036184462693
WT,4.0,,,0.07836415119707046
WT,4.0,,,0.1255612987811512
WT,4.0,,,0.01523317041164559
WT,4.0,,,0.025124299415226682
WT,4.0,,,0.1423086793704154
WT,4.0,,,0.032216274363771356
WT,4.0,,,0.06533245545201045
WT,4.0,,,0.044840886073510854
WT,4.0,,,0.055796798877264776
WT,4.0,,,0.07142731906639835
WT,4.0,,,0.059803149645787895
WT,4.0,,,0.08875508128956955
WT,4.0,,,0.05421570426051105
WT,4.0,,,0.09761927981097698
WT,4.0,,,0.09969087913600334
WT,4.0,,,0.0633287207896185
WT,4.0,,,0.025996063184508818
WT,4.0,,,0.0775193913521598
WT,4.0,,,0.01919147994241883
WT,4.0,,,0.027044716659332023
WT,4.0,,,0.06341188817003525
