condition_key,amplitude,w_inter,success_rate,mean_A_hat,peak_pyr_rate,mean_error_deg,noise_threshold,n_trials,ss_pyr_hz,ss_som_hz,ss_pv_hz,ss_vip_hz
WT,0.1,0.001,0.05,0.4473405309373505,0.07236466878523336,87.01078693897045,0.788404674945,100,8.364643447343644e-05,3.8886801102073125,4.076989565010668,5.42662457291918
WT,0.1,0.0014583333333333334,1.0,0.44734078905592767,0.07236469729298389,87.01078026746036,0.0,100,8.364648619687638e-05,3.888680110209603,4.076989565010447,5.426624572924228
WT,0.1,0.0019166666666666668,1.0,0.44734104717923406,0.07236472580088775,87.01077359563097,0.0,100,8.364653792050114e-05,3.8886801102118937,4.076989565010226,5.426624572929276
WT,0.1,0.002375,0.06,0.44734130530726973,0.07236475430894486,87.0107669234823,0.77352772862,100,8.36465896443112e-05,3.8886801102141844,4.076989565010006,5.426624572934326
WT,0.1,0.0028333333333333335,1.0,0.44734156344003523,0.07236478281715533,87.01076025101416,0.0,100,8.364664136830545e-05,3.888680110216475,4.076989565009786,5.4266245729393745
WT,0.1,0.0032916666666666667,1.0,0.4473418215775304,0.07236481132551907,87.01075357822668,0.0,100,8.364669309248495e-05,3.8886801102187656,4.076989565009565,5.426624572944422
WT,0.1,0.00375,0.05,0.44734207971975565,0.07236483983403615,87.01074690511972,0.78840417273,100,8.364674481684919e-05,3.888680110221056,4.076989565009345,5.426624572949471
WT,0.1,0.004208333333333333,1.0,0.44734233786671124,0.07236486834270654,87.01074023169335,0.0,100,8.364679654139788e-05,3.8886801102233473,4.076989565009125,5.42662457295452
WT,0.1,0.004666666666666666,1.0,0.44734259601839726,0.07236489685153025,87.01073355794739,0.0,100,8.364684826613109e-05,3.8886801102256374,4.076989565008904,5.426624572959569
WT,0.1,0.005125,0.06,0.4473428541748141,0.07236492536050727,87.010726883882,0.7735274060249999,100,8.364689999104885e-05,3.8886801102279285,4.0769895650086845,5.426624572964618
WT,0.1,0.005583333333333333,1.0,0.44734311233596186,0.07236495386963761,87.01072020949694,0.0,100,8.364695171615115e-05,3.888680110230219,4.076989565008463,5.426624572969667
WT,0.1,0.0060416666666666665,1.0,0.4473433705018406,0.07236498237892128,87.01071353479227,0.0,100,8.364700344143828e-05,3.88868011023251,4.076989565008244,5.426624572974717
WT,0.1,0.0065,0.05,0.4473436286724508,0.07236501088835827,87.01070685976812,0.788926771485,100,8.364705516690923e-05,3.8886801102348008,4.076989565008022,5.426624572979765
WT,0.1,0.006958333333333333,1.0,0.44734388684779264,0.07236503939794858,87.01070018442421,0.0,100,8.364710689256452e-05,3.8886801102370914,4.076989565007802,5.4266245729848155
WT,0.1,0.007416666666666667,1.0,0.44734414502786607,0.07236506790769223,87.01069350876065,0.0,100,8.364715861840436e-05,3.888680110239382,4.0769895650075805,5.426624572989862
WT,0.1,0.007875,0.03,0.44734440321267177,0.0723650964175892,87.01068683277728,0.8021415709849999,100,8.364721034442792e-05,3.888680110241672,4.076989565007361,5.426624572994912
WT,0.1,0.008333333333333333,1.0,0.4473446614022096,0.07236512492763954,87.01068015647422,0.0,100,8.364726207063571e-05,3.888680110243963,4.076989565007139,5.426624572999962
WT,0.1,0.008791666666666666,1.0,0.4473449195964798,0.0723651534378432,87.01067347985138,0.0,100,8.364731379702739e-05,3.888680110246254,4.076989565006919,5.426624573005011
WT,0.1,0.009250000000000001,1.0,0.4473451777954829,0.07236518194820016,87.01066680290867,0.0,100,8.364736552360325e-05,3.8886801102485444,4.0769895650066985,5.426624573010059
WT,0.1,0.009708333333333333,1.0,0.4473454359992187,0.07236521045871049,87.0106601256462,0.0,100,8.36474172503626e-05,3.888680110250836,4.076989565006478,5.426624573015108
WT,0.1,0.010166666666666668,1.0,0.4473456942076877,0.07236523896937415,87.01065344806376,0.0,100,8.364746897730573e-05,3.8886801102531265,4.076989565006258,5.426624573020158
WT,0.1,0.010624999999999999,1.0,0.4473459524208901,0.07236526748019118,87.01064677016144,0.0,100,8.364752070443216e-05,3.888680110255417,4.076989565006038,5.426624573025207
WT,0.1,0.011083333333333334,1.0,0.44734621063882574,0.07236529599116152,87.01064009193917,0.0,100,8.364757243174235e-05,3.8886801102577087,4.076989565005817,5.4266245730302565
WT,0.1,0.011541666666666665,1.0,0.44734646886149526,0.07236532450228522,87.01063341339696,0.0,100,8.364762415923621e-05,3.888680110259999,4.076989565005597,5.426624573035305
WT,0.1,0.012,0.03,0.4473467270888989,0.07236535301356226,87.0106267345347,0.846833869015,100,8.364767588691323e-05,3.88868011026229,4.076989565005377,5.426624573040354
