condition_key,mean_deg,std_deg,abs_mean_deg,n_valid,n_total,delay_ms,amplitude_factor,seed,n_trials
WT,-2.134751669790834e-05,0.009071003621326646,0.006152567973791874,50,50,3000.0,30.0,42,50
WT_APP,-0.002884156050015998,0.01081385508949864,0.007714699242551807,50,50,3000.0,30.0,42,50
a7_KO,0.0002492556776158674,0.00808502965034101,0.005146337016609904,50,50,3000.0,30.0,42,50
a7_KO_APP,0.0002452202979835368,0.005816777371445116,0.004133477437043714,50,50,3000.0,30.0,42,50
b2_KO,0.0006073664957786853,0.011010214385691752,0.008133790430072087,50,50,3000.0,30.0,42,50
b2_KO_APP,-0.004618061264577225,0.012597245141589108,0.007206750508466916,50,50,3000.0,30.0,42,50
a5_KO,-0.0003790704651914022,0.009026059483990661,0.005841870418075067,50,50,3000.0,30.0,42,50
a5_KO_APP,-0.001453773445682725,0.010998203188292007,0.007606021670160582,50,50,3000.0,30.0,42,50
