condition_key,trial_idx,displacement_deg,valid
WT,1,0.001774622278263165,1
WT,9,-0.0033269769860408533,1
WT,3,0.010090866920480765,1
WT,8,-0.003539276296794067,1
WT,0,-0.0006852736614245067,1
WT,2,-0.00664560461348642,1
WT,4,0.004407794689673675,1
WT,6,-0.02158290185892047,1
WT,5,0.015182049861231214,1
WT,7,-0.0005849852581266996,1
WT,11,0.008467773806912784,1
WT,12,0.0004954177644559761,1
WT,13,0.030250089406455065,1
WT,10,-0.0026156957405954044,1
WT,14,0.0018183475380017574,1
WT,17,0.0042354963133474765,1
WT,15,-0.0058887647828707755,1
WT,16,0.002358194436274996,1
WT,19,-0.0005763608093622365,1
WT,18,0.0017037764515030601,1
WT,20,-0.005357655278344627,1
WT,21,-0.014429261891636468,1
WT,22,0.00012155858030547895,1
WT,23,0.003606486511444213,1
WT,25,0.00039254015988418763,1
WT,24,0.0027768929858750136,1
WT,26,0.010760503854798062,1
WT,27,0.006261043641661584,1
WT,28,0.0010933789604148018,1
WT,29,-0.001658810723099489,1
WT,31,0.004362529089796405,1
WT,30,-0.007422158780804985,1
WT,32,-1.2598843864760411e-05,1
WT,33,-0.020882050222612608,1
WT,36,-0.0013111237562407998,1
WT,34,-0.01072990053409147,1
WT,35,0.006669512148826394,1
WT,37,0.004821275049767777,1
WT,39,0.003439561242139912,1
WT,38,-0.015823871168757685,1
WT,40,-0.0017433022096357755,1
WT,41,-0.001455368335129516,1
WT,42,-0.005797369372288963,1
WT,43,-0.019255896116782415,1
WT,45,-0.0030226800213335597,1
WT,46,0.007949578047601632,1
WT,44,0.006123886056390749,1
WT,47,0.01381557488408358,1
WT,49,0.00020667271782331273,1
WT,48,9.508802993610437e-05,1
WT_APP,0,0.0015791454174630755,1
WT_APP,2,0.0013810263537352375,1
WT_APP,1,-0.024170375694853037,1
WT_APP,4,0.0005124131177836935,1
WT_APP,3,-0.009758486514090581,1
WT_APP,5,-0.013619538702845204,1
WT_APP,6,-0.0010814692433380973,1
WT_APP,7,-0.004080548115700925,1
WT_APP,9,0.0001343267241036006,1
WT_APP,8,-0.0009998523707479099,1
WT_APP,10,-0.0015150245914744473,1
WT_APP,11,0.021380613702971844,1
WT_APP,12,0.009463270452043307,1
WT_APP,13,0.0015098687296701786,1
WT_APP,14,-0.006365150300625488,1
WT_APP,15,-0.0013227595716071123,1
WT_APP,16,0.003301296319098622,1
WT_APP,17,-0.001946091322615284,1
WT_APP,19,-0.006805658414066608,1
WT_APP,18,-0.008404206326525084,1
WT_APP,20,-0.012012221807319656,1
WT_APP,21,-0.03483604037089327,1
WT_APP,23,-0.004235250450211268,1
WT_APP,22,-0.012957244803006092,1
WT_APP,24,-0.007683487747956238,1
WT_APP,25,-0.009074618968918974,1
WT_APP,26,0.013130767187430904,1
WT_APP,28,-0.011510282216917586,1
WT_APP,27,-0.0004942734683856782,1
WT_APP,29,0.005333082312214085,1
WT_APP,30,-0.0003507568534784558,1
WT_APP,31,-0.007388005436104247,1
WT_APP,33,-0.007242188359099135,1
WT_APP,34,0.009642194420700858,1
WT_APP,32,-0.0016567821416348803,1
WT_APP,35,-0.0006213467612336941,1
WT_APP,36,0.008519000118617687,1
WT_APP,37,0.0035288235669577255,1
WT_APP,38,0.0017123169695769226,1
WT_APP,39,0.022531280273131428,1
WT_APP,40,0.0023526372560503522,1
WT_APP,44,-0.013915448715080766,1
WT_APP,41,-0.0006259939477932034,1
WT_APP,42,-0.02754743660478497,1
WT_APP,43,0.010740855261076406,1
WT_APP,45,0.0007554144898943617,1
WT_APP,47,-0.0018761276216783056,1
WT_APP,46,-0.006784586616371195,1
WT_APP,48,0.00325524714087492,1
WT_APP,49,-0.02409012825483772,1
a7_KO,0,0.0076646833890156784,1
a7_KO,1,0.004790256010844879,1
a7_KO,2,-0.009441725431194058,1
a7_KO,4,0.0002679808086512808,1
a7_KO,3,-0.004618384998755786,1
a7_KO,5,0.006075144520894415,1
a7_KO,6,-4.749172821392183e-05,1
a7_KO,7,-0.0034332946234434613,1
a7_KO,8,-0.003267622538051089,1
a7_KO,9,-0.00030896784214995844,1
a7_KO,10,0.021722592127670155,1
a7_KO,11,-0.024489437966616918,1
a7_KO,13,-0.005971908959727335,1
a7_KO,14,0.004336888058646726,1
a7_KO,12,-0.003274133806718415,1
a7_KO,15,0.00023404454014077413,1
a7_KO,16,-3.115651786467042e-05,1
a7_KO,17,0.0042152848714689505,1
a7_KO,18,0.014473310492594309,1
a7_KO,19,-0.0026684831606722777,1
a7_KO,21,-0.001953515044788735,1
a7_KO,20,-0.003981692991254553,1
a7_KO,22,-0.006052656982434969,1
a7_KO,23,-0.029863146612264253,1
a7_KO,24,0.005799414786750168,1
a7_KO,25,0.0016143451999454496,1
a7_KO,26,-0.0004581721701975065,1
a7_KO,27,0.005446710712278743,1
a7_KO,28,0.008331110385669586,1
a7_KO,29,2.4150720194696835e-05,1
a7_KO,30,0.0002582006295443287,1
a7_KO,31,-0.001273885344845245,1
a7_KO,32,-0.005072711142057716,1
a7_KO,33,0.0051674386598864535,1
a7_KO,34,0.0014563610550473594,1
a7_KO,36,0.002680856821825368,1
a7_KO,37,-0.005844382389645446,1
a7_KO,35,0.005276248352006185,1
a7_KO,38,0.0020479920606804275,1
a7_KO,39,0.0005232379648589904,1
a7_KO,40,0.00033313466203256404,1
a7_KO,41,0.0004699744612409563,1
a7_KO,43,0.002252375059810676,1
a7_KO,42,0.002914998929323106,1
a7_KO,44,0.003388403096057498,1
a7_KO,45,0.0018742037413767003,1
a7_KO,47,-0.0003286641976251539,1
a7_KO,48,0.007983914977022805,1
a7_KO,49,-0.01004559902632946,1
a7_KO,46,0.013266560260165072,1
a7_KO_APP,0,0.008512100808590115,1
a7_KO_APP,2,-0.002981486576375276,1
a7_KO_APP,1,0.004362742651193825,1
a7_KO_APP,3,-0.006107595910099446,1
a7_KO_APP,4,-0.00222702177608925,1
a7_KO_APP,6,0.00011491556130791628,1
a7_KO_APP,5,0.007566858806676533,1
a7_KO_APP,7,-0.008725890000083763,1
a7_KO_APP,8,0.0027059176587090543,1
a7_KO_APP,9,-0.0033160051075967418,1
a7_KO_APP,10,-0.0042353657139709245,1
a7_KO_APP,11,7.510088212226997e-05,1
a7_KO_APP,13,-0.002941662690679715,1
a7_KO_APP,12,-0.012484274512936239,1
a7_KO_APP,14,0.007618056402781661,1
a7_KO_APP,15,-0.0005084993220461865,1
a7_KO_APP,16,-0.0010170023302280265,1
a7_KO_APP,18,0.006259398339121863,1
a7_KO_APP,17,0.01904695321281567,1
a7_KO_APP,19,-0.00045884093800060207,1
a7_KO_APP,20,0.00237290257347185,1
a7_KO_APP,21,-4.676610804678395e-05,1
a7_KO_APP,22,-0.00015424165230906045,1
a7_KO_APP,23,-0.008312029939952123,1
a7_KO_APP,24,-0.0038062522769268317,1
a7_KO_APP,26,-0.008777043233990305,1
a7_KO_APP,25,0.0006753062828076681,1
a7_KO_APP,27,-0.0038699502857011043,1
a7_KO_APP,28,-0.0005928459504230612,1
a7_KO_APP,29,0.0002648317811544862,1
a7_KO_APP,30,-0.0004919930167602894,1
a7_KO_APP,31,0.0018235668194811524,1
a7_KO_APP,33,-0.006867685947355856,1
a7_KO_APP,32,0.0013973728641627167,1
a7_KO_APP,34,0.008836794736701504,1
a7_KO_APP,35,-0.0021012821299196053,1
a7_KO_APP,36,0.000611476141680375,1
a7_KO_APP,38,0.004942607937913059,1
a7_KO_APP,37,-0.0040733221087653594,1
a7_KO_APP,39,0.008757460999336079,1
a7_KO_APP,40,0.0034500327925905253,1
a7_KO_APP,41,-4.664048272697544e-05,1
a7_KO_APP,43,0.0013858047052502551,1
a7_KO_APP,44,-0.009869277062027037,1
a7_KO_APP,42,0.008995949630266845,1
a7_KO_APP,46,0.009564317081842402,1
a7_KO_APP,47,-0.0007913908483122031,1
a7_KO_APP,45,-0.001314529933924479,1
a7_KO_APP,48,0.00012697470570344338,1
a7_KO_APP,49,-0.0010875326212571813,1
b2_KO,0,0.02167151772220839,1
b2_KO,1,-0.003227082039621026,1
b2_KO,2,0.006303173613897044,1
b2_KO,3,0.020132118612055865,1
b2_KO,4,-0.00047781287011321963,1
b2_KO,6,-0.0019408984789241787,1
b2_KO,5,0.0008401400317703242,1
b2_KO,7,-0.006786663609669276,1
b2_KO,8,0.009072138426003242,1
b2_KO,9,0.015042257373168959,1
b2_KO,10,0.004683947373852242,1
b2_KO,11,-0.004154363906026925,1
b2_KO,12,-0.006184869656623339,1
b2_KO,13,0.0059199087771868875,1
b2_KO,14,0.00038539477359779856,1
b2_KO,15,-0.005049315918277946,1
b2_KO,16,0.0012638194628978108,1
b2_KO,17,-0.002251078143958877,1
b2_KO,18,-0.005653027426494561,1
b2_KO,19,-4.784820559684226e-06,1
b2_KO,20,-0.010751941975457403,1
b2_KO,21,0.003105027371739328,1
b2_KO,23,-0.003674425703655019,1
b2_KO,22,-0.017267619702588263,1
b2_KO,24,0.0031840417005268677,1
b2_KO,26,0.03409806682998661,1
b2_KO,25,-0.011958175596318283,1
b2_KO,27,-0.0077504164427041975,1
b2_KO,28,0.0007816471370381177,1
b2_KO,29,-0.009516610928443298,1
b2_KO,30,-0.00045736527324548315,1
b2_KO,31,0.010860695467074135,1
b2_KO,33,-0.00775354878671591,1
b2_KO,32,-0.001670076592019027,1
b2_KO,34,0.003392257656941062,1
b2_KO,35,0.002639163432194036,1
b2_KO,37,-0.020228962030221103,1
b2_KO,36,0.00359750843275838,1
b2_KO,38,-0.0056556651565955384,1
b2_KO,39,0.02619678889488007,1
b2_KO,40,-0.007303789733403391,1
b2_KO,41,0.0014107111040674958,1
b2_KO,42,-0.017062318379971058,1
b2_KO,44,-0.013279374018435213,1
b2_KO,43,-0.0057794749592288835,1
b2_KO,46,0.004730993929267286,1
b2_KO,45,0.010932410058910482,1
b2_KO,47,0.015446338242862706,1
b2_KO,48,-0.012320936208063932,1
b2_KO,49,0.012838856721384174,1
b2_KO_APP,0,0.0019035877854287108,1
b2_KO_APP,1,-0.0033395222440984512,1
b2_KO_APP,2,-0.06340389955270997,1
b2_KO_APP,3,-0.030543996674729137,1
b2_KO_APP,4,0.0021026013622987153,1
b2_KO_APP,5,0.0015556650528298157,1
b2_KO_APP,7,-0.0052510994776233605,1
b2_KO_APP,6,0.0029610878884235425,1
b2_KO_APP,8,0.009443489341299627,1
b2_KO_APP,9,0.0024332055465543815,1
b2_KO_APP,10,0.003094584804589416,1
b2_KO_APP,11,-0.00033754490604663524,1
b2_KO_APP,12,-0.0003791143148575957,1
b2_KO_APP,14,0.005277544955018626,1
b2_KO_APP,13,-0.0008630462422399307,1
b2_KO_APP,17,-0.0014134886200556128,1
b2_KO_APP,15,0.008211700611108675,1
b2_KO_APP,16,0.000734558132235518,1
b2_KO_APP,18,-0.006394835847928416,1
b2_KO_APP,19,-0.015499714127182079,1
b2_KO_APP,20,-0.011525720206989193,1
b2_KO_APP,21,-0.017099266653611573,1
b2_KO_APP,22,-0.0003495577890453205,1
b2_KO_APP,23,-0.00020855534500758869,1
