condition_key,trial_idx,displacement_deg,valid
WT,2,-0.009256431397851152,1
WT,7,0.049942297609027214,1
WT,1,-0.004289029042675299,1
WT,0,-0.1010758075507674,1
WT,5,0.21942055122753806,1
WT,3,-0.005448127776382522,1
WT,8,0.12187768721640412,1
WT,4,0.02110795858243862,1
WT,6,0.004884489155772592,1
WT,9,0.052572921637333854,1
WT,10,-0.11164745464486402,1
WT,13,0.0019859019704351493,1
WT,12,0.018147278192762087,1
WT,11,0.017211156151890457,1
WT,16,-0.011374160852774307,1
WT,15,0.1329814293600968,1
WT,14,0.11885646681265509,1
WT,17,-0.08655020324417823,1
WT,19,-0.008873706277632558,1
WT,18,0.12122956740542584,1
WT,20,-0.00537342100187972,1
WT,22,0.062387046561381346,1
WT,21,-0.007528385589453665,1
WT,24,-0.08759779738985067,1
WT,25,-0.35951525985355026,1
WT,23,0.005547984606093603,1
WT,26,-0.38648318902470336,1
WT,27,-0.10165317150453172,1
WT,29,-0.14687123963050586,1
WT,28,0.1747595195688512,1
WT,30,-0.030144602786669628,1
WT,31,0.0018886715317913852,1
WT,32,-0.3678519410990611,1
WT,34,-0.0043060657268785465,1
WT,33,-0.24161012407872048,1
WT,35,0.1567318961477848,1
WT,36,-0.13773242049706882,1
WT,37,0.015640088781301565,1
WT,39,0.032329918390096614,1
WT,41,0.11457998987622961,1
WT,40,0.04226392583586976,1
WT,38,0.11630254704545762,1
WT,42,0.00014878889139938655,1
WT,44,0.039642036805818195,1
WT,43,-0.15986300911807316,1
WT,45,-0.019810584482198867,1
WT,46,0.03775850114115958,1
WT,49,0.03716655899155635,1
WT,47,-0.015771099722876755,1
WT,50,0.15059334377414024,1
WT,48,0.07017036464200029,1
WT,51,0.04437660296258275,1
WT,52,-0.06531703816006866,1
WT,53,0.046704941946323734,1
WT,54,-0.038238786661858364,1
WT,55,0.03332315804780041,1
WT,56,0.22199543864394655,1
WT,57,-0.03147477168352948,1
WT,58,-0.09260142402615512,1
WT,60,0.0022263600010027883,1
WT,59,0.2136649276639329,1
WT,61,0.0050842422875067945,1
WT,62,0.08258253703754956,1
WT,63,-0.03563442001686157,1
WT,64,-0.11913047732577704,1
WT,65,0.2242740569054572,1
WT,66,-0.006098698762281371,1
WT,67,-0.16369914659058019,1
WT,68,0.05495853409330495,1
WT,69,0.06061615491055892,1
WT,70,-0.013705065111443293,1
WT,71,-0.01604655685704803,1
WT,72,0.04765583748130504,1
WT,73,-0.11646167680215787,1
WT,74,-0.008179325801645376,1
WT,75,-0.08910765509589644,1
WT,76,-0.08036550061173776,1
WT,77,-0.11817469181226907,1
WT,78,0.13772694307820926,1
WT,79,0.026095040597569365,1
WT,80,-0.002058179414474034,1
WT,81,0.0492859912941329,1
WT,82,0.0889438743540875,1
WT,83,0.08158827842938457,1
WT,84,0.021524748521885392,1
WT,85,0.048901124409917805,1
WT,86,-0.009368642475678212,1
WT,88,0.01794266392776584,1
WT,89,0.15260038953641603,1
WT,87,0.011873670840660532,1
WT,91,0.02095612741247377,1
WT,90,-0.20620005389946014,1
WT,93,-0.37995519386414794,1
WT,92,-0.067508572261214,1
WT,94,0.008983508270574803,1
WT,95,-0.14566788363776456,1
WT,96,0.006490599596502705,1
WT,97,-0.16602537398903047,1
WT,98,-0.35878570197356524,1
WT,99,-0.08588229519534213,1
WT,100,0.20208572910611905,1
WT,101,0.054458744968362664,1
WT,102,0.0019944351509184727,1
WT,103,-0.11181668296343115,1
WT,104,0.0042724167344635345,1
WT,105,0.02096449481486465,1
WT,106,-0.003327821070801545,1
WT,107,0.365362072228345,1
WT,110,0.4801435936748065,1
WT,108,-0.008943964171862573,1
WT,109,0.0009425309776347469,1
WT,111,-0.035527638327447264,1
WT,112,-0.028916557028211907,1
WT,113,-0.1395390577938596,1
WT,114,-0.05169911778682748,1
WT,115,-0.19718310082553642,1
WT,116,0.43007165869060954,1
WT,117,0.021480643232044017,1
WT,118,0.10930744371422298,1
WT,120,0.23530156218731904,1
WT,119,-0.16306972034534503,1
WT,121,-0.015797706104787798,1
WT,123,-0.11831225178187865,1
WT,122,0.05478703295033699,1
WT,124,0.021484477487732162,1
WT,125,-0.3251173975010522,1
WT,126,0.03364203945309855,1
WT,127,-0.0701923477511028,1
WT,128,-0.007638889802815147,1
WT,129,-0.6022995309734976,1
WT,130,-0.07283289469575473,1
WT,131,0.1791697719740653,1
WT,132,-0.5812944725983572,1
WT,133,-0.024797307069842282,1
WT,135,-0.01847988329037919,1
WT,134,-0.027974732384420487,1
WT,137,0.01362000353167557,1
WT,136,-0.02587265864421066,1
WT,138,0.34009521286024874,1
WT,139,-0.01709876936238624,1
WT,140,0.009008393313799358,1
WT,141,0.018620216700159675,1
WT,143,0.04403084276610665,1
WT,142,0.11094867456425073,1
WT,144,-0.0324028246735859,1
WT,145,-0.053859809261161545,1
WT,147,0.19604714352146704,1
WT,146,0.05213656175045348,1
WT,148,-0.028646198875262978,1
WT,149,-0.19896023962690554,1
WT,150,-0.1415533065691364,1
WT,151,0.12127627366706163,1
WT,153,-0.10573501360124671,1
WT,152,0.022398626084189174,1
WT,154,0.015793892895974982,1
WT,155,-0.010211422457398572,1
WT,156,-0.17625558649221199,1
WT,157,-0.06646768667144588,1
WT,158,-0.01114620217933877,1
WT,159,0.016238937063196707,1
WT,160,0.057344539421440854,1
WT,161,-0.01770469458635414,1
WT,162,-0.014516861864360357,1
WT,163,0.0023128257990210426,1
WT,164,-0.03242254346337071,1
WT,165,-0.06367971507185909,1
WT,166,-0.08881723024887588,1
WT,167,0.10531329138726477,1
WT,168,0.00590500044239283,1
WT,169,0.07804745084780695,1
WT,170,-0.3289206965073635,1
WT,171,0.024226151659525255,1
WT,172,-0.009554597303682516,1
WT,173,-0.0392330381371842,1
WT,174,-0.061467063897415346,1
WT,175,0.029325598355819295,1
WT,176,0.02448058591415345,1
WT,178,0.1698813742741917,1
WT,177,-0.14191906486285474,1
WT,180,0.5174815313572123,1
WT,179,0.005471287125112783,1
WT,181,0.020231661428809243,1
WT,183,-0.12077911907736587,1
WT,182,0.11302425306558252,1
WT,184,0.032993608881114356,1
WT,185,-0.07569427741275428,1
WT,186,-0.09010051725911199,1
WT,188,-0.07610274133488236,1
WT,187,0.028774779893162634,1
WT,189,-0.05153685062865191,1
WT,190,-0.5128724469887698,1
WT,192,-0.005985841516934892,1
WT,191,0.14282073714570545,1
WT,193,0.7419813529176307,1
WT,194,0.227881298215808,1
WT,195,-0.0054384397449673575,1
WT,196,-0.14539287001296208,1
WT,197,0.13112090756580086,1
WT,198,-0.19974758015562086,1
WT,200,-0.02177135171210186,1
WT,199,0.05536377758130307,1
WT,202,0.013957461898976765,1
WT,201,0.019843429706386216,1
WT,203,-0.2645925005442445,1
WT,204,0.067896712715076,1
WT,205,-0.009311390400718777,1
WT,206,-0.03338478832210028,1
WT,207,0.00041272588817400295,1
WT,208,0.011412218720292655,1
WT,209,-0.06441172535478959,1
WT,210,-0.0018670294433139234,1
WT,211,-0.001205489038201287,1
WT,213,0.19777885137569168,1
WT,212,0.0038446195521887033,1
WT,215,-0.3632408944210233,1
WT,214,0.03791054470228128,1
WT,216,0.47610129561525366,1
WT,217,0.007344547113933515,1
WT,219,0.014099946317939215,1
WT,218,-0.004544699863834991,1
WT,220,0.17617382114616403,1
WT,221,-0.21734531695929332,1
WT,222,-0.020112969688919777,1
WT,223,0.03149042860354581,1
WT,224,-0.07781665694739671,1
WT,225,-0.028846823414376475,1
WT,226,0.018789862971931626,1
WT,227,-0.04199485278278299,1
WT,228,-0.018472631533342145,1
WT,229,0.2608596901725252,1
WT,230,0.15182654981198915,1
WT,231,-0.24349773425076354,1
WT,233,0.17495640008176308,1
WT,232,-0.03630584093325614,1
WT,234,-0.2360127663396558,1
WT,235,0.10087005398556348,1
WT,236,-0.002739012594071224,1
WT,237,0.32291385408299694,1
WT,239,-0.03385525214758108,1
WT,238,-0.0008599091010612028,1
WT,240,0.04407587776126618,1
WT,242,-0.085226080007207,1
WT,241,0.04101697268195991,1
