condition_key,mean_deg,std_deg,abs_mean_deg,n_valid,n_total,delay_ms,amplitude_factor,seed,n_trials
WT,0.002699779808827779,0.16451154338207,0.1016217151797062,300,300,5000.0,20.0,42,300
WT_APP,0.015197941918957963,0.6466873931168103,0.4723867312700009,300,300,5000.0,20.0,42,300
