condition_key,amplitude,w_inter,success_rate,mean_A_hat,peak_pyr_rate,mean_error_deg,noise_threshold,n_trials,ss_pyr_hz,ss_som_hz,ss_pv_hz,ss_vip_hz
WT,0.1,0.001,0.1,0.04721201396953845,0.5082641603737806,92.07165792778547,0.08339722994549999,100,0.10626641917555775,3.8927530674681665,4.076641177775895,5.435493616327184
WT,0.1,0.0014583333333333334,1.0,0.04721553683210151,0.5086846016723447,92.07481770208871,0.0,100,0.10635279488792138,3.892756435387434,4.076640882607481,5.435500961334929
WT,0.1,0.0019166666666666668,1.0,0.04721907781677289,0.509106462572329,92.07794849480908,0.0,100,0.10643938120178463,3.892759811521784,4.076640586713712,5.435508324268438
WT,0.1,0.002375,0.08,0.04722263699873668,0.5095297519257338,92.08104980436374,0.08800795182999999,100,0.10652617902714118,3.8927631959066877,4.076640290091444,5.435515705205143
WT,0.1,0.0028333333333333335,1.0,0.04722621445361045,0.5099562437944791,92.0841211237563,0.0,100,0.10661318927974645,3.8927665885778455,4.07663999273751,5.4355231042229555
WT,0.1,0.0032916666666666667,1.0,0.047229810257454166,0.5103842807076975,92.08716194037353,0.0,100,0.10670041288116495,3.89276998957118,4.076639694648728,5.435530521400293
WT,0.1,0.00375,0.11,0.04723342448677956,0.5108137850899264,92.09017173577057,0.08092723061949998,100,0.10678785075882039,3.892773398922846,4.076639395821894,5.435537956816063
WT,0.1,0.004208333333333333,1.0,0.04723705721855946,0.5112447662242495,92.09314998544373,0.0,100,0.1068755038460443,3.8927768166692234,4.076639096253782,5.435545410549681
WT,0.1,0.004666666666666666,1.0,0.04724070853023768,0.5116772701275578,92.09609615859064,0.0,100,0.1069633730821263,3.8927802428469302,4.076638795941144,5.4355528826810655
WT,0.1,0.005125,0.08,0.04724437849973902,0.5121119935876097,92.09900971785686,0.08776068569249999,100,0.10705145941236506,3.8927836774928126,4.076638494880718,5.435560373290645
WT,0.1,0.005583333333333333,1.0,0.047248067205479555,0.5125482265903298,92.10189011906786,0.0,100,0.10713976378811893,3.892787120643956,4.076638193069211,5.435567882459369
WT,0.1,0.0060416666666666665,1.0,0.04725177472637732,0.5129859788153791,92.10473681094716,0.0,100,0.10722828716685757,3.8927905723376837,4.076637890503319,5.435575410268701
WT,0.1,0.0065,0.08,0.04725550114186322,0.5134252600344928,92.10754923481787,0.087710097647,100,0.10731703051221442,3.892794032611559,4.076637587179709,5.435582956800628
WT,0.1,0.006958333333333333,1.0,0.047259246531892195,0.5138660801126494,92.11032682428869,0.0,100,0.10740599479403923,3.892797501503387,4.076637283095033,5.435590522137673
WT,0.1,0.007416666666666667,1.0,0.04726301097695489,0.5143084490092584,92.11289372131385,0.0,100,0.10749518098845132,3.8928009790512155,4.076636978245915,5.435598106362882
WT,0.1,0.007875,0.08,0.04726679455808948,0.5147523767793682,92.1147348497122,0.08744860315200001,100,0.107584590077894,3.892804465293341,4.076636672628961,5.4356057095598445
WT,0.1,0.008333333333333333,1.0,0.04727059735689387,0.5151982343190447,92.11653984102503,0.0,100,0.1076742230511881,3.8928079602683088,4.076636366240752,5.435613331812695
WT,0.1,0.008791666666666666,1.0,0.04727441945553835,0.515646462522596,92.1183080957876,0.0,100,0.10776408090358777,3.8928114640149114,4.076636059077852,5.435620973206107
WT,0.1,0.009250000000000001,1.0,0.04727826093677849,0.5160984929435665,92.12003900496804,0.0,100,0.10785416463683578,3.8928149765721964,4.076635751136797,5.435628633825313
WT,0.1,0.009708333333333333,1.0,0.0472821218839684,0.5165535584253321,92.12173194953647,0.0,100,0.10794447525922005,3.892818497979466,4.076635442414103,5.435636313756097
WT,0.1,0.010166666666666668,1.0,0.04728600238107462,0.5170102584755049,92.1233863000115,0.0,100,0.10803501378563027,3.8928220282762807,4.076635132906262,5.43564401308481
WT,0.1,0.010624999999999999,1.0,0.04728990251268998,0.5174686039424066,92.12500141598255,0.0,100,0.10812578123761507,3.8928255675024577,4.076634822609747,5.43565173189836
WT,0.1,0.011083333333333334,1.0,0.04729382236404834,0.5179286057811737,92.12657664560693,0.0,100,0.10821677864344086,3.8928291156980768,4.076634511521002,5.435659470284236
WT,0.1,0.011541666666666665,1.0,0.047297762021039406,0.5183917737321776,92.12811132508011,0.0,100,0.1083080070381503,3.8928326729034826,4.07663419963645,5.435667228330497
WT,0.1,0.012,0.03,0.04730172157022428,0.5188581113964437,92.12960477807843,0.0982026385285,100,0.10839946746362122,3.8928362391592866,4.076633886952489,5.435675006125785
