offset_deg,amp_factor,trial_idx,displacement_deg,pre_amp,post_amp
0.0,0.5,0,6.93032270517709,0.2533595488936605,0.14459101357607598
0.0,0.5,3,10.602905387189697,0.23350928725139541,0.16208496002537218
0.0,0.5,1,0.17194835340861325,0.24359111162288957,0.16643144679000213
0.0,0.5,2,-2.5236250639981836,0.23362790674497888,0.186712590602593
0.0,0.5,4,-2.760051817880048,0.288682116083127,0.14329582006672517
0.0,0.75,1,-1.3854941663181604,0.24359111162288957,0.12131036154204172
0.0,0.75,0,7.696076349194559,0.2533595488936605,0.10350039719255061
0.0,0.75,2,-2.427464628150287,0.23362790674497888,0.1320922021448439
0.0,0.75,3,14.039260241217457,0.23350928725139541,0.12885209313834883
0.0,0.75,4,-3.0454276258873847,0.288682116083127,0.1056364079702446
0.0,1.0,0,9.116208455197054,0.2533595488936605,0.07721039220922453
0.0,1.0,1,-2.083965950047944,0.24359111162288957,0.0948427806611838
0.0,1.0,2,-2.8490922737652755,0.23362790674497888,0.10013082041100888
0.0,1.0,3,16.622230349622775,0.23350928725139541,0.10754011709011421
0.0,1.0,4,-2.4939395995067475,0.288682116083127,0.08402459141252479
0.0,1.25,0,11.214274214094809,0.2533595488936605,0.06165790454590613
0.0,1.25,1,-2.1042352182219273,0.24359111162288957,0.07941382299021449
0.0,1.25,2,-3.3145127347315166,0.23362790674497888,0.0808231913966708
0.0,1.25,4,-1.4572541639775602,0.288682116083127,0.07161964564076642
0.0,1.25,3,18.26190011012316,0.23350928725139541,0.0952427197648929
0.0,1.5,0,13.179225378682803,0.2533595488936605,0.053801513089700825
0.0,1.5,1,-1.9242507300711307,0.24359111162288957,0.07216238411780898
0.0,1.5,3,19.069535703458346,0.23350928725139541,0.08841859544100693
0.0,1.5,2,-3.588419687017763,0.23362790674497888,0.06962676231462944
0.0,1.5,4,-0.7417682164441233,0.288682116083127,0.06605792857404
5.0,0.5,0,6.759919221372277,0.2533595488936605,0.14279133731238067
5.0,0.5,1,-0.2690248112327267,0.24359111162288957,0.16539948642083768
5.0,0.5,2,-3.0131100595177434,0.23362790674497888,0.19031675970126946
5.0,0.5,3,10.960087305718064,0.23350928725139541,0.16612465378661143
5.0,0.5,4,-2.3907434688738247,0.288682116083127,0.14554320211662256
5.0,0.75,0,6.184859149735933,0.2533595488936605,0.10111922069308149
5.0,0.75,1,-1.9578641815607243,0.24359111162288957,0.12398018189311293
5.0,0.75,2,-4.116307598802395,0.23362790674497888,0.1356072368561594
5.0,0.75,3,12.754816023783736,0.23350928725139541,0.12914800977048382
5.0,0.75,4,-2.8073734508249473,0.288682116083127,0.10708471935685196
5.0,1.0,0,6.10606711216694,0.2533595488936605,0.07807190242340734
5.0,1.0,1,-2.902791805139597,0.24359111162288957,0.09939761516522412
5.0,1.0,2,-4.760132308846283,0.23362790674497888,0.10337376872209557
5.0,1.0,4,-3.3446302462503072,0.288682116083127,0.0869439692883582
5.0,1.0,3,14.611177649818089,0.23350928725139541,0.10689365419704419
5.0,1.25,0,6.907379693751488,0.2533595488936605,0.06424883147699584
5.0,1.25,1,-2.9271059098788332,0.24359111162288957,0.08549254827850024
5.0,1.25,3,16.272221866097034,0.23350928725139541,0.09256110871487301
5.0,1.25,2,-4.683430004962697,0.23362790674497888,0.08438610939537576
5.0,1.25,4,-3.42352536233941,0.288682116083127,0.07508292775631721
5.0,1.5,0,8.275462844228231,0.2533595488936605,0.0566792316842376
5.0,1.5,1,-1.8502474281375663,0.24359111162288957,0.07877630364848291
5.0,1.5,2,-3.98499925320648,0.23362790674497888,0.07420132456638505
5.0,1.5,3,17.139580271786663,0.23350928725139541,0.08400644438695552
5.0,1.5,4,-2.658705480026163,0.288682116083127,0.06927245519527113
10.0,0.5,0,6.2996875837049355,0.2533595488936605,0.14483619333646308
10.0,0.5,1,-0.1373228797015917,0.24359111162288957,0.16997867530645683
10.0,0.5,2,-3.052064505322311,0.23362790674497888,0.1965432709458325
10.0,0.5,3,10.80970800734869,0.23350928725139541,0.17002688167912525
10.0,0.5,4,-1.8887254924318275,0.288682116083127,0.15380566619284805
10.0,0.75,0,5.578576507500783,0.2533595488936605,0.10341483438723678
10.0,0.75,2,-4.957877731327506,0.23362790674497888,0.14538962664025212
10.0,0.75,1,-1.6633878736162688,0.24359111162288957,0.13115333919031386
10.0,0.75,3,11.867705922459795,0.23350928725139541,0.13068851431590742
10.0,0.75,4,-2.2008790839314085,0.288682116083127,0.11201375577488201
10.0,1.0,0,5.196659032160168,0.2533595488936605,0.08118358474952204
10.0,1.0,1,-2.2667840586508454,0.24359111162288957,0.10801755408290353
10.0,1.0,2,-5.466823417038094,0.23362790674497888,0.11528234367735228
10.0,1.0,3,12.542041918438738,0.23350928725139541,0.10808424975993691
10.0,1.25,0,5.059917244056804,0.2533595488936605,0.06824637984962775
10.0,1.0,4,-2.7465677146767384,0.288682116083127,0.08997235959585331
10.0,1.25,1,-2.216187874744851,0.24359111162288957,0.09438503456053755
