condition,w_inter,trial_idx,seed,A_hat,cap_hit,noise_percentile,noise_threshold
WT,0.001,0,452,0.01220674197,0,95,0.01716826133
WT,0.001,1,453,0.01713361314,0,95,0.01716826133
WT,0.001,2,454,0.004734429157,0,95,0.01716826133
WT,0.001,3,455,0.01999307825,0,95,0.01716826133
WT,0.001,4,456,0.01133795475,0,95,0.01716826133
WT,0.001,5,457,0.005013048585,0,95,0.01716826133
WT,0.001,6,458,0.012181441,0,95,0.01716826133
WT,0.001,7,459,0.004452376287,0,95,0.01716826133
WT,0.001,8,460,0.005397024973,0,95,0.01716826133
WT,0.001,9,461,0.007274925456,0,95,0.01716826133
WT,0.001,10,462,0.006699852803,0,95,0.01716826133
WT,0.001,11,463,0.004171638443,0,95,0.01716826133
WT,0.001,12,464,0.002131255282,0,95,0.01716826133
WT,0.001,13,465,0.007181123092,0,95,0.01716826133
WT,0.001,14,466,0.009000016426,0,95,0.01716826133
WT,0.001,15,467,0.008917233581,0,95,0.01716826133
WT,0.001,16,468,0.005994201038,0,95,0.01716826133
WT,0.001,17,469,0.006938189818,0,95,0.01716826133
WT,0.001,18,470,0.005433770402,0,95,0.01716826133
WT,0.001,19,471,0.01175461162,0,95,0.01716826133
WT,0.001,20,472,0.007994212146,0,95,0.01716826133
WT,0.001,21,473,0.002962896369,0,95,0.01716826133
WT,0.001,22,474,0.01379865788,0,95,0.01716826133
WT,0.001,23,475,0.01314414048,0,95,0.01716826133
WT,0.001,24,476,0.005947656452,0,95,0.01716826133
WT,0.001,25,477,0.01020203279,0,95,0.01716826133
WT,0.001,26,478,0.01259951208,0,95,0.01716826133
WT,0.001,27,479,0.008253252451,0,95,0.01716826133
WT,0.001,28,480,0.006206305841,0,95,0.01716826133
WT,0.001,29,481,0.01790690203,0,95,0.01716826133
WT,0.001,30,482,0.007127575416,0,95,0.01716826133
WT,0.001,31,483,0.00539110228,0,95,0.01716826133
WT,0.001,32,484,0.005230292597,0,95,0.01716826133
WT,0.001,33,485,0.006471583902,0,95,0.01716826133
WT,0.001,34,486,0.004650101672,0,95,0.01716826133
WT,0.001,35,487,0.01554538053,0,95,0.01716826133
WT,0.001,36,488,0.003717250076,0,95,0.01716826133
WT,0.001,37,489,0.004417359932,0,95,0.01716826133
WT,0.001,38,490,0.01281553938,0,95,0.01716826133
WT,0.001,39,491,0.004277403526,0,95,0.01716826133
WT,0.001,40,492,0.008525549852,0,95,0.01716826133
WT,0.001,41,493,0.007746602863,0,95,0.01716826133
WT,0.001,42,494,0.01447538024,0,95,0.01716826133
WT,0.001,43,495,0.002896000613,0,95,0.01716826133
WT,0.001,44,496,0.001897773228,0,95,0.01716826133
WT,0.001,45,497,0.007812810881,0,95,0.01716826133
WT,0.001,46,498,0.01132187911,0,95,0.01716826133
WT,0.001,47,499,0.002130813799,0,95,0.01716826133
WT,0.001,48,500,0.008247741192,0,95,0.01716826133
WT,0.001,49,501,0.003749045743,0,95,0.01716826133
