condition_key,amplitude,w_inter,success_rate,mean_A_hat,peak_pyr_rate,mean_error_deg,noise_threshold,n_trials,ss_pyr_hz,ss_som_hz,ss_pv_hz,ss_vip_hz
WT,0.1,0.001,0.1,0.010376367518115708,9.524772254582736,105.20783743829816,0.01716826133,50,nan,nan,nan,nan
WT,0.1,0.002,0.04,0.010451825892226081,9.979581676775387,105.31515152004076,0.01999127226,50,nan,nan,nan,nan
WT,0.1,0.003,0.04,0.010545805689725312,10.504000222208612,105.03590558956721,0.02132381951,50,nan,nan,nan,nan
WT,0.1,0.004,0.04,0.010665108278544617,11.118211547996044,104.64211638056778,0.0224125988,50,nan,nan,nan,nan
WT,0.1,0.005,0.04,0.010820938044728258,11.85556124667419,104.12753940152032,0.02266037852,50,nan,nan,nan,nan
WT,0.1,0.006,0.04,0.01103407511792744,12.76438942406465,102.96515711374967,0.02297565826,50,nan,nan,nan,nan
WT,0.1,0.007,0.04,0.011348836915343148,13.930972637995847,101.02844932890872,0.02270601265,50,nan,nan,nan,nan
WT,0.1,0.008,0.04,0.011808822085549781,15.536773567892853,100.19701991609523,0.02318509745,50,nan,nan,nan,nan
WT,0.1,0.009000000000000001,1.0,0.01248650970692817,18.01025863831321,100.5033298344224,0.0,50,nan,nan,nan,nan
WT,0.1,0.010000000000000002,1.0,0.013561657874751299,22.80536728054744,101.09732663948435,0.0,50,nan,nan,nan,nan
WT,0.1,0.011,0.0,0.015512946484327163,40.95776527300775,99.03182349702175,0.03499040967,50,nan,nan,nan,nan
WT,0.1,0.012,1.0,0.865317577272561,200.0,162.02652928394483,1.212806911e-05,50,nan,nan,nan,nan
WT,0.2,0.001,0.1,0.010376431470097919,13.779620362599731,105.2093575241812,0.01716826133,50,nan,nan,nan,nan
WT,0.2,0.002,0.04,0.010451889670773788,14.644341606080241,105.31641645515634,0.01999127226,50,nan,nan,nan,nan
WT,0.2,0.003,0.04,0.01054586806265098,15.680120633835154,105.03726608788935,0.02132381951,50,nan,nan,nan,nan
WT,0.2,0.004,0.04,0.010665167626032201,16.94934465997087,104.64350509506566,0.0224125988,50,nan,nan,nan,nan
WT,0.2,0.005,0.04,0.010820992526614757,18.559078651075346,104.12886784312488,0.02266037852,50,nan,nan,nan,nan
WT,0.2,0.006,0.04,0.011034122391624112,20.726577262946122,102.96639229152963,0.02297565826,50,nan,nan,nan,nan
WT,0.2,0.007,0.04,0.011348872200106577,23.808543950595787,101.02952158139847,0.02270601265,50,nan,nan,nan,nan
WT,0.2,0.008,0.04,0.01180884620141984,28.763630416266263,100.1976782852686,0.02318509745,50,nan,nan,nan,nan
WT,0.2,0.009000000000000001,1.0,0.012486522526571146,38.714797856569575,100.50364842897773,0.0,50,nan,nan,nan,nan
WT,0.2,0.010000000000000002,1.0,0.013561658275029724,66.72260892673741,101.0973965895939,0.0,50,nan,nan,nan,nan
WT,0.2,0.011,0.0,0.015512911152849963,145.69615216965036,99.0321768972988,0.03499040967,50,nan,nan,nan,nan
WT,0.2,0.012,1.0,0.8702198567862688,200.0,160.86609164028795,1.212806911e-05,50,nan,nan,nan,nan
WT,0.3,0.001,0.1,0.010376508220678307,19.044963038288394,105.21118145282234,0.01716826133,50,nan,nan,nan,nan
WT,0.3,0.002,0.04,0.010451967313103695,20.465315592907185,105.31795857424542,0.01999127226,50,nan,nan,nan,nan
WT,0.3,0.003,0.04,0.01054594536010199,22.20597414996962,105.03895478855337,0.02132381951,50,nan,nan,nan,nan
WT,0.3,0.004,0.04,0.01066524288100391,24.413435959858585,104.64526944626743,0.0224125988,50,nan,nan,nan,nan
WT,0.3,0.005,0.04,0.010821063761606842,27.332676007712557,104.13060862178692,0.02266037852,50,nan,nan,nan,nan
WT,0.3,0.006,0.04,0.011034186903124322,31.38844225243853,102.96808277469056,0.02297565826,50,nan,nan,nan,nan
WT,0.3,0.007,0.04,0.011348923419692483,37.45980611428672,101.0310849233237,0.02270601265,50,nan,nan,nan,nan
WT,0.3,0.008,0.04,0.011808884633683618,47.60494350014164,100.19872991468357,0.02318509745,50,nan,nan,nan,nan
WT,0.3,0.009000000000000001,1.0,0.012486545910161476,67.530522115482,100.50421922854072,0.0,50,nan,nan,nan,nan
WT,0.3,0.010000000000000002,1.0,0.013561660887679721,113.4873333913083,101.09753271977812,0.0,50,nan,nan,nan,nan
WT,0.3,0.011,0.0,0.015512891903205378,200.0,99.03236059806152,0.03499040967,50,nan,nan,nan,nan
WT,0.3,0.012,1.0,0.8699564075706383,200.0,159.07686996267753,1.212806911e-05,50,nan,nan,nan,nan
