condition_key,trial_idx,displacement_deg,valid
WT,7,0.01095224571346984,1
WT,6,0.005174740190187042,1
WT,1,0.0849184132589618,1
WT,0,0.006639882679435166,1
WT,4,-0.03502472214574559,1
WT,9,0.0032502815548893587,1
WT,8,0.1074935866519408,1
WT,2,-0.007163942948082056,1
WT,3,0.018615501232027376,1
WT,5,0.019459244470050232,1
WT,11,-0.006518538340936807,1
WT,15,-0.02015180036738563,1
WT,10,0.01753200180071378,1
WT,14,-0.05365738912781652,1
WT,12,-0.02166207017349958,1
WT,13,0.04187921320820049,1
WT,16,-0.01467857702620263,1
WT,19,0.06476901669948822,1
WT,18,0.0003331798078180458,1
WT,17,-0.015604427291054412,1
WT,20,0.02616906366871507,1
WT,21,0.09461179591165503,1
WT,22,-0.002579366339564699,1
WT,23,0.06176266429257599,1
WT,24,-0.0178786856226106,1
WT,25,0.012476529033714214,1
WT,26,0.01255751574585514,1
WT,27,0.017884922927279553,1
WT,29,-0.04557413835988133,1
WT,28,-0.005008562841572639,1
WT,30,0.028050866441258707,1
WT,32,0.0036722948060108626,1
WT,33,-0.030358031187235762,1
WT,34,-0.06512992393917322,1
WT,31,-0.0368045616072635,1
WT,36,0.024315082850052405,1
WT,35,-0.019452724627930594,1
WT,37,-0.06128377104164891,1
WT,38,-0.043160998294385924,1
WT,39,-0.09905537663018918,1
WT,43,-0.06364220410911488,1
WT,42,0.018667131138132138,1
WT,40,0.06016623303065781,1
WT,44,-3.679616559753893e-05,1
WT,45,0.04754122677534912,1
WT,41,0.01945789334149122,1
WT,46,0.000943854463738577,1
WT,47,0.007040657850510954,1
WT,48,-0.0030609418636249625,1
WT,49,0.004117478819957379,1
WT,51,-0.01570264210798798,1
WT,50,0.0026800301629675534,1
WT,56,-0.06964032907964943,1
WT,53,0.07797431857377055,1
WT,55,-0.05046614194933333,1
WT,52,0.04660319538427277,1
WT,54,-0.07711782921250719,1
WT,57,-0.0361098259927797,1
WT,58,-0.04296617272144206,1
WT,59,0.011002965405204419,1
WT,60,0.04265254237652981,1
WT,61,-0.01655349803695843,1
WT,62,-0.023453443768330532,1
WT,65,0.012461905464285784,1
WT,64,0.02086482356738957,1
WT,66,-0.015797148210230344,1
WT,63,0.011895248648702993,1
WT,67,-0.0628535844879182,1
WT,68,0.00813984031106515,1
WT,69,0.005321564054092687,1
WT,70,0.06615373855016551,1
WT,72,0.004666221136590278,1
WT,71,0.036220094702147904,1
WT,73,0.0035511361752659123,1
WT,75,0.04421001333192154,1
WT,74,-0.024160137538466617,1
WT,77,0.044648862581523,1
WT,76,-0.03622839227004109,1
WT,78,-0.003966544550840704,1
WT,79,0.014541294266894529,1
WT,80,-0.008428001582737914,1
WT,81,-0.07531832851850664,1
WT,82,0.021321270896931768,1
WT,84,-0.01963664321882428,1
WT,87,0.01972115684998526,1
WT,85,-0.004846790155124286,1
WT,83,0.0002498287402559007,1
WT,86,0.09492648273022028,1
WT,88,-0.005076210894077345,1
WT,89,0.0698751416563689,1
WT,90,0.0020908372991307596,1
WT,91,-0.08019619732459611,1
WT,92,0.011238016800665818,1
WT,95,-0.028721268680847012,1
WT,93,0.03156561146588988,1
WT,94,-0.02019255669530482,1
WT,97,0.00140421823294978,1
