condition_key,mean_deg,std_deg,abs_mean_deg,n_valid,n_total,delay_ms,amplitude_factor,seed,n_trials
WT,0.0018904859522731287,0.048422497457547224,0.03202724942011651,300,300,5000.0,20.0,42,300
WT_APP,-0.006611687914777393,0.3502126931255591,0.24646290405234314,300,300,5000.0,20.0,42,300
