condition_key,amplitude,w_inter,success_rate,mean_A_hat,peak_pyr_rate,mean_error_deg,noise_threshold,n_trials
b2_KO,10.0,4.0,0.18,0.054315046113153596,2.475117732140562,45.68319376067813,0.08247596638610147,50
b2_KO,10.0,5.0,0.44,0.07776282299570329,3.518881628039424,25.98497506793633,0.08185207935244593,50
b2_KO,10.0,6.0,1.0,0.20116787544613074,5.179346442754363,7.194966988447854,0.0823509288028739,50
b2_KO,10.0,7.0,1.0,0.5131120432323594,8.605092615218899,3.295599607231754,0.17147714431022448,50
b2_KO,10.0,8.0,0.3,0.5336572168768258,20.480225346773118,35.30139290295721,0.6138317732270024,50
b2_KO,10.0,9.0,0.46,0.5336609487706483,42.74385859421736,92.03762650861538,0.5777939287729842,50
b2_KO,10.0,10.0,0.0,0.4459453887064789,200.0,25.743644788367334,0.709595322800104,50
b2_KO,15.0,4.0,0.52,0.08059575956570664,2.8936769407609297,24.918433127581167,0.08247596638610147,50
b2_KO,15.0,5.0,0.94,0.13842995373111847,5.297890322109476,11.296447147008127,0.08185207935244593,50
b2_KO,15.0,6.0,1.0,0.36457683629407145,7.41985538879615,3.490260342838373,0.0823509288028739,50
b2_KO,15.0,7.0,1.0,0.5230918789897641,11.243415446635183,2.8890174252073284,0.17147714431022448,50
b2_KO,15.0,8.0,0.48,0.577560471444149,23.44163948776151,34.645411425553164,0.6138317732270024,50
b2_KO,15.0,9.0,0.34,0.49567270878156483,41.71186059133722,91.95881241264061,0.5777939287729842,50
b2_KO,15.0,10.0,0.0,0.5396131273503071,200.0,7.8049251710086125,0.709595322800104,50
b2_KO,20.0,4.0,0.84,0.11742512403717044,3.2006045410398865,13.907144116396204,0.08247596638610147,50
b2_KO,20.0,5.0,1.0,0.21775588601684498,7.133174780922637,6.453193975703503,0.08185207935244593,50
b2_KO,20.0,6.0,1.0,0.506387924838274,9.766451266706461,2.213263318495171,0.0823509288028739,50
b2_KO,20.0,7.0,1.0,0.5322435712092325,13.669844782264216,3.417686728672826,0.17147714431022448,50
b2_KO,20.0,8.0,0.48,0.5689393415976012,27.00956353410435,35.217699830090986,0.6138317732270024,50
b2_KO,20.0,9.0,0.36,0.5361237471995441,47.11312084761117,72.23012150321394,0.5777939287729842,50
b2_KO,20.0,10.0,0.0,0.6564240028608517,200.0,40.37206460048727,0.709595322800104,50
b2_KO,25.0,4.0,0.98,0.15768121301764884,3.442171101535189,9.410487566193595,0.08247596638610147,50
b2_KO,25.0,5.0,1.0,0.30604649508940485,8.951030706342685,4.23199643180823,0.08185207935244593,50
b2_KO,25.0,6.0,1.0,0.5985291486942379,12.00021827905689,1.5936113146604152,0.0823509288028739,50
b2_KO,25.0,7.0,1.0,0.5246551303661934,16.032199334230718,3.2670774670265725,0.17147714431022448,50
b2_KO,25.0,8.0,0.56,0.5807549945487003,29.04207997163542,28.699063517940445,0.6138317732270024,50
b2_KO,25.0,9.0,0.34,0.5199743262453637,46.421343898658115,78.18658941875121,0.5777939287729842,50
b2_KO,25.0,10.0,0.0,0.6649870747986167,200.0,56.89406126450662,0.709595322800104,50
b2_KO,30.0,4.0,1.0,0.19624711647203819,3.6530496925673446,7.169225616839685,0.08247596638610147,50
b2_KO,30.0,5.0,1.0,0.395627541251225,10.786606766813335,3.0106128440748314,0.08185207935244593,50
b2_KO,30.0,6.0,1.0,0.6534261477669585,14.098227120036174,1.2837999120226913,0.0823509288028739,50
b2_KO,30.0,7.0,1.0,0.5470143375847081,18.319823445286577,4.619070365058272,0.17147714431022448,50
b2_KO,30.0,8.0,0.5,0.5918292621373783,31.90531419985306,29.989453102146104,0.6138317732270024,50
b2_KO,30.0,9.0,0.46,0.5377307646971032,51.29532376572923,67.2010890034255,0.5777939287729842,50
b2_KO,30.0,10.0,0.0,0.6585413492383211,200.0,71.24650079906215,0.709595322800104,50
b2_KO,35.0,4.0,1.0,0.23130366077576006,3.853491788763137,5.848804065009587,0.08247596638610147,50
b2_KO,35.0,5.0,1.0,0.4793509250993925,12.643789313443497,2.284139804592524,0.08185207935244593,50
b2_KO,35.0,6.0,1.0,0.6851579642650206,16.173399930747042,1.103805318409271,0.0823509288028739,50
b2_KO,35.0,7.0,1.0,0.5658880532268761,20.606365381341096,5.080513115980134,0.17147714431022448,50
