offset_deg,amp_factor,trial_idx,displacement_deg,pre_amp,post_amp
0.0,0.5,3,1.59664746833136,0.2635994758551598,0.33916752550892854
0.0,0.5,0,1.449279576419925,0.26282046436853024,0.3279246828390104
0.0,0.5,1,0.21284551147506395,0.2824314186034112,0.2559282618177618
0.0,0.5,2,2.4057146193414765,0.24918522024303427,0.4097488931813005
0.0,0.5,4,-0.3629753462068484,0.3181677760292835,0.35813245465202126
0.0,0.75,0,2.562665730393184,0.26282046436853024,0.21051252383566266
0.0,0.75,1,-1.7608593701085835,0.2824314186034112,0.1806613001162447
0.0,0.75,2,0.9357042469016539,0.24918522024303427,0.2743406143278009
0.0,0.75,3,6.685664786157416,0.2635994758551598,0.26673551612229035
0.0,0.75,4,-0.6899061340750537,0.3181677760292835,0.24015439194926103
0.0,1.0,1,-3.461895782628786,0.2824314186034112,0.14433749624287842
0.0,1.0,0,2.1436597107915656,0.26282046436853024,0.14721612992338629
0.0,1.0,2,0.6196392860262745,0.24918522024303427,0.1837636270127026
0.0,1.0,3,10.82810707759712,0.2635994758551598,0.2217295375932868
0.0,1.25,0,2.4094330406624755,0.26282046436853024,0.11344204403743165
0.0,1.0,4,0.4684759368597309,0.3181677760292835,0.17314073230871427
0.0,1.25,1,-4.137169788101806,0.2824314186034112,0.12655988137789348
0.0,1.25,2,0.22417081232482228,0.24918522024303427,0.13196633574056696
0.0,1.25,3,13.967445250734977,0.2635994758551598,0.1875696847253688
0.0,1.25,4,1.694318020007696,0.3181677760292835,0.13877096592699908
0.0,1.5,0,3.315583975346672,0.26282046436853024,0.09499462631598926
0.0,1.5,1,-3.6344241437323346,0.2824314186034112,0.11533688398468724
0.0,1.5,2,0.07864619090830118,0.24918522024303427,0.10001248206931994
0.0,1.5,3,16.357275384329387,0.2635994758551598,0.1603851279523097
0.0,1.5,4,3.1644675561058753,0.3181677760292835,0.11574892805615321
5.0,0.5,0,0.6970337121372927,0.26282046436853024,0.3306892539417618
5.0,0.5,1,-1.4687833122981881,0.2824314186034112,0.25730451246148334
5.0,0.5,2,2.9559492954526716,0.24918522024303427,0.39431999638437704
5.0,0.5,3,3.113174380918308,0.2635994758551598,0.3547897311778948
5.0,0.5,4,0.17020918932814222,0.3181677760292835,0.35368471350269337
5.0,0.75,0,-2.503762078325726,0.26282046436853024,0.19776166717203844
5.0,0.75,1,-4.454246344217005,0.2824314186034112,0.19361534625997986
5.0,0.75,2,-2.2266434111916733,0.24918522024303427,0.2796406126297632
5.0,0.75,3,6.465549607603129,0.2635994758551598,0.27634094573008255
5.0,0.75,4,-2.227550815836164,0.3181677760292835,0.24787999011921688
5.0,1.0,0,-5.653821695497336,0.26282046436853024,0.14228515133843392
5.0,1.0,1,-5.797351236271224,0.2824314186034112,0.15824473515933066
5.0,1.0,2,-4.100753309693637,0.24918522024303427,0.1978972277497857
5.0,1.0,4,-2.3097168847062,0.3181677760292835,0.18730266391303346
5.0,1.0,3,7.79178581871725,0.2635994758551598,0.21810526678124575
5.0,1.25,0,-6.729086694225103,0.26282046436853024,0.11489618000085114
5.0,1.25,1,-6.2361305099871185,0.2824314186034112,0.144017813080771
5.0,1.25,2,-4.535859066815729,0.24918522024303427,0.14586227225956036
5.0,1.25,3,7.916475083784992,0.2635994758551598,0.17519327023417686
5.0,1.25,4,-1.7095146398386811,0.3181677760292835,0.15257224973511052
5.0,1.5,1,-5.455021639035824,0.2824314186034112,0.13407876052764475
5.0,1.5,0,-6.515290195824898,0.26282046436853024,0.09946234178133384
5.0,1.5,2,-4.489358952090221,0.24918522024303427,0.11303586333898069
5.0,1.5,3,7.996537308814158,0.2635994758551598,0.14526910570273813
5.0,1.5,4,-0.983195911955612,0.3181677760292835,0.129369536746374
10.0,0.5,1,-1.5035236094362552,0.2824314186034112,0.26133162229692863
10.0,0.5,0,-0.3190402723146145,0.26282046436853024,0.3286803195569526
10.0,0.5,2,3.6305377897137783,0.24918522024303427,0.3719384225362699
10.0,0.5,3,4.703829600223148,0.2635994758551598,0.3711748785097802
10.0,0.5,4,1.1333248583581685,0.3181677760292835,0.35390814654027297
10.0,0.75,0,-6.302703330587251,0.26282046436853024,0.20179260077598252
10.0,0.75,1,-5.0276826185101156,0.2824314186034112,0.20574332197080542
10.0,0.75,2,-2.937435974806785,0.24918522024303427,0.2888512635647654
10.0,0.75,3,4.92162643374867,0.2635994758551598,0.27361246135647604
10.0,0.75,4,-2.3682980768066226,0.3181677760292835,0.26043400582517595
10.0,1.0,0,-9.715719788000614,0.26282046436853024,0.14718331495884512
10.0,1.0,1,-6.569586534028429,0.2824314186034112,0.17601982634340624
