phenotype,category,ko_count,run_idx,PYR,SOM,PV,VIP,NDNF
NDNF α7 + NDNF β2,prediction,2,34,1.85682,0.705783,1.42202,5.54551,2.51898
NDNF α7 + NDNF β2,prediction,2,35,1.81633,0.703766,1.41882,5.51808,2.49269
NDNF α7 + NDNF β2,prediction,2,36,1.80434,0.702809,1.41725,5.5042,2.48289
NDNF α7 + NDNF β2,prediction,2,37,1.84105,0.704584,1.41984,5.52848,2.50457
NDNF α7 + NDNF β2,prediction,2,38,1.82182,0.703972,1.4191,5.51538,2.49098
NDNF α7 + NDNF β2,prediction,2,39,1.8265,0.705613,1.42128,5.52431,2.49879
NDNF α7 + NDNF β2,prediction,2,40,1.85766,0.705773,1.42181,5.5428,2.51809
NDNF α7 + NDNF β2,prediction,2,41,1.84647,0.70571,1.42148,5.53326,2.50753
NDNF α7 + NDNF β2,prediction,2,42,1.83108,0.704601,1.42027,5.52661,2.50254
NDNF α7 + NDNF β2,prediction,2,43,1.81117,0.701681,1.41539,5.49963,2.48399
NDNF α7 + NDNF β2,prediction,2,44,1.83251,0.704927,1.42054,5.52532,2.49893
NDNF α7 + NDNF β2,prediction,2,45,1.82989,0.703335,1.41817,5.51998,2.49945
NDNF α7 + NDNF β2,prediction,2,46,1.88203,0.70719,1.4241,5.56625,2.53841
NDNF α7 + NDNF β2,prediction,2,47,1.85843,0.705033,1.42095,5.54675,2.5227
NDNF α7 + NDNF β2,prediction,2,48,1.84315,0.704811,1.4204,5.53105,2.50586
NDNF α7 + NDNF β2,prediction,2,49,1.80423,0.701644,1.41574,5.50188,2.4833
PV α7 + SOM α7 + SOM β2,prediction,3,0,1.90176,0.00367249,1.98335,3.52274,6.7607
PV α7 + SOM α7 + SOM β2,prediction,3,1,1.91815,0.00369215,1.98905,3.5189,6.77785
PV α7 + SOM α7 + SOM β2,prediction,3,2,1.90109,0.00367015,1.98313,3.52573,6.75863
PV α7 + SOM α7 + SOM β2,prediction,3,3,1.93737,0.00369657,1.99719,3.52825,6.82296
PV α7 + SOM α7 + SOM β2,prediction,3,4,1.89967,0.00368464,1.98605,3.51984,6.77042
PV α7 + SOM α7 + SOM β2,prediction,3,5,1.90176,0.00367399,1.98298,3.52175,6.7591
PV α7 + SOM α7 + SOM β2,prediction,3,6,1.90789,0.00367563,1.98442,3.52315,6.7618
PV α7 + SOM α7 + SOM β2,prediction,3,7,1.88974,0.00366913,1.979,3.51738,6.73568
PV α7 + SOM α7 + SOM β2,prediction,3,8,1.92649,0.00368504,1.99213,3.53214,6.79821
PV α7 + SOM α7 + SOM β2,prediction,3,9,1.91699,0.00367902,1.98903,3.53044,6.78467
PV α7 + SOM α7 + SOM β2,prediction,3,10,1.87139,0.00364998,1.96976,3.51623,6.69349
PV α7 + SOM α7 + SOM β2,prediction,3,11,1.93671,0.00369735,1.99587,3.52717,6.81101
PV α7 + SOM α7 + SOM β2,prediction,3,12,1.89043,0.00367051,1.97956,3.51763,6.74174
PV α7 + SOM α7 + SOM β2,prediction,3,13,1.92196,0.00368881,1.99288,3.52837,6.80323
PV α7 + SOM α7 + SOM β2,prediction,3,14,1.94624,0.00369735,1.99965,3.53482,6.83556
PV α7 + SOM α7 + SOM β2,prediction,3,15,1.88591,0.00365363,1.97573,3.52162,6.72549
PV α7 + SOM α7 + SOM β2,prediction,3,16,1.94995,0.00371269,2.00284,3.52848,6.84296
PV α7 + SOM α7 + SOM β2,prediction,3,17,1.93759,0.00370053,1.99615,3.52549,6.81494
PV α7 + SOM α7 + SOM β2,prediction,3,18,1.92136,0.003681,1.98859,3.52616,6.78137
PV α7 + SOM α7 + SOM β2,prediction,3,19,1.89813,0.00366597,1.98065,3.52395,6.74215
PV α7 + SOM α7 + SOM β2,prediction,3,20,1.92133,0.00369548,1.9897,3.51938,6.78223
PV α7 + SOM α7 + SOM β2,prediction,3,21,1.89374,0.00367375,1.98306,3.52227,6.75855
PV α7 + SOM α7 + SOM β2,prediction,3,22,1.94377,0.00369968,1.99896,3.53073,6.8331
PV α7 + SOM α7 + SOM β2,prediction,3,23,1.89122,0.00367484,1.97933,3.5162,6.73372
PV α7 + SOM α7 + SOM β2,prediction,3,24,1.90818,0.00369033,1.98839,3.52072,6.77928
PV α7 + SOM α7 + SOM β2,prediction,3,25,1.93384,0.00368394,1.99486,3.53408,6.81066
PV α7 + SOM α7 + SOM β2,prediction,3,26,1.91719,0.00369348,1.9896,3.51993,6.7813
PV α7 + SOM α7 + SOM β2,prediction,3,27,1.88277,0.00366099,1.97579,3.5192,6.72168
PV α7 + SOM α7 + SOM β2,prediction,3,28,1.92924,0.0036849,1.9922,3.53024,6.79688
PV α7 + SOM α7 + SOM β2,prediction,3,29,1.96152,0.00370297,2.0049,3.53854,6.8564
PV α7 + SOM α7 + SOM β2,prediction,3,30,1.94436,0.00369887,1.99868,3.53317,6.83053
PV α7 + SOM α7 + SOM β2,prediction,3,31,1.90911,0.00367121,1.98685,3.53199,6.77645
PV α7 + SOM α7 + SOM β2,prediction,3,32,1.91955,0.00367646,1.99063,3.53428,6.79491
PV α7 + SOM α7 + SOM β2,prediction,3,33,1.93114,0.00367786,1.99115,3.53336,6.79617
PV α7 + SOM α7 + SOM β2,prediction,3,34,1.92801,0.00367655,1.99166,3.53458,6.79585
PV α7 + SOM α7 + SOM β2,prediction,3,35,1.90349,0.00367451,1.98267,3.52237,6.75377
PV α7 + SOM α7 + SOM β2,prediction,3,36,1.88033,0.0036699,1.97745,3.51436,6.73343
PV α7 + SOM α7 + SOM β2,prediction,3,37,1.90863,0.00367744,1.98754,3.52803,6.78113
PV α7 + SOM α7 + SOM β2,prediction,3,38,1.92194,0.00369284,1.98976,3.52095,6.78256
PV α7 + SOM α7 + SOM β2,prediction,3,39,1.91051,0.00368136,1.98835,3.52768,6.78552
PV α7 + SOM α7 + SOM β2,prediction,3,40,1.92973,0.00369726,1.99474,3.52521,6.81062
PV α7 + SOM α7 + SOM β2,prediction,3,41,1.93585,0.00369288,1.99499,3.52819,6.8133
PV α7 + SOM α7 + SOM β2,prediction,3,42,1.91778,0.00367835,1.98823,3.5286,6.78183
PV α7 + SOM α7 + SOM β2,prediction,3,43,1.93044,0.00369313,1.99359,3.52662,6.80505
PV α7 + SOM α7 + SOM β2,prediction,3,44,1.90637,0.00367882,1.98353,3.51922,6.75425
PV α7 + SOM α7 + SOM β2,prediction,3,45,1.92983,0.0036978,1.9961,3.52907,6.81371
PV α7 + SOM α7 + SOM β2,prediction,3,46,1.92754,0.00367823,1.99066,3.53239,6.79152
PV α7 + SOM α7 + SOM β2,prediction,3,47,1.92464,0.00369565,1.99539,3.52977,6.81041
PV α7 + SOM α7 + SOM β2,prediction,3,48,1.89865,0.00367306,1.98286,3.52224,6.75287
PV α7 + SOM α7 + SOM β2,prediction,3,49,1.92322,0.00369335,1.99311,3.52553,6.80537
PV α7 + SOM α7 + VIP α5,prediction,3,0,1.90192,0.0769973,3.8396,0.0113533,6.64983
PV α7 + SOM α7 + VIP α5,prediction,3,1,1.91833,0.077272,3.84749,0.0113497,6.66675
PV α7 + SOM α7 + VIP α5,prediction,3,2,1.91328,0.0772261,3.84571,0.0113479,6.66502
PV α7 + SOM α7 + VIP α5,prediction,3,3,1.94012,0.0779026,3.86442,0.011296,6.71647
PV α7 + SOM α7 + VIP α5,prediction,3,4,1.93819,0.0777393,3.85877,0.0113221,6.69708
PV α7 + SOM α7 + VIP α5,prediction,3,5,1.90864,0.0770786,3.84132,0.0113649,6.65074
PV α7 + SOM α7 + VIP α5,prediction,3,6,1.89797,0.076863,3.83639,0.0113705,6.63881
PV α7 + SOM α7 + VIP α5,prediction,3,7,1.89119,0.0766989,3.83222,0.0113866,6.627
PV α7 + SOM α7 + VIP α5,prediction,3,8,1.88907,0.0767865,3.83556,0.0113788,6.63706
PV α7 + SOM α7 + VIP α5,prediction,3,9,1.89512,0.0768013,3.83311,0.0113582,6.63578
PV α7 + SOM α7 + VIP α5,prediction,3,10,1.90242,0.0771355,3.84377,0.0113504,6.66126
PV α7 + SOM α7 + VIP α5,prediction,3,11,1.91374,0.0772566,3.84674,0.011337,6.66944
PV α7 + SOM α7 + VIP α5,prediction,3,12,1.92682,0.0774958,3.85127,0.0113069,6.68464
PV α7 + SOM α7 + VIP α5,prediction,3,13,1.89526,0.0768252,3.83417,0.0113547,6.63935
PV α7 + SOM α7 + VIP α5,prediction,3,14,1.93784,0.0778285,3.86315,0.0113054,6.71233
PV α7 + SOM α7 + VIP α5,prediction,3,15,1.91164,0.0771744,3.84279,0.0113284,6.66231
PV α7 + SOM α7 + VIP α5,prediction,3,16,1.87971,0.0764523,3.82471,0.0113914,6.6106
PV α7 + SOM α7 + VIP α5,prediction,3,17,1.89076,0.0768756,3.83816,0.0113713,6.64493
PV α7 + SOM α7 + VIP α5,prediction,3,18,1.89477,0.0769368,3.83873,0.0113396,6.65316
PV α7 + SOM α7 + VIP α5,prediction,3,19,1.89647,0.0768852,3.83518,0.0113519,6.64137
PV α7 + SOM α7 + VIP α5,prediction,3,20,1.92872,0.0777266,3.86261,0.0113167,6.70965
PV α7 + SOM α7 + VIP α5,prediction,3,21,1.93386,0.0776359,3.85872,0.0113472,6.69263
PV α7 + SOM α7 + VIP α5,prediction,3,22,1.90321,0.0770336,3.84215,0.0113816,6.65065
PV α7 + SOM α7 + VIP α5,prediction,3,23,1.9026,0.0771113,3.84353,0.0113525,6.66081
PV α7 + SOM α7 + VIP α5,prediction,3,24,1.93445,0.0776705,3.85705,0.0113098,6.69585
PV α7 + SOM α7 + VIP α5,prediction,3,25,1.89237,0.0767525,3.83143,0.0113723,6.62904
PV α7 + SOM α7 + VIP α5,prediction,3,26,1.91866,0.07745,3.85277,0.0113511,6.68108
PV α7 + SOM α7 + VIP α5,prediction,3,27,1.91317,0.0772898,3.84674,0.011328,6.67211
PV α7 + SOM α7 + VIP α5,prediction,3,28,1.88471,0.0765149,3.82533,0.0113834,6.61299
PV α7 + SOM α7 + VIP α5,prediction,3,29,1.90059,0.0769821,3.84007,0.0113665,6.64815
PV α7 + SOM α7 + VIP α5,prediction,3,30,1.91367,0.0772666,3.84708,0.0113411,6.66919
PV α7 + SOM α7 + VIP α5,prediction,3,31,1.92913,0.0776146,3.85672,0.0113386,6.69121
PV α7 + SOM α7 + VIP α5,prediction,3,32,1.91122,0.0771703,3.84524,0.0113594,6.66122
PV α7 + SOM α7 + VIP α5,prediction,3,33,1.9035,0.07705,3.84279,0.0113881,6.64998
PV α7 + SOM α7 + VIP α5,prediction,3,34,1.92153,0.0774799,3.85148,0.0113062,6.68563
PV α7 + SOM α7 + VIP α5,prediction,3,35,1.93131,0.0776679,3.85876,0.011318,6.7006
PV α7 + SOM α7 + VIP α5,prediction,3,36,1.93107,0.0776507,3.85974,0.011345,6.69547
PV α7 + SOM α7 + VIP α5,prediction,3,37,1.9273,0.0775079,3.85231,0.011346,6.67936
PV α7 + SOM α7 + VIP α5,prediction,3,38,1.90968,0.0771815,3.84507,0.0113438,6.66457
PV α7 + SOM α7 + VIP α5,prediction,3,39,1.90182,0.0769875,3.83922,0.0113622,6.64659
PV α7 + SOM α7 + VIP α5,prediction,3,40,1.904,0.0770456,3.83991,0.0113457,6.6542
PV α7 + SOM α7 + VIP α5,prediction,3,41,1.92044,0.0774057,3.85235,0.0113526,6.67828
PV α7 + SOM α7 + VIP α5,prediction,3,42,1.92766,0.07768,3.86,0.0113229,6.70284
PV α7 + SOM α7 + VIP α5,prediction,3,43,1.8944,0.076744,3.8314,0.0113676,6.62934
PV α7 + SOM α7 + VIP α5,prediction,3,44,1.93817,0.0777318,3.85908,0.0112974,6.70379
PV α7 + SOM α7 + VIP α5,prediction,3,45,1.88735,0.0766807,3.83136,0.0113855,6.62718
PV α7 + SOM α7 + VIP α5,prediction,3,46,1.9037,0.0769389,3.83609,0.0113397,6.64475
PV α7 + SOM α7 + VIP α5,prediction,3,47,1.91204,0.0772503,3.84733,0.0113654,6.66559
PV α7 + SOM α7 + VIP α5,prediction,3,48,1.90309,0.0770607,3.84334,0.011366,6.65773
PV α7 + SOM α7 + VIP α5,prediction,3,49,1.92221,0.0772958,3.84648,0.011349,6.66411
PV α7 + SOM α7 + NDNF α7,target,3,0,2.33016,0.00100658,0.553637,9.21283,5.12505
PV α7 + SOM α7 + NDNF α7,target,3,1,2.26786,0.00104573,0.562935,9.09395,5.05219
PV α7 + SOM α7 + NDNF α7,target,3,2,2.30769,0.00101639,0.554485,9.17714,5.1007
PV α7 + SOM α7 + NDNF α7,target,3,3,2.24477,0.00105552,0.563524,9.0555,5.02707
PV α7 + SOM α7 + NDNF α7,target,3,4,2.23015,0.00106367,0.565099,9.04417,5.0203
PV α7 + SOM α7 + NDNF α7,target,3,5,2.29089,0.00103054,0.55927,9.14488,5.08257
PV α7 + SOM α7 + NDNF α7,target,3,6,2.28612,0.00103104,0.558414,9.12984,5.07235
PV α7 + SOM α7 + NDNF α7,target,3,7,2.24659,0.00105557,0.564219,9.06059,5.03043
PV α7 + SOM α7 + NDNF α7,target,3,8,2.29027,0.00102908,0.558487,9.1375,5.07751
PV α7 + SOM α7 + NDNF α7,target,3,9,2.31841,0.00101408,0.554826,9.1856,5.10634
PV α7 + SOM α7 + NDNF α7,target,3,10,2.27894,0.0010281,0.556054,9.13107,5.07288
PV α7 + SOM α7 + NDNF α7,target,3,11,2.24458,0.00105936,0.565612,9.0554,5.02773
PV α7 + SOM α7 + NDNF α7,target,3,12,2.25325,0.00105133,0.562967,9.07992,5.04202
PV α7 + SOM α7 + NDNF α7,target,3,13,2.35479,0.000988339,0.547407,9.2602,5.1515
PV α7 + SOM α7 + NDNF α7,target,3,14,2.28211,0.00103467,0.560115,9.13849,5.07917
PV α7 + SOM α7 + NDNF α7,target,3,15,2.31449,0.00101162,0.553484,9.18723,5.10719
PV α7 + SOM α7 + NDNF α7,target,3,16,2.27754,0.0010374,0.560433,9.11826,5.06632
PV α7 + SOM α7 + NDNF α7,target,3,17,2.30865,0.00101987,0.556752,9.17125,5.0991
PV α7 + SOM α7 + NDNF α7,target,3,18,2.28107,0.00103548,0.559669,9.11229,5.06118
PV α7 + SOM α7 + NDNF α7,target,3,19,2.23551,0.00106751,0.568887,9.0351,5.01739
PV α7 + SOM α7 + NDNF α7,target,3,20,2.34203,0.00100006,0.550824,9.21462,5.12199
PV α7 + SOM α7 + NDNF α7,target,3,21,2.26088,0.0010477,0.563267,9.08052,5.04453
PV α7 + SOM α7 + NDNF α7,target,3,22,2.30439,0.00102381,0.558317,9.16663,5.09723
PV α7 + SOM α7 + NDNF α7,target,3,23,2.25292,0.00105339,0.563803,9.06809,5.03476
PV α7 + SOM α7 + NDNF α7,target,3,24,2.26464,0.00104221,0.559664,9.07879,5.0391
PV α7 + SOM α7 + NDNF α7,target,3,25,2.26887,0.00103812,0.559584,9.10979,5.06069
PV α7 + SOM α7 + NDNF α7,target,3,26,2.30305,0.00102692,0.558912,9.1491,5.08427
PV α7 + SOM α7 + NDNF α7,target,3,27,2.27129,0.00104152,0.561031,9.11323,5.06298
PV α7 + SOM α7 + NDNF α7,target,3,28,2.27083,0.00104274,0.561277,9.09827,5.05253
PV α7 + SOM α7 + NDNF α7,target,3,29,2.2844,0.00102715,0.556278,9.14342,5.08029
PV α7 + SOM α7 + NDNF α7,target,3,30,2.29371,0.00102729,0.557622,9.15459,5.08682
PV α7 + SOM α7 + NDNF α7,target,3,31,2.25775,0.00104648,0.561897,9.08767,5.04707
PV α7 + SOM α7 + NDNF α7,target,3,32,2.26406,0.00104574,0.561627,9.0947,5.05046
PV α7 + SOM α7 + NDNF α7,target,3,33,2.26591,0.00104624,0.562819,9.08114,5.04315
PV α7 + SOM α7 + NDNF α7,target,3,34,2.27739,0.0010401,0.560178,9.09343,5.04865
PV α7 + SOM α7 + NDNF α7,target,3,35,2.31296,0.00101144,0.552167,9.17746,5.09872
PV α7 + SOM α7 + NDNF α7,target,3,36,2.31426,0.00101749,0.556999,9.18209,5.10773
PV α7 + SOM α7 + NDNF α7,target,3,37,2.26308,0.0010464,0.562301,9.09487,5.05143
PV α7 + SOM α7 + NDNF α7,target,3,38,2.29692,0.00102638,0.558365,9.1559,5.09128
PV α7 + SOM α7 + NDNF α7,target,3,39,2.24753,0.00105551,0.564202,9.06167,5.03149
PV α7 + SOM α7 + NDNF α7,target,3,40,2.28222,0.0010314,0.557837,9.11469,5.06254
PV α7 + SOM α7 + NDNF α7,target,3,41,2.30496,0.00101526,0.553434,9.17564,5.09891
PV α7 + SOM α7 + NDNF α7,target,3,42,2.24574,0.00105759,0.565013,9.05902,5.02991
PV α7 + SOM α7 + NDNF α7,target,3,43,2.26608,0.00104489,0.562245,9.08998,5.04889
PV α7 + SOM α7 + NDNF α7,target,3,44,2.26923,0.00103468,0.557858,9.11345,5.06287
PV α7 + SOM α7 + NDNF α7,target,3,45,2.2999,0.00102273,0.556414,9.14894,5.08312
PV α7 + SOM α7 + NDNF α7,target,3,46,2.2583,0.00105502,0.56509,9.06419,5.0316
PV α7 + SOM α7 + NDNF α7,target,3,47,2.274,0.00103976,0.561161,9.10457,5.05746
PV α7 + SOM α7 + NDNF α7,target,3,48,2.31146,0.0010176,0.555291,9.17465,5.09833
PV α7 + SOM α7 + NDNF α7,target,3,49,2.2954,0.00102869,0.558734,9.1424,5.08148
PV α7 + SOM α7 + NDNF β2,prediction,3,0,2.05445,0.00773157,1.50482,4.94925,5.05224
PV α7 + SOM α7 + NDNF β2,prediction,3,1,2.03193,0.00771333,1.50014,4.9405,5.02615
PV α7 + SOM α7 + NDNF β2,prediction,3,2,2.03327,0.00772605,1.5021,4.93901,5.02722
PV α7 + SOM α7 + NDNF β2,prediction,3,3,2.01633,0.00771663,1.49846,4.93458,5.01983
PV α7 + SOM α7 + NDNF β2,prediction,3,4,2.06619,0.00774199,1.50765,4.95685,5.07587
PV α7 + SOM α7 + NDNF β2,prediction,3,5,2.0579,0.00773461,1.50463,4.94815,5.05757
PV α7 + SOM α7 + NDNF β2,prediction,3,6,2.04552,0.00773326,1.50339,4.94712,5.05013
PV α7 + SOM α7 + NDNF β2,prediction,3,7,1.97248,0.00771947,1.49005,4.90365,4.95885
PV α7 + SOM α7 + NDNF β2,prediction,3,8,2.06475,0.00773927,1.50681,4.9543,5.07629
PV α7 + SOM α7 + NDNF β2,prediction,3,9,2.04737,0.00773401,1.5046,4.94733,5.05639
PV α7 + SOM α7 + NDNF β2,prediction,3,10,2.04631,0.00773412,1.50301,4.94305,5.05209
PV α7 + SOM α7 + NDNF β2,prediction,3,11,2.01803,0.00771972,1.49798,4.9277,5.00755
PV α7 + SOM α7 + NDNF β2,prediction,3,12,1.99845,0.00771697,1.49518,4.91796,4.98546
PV α7 + SOM α7 + NDNF β2,prediction,3,13,2.03713,0.00773328,1.50148,4.9381,5.03705
PV α7 + SOM α7 + NDNF β2,prediction,3,14,2.00438,0.0077194,1.49673,4.92412,4.99301
PV α7 + SOM α7 + NDNF β2,prediction,3,15,2.03627,0.00773604,1.50188,4.93615,5.03467
PV α7 + SOM α7 + NDNF β2,prediction,3,16,2.04582,0.00772461,1.50428,4.95176,5.05843
PV α7 + SOM α7 + NDNF β2,prediction,3,17,2.07082,0.00773446,1.5071,4.9555,5.07147
PV α7 + SOM α7 + NDNF β2,prediction,3,18,2.01109,0.00772329,1.49552,4.91967,4.99674
PV α7 + SOM α7 + NDNF β2,prediction,3,19,2.03895,0.00773156,1.50296,4.94471,5.04151
PV α7 + SOM α7 + NDNF β2,prediction,3,20,2.03208,0.00772409,1.50323,4.94339,5.0365
PV α7 + SOM α7 + NDNF β2,prediction,3,21,2.04872,0.00773095,1.50497,4.94983,5.05094
PV α7 + SOM α7 + NDNF β2,prediction,3,22,1.99556,0.00771874,1.49462,4.91791,4.98835
PV α7 + SOM α7 + NDNF β2,prediction,3,23,2.03486,0.00772716,1.50239,4.94601,5.03613
PV α7 + SOM α7 + NDNF β2,prediction,3,24,2.02801,0.00772408,1.50015,4.93679,5.01935
PV α7 + SOM α7 + NDNF β2,prediction,3,25,2.0186,0.00772334,1.49677,4.92181,5.00254
PV α7 + SOM α7 + NDNF β2,prediction,3,26,2.02417,0.00772097,1.50012,4.93527,5.01687
PV α7 + SOM α7 + NDNF β2,prediction,3,27,2.05943,0.0077316,1.50557,4.95558,5.07924
PV α7 + SOM α7 + NDNF β2,prediction,3,28,2.01871,0.00772267,1.49976,4.93625,5.02252
PV α7 + SOM α7 + NDNF β2,prediction,3,29,1.98453,0.00771188,1.49225,4.91215,4.97515
PV α7 + SOM α7 + NDNF β2,prediction,3,30,2.04315,0.00772255,1.50174,4.93757,5.02895
PV α7 + SOM α7 + NDNF β2,prediction,3,31,2.01763,0.00771969,1.49682,4.92503,5.00583
PV α7 + SOM α7 + NDNF β2,prediction,3,32,2.04455,0.00772607,1.50381,4.94681,5.04434
PV α7 + SOM α7 + NDNF β2,prediction,3,33,2.05319,0.00772872,1.5045,4.94842,5.05844
PV α7 + SOM α7 + NDNF β2,prediction,3,34,2.05902,0.00772204,1.50692,4.96151,5.06561
PV α7 + SOM α7 + NDNF β2,prediction,3,35,2.02421,0.00772061,1.49894,4.93056,5.01071
PV α7 + SOM α7 + NDNF β2,prediction,3,36,2.02114,0.00772347,1.49916,4.93136,5.01612
PV α7 + SOM α7 + NDNF β2,prediction,3,37,2.03788,0.00772349,1.50193,4.94245,5.03495
PV α7 + SOM α7 + NDNF β2,prediction,3,38,2.03309,0.0077221,1.50007,4.9338,5.01732
PV α7 + SOM α7 + NDNF β2,prediction,3,39,2.05172,0.00772981,1.50466,4.94962,5.05077
PV α7 + SOM α7 + NDNF β2,prediction,3,40,2.02127,0.00772569,1.49781,4.92085,5.00547
PV α7 + SOM α7 + NDNF β2,prediction,3,41,2.04255,0.00772751,1.50503,4.95323,5.05421
PV α7 + SOM α7 + NDNF β2,prediction,3,42,2.04688,0.00773315,1.50352,4.94473,5.04619
PV α7 + SOM α7 + NDNF β2,prediction,3,43,2.0016,0.00771686,1.49654,4.92477,4.99951
PV α7 + SOM α7 + NDNF β2,prediction,3,44,2.02807,0.00772696,1.4995,4.93121,5.01996
PV α7 + SOM α7 + NDNF β2,prediction,3,45,2.03178,0.00771893,1.50112,4.93717,5.02343
PV α7 + SOM α7 + NDNF β2,prediction,3,46,2.08215,0.00773433,1.50989,4.9698,5.10377
PV α7 + SOM α7 + NDNF β2,prediction,3,47,2.03174,0.00772589,1.5015,4.93806,5.02844
PV α7 + SOM α7 + NDNF β2,prediction,3,48,2.00538,0.00771992,1.49696,4.9247,4.9987
PV α7 + SOM α7 + NDNF β2,prediction,3,49,2.04586,0.00771646,1.50301,4.9455,5.03989
PV α7 + SOM β2 + VIP α5,prediction,3,0,1.44433,1.84459,2.88268,0.01887,2.69714
PV α7 + SOM β2 + VIP α5,prediction,3,1,1.455,1.85577,2.89421,0.0189081,2.7081
PV α7 + SOM β2 + VIP α5,prediction,3,2,1.46822,1.86804,2.90337,0.0190138,2.70759
PV α7 + SOM β2 + VIP α5,prediction,3,3,1.48031,1.87557,2.90797,0.0191192,2.70308
PV α7 + SOM β2 + VIP α5,prediction,3,4,1.48287,1.87582,2.90945,0.0191224,2.70575
PV α7 + SOM β2 + VIP α5,prediction,3,5,1.46589,1.8603,2.89638,0.0189868,2.70244
PV α7 + SOM β2 + VIP α5,prediction,3,6,1.44467,1.84819,2.88809,0.0188249,2.70738
PV α7 + SOM β2 + VIP α5,prediction,3,7,1.46357,1.85875,2.89395,0.0189565,2.70053
PV α7 + SOM β2 + VIP α5,prediction,3,8,1.46836,1.86601,2.90129,0.0190217,2.70491
PV α7 + SOM β2 + VIP α5,prediction,3,9,1.46153,1.85976,2.89551,0.0189762,2.702
PV α7 + SOM β2 + VIP α5,prediction,3,10,1.45113,1.8495,2.88867,0.0188613,2.7056
PV α7 + SOM β2 + VIP α5,prediction,3,11,1.47261,1.86939,2.90337,0.0190366,2.7055
PV α7 + SOM β2 + VIP α5,prediction,3,12,1.46401,1.86308,2.8989,0.0190019,2.70437
PV α7 + SOM β2 + VIP α5,prediction,3,13,1.47133,1.86873,2.90273,0.0190534,2.70392
PV α7 + SOM β2 + VIP α5,prediction,3,14,1.47718,1.87532,2.9088,0.0190823,2.70791
PV α7 + SOM β2 + VIP α5,prediction,3,15,1.4275,1.83574,2.87861,0.0187069,2.70749
PV α7 + SOM β2 + VIP α5,prediction,3,16,1.46318,1.85962,2.89419,0.0190057,2.69817
PV α7 + SOM β2 + VIP α5,prediction,3,17,1.41683,1.82445,2.86849,0.0186328,2.70213
PV α7 + SOM β2 + VIP α5,prediction,3,18,1.46153,1.86322,2.89867,0.0189642,2.70562
PV α7 + SOM β2 + VIP α5,prediction,3,19,1.46618,1.86436,2.90036,0.0190014,2.70634
PV α7 + SOM β2 + VIP α5,prediction,3,20,1.48233,1.87669,2.91027,0.019111,2.70741
PV α7 + SOM β2 + VIP α5,prediction,3,21,1.46791,1.86187,2.89647,0.0190184,2.69877
PV α7 + SOM β2 + VIP α5,prediction,3,22,1.44934,1.84642,2.88507,0.0188829,2.69917
PV α7 + SOM β2 + VIP α5,prediction,3,23,1.46593,1.8612,2.89672,0.0190015,2.70189
PV α7 + SOM β2 + VIP α5,prediction,3,24,1.45228,1.85477,2.89255,0.0188971,2.70524
PV α7 + SOM β2 + VIP α5,prediction,3,25,1.46673,1.86425,2.90058,0.0189891,2.70697
PV α7 + SOM β2 + VIP α5,prediction,3,26,1.46967,1.86369,2.89788,0.0190507,2.69854
PV α7 + SOM β2 + VIP α5,prediction,3,27,1.43525,1.84106,2.88209,0.0187813,2.70476
PV α7 + SOM β2 + VIP α5,prediction,3,28,1.44966,1.84911,2.88694,0.0189186,2.69816
PV α7 + SOM β2 + VIP α5,prediction,3,29,1.45856,1.85682,2.89387,0.0189438,2.70348
PV α7 + SOM β2 + VIP α5,prediction,3,30,1.45469,1.85411,2.89247,0.018919,2.70439
PV α7 + SOM β2 + VIP α5,prediction,3,31,1.47181,1.86955,2.90427,0.0190178,2.70803
PV α7 + SOM β2 + VIP α5,prediction,3,32,1.46257,1.86097,2.89676,0.0189806,2.70324
PV α7 + SOM β2 + VIP α5,prediction,3,33,1.4814,1.8747,2.90687,0.0191229,2.70198
PV α7 + SOM β2 + VIP α5,prediction,3,34,1.47041,1.86882,2.90244,0.0190514,2.7023
PV α7 + SOM β2 + VIP α5,prediction,3,35,1.46271,1.86607,2.90183,0.018969,2.70947
PV α7 + SOM β2 + VIP α5,prediction,3,36,1.46851,1.86128,2.89596,0.0190076,2.69974
PV α7 + SOM β2 + VIP α5,prediction,3,37,1.47251,1.86866,2.90356,0.0190561,2.70484
PV α7 + SOM β2 + VIP α5,prediction,3,38,1.42223,1.83086,2.87407,0.0186695,2.70495
PV α7 + SOM β2 + VIP α5,prediction,3,39,1.45248,1.85476,2.89188,0.0189173,2.70283
PV α7 + SOM β2 + VIP α5,prediction,3,40,1.4688,1.8686,2.90325,0.0190105,2.70727
PV α7 + SOM β2 + VIP α5,prediction,3,41,1.47257,1.86929,2.90478,0.0190449,2.70765
PV α7 + SOM β2 + VIP α5,prediction,3,42,1.45595,1.8551,2.89187,0.01892,2.7027
PV α7 + SOM β2 + VIP α5,prediction,3,43,1.47307,1.86947,2.90447,0.0190715,2.70591
PV α7 + SOM β2 + VIP α5,prediction,3,44,1.48243,1.87297,2.90503,0.0191364,2.69877
PV α7 + SOM β2 + VIP α5,prediction,3,45,1.4826,1.87361,2.90636,0.0191471,2.70032
PV α7 + SOM β2 + VIP α5,prediction,3,46,1.48388,1.87524,2.90729,0.0191559,2.69973
PV α7 + SOM β2 + VIP α5,prediction,3,47,1.44139,1.8438,2.88219,0.0188231,2.69932
