phenotype,category,ko_count,run_idx,PYR,SOM,PV,VIP,NDNF
SOM β2 + VIP α5 + NDNF α7,prediction,3,11,1.54488,1.86715,3.47028,0.0283795,1.88152
SOM β2 + VIP α5 + NDNF α7,prediction,3,12,1.54138,1.86745,3.47064,0.0283557,1.88172
SOM β2 + VIP α5 + NDNF α7,prediction,3,13,1.56945,1.88707,3.48905,0.0286591,1.88383
SOM β2 + VIP α5 + NDNF α7,prediction,3,14,1.5479,1.86889,3.47261,0.0284045,1.88222
SOM β2 + VIP α5 + NDNF α7,prediction,3,15,1.53649,1.85994,3.4639,0.0282791,1.88074
SOM β2 + VIP α5 + NDNF α7,prediction,3,16,1.53866,1.8685,3.47398,0.0283451,1.88541
SOM β2 + VIP α5 + NDNF α7,prediction,3,17,1.53076,1.85809,3.46368,0.0282267,1.88317
SOM β2 + VIP α5 + NDNF α7,prediction,3,18,1.54723,1.86958,3.47187,0.0284285,1.87957
SOM β2 + VIP α5 + NDNF α7,prediction,3,19,1.52936,1.85314,3.45832,0.028197,1.88055
SOM β2 + VIP α5 + NDNF α7,prediction,3,20,1.55216,1.87565,3.47878,0.0284594,1.88373
SOM β2 + VIP α5 + NDNF α7,prediction,3,21,1.53603,1.85973,3.46375,0.0282794,1.88086
SOM β2 + VIP α5 + NDNF α7,prediction,3,22,1.56251,1.88032,3.48058,0.0285998,1.87901
SOM β2 + VIP α5 + NDNF α7,prediction,3,23,1.5302,1.85771,3.46204,0.0282078,1.88227
SOM β2 + VIP α5 + NDNF α7,prediction,3,24,1.54043,1.86313,3.46859,0.0283149,1.88335
SOM β2 + VIP α5 + NDNF α7,prediction,3,25,1.52473,1.85562,3.46113,0.0281698,1.88294
SOM β2 + VIP α5 + NDNF α7,prediction,3,26,1.54352,1.86643,3.46974,0.0283881,1.88067
SOM β2 + VIP α5 + NDNF α7,prediction,3,27,1.52845,1.85808,3.46368,0.0281857,1.88504
SOM β2 + VIP α5 + NDNF α7,prediction,3,28,1.51188,1.84502,3.45237,0.0280104,1.8844
SOM β2 + VIP α5 + NDNF α7,prediction,3,29,1.54099,1.86256,3.46665,0.0283155,1.88162
SOM β2 + VIP α5 + NDNF α7,prediction,3,30,1.54801,1.87183,3.47551,0.0283931,1.88573
SOM β2 + VIP α5 + NDNF α7,prediction,3,31,1.5296,1.85473,3.45893,0.0281924,1.88101
SOM β2 + VIP α5 + NDNF α7,prediction,3,32,1.51922,1.84576,3.45213,0.0280663,1.8817
SOM β2 + VIP α5 + NDNF α7,prediction,3,33,1.5282,1.85159,3.4572,0.0281601,1.88115
SOM β2 + VIP α5 + NDNF α7,prediction,3,34,1.52582,1.84947,3.45562,0.0281704,1.88088
SOM β2 + VIP α5 + NDNF α7,prediction,3,35,1.53969,1.86395,3.46832,0.0283342,1.88191
SOM β2 + VIP α5 + NDNF α7,prediction,3,36,1.51937,1.84518,3.45072,0.0280727,1.88054
SOM β2 + VIP α5 + NDNF α7,prediction,3,37,1.57247,1.88758,3.4887,0.0286834,1.88205
SOM β2 + VIP α5 + NDNF α7,prediction,3,38,1.54064,1.8623,3.46511,0.0283563,1.87876
SOM β2 + VIP α5 + NDNF α7,prediction,3,39,1.53464,1.86149,3.46527,0.0282947,1.88038
SOM β2 + VIP α5 + NDNF α7,prediction,3,40,1.53135,1.85766,3.46103,0.0282596,1.87886
SOM β2 + VIP α5 + NDNF α7,prediction,3,41,1.52494,1.85354,3.45853,0.0281785,1.88036
SOM β2 + VIP α5 + NDNF α7,prediction,3,42,1.5316,1.85799,3.46306,0.028228,1.88212
SOM β2 + VIP α5 + NDNF α7,prediction,3,43,1.55656,1.87382,3.47473,0.0285377,1.87727
SOM β2 + VIP α5 + NDNF α7,prediction,3,44,1.53777,1.86173,3.46641,0.0282764,1.88349
SOM β2 + VIP α5 + NDNF α7,prediction,3,45,1.53491,1.8629,3.46686,0.0282348,1.88515
SOM β2 + VIP α5 + NDNF α7,prediction,3,46,1.51688,1.84649,3.45408,0.0280739,1.88256
SOM β2 + VIP α5 + NDNF α7,prediction,3,47,1.57242,1.88674,3.48581,0.0287352,1.8765
SOM β2 + VIP α5 + NDNF α7,prediction,3,48,1.55997,1.87712,3.47843,0.0285759,1.87805
SOM β2 + VIP α5 + NDNF α7,prediction,3,49,1.55085,1.8745,3.47741,0.0284348,1.88453
SOM β2 + VIP α5 + NDNF β2,prediction,3,0,1.36598,1.86075,2.80691,0.0309454,1.17954
SOM β2 + VIP α5 + NDNF β2,prediction,3,1,1.3505,1.84848,2.7986,0.0306359,1.18428
SOM β2 + VIP α5 + NDNF β2,prediction,3,2,1.341,1.84019,2.79198,0.0305619,1.1825
SOM β2 + VIP α5 + NDNF β2,prediction,3,3,1.34411,1.84402,2.79524,0.0305431,1.18437
SOM β2 + VIP α5 + NDNF β2,prediction,3,4,1.35302,1.84876,2.79767,0.0307509,1.18016
SOM β2 + VIP α5 + NDNF β2,prediction,3,5,1.35707,1.85421,2.80268,0.0307725,1.18262
SOM β2 + VIP α5 + NDNF β2,prediction,3,6,1.36765,1.86313,2.80854,0.0309635,1.17985
SOM β2 + VIP α5 + NDNF β2,prediction,3,7,1.35623,1.8529,2.80252,0.0307261,1.1845
SOM β2 + VIP α5 + NDNF β2,prediction,3,8,1.34806,1.84447,2.79547,0.0306302,1.18293
SOM β2 + VIP α5 + NDNF β2,prediction,3,9,1.32345,1.82334,2.78141,0.0301268,1.1901
SOM β2 + VIP α5 + NDNF β2,prediction,3,10,1.38074,1.87236,2.81331,0.0312435,1.17375
SOM β2 + VIP α5 + NDNF β2,prediction,3,11,1.34034,1.8439,2.79526,0.0305179,1.18473
SOM β2 + VIP α5 + NDNF β2,prediction,3,12,1.36259,1.86042,2.8063,0.0309388,1.17905
SOM β2 + VIP α5 + NDNF β2,prediction,3,13,1.36095,1.85639,2.80265,0.0309212,1.17752
SOM β2 + VIP α5 + NDNF β2,prediction,3,14,1.35924,1.85899,2.80446,0.0308753,1.17927
SOM β2 + VIP α5 + NDNF β2,prediction,3,15,1.34348,1.84448,2.7947,0.0306211,1.18141
SOM β2 + VIP α5 + NDNF β2,prediction,3,16,1.36808,1.85948,2.80453,0.0310342,1.1751
SOM β2 + VIP α5 + NDNF β2,prediction,3,17,1.35699,1.85327,2.80049,0.0308718,1.17761
SOM β2 + VIP α5 + NDNF β2,prediction,3,18,1.3278,1.82465,2.78196,0.0302035,1.18867
SOM β2 + VIP α5 + NDNF β2,prediction,3,19,1.36472,1.85742,2.80458,0.0308887,1.18042
SOM β2 + VIP α5 + NDNF β2,prediction,3,20,1.33123,1.83221,2.78729,0.0303474,1.18667
SOM β2 + VIP α5 + NDNF β2,prediction,3,21,1.35132,1.84641,2.79623,0.030642,1.18233
SOM β2 + VIP α5 + NDNF β2,prediction,3,22,1.31712,1.81916,2.7782,0.0300131,1.19101
SOM β2 + VIP α5 + NDNF β2,prediction,3,23,1.35876,1.85388,2.80015,0.0308934,1.17678
SOM β2 + VIP α5 + NDNF β2,prediction,3,24,1.33726,1.83511,2.78918,0.0303948,1.1861
SOM β2 + VIP α5 + NDNF β2,prediction,3,25,1.34952,1.84581,2.79537,0.0307425,1.17868
SOM β2 + VIP α5 + NDNF β2,prediction,3,26,1.34902,1.84203,2.79386,0.0306265,1.18279
SOM β2 + VIP α5 + NDNF β2,prediction,3,27,1.34876,1.84684,2.79846,0.0305766,1.18573
SOM β2 + VIP α5 + NDNF β2,prediction,3,28,1.34141,1.84144,2.79378,0.0304679,1.18592
SOM β2 + VIP α5 + NDNF β2,prediction,3,29,1.36628,1.85919,2.80546,0.0309382,1.17907
SOM β2 + VIP α5 + NDNF β2,prediction,3,30,1.35267,1.8489,2.79827,0.0306528,1.18333
SOM β2 + VIP α5 + NDNF β2,prediction,3,31,1.35976,1.85359,2.80067,0.0308716,1.17786
SOM β2 + VIP α5 + NDNF β2,prediction,3,32,1.37985,1.87392,2.81378,0.0311992,1.17472
SOM β2 + VIP α5 + NDNF β2,prediction,3,33,1.34337,1.83813,2.78992,0.0305585,1.18166
SOM β2 + VIP α5 + NDNF β2,prediction,3,34,1.34065,1.84246,2.79458,0.0305227,1.18485
SOM β2 + VIP α5 + NDNF β2,prediction,3,35,1.35713,1.85628,2.80457,0.0307784,1.18289
SOM β2 + VIP α5 + NDNF β2,prediction,3,36,1.36276,1.8542,2.80138,0.0309188,1.17739
SOM β2 + VIP α5 + NDNF β2,prediction,3,37,1.36472,1.8601,2.80527,0.0309168,1.17889
SOM β2 + VIP α5 + NDNF β2,prediction,3,38,1.3776,1.87484,2.81582,0.031141,1.17767
SOM β2 + VIP α5 + NDNF β2,prediction,3,39,1.34451,1.84349,2.79432,0.0305791,1.18258
SOM β2 + VIP α5 + NDNF β2,prediction,3,40,1.32239,1.82189,2.78036,0.0301197,1.18989
SOM β2 + VIP α5 + NDNF β2,prediction,3,41,1.34411,1.84175,2.79382,0.0305443,1.18456
SOM β2 + VIP α5 + NDNF β2,prediction,3,42,1.35896,1.8542,2.80114,0.0308752,1.17792
SOM β2 + VIP α5 + NDNF β2,prediction,3,43,1.3557,1.85088,2.79955,0.030775,1.18033
SOM β2 + VIP α5 + NDNF β2,prediction,3,44,1.32728,1.82802,2.78432,0.0302059,1.18887
SOM β2 + VIP α5 + NDNF β2,prediction,3,45,1.3397,1.83927,2.79158,0.0304799,1.18457
SOM β2 + VIP α5 + NDNF β2,prediction,3,46,1.34503,1.84381,2.79423,0.0306049,1.18165
SOM β2 + VIP α5 + NDNF β2,prediction,3,47,1.33336,1.83347,2.78839,0.0303383,1.18719
SOM β2 + VIP α5 + NDNF β2,prediction,3,48,1.33726,1.84294,2.79579,0.0304435,1.1878
SOM β2 + VIP α5 + NDNF β2,prediction,3,49,1.34626,1.84535,2.79623,0.0306255,1.18263
SOM β2 + NDNF α7 + NDNF β2,prediction,3,0,1.93541,0.305866,1.71197,4.60248,3.14553
SOM β2 + NDNF α7 + NDNF β2,prediction,3,1,1.91073,0.304454,1.70636,4.59035,3.12503
SOM β2 + NDNF α7 + NDNF β2,prediction,3,2,1.91636,0.30465,1.70734,4.59061,3.12748
SOM β2 + NDNF α7 + NDNF β2,prediction,3,3,1.92385,0.305453,1.70991,4.59747,3.13838
SOM β2 + NDNF α7 + NDNF β2,prediction,3,4,1.87172,0.302284,1.69966,4.57619,3.10102
SOM β2 + NDNF α7 + NDNF β2,prediction,3,5,1.90707,0.303983,1.70433,4.58422,3.11791
SOM β2 + NDNF α7 + NDNF β2,prediction,3,6,1.90369,0.304227,1.70631,4.59199,3.12882
SOM β2 + NDNF α7 + NDNF β2,prediction,3,7,1.89207,0.303443,1.70307,4.58225,3.10936
SOM β2 + NDNF α7 + NDNF β2,prediction,3,8,1.8728,0.302269,1.69827,4.56819,3.09451
SOM β2 + NDNF α7 + NDNF β2,prediction,3,9,1.88687,0.303346,1.70226,4.57887,3.105
SOM β2 + NDNF α7 + NDNF β2,prediction,3,10,1.88157,0.302735,1.70119,4.5813,3.10186
SOM β2 + NDNF α7 + NDNF β2,prediction,3,11,1.9057,0.304154,1.70495,4.58209,3.12508
SOM β2 + NDNF α7 + NDNF β2,prediction,3,12,1.92282,0.305207,1.70996,4.60187,3.13343
SOM β2 + NDNF α7 + NDNF β2,prediction,3,13,1.89947,0.303992,1.70577,4.59075,3.12692
SOM β2 + NDNF α7 + NDNF β2,prediction,3,14,1.87735,0.302322,1.69809,4.56908,3.09412
SOM β2 + NDNF α7 + NDNF β2,prediction,3,15,1.90886,0.304398,1.70673,4.59291,3.12491
SOM β2 + NDNF α7 + NDNF β2,prediction,3,16,1.90578,0.304341,1.70669,4.59203,3.1212
SOM β2 + NDNF α7 + NDNF β2,prediction,3,17,1.87243,0.302097,1.69827,4.57144,3.09507
SOM β2 + NDNF α7 + NDNF β2,prediction,3,18,1.92207,0.30498,1.70856,4.59442,3.13346
SOM β2 + NDNF α7 + NDNF β2,prediction,3,19,1.87376,0.30225,1.6989,4.57515,3.0983
SOM β2 + NDNF α7 + NDNF β2,prediction,3,20,1.8221,0.299537,1.68825,4.54568,3.05809
SOM β2 + NDNF α7 + NDNF β2,prediction,3,21,1.9003,0.303846,1.70488,4.58746,3.11938
SOM β2 + NDNF α7 + NDNF β2,prediction,3,22,1.95238,0.306803,1.71508,4.60904,3.15942
SOM β2 + NDNF α7 + NDNF β2,prediction,3,23,1.90295,0.303849,1.70459,4.58519,3.11821
SOM β2 + NDNF α7 + NDNF β2,prediction,3,24,1.93833,0.306041,1.71292,4.60596,3.15253
SOM β2 + NDNF α7 + NDNF β2,prediction,3,25,1.95687,0.307108,1.7157,4.60974,3.15848
SOM β2 + NDNF α7 + NDNF β2,prediction,3,26,1.89179,0.303059,1.7012,4.57785,3.10636
SOM β2 + NDNF α7 + NDNF β2,prediction,3,27,1.89419,0.303121,1.70238,4.58729,3.11486
SOM β2 + NDNF α7 + NDNF β2,prediction,3,28,1.86887,0.302026,1.69779,4.5689,3.0906
SOM β2 + NDNF α7 + NDNF β2,prediction,3,29,1.88275,0.302693,1.70033,4.57596,3.10537
SOM β2 + NDNF α7 + NDNF β2,prediction,3,30,1.92172,0.304939,1.70851,4.59625,3.13432
SOM β2 + NDNF α7 + NDNF β2,prediction,3,31,1.89633,0.303267,1.70322,4.58838,3.11479
SOM β2 + NDNF α7 + NDNF β2,prediction,3,32,1.92398,0.305343,1.70927,4.59405,3.13207
SOM β2 + NDNF α7 + NDNF β2,prediction,3,33,1.92436,0.305077,1.70942,4.59854,3.13712
SOM β2 + NDNF α7 + NDNF β2,prediction,3,34,1.92302,0.305087,1.70899,4.59747,3.13553
SOM β2 + NDNF α7 + NDNF β2,prediction,3,35,1.91571,0.304602,1.70763,4.59547,3.13092
SOM β2 + NDNF α7 + NDNF β2,prediction,3,36,1.91087,0.304772,1.70855,4.59777,3.12965
SOM β2 + NDNF α7 + NDNF β2,prediction,3,37,1.89456,0.303357,1.70247,4.58281,3.11388
SOM β2 + NDNF α7 + NDNF β2,prediction,3,38,1.93698,0.305451,1.7105,4.60111,3.14715
SOM β2 + NDNF α7 + NDNF β2,prediction,3,39,1.92292,0.304979,1.70809,4.59592,3.13514
SOM β2 + NDNF α7 + NDNF β2,prediction,3,40,1.88499,0.302879,1.70136,4.58084,3.10382
SOM β2 + NDNF α7 + NDNF β2,prediction,3,41,1.92163,0.305097,1.70912,4.6002,3.13772
SOM β2 + NDNF α7 + NDNF β2,prediction,3,42,1.91518,0.30435,1.70641,4.59213,3.12874
SOM β2 + NDNF α7 + NDNF β2,prediction,3,43,1.92146,0.304893,1.70775,4.59324,3.13296
SOM β2 + NDNF α7 + NDNF β2,prediction,3,44,1.91359,0.304426,1.70686,4.59193,3.13106
SOM β2 + NDNF α7 + NDNF β2,prediction,3,45,1.96547,0.307357,1.71749,4.61784,3.16885
SOM β2 + NDNF α7 + NDNF β2,prediction,3,46,1.89071,0.303181,1.70182,4.57849,3.10841
SOM β2 + NDNF α7 + NDNF β2,prediction,3,47,1.88848,0.303284,1.70253,4.58093,3.10618
SOM β2 + NDNF α7 + NDNF β2,prediction,3,48,1.88896,0.303191,1.7022,4.58155,3.10992
SOM β2 + NDNF α7 + NDNF β2,prediction,3,49,1.95069,0.30656,1.71395,4.60777,3.15883
VIP α5 + NDNF α7 + NDNF β2,prediction,3,0,0.9565,4.71322,3.32704,0.0590919,0.189145
VIP α5 + NDNF α7 + NDNF β2,prediction,3,1,0.980901,4.78857,3.35259,0.0601994,0.183641
VIP α5 + NDNF α7 + NDNF β2,prediction,3,2,0.969325,4.78599,3.34978,0.0600284,0.18356
VIP α5 + NDNF α7 + NDNF β2,prediction,3,3,0.961784,4.75341,3.33912,0.059591,0.185608
VIP α5 + NDNF α7 + NDNF β2,prediction,3,4,0.968255,4.76443,3.34375,0.0597903,0.185175
VIP α5 + NDNF α7 + NDNF β2,prediction,3,5,0.983725,4.81399,3.36176,0.0605046,0.182698
VIP α5 + NDNF α7 + NDNF β2,prediction,3,6,0.971621,4.78724,3.35081,0.0600784,0.183511
VIP α5 + NDNF α7 + NDNF β2,prediction,3,7,0.971508,4.77892,3.34782,0.0599869,0.183838
VIP α5 + NDNF α7 + NDNF β2,prediction,3,8,0.966186,4.75937,3.34296,0.0596986,0.186067
VIP α5 + NDNF α7 + NDNF β2,prediction,3,9,0.964184,4.74681,3.33789,0.0595441,0.186548
VIP α5 + NDNF α7 + NDNF β2,prediction,3,10,0.957521,4.74652,3.33824,0.059437,0.187111
VIP α5 + NDNF α7 + NDNF β2,prediction,3,11,0.961978,4.76694,3.34396,0.0597478,0.184784
VIP α5 + NDNF α7 + NDNF β2,prediction,3,12,0.979305,4.79859,3.3553,0.0602932,0.182783
VIP α5 + NDNF α7 + NDNF β2,prediction,3,13,0.975242,4.77992,3.34828,0.060063,0.183871
VIP α5 + NDNF α7 + NDNF β2,prediction,3,14,0.968391,4.76999,3.34386,0.0598783,0.184316
VIP α5 + NDNF α7 + NDNF β2,prediction,3,15,0.987875,4.82461,3.36462,0.0606641,0.181583
VIP α5 + NDNF α7 + NDNF β2,prediction,3,16,0.975208,4.7845,3.35127,0.0600652,0.184074
VIP α5 + NDNF α7 + NDNF β2,prediction,3,17,0.986356,4.82236,3.36146,0.0606657,0.180607
VIP α5 + NDNF α7 + NDNF β2,prediction,3,18,0.974878,4.78585,3.35157,0.060096,0.183873
VIP α5 + NDNF α7 + NDNF β2,prediction,3,19,0.966611,4.7576,3.33845,0.0597521,0.184667
VIP α5 + NDNF α7 + NDNF β2,prediction,3,20,0.981904,4.81479,3.36032,0.0605176,0.181455
VIP α5 + NDNF α7 + NDNF β2,prediction,3,21,0.975798,4.79162,3.35198,0.0601812,0.183149
VIP α5 + NDNF α7 + NDNF β2,prediction,3,22,0.963128,4.74288,3.33411,0.0595336,0.185795
VIP α5 + NDNF α7 + NDNF β2,prediction,3,23,0.970304,4.75895,3.34328,0.0597367,0.186338
VIP α5 + NDNF α7 + NDNF β2,prediction,3,24,0.969782,4.77109,3.34615,0.0598712,0.184638
VIP α5 + NDNF α7 + NDNF β2,prediction,3,25,0.955184,4.72464,3.3304,0.0591948,0.188072
VIP α5 + NDNF α7 + NDNF β2,prediction,3,26,0.970238,4.7792,3.34761,0.0599973,0.183742
VIP α5 + NDNF α7 + NDNF β2,prediction,3,27,0.973487,4.7736,3.34947,0.059921,0.18588
VIP α5 + NDNF α7 + NDNF β2,prediction,3,28,0.983118,4.82175,3.35999,0.0606448,0.179932
VIP α5 + NDNF α7 + NDNF β2,prediction,3,29,0.971694,4.77326,3.3464,0.0599282,0.184753
VIP α5 + NDNF α7 + NDNF β2,prediction,3,30,0.977823,4.80142,3.35528,0.0603111,0.182472
VIP α5 + NDNF α7 + NDNF β2,prediction,3,31,0.977348,4.77924,3.34539,0.0600871,0.182845
VIP α5 + NDNF α7 + NDNF β2,prediction,3,32,0.962482,4.75453,3.3398,0.059627,0.185699
VIP α5 + NDNF α7 + NDNF β2,prediction,3,33,0.978277,4.80724,3.35619,0.0604109,0.181449
VIP α5 + NDNF α7 + NDNF β2,prediction,3,34,0.966134,4.74966,3.33996,0.0595828,0.186868
VIP α5 + NDNF α7 + NDNF β2,prediction,3,35,0.967941,4.76978,3.34165,0.0598978,0.183128
VIP α5 + NDNF α7 + NDNF β2,prediction,3,36,0.958517,4.73623,3.33452,0.0593529,0.187509
VIP α5 + NDNF α7 + NDNF β2,prediction,3,37,0.970183,4.77927,3.34771,0.0599757,0.183834
VIP α5 + NDNF α7 + NDNF β2,prediction,3,38,0.985436,4.79501,3.35516,0.0603148,0.183501
VIP α5 + NDNF α7 + NDNF β2,prediction,3,39,0.975118,4.79314,3.35158,0.0602095,0.182355
VIP α5 + NDNF α7 + NDNF β2,prediction,3,40,0.972883,4.77437,3.34654,0.0599512,0.184581
VIP α5 + NDNF α7 + NDNF β2,prediction,3,41,0.980173,4.81153,3.35812,0.0604589,0.181604
VIP α5 + NDNF α7 + NDNF β2,prediction,3,42,0.967808,4.77116,3.34456,0.0598684,0.184424
VIP α5 + NDNF α7 + NDNF β2,prediction,3,43,0.963282,4.75363,3.33948,0.0596039,0.186215
VIP α5 + NDNF α7 + NDNF β2,prediction,3,44,0.975539,4.78469,3.35006,0.060088,0.184054
VIP α5 + NDNF α7 + NDNF β2,prediction,3,45,0.980696,4.80573,3.35588,0.060389,0.181792
VIP α5 + NDNF α7 + NDNF β2,prediction,3,46,0.981523,4.79788,3.35583,0.0602715,0.183632
VIP α5 + NDNF α7 + NDNF β2,prediction,3,47,0.964795,4.76501,3.34103,0.0597922,0.184064
VIP α5 + NDNF α7 + NDNF β2,prediction,3,48,0.974493,4.78681,3.35231,0.0600834,0.184344
VIP α5 + NDNF α7 + NDNF β2,prediction,3,49,0.977096,4.77142,3.3487,0.0599339,0.185689
PV α7 + SOM α7 + SOM β2 + VIP α5,prediction,4,0,1.91881,0.0197426,3.83749,0.0110337,6.75233
PV α7 + SOM α7 + SOM β2 + VIP α5,prediction,4,1,1.94265,0.0199265,3.86701,0.0109803,6.8297
PV α7 + SOM α7 + SOM β2 + VIP α5,prediction,4,2,1.95711,0.0199776,3.87275,0.0109861,6.84042
PV α7 + SOM α7 + SOM β2 + VIP α5,prediction,4,3,1.92768,0.01981,3.85045,0.0110434,6.77964
PV α7 + SOM α7 + SOM β2 + VIP α5,prediction,4,4,1.9439,0.0198649,3.85545,0.0110095,6.79509
PV α7 + SOM α7 + SOM β2 + VIP α5,prediction,4,5,1.90968,0.0197127,3.83718,0.0110565,6.74786
PV α7 + SOM α7 + SOM β2 + VIP α5,prediction,4,6,1.91279,0.0197128,3.83727,0.011058,6.74553
PV α7 + SOM α7 + SOM β2 + VIP α5,prediction,4,7,1.91931,0.0197874,3.84475,0.0110012,6.77699
PV α7 + SOM α7 + SOM β2 + VIP α5,prediction,4,8,1.92462,0.0197852,3.84628,0.0110442,6.76937
PV α7 + SOM α7 + SOM β2 + VIP α5,prediction,4,9,1.93229,0.019838,3.85483,0.0110322,6.79058
PV α7 + SOM α7 + SOM β2 + VIP α5,prediction,4,10,1.91452,0.0197321,3.83994,0.0110678,6.75028
PV α7 + SOM α7 + SOM β2 + VIP α5,prediction,4,11,1.93373,0.0198347,3.85053,0.0110012,6.78684
PV α7 + SOM α7 + SOM β2 + VIP α5,prediction,4,12,1.97332,0.0200256,3.87504,0.0109676,6.84709
PV α7 + SOM α7 + SOM β2 + VIP α5,prediction,4,13,1.95219,0.0199276,3.86417,0.0109902,6.8195
PV α7 + SOM α7 + SOM β2 + VIP α5,prediction,4,14,1.91465,0.0197415,3.84146,0.0110412,6.76016
PV α7 + SOM α7 + SOM β2 + VIP α5,prediction,4,15,1.92805,0.0197981,3.84725,0.0110269,6.77446
PV α7 + SOM α7 + SOM β2 + VIP α5,prediction,4,16,1.86801,0.0195068,3.81287,0.0111124,6.68222
PV α7 + SOM α7 + SOM β2 + VIP α5,prediction,4,17,1.91319,0.0197435,3.84265,0.0110407,6.76279
PV α7 + SOM α7 + SOM β2 + VIP α5,prediction,4,18,1.92562,0.0197793,3.84731,0.0110505,6.76984
PV α7 + SOM α7 + SOM β2 + VIP α5,prediction,4,19,1.89131,0.0196502,3.82994,0.0110582,6.73316
PV α7 + SOM α7 + SOM β2 + VIP α5,prediction,4,20,1.90358,0.0196772,3.83599,0.0110845,6.7374
PV α7 + SOM α7 + SOM β2 + VIP α5,prediction,4,21,1.88099,0.0195761,3.82093,0.0110961,6.70407
PV α7 + SOM α7 + SOM β2 + VIP α5,prediction,4,22,1.90453,0.0196848,3.83294,0.0110465,6.73902
PV α7 + SOM α7 + SOM β2 + VIP α5,prediction,4,23,1.89271,0.0196365,3.83023,0.0110929,6.72489
PV α7 + SOM α7 + SOM β2 + VIP α5,prediction,4,24,1.92075,0.0197838,3.84769,0.0110356,6.77416
PV α7 + SOM α7 + SOM β2 + VIP α5,prediction,4,25,1.9249,0.0197832,3.84235,0.0110151,6.76728
PV α7 + SOM α7 + SOM β2 + VIP α5,prediction,4,26,1.92268,0.019786,3.85014,0.0110767,6.7718
PV α7 + SOM α7 + SOM β2 + VIP α5,prediction,4,27,1.93683,0.0198437,3.85157,0.0110092,6.78906
PV α7 + SOM α7 + SOM β2 + VIP α5,prediction,4,28,1.90004,0.0196437,3.82772,0.011075,6.72154
PV α7 + SOM α7 + SOM β2 + VIP α5,prediction,4,29,1.93857,0.0198715,3.85934,0.0110289,6.80233
PV α7 + SOM α7 + SOM β2 + VIP α5,prediction,4,30,1.90345,0.019698,3.83732,0.0110699,6.74694
PV α7 + SOM α7 + SOM β2 + VIP α5,prediction,4,31,1.91188,0.0197255,3.84005,0.0110554,6.75285
PV α7 + SOM α7 + SOM β2 + VIP α5,prediction,4,32,1.89167,0.0196266,3.82728,0.0110856,6.72013
PV α7 + SOM α7 + SOM β2 + VIP α5,prediction,4,33,1.94003,0.0198672,3.85841,0.0110351,6.79916
PV α7 + SOM α7 + SOM β2 + VIP α5,prediction,4,34,1.9284,0.0198055,3.85057,0.0110358,6.77962
PV α7 + SOM α7 + SOM β2 + VIP α5,prediction,4,35,1.95429,0.0199556,3.86815,0.0109879,6.8305
PV α7 + SOM α7 + SOM β2 + VIP α5,prediction,4,36,1.87843,0.0195439,3.81749,0.0111212,6.69164
PV α7 + SOM α7 + SOM β2 + VIP α5,prediction,4,37,1.90932,0.0197234,3.84117,0.0110605,6.75385
PV α7 + SOM α7 + SOM β2 + VIP α5,prediction,4,38,1.92035,0.0197655,3.84125,0.011021,6.76368
PV α7 + SOM α7 + SOM β2 + VIP α5,prediction,4,39,1.94001,0.0198878,3.8591,0.0110102,6.80797
PV α7 + SOM α7 + SOM β2 + VIP α5,prediction,4,40,1.92289,0.0197719,3.84438,0.011056,6.76269
PV α7 + SOM α7 + SOM β2 + VIP α5,prediction,4,41,1.90492,0.0196869,3.83522,0.0110633,6.74073
PV α7 + SOM α7 + SOM β2 + VIP α5,prediction,4,42,1.92876,0.0198125,3.85116,0.0110438,6.78003
PV α7 + SOM α7 + SOM β2 + VIP α5,prediction,4,43,1.90178,0.0196895,3.83337,0.011048,6.74197
PV α7 + SOM α7 + SOM β2 + VIP α5,prediction,4,44,1.90996,0.0197123,3.83716,0.0110485,6.74787
PV α7 + SOM α7 + SOM β2 + VIP α5,prediction,4,45,1.91539,0.0197496,3.84362,0.011054,6.76199
PV α7 + SOM α7 + SOM β2 + VIP α5,prediction,4,46,1.89776,0.0196629,3.83183,0.0110663,6.73389
PV α7 + SOM α7 + SOM β2 + VIP α5,prediction,4,47,1.93737,0.019831,3.85232,0.0110372,6.7834
PV α7 + SOM α7 + SOM β2 + VIP α5,prediction,4,48,1.8655,0.0194889,3.80761,0.0111046,6.67394
PV α7 + SOM α7 + SOM β2 + VIP α5,prediction,4,49,1.8993,0.0196808,3.83622,0.0110725,6.74245
PV α7 + SOM α7 + SOM β2 + NDNF α7,prediction,4,0,2.33422,0.000234583,0.549363,9.2319,5.13433
PV α7 + SOM α7 + SOM β2 + NDNF α7,prediction,4,1,2.26155,0.000247159,0.562717,9.08813,5.04863
PV α7 + SOM α7 + SOM β2 + NDNF α7,prediction,4,2,2.3114,0.000239332,0.555669,9.17205,5.09891
PV α7 + SOM α7 + SOM β2 + NDNF α7,prediction,4,3,2.27168,0.000245674,0.561705,9.10978,5.06159
PV α7 + SOM α7 + SOM β2 + NDNF α7,prediction,4,4,2.24138,0.000251163,0.567749,9.03472,5.01604
PV α7 + SOM α7 + SOM β2 + NDNF α7,prediction,4,5,2.27559,0.000244554,0.560011,9.11669,5.06454
PV α7 + SOM α7 + SOM β2 + NDNF α7,prediction,4,6,2.28155,0.000243197,0.558579,9.13556,5.07801
PV α7 + SOM α7 + SOM β2 + NDNF α7,prediction,4,7,2.28034,0.000242961,0.557125,9.13098,5.07346
