condition_key,amplitude,w_inter,success_rate,mean_A_hat,peak_pyr_rate,mean_error_deg,noise_threshold,n_trials,ss_pyr_hz,ss_som_hz,ss_pv_hz,ss_vip_hz
WT,0.1,0.001,0.07,0.5531794038088728,0.03127885719772127,87.32228595980277,0.9278336824149999,100,2.5037904235666796e-06,3.888677746255653,4.076989735037395,5.4266194485262575
WT,0.1,0.0014583333333333334,1.0,0.5531794238437486,0.03127885998906543,87.32228641198174,0.0,100,2.5037904696633353e-06,3.888677746255655,4.076989735037395,5.426619448526262
WT,0.1,0.0019166666666666668,1.0,0.5531794438786721,0.03127886278041082,87.32228686417058,0.0,100,2.5037905157599343e-06,3.8886777462556577,4.076989735037395,5.426619448526267
WT,0.1,0.002375,0.12,0.553179463913644,0.03127886557175742,87.32228731636917,0.8957708912199999,100,2.5037905618564782e-06,3.8886777462556594,4.076989735037395,5.426619448526272
WT,0.1,0.0028333333333333335,1.0,0.5531794839486637,0.03127886836310526,87.32228776857755,0.0,100,2.50379060795297e-06,3.8886777462556616,4.076989735037395,5.426619448526276
WT,0.1,0.0032916666666666667,1.0,0.553179503983731,0.03127887115445433,87.32228822079578,0.0,100,2.503790654049389e-06,3.888677746255664,4.076989735037394,5.4266194485262815
WT,0.1,0.00375,0.12,0.5531795240188465,0.03127887394580462,87.32228867302386,0.8957708853149999,100,2.503790700145762e-06,3.8886777462556656,4.076989735037394,5.426619448526285
WT,0.1,0.004208333333333333,1.0,0.5531795440540104,0.031278876737156146,87.32228912526175,0.0,100,2.5037907462420652e-06,3.888677746255668,4.076989735037394,5.42661944852629
WT,0.1,0.004666666666666666,1.0,0.5531795640892215,0.03127887952850887,87.3222895775094,0.0,100,2.5037907923383106e-06,3.88867774625567,4.076989735037394,5.426619448526295
WT,0.1,0.005125,0.13,0.5531795841244809,0.031278882319862845,87.32229002976692,0.889281869505,100,2.5037908384344983e-06,3.888677746255672,4.076989735037394,5.4266194485263
WT,0.1,0.005583333333333333,1.0,0.5531796041597886,0.031278885111218055,87.32229048203428,0.0,100,2.5037908845306264e-06,3.888677746255674,4.076989735037393,5.426619448526305
WT,0.1,0.0060416666666666665,1.0,0.553179624195144,0.031278887902574465,87.32229093431138,0.0,100,2.5037909306266612e-06,3.8886777462556763,4.076989735037393,5.42661944852631
WT,0.1,0.0065,0.07,0.5531796442305472,0.0312788906939321,87.32229138659837,0.930772073195,100,2.5037909767226525e-06,3.8886777462556785,4.076989735037393,5.4266194485263135
WT,0.1,0.006958333333333333,1.0,0.5531796642659987,0.03127889348529096,87.32229183889514,0.0,100,2.5037910228185675e-06,3.8886777462556807,4.076989735037393,5.426619448526319
WT,0.1,0.007416666666666667,1.0,0.553179684301498,0.03127889627665104,87.32229229120173,0.0,100,2.5037910689144164e-06,3.8886777462556825,4.076989735037392,5.426619448526324
WT,0.1,0.007875,0.02,0.5531797043370456,0.03127889906801236,87.32229274351818,0.9679166284199999,100,2.5037911150101963e-06,3.8886777462556843,4.076989735037392,5.426619448526329
WT,0.1,0.008333333333333333,1.0,0.5531797243726407,0.03127890185937489,87.32229319584438,0.0,100,2.5037911611059004e-06,3.888677746255687,4.076989735037392,5.426619448526333
WT,0.1,0.008791666666666666,1.0,0.5531797444082841,0.031278904650738626,87.32229364818043,0.0,100,2.503791207201537e-06,3.8886777462556887,4.076989735037392,5.426619448526338
WT,0.1,0.009250000000000001,1.0,0.5531797644439752,0.03127890744210359,87.32229410052636,0.0,100,2.5037912532970976e-06,3.8886777462556905,4.076989735037392,5.426619448526342
WT,0.1,0.009708333333333333,1.0,0.5531797844797145,0.031278910233469764,87.32229455288206,0.0,100,2.503791299392575e-06,3.8886777462556927,4.076989735037392,5.426619448526347
WT,0.1,0.010166666666666668,1.0,0.5531798045155017,0.03127891302483718,87.32229500524754,0.0,100,2.503791345487972e-06,3.888677746255695,4.07698973503739,5.426619448526351
WT,0.1,0.010624999999999999,1.0,0.5531798245513372,0.0312789158162058,87.32229545762291,0.0,100,2.503791391583289e-06,3.888677746255697,4.07698973503739,5.426619448526357
WT,0.1,0.011083333333333334,1.0,0.5531798445872204,0.03127891860757563,87.32229591000805,0.0,100,2.5037914376785363e-06,3.8886777462556994,4.07698973503739,5.4266194485263615
WT,0.1,0.011541666666666665,1.0,0.5531798646231516,0.03127892139894668,87.32229636240307,0.0,100,2.5037914837736894e-06,3.888677746255701,4.07698973503739,5.426619448526366
WT,0.1,0.012,0.02,0.5531798846591307,0.03127892419031896,87.32229681480788,0.9641787634199999,100,2.5037915298687608e-06,3.888677746255704,4.07698973503739,5.426619448526371
