condition_key,amplitude,w_inter,trial_idx,seed,A_hat_final,peak_pyr_rate,center_final_deg,error_from_cue_deg
WT,5.0,2.0,0,191664963,0.09205004449755894,2.609241895023534,222.3502806675436,42.350280667543586
WT,5.0,2.0,1,1662057957,0.027843587369479506,2.5332097687679216,111.77476982453125,68.22523017546875
WT,5.0,2.0,2,1405681631,0.060108887205711586,2.509647032878754,225.7882936009375,45.78829360093749
WT,5.0,2.0,3,942484272,0.01789836491729063,2.795786922902279,262.2298197246643,82.22981972466431
WT,5.0,2.0,5,1843824992,0.05118482550235801,2.535680702301981,184.67867562304676,4.678675623046757
WT,5.0,2.0,6,184566854,0.01849885395725254,2.5020971002938284,69.8289792113484,110.1710207886516
WT,5.0,2.0,4,929893137,0.003746614208195632,2.45555056051848,104.85242527619279,75.14757472380721
WT,5.0,2.0,7,1497586438,0.011147109852560165,2.6509240727061245,196.99416738127513,16.994167381275133
WT,5.0,2.0,8,432652533,0.021903534256099293,2.743808773821881,132.66183495534835,47.338165044651646
WT,5.0,2.0,9,202244314,0.03747557294733463,2.665198542649608,178.93950076162145,1.0604992383785543
WT,5.0,2.0,11,2095133045,0.023015549411498543,2.502047331770714,290.3018496689844,110.3018496689844
WT,5.0,2.0,10,1130604997,0.06017173487296523,2.425147294581785,136.81459907952683,43.18540092047317
WT,5.0,2.0,12,1580016183,0.05362124070562025,2.4097112063468207,258.8077618237376,78.80776182373762
WT,5.0,2.0,13,1634535062,0.0620672877436175,2.6186505834684497,147.22203515598721,32.777964844012786
WT,5.0,2.0,14,1540770719,0.02067764497752676,2.4946016261903345,42.15151113597102,137.84848886402898
WT,5.0,2.0,15,1688060240,0.04431952005926372,2.4666749086430237,342.34982485045936,162.34982485045936
WT,5.0,2.0,16,1102145672,0.027634694806363585,2.4676087786562024,181.52396381194137,1.5239638119413712
WT,5.0,2.0,17,275121930,0.03663770134501732,2.671922210457075,272.4771364762409,92.4771364762409
WT,5.0,2.0,18,1803345590,0.061022075963662444,2.5272054986178647,189.34490124165077,9.344901241650774
WT,5.0,2.0,19,967196436,0.014264626417899284,2.5704261003266526,266.59651109285426,86.59651109285426
WT,5.0,2.0,20,1074497555,0.0422785592452416,2.542808415981649,279.7782831014017,99.77828310140171
WT,5.0,2.0,22,392022359,0.01964249512273459,2.4465468138131086,140.58121407258625,39.41878592741375
WT,5.0,2.0,21,796282693,0.03661611522563317,2.505751736030178,159.53100220408015,20.468997795919847
WT,5.0,2.0,23,1990212658,0.020319263602821318,2.5705024382840236,232.10179771331224,52.10179771331224
WT,5.0,2.0,24,1678403330,0.049732112243281106,2.5226812652985826,98.73311046680827,81.26688953319173
WT,5.0,2.0,25,1382689815,0.05126893397733352,2.582323854627503,245.91141937590598,65.91141937590598
WT,5.0,2.0,26,864178266,0.02723833774328969,2.521224158409307,110.92410535942619,69.07589464057381
WT,5.0,2.0,27,1766867109,0.0575664658657756,2.3361128887365616,340.78352102276034,160.78352102276034
WT,5.0,2.0,28,1171300112,0.0226932154965712,2.5241276888669413,45.81029400328887,134.18970599671113
WT,5.0,2.0,29,952224740,0.0014535597942401007,2.6421061555215317,152.2354362381956,27.764563761804396
WT,5.0,2.0,30,967354524,0.010048798723501564,2.359896417944715,99.76376262941297,80.23623737058703
WT,5.0,2.0,31,487991438,0.03108936228251033,2.4439177927619316,101.8186234064656,78.1813765935344
WT,5.0,2.0,32,197860368,0.034971121559631106,2.438321090335066,132.62973340594584,47.37026659405416
WT,5.0,2.0,33,1190961760,0.047278260171124395,2.357960743383126,220.8549735285128,40.8549735285128
WT,5.0,2.0,34,1906728918,0.012036342620524769,2.495067520270836,192.09838504380463,12.098385043804626
WT,5.0,2.0,35,137046513,0.01554019037540945,2.603066294307871,237.13821762202517,57.13821762202517
WT,5.0,2.0,37,1777324407,0.008077360456409794,2.6485407270305052,232.2139085237778,52.2139085237778
WT,5.0,2.0,36,1843166518,0.019031027243734892,2.5809778896897644,244.84760503082475,64.84760503082475
