condition_key,amplitude,w_inter,success_rate,mean_A_hat,peak_pyr_rate,mean_error_deg,noise_threshold,n_trials,ss_pyr_hz,ss_som_hz,ss_pv_hz,ss_vip_hz
WT,0.1,0.001,0.1,0.013055452991230216,6.36054855403527,103.16918011687018,0.01986434306,50,nan,nan,nan,nan
WT,0.1,0.002,0.06,0.013120316984653067,6.573947068261212,103.2063886275867,0.02614147807,50,nan,nan,nan,nan
WT,0.1,0.003,0.04,0.013194919427364565,6.810070840983793,103.24617577535452,0.02764845188,50,nan,nan,nan,nan
WT,0.1,0.004,0.04,0.013281453031116048,7.073556689232383,103.31381551368439,0.02846255661,50,nan,nan,nan,nan
WT,0.1,0.005,0.04,0.013382875217381922,7.370976003291288,103.5019737810334,0.02853026493,50,nan,nan,nan,nan
WT,0.1,0.006,0.04,0.01350329867938216,7.711646213308528,103.71514954527385,0.02752133052,50,nan,nan,nan,nan
WT,0.1,0.007,0.06,0.013648658102819084,8.108817137388721,103.66459959194398,0.02633619474,50,nan,nan,nan,nan
WT,0.1,0.008,0.08,0.013827901851851747,8.58487252179314,103.39681329628576,0.02519461309,50,nan,nan,nan,nan
WT,0.1,0.009000000000000001,1.0,0.014055253484527255,9.167148973256293,102.80618781580168,0.0,50,nan,nan,nan,nan
WT,0.1,0.010000000000000002,1.0,0.01435376919089746,9.908540347187014,101.7994014735382,0.0,50,nan,nan,nan,nan
WT,0.1,0.011,0.1,0.014754887766060694,10.920950025524066,100.95133068441105,0.02514203728,50,nan,nan,nan,nan
WT,0.1,0.012,1.0,0.015297024079045585,12.460474250551849,100.56105021834864,1.684747516e-05,50,nan,nan,nan,nan
WT,0.2,0.001,0.1,0.013055535234763669,9.594006229685482,103.17071315867776,0.01986434306,50,nan,nan,nan,nan
WT,0.2,0.002,0.06,0.013120403174479852,10.043712627859055,103.20800152870498,0.02614147807,50,nan,nan,nan,nan
WT,0.2,0.003,0.04,0.013195009927354092,10.563026926937942,103.24788609182814,0.02764845188,50,nan,nan,nan,nan
WT,0.2,0.004,0.04,0.013281548279964375,11.16882777622224,103.3156494518491,0.02846255661,50,nan,nan,nan,nan
WT,0.2,0.005,0.04,0.013382975755894153,11.889262380984981,103.50397609067008,0.02853026493,50,nan,nan,nan,nan
WT,0.2,0.006,0.04,0.013503405165085181,12.77349937114145,103.71735950878553,0.02752133052,50,nan,nan,nan,nan
WT,0.2,0.007,0.06,0.013648771216798443,13.899189475675191,103.6670818915948,0.02633619474,50,nan,nan,nan,nan
WT,0.2,0.008,0.08,0.013828021885730157,15.401966616707062,103.39960036196298,0.02519461309,50,nan,nan,nan,nan
WT,0.2,0.009000000000000001,1.0,0.01405537975693432,17.544227890263997,102.80926654242847,0.0,50,nan,nan,nan,nan
WT,0.2,0.010000000000000002,1.0,0.014353903033793585,21.077737631187862,101.80261854587033,0.0,50,nan,nan,nan,nan
WT,0.2,0.011,0.1,0.014755049690201251,29.111165149347475,100.9548684269945,0.02514203728,50,nan,nan,nan,nan
WT,0.2,0.012,1.0,0.015297403424436,64.51969363669116,100.56891572732793,1.684747516e-05,50,nan,nan,nan,nan
WT,0.3,0.001,0.1,0.013055639544145776,13.898958953211272,103.17265603299573,0.01986434306,50,nan,nan,nan,nan
WT,0.3,0.002,0.06,0.013120514328877186,14.735336295687945,103.21008017782816,0.02614147807,50,nan,nan,nan,nan
WT,0.3,0.003,0.04,0.013195129025013326,15.722802934069698,103.25013562715745,0.02764845188,50,nan,nan,nan,nan
WT,0.3,0.004,0.04,0.013281676812784329,16.918403825747944,103.3181233999192,0.02846255661,50,nan,nan,nan,nan
WT,0.3,0.005,0.04,0.01338311585178743,18.418525369312245,103.50676610640849,0.02853026493,50,nan,nan,nan,nan
WT,0.3,0.006,0.04,0.013503560019536938,20.375027930319334,103.72057441782623,0.02752133052,50,nan,nan,nan,nan
WT,0.3,0.007,0.06,0.013648945854032181,23.046485222954352,103.67091809994007,0.02633619474,50,nan,nan,nan,nan
WT,0.3,0.008,0.08,0.013828224671955082,27.00667439300711,103.40431673530715,0.02519461309,50,nan,nan,nan,nan
WT,0.3,0.009000000000000001,1.0,0.014055627259733916,33.71285096107033,102.81531897394572,0.0,50,nan,nan,nan,nan
WT,0.3,0.010000000000000002,1.0,0.014354246413367425,48.2231041175732,101.81090401339539,0.0,50,nan,nan,nan,nan
WT,0.3,0.011,0.1,0.014755730270788952,89.40615003988474,100.96960943668125,0.02514203728,50,nan,nan,nan,nan
WT,0.3,0.012,1.0,0.015300509357665505,198.51953149136003,100.63089901080924,1.684747516e-05,50,nan,nan,nan,nan
