condition,w_inter,trial_idx,seed,A_hat,cap_hit,noise_percentile,noise_threshold
WT,0.001,0,452,0.01542924733,0,95,0.01986434306
WT,0.001,1,453,0.0198420227,0,95,0.01986434306
WT,0.001,2,454,0.006547339245,0,95,0.01986434306
WT,0.001,3,455,0.02142430908,0,95,0.01986434306
WT,0.001,4,456,0.01337174347,0,95,0.01986434306
WT,0.001,5,457,0.004150760063,0,95,0.01986434306
WT,0.001,6,458,0.01379576918,0,95,0.01986434306
WT,0.001,7,459,0.006019512749,0,95,0.01986434306
WT,0.001,8,460,0.006648138884,0,95,0.01986434306
WT,0.001,9,461,0.008205437516,0,95,0.01986434306
WT,0.001,10,462,0.008078007722,0,95,0.01986434306
WT,0.001,11,463,0.004165427569,0,95,0.01986434306
WT,0.001,12,464,0.002503576615,0,95,0.01986434306
WT,0.001,13,465,0.009637885598,0,95,0.01986434306
WT,0.001,14,466,0.01113582584,0,95,0.01986434306
WT,0.001,15,467,0.009607209607,0,95,0.01986434306
WT,0.001,16,468,0.006648442209,0,95,0.01986434306
WT,0.001,17,469,0.008601805039,0,95,0.01986434306
WT,0.001,18,470,0.006653006813,0,95,0.01986434306
WT,0.001,19,471,0.01661021889,0,95,0.01986434306
WT,0.001,20,472,0.01015389901,0,95,0.01986434306
WT,0.001,21,473,0.003600013372,0,95,0.01986434306
WT,0.001,22,474,0.01541805267,0,95,0.01986434306
WT,0.001,23,475,0.01616988031,0,95,0.01986434306
WT,0.001,24,476,0.00664592599,0,95,0.01986434306
WT,0.001,25,477,0.01112410083,0,95,0.01986434306
WT,0.001,26,478,0.01369476928,0,95,0.01986434306
WT,0.001,27,479,0.01192396494,0,95,0.01986434306
WT,0.001,28,480,0.007760741906,0,95,0.01986434306
WT,0.001,29,481,0.01911256434,0,95,0.01986434306
WT,0.001,30,482,0.00779106395,0,95,0.01986434306
WT,0.001,31,483,0.005629670162,0,95,0.01986434306
WT,0.001,32,484,0.00723933173,0,95,0.01986434306
WT,0.001,33,485,0.007301766596,0,95,0.01986434306
WT,0.001,34,486,0.006038873348,0,95,0.01986434306
WT,0.001,35,487,0.01888708398,0,95,0.01986434306
WT,0.001,36,488,0.005986199203,0,95,0.01986434306
WT,0.001,37,489,0.004484640917,0,95,0.01986434306
WT,0.001,38,490,0.01799705258,0,95,0.01986434306
WT,0.001,39,491,0.005224948668,0,95,0.01986434306
WT,0.001,40,492,0.009854747015,0,95,0.01986434306
WT,0.001,41,493,0.008114117253,0,95,0.01986434306
WT,0.001,42,494,0.01954161164,0,95,0.01986434306
WT,0.001,43,495,0.00180315555,0,95,0.01986434306
WT,0.001,44,496,0.0029718827,0,95,0.01986434306
WT,0.001,45,497,0.008316723589,0,95,0.01986434306
WT,0.001,46,498,0.01358027705,0,95,0.01986434306
WT,0.001,47,499,0.002206900041,0,95,0.01986434306
WT,0.001,48,500,0.009437606288,0,95,0.01986434306
WT,0.001,49,501,0.004667617594,0,95,0.01986434306
WT,0.001,50,502,0.00301386957,0,95,0.01986434306
WT,0.001,51,503,0.01735103829,0,95,0.01986434306
WT,0.001,52,504,0.0161638249,0,95,0.01986434306
WT,0.001,53,505,0.004600244042,0,95,0.01986434306
WT,0.001,54,506,0.01626107543,0,95,0.01986434306
WT,0.001,55,507,0.01311577101,0,95,0.01986434306
WT,0.001,56,508,0.009660450526,0,95,0.01986434306
WT,0.001,57,509,0.01139912486,0,95,0.01986434306
WT,0.001,58,510,0.02112847978,0,95,0.01986434306
WT,0.001,59,511,0.001825891869,0,95,0.01986434306
WT,0.001,60,512,0.009025844411,0,95,0.01986434306
WT,0.001,61,513,0.01571935839,0,95,0.01986434306
WT,0.001,62,514,0.01031706702,0,95,0.01986434306
WT,0.001,63,515,0.02028842997,0,95,0.01986434306
WT,0.001,64,516,0.02153839617,0,95,0.01986434306
WT,0.001,65,517,0.002049351077,0,95,0.01986434306
WT,0.001,66,518,0.004378999507,0,95,0.01986434306
WT,0.001,67,519,0.01063329604,0,95,0.01986434306
WT,0.001,68,520,0.004677443114,0,95,0.01986434306
WT,0.001,69,521,0.00999828664,0,95,0.01986434306
WT,0.001,70,522,0.00664532051,0,95,0.01986434306
WT,0.001,71,523,0.006319099553,0,95,0.01986434306
WT,0.001,72,524,0.01035340062,0,95,0.01986434306
WT,0.001,73,525,0.01238553768,0,95,0.01986434306
WT,0.001,74,526,0.01360377724,0,95,0.01986434306
WT,0.001,75,527,0.00755329155,0,95,0.01986434306
WT,0.001,76,528,0.01290434607,0,95,0.01986434306
WT,0.001,77,529,0.001162200077,0,95,0.01986434306
WT,0.001,78,530,0.02278018814,0,95,0.01986434306
WT,0.001,79,531,0.008743868221,0,95,0.01986434306
WT,0.001,80,532,0.0058347107,0,95,0.01986434306
WT,0.001,81,533,0.01656965314,0,95,0.01986434306
WT,0.001,82,534,0.006569833468,0,95,0.01986434306
WT,0.001,83,535,0.01818389142,0,95,0.01986434306
WT,0.001,84,536,0.01877587208,0,95,0.01986434306
WT,0.001,85,537,0.005460535465,0,95,0.01986434306
WT,0.001,86,538,0.004647323202,0,95,0.01986434306
WT,0.001,87,539,0.01129508552,0,95,0.01986434306
WT,0.001,88,540,0.001599860215,0,95,0.01986434306
