condition,amplitude,distractor_factor,offset_deg,phase_pi,trial_idx,seed,plv_mean_delay2,cue_power_mean_delay2,dist_power_mean_delay2
WT_APP,20.0,1.0,70.0,1.125,36,885327366,0.8684258059854496,8.957445790005327,7.598119267337041
WT_APP,20.0,1.0,70.0,1.125,37,928832081,0.8364883243117647,7.8862335753759565,7.0359385063918864
WT_APP,20.0,1.0,70.0,1.125,38,1947615286,0.7539110062437939,8.592173282679084,7.023887503061951
WT_APP,20.0,1.0,70.0,1.125,39,20360091,0.861502194096224,8.434866156847537,7.0250467098190805
WT_APP,20.0,1.0,70.0,1.125,40,1806363173,0.7660463163271797,8.24623965496532,6.9427392541156925
WT_APP,20.0,1.0,70.0,1.125,41,1312343691,0.827854077073933,8.58484328799827,6.795741898541103
WT_APP,20.0,1.0,70.0,1.125,42,1762120781,0.8509811873022315,8.587225384846802,6.560474635908807
WT_APP,20.0,1.0,70.0,1.125,43,1700607009,0.7263002890120185,8.652076007816625,6.718548194266055
WT_APP,20.0,1.0,70.0,1.125,44,1634649145,0.8226980532281154,8.716513374867326,6.587357875733684
WT_APP,20.0,1.0,70.0,1.125,45,1036024353,0.7886175995955036,9.481596028615105,6.769158816331824
WT_APP,20.0,1.0,70.0,1.125,46,261494503,0.8439381026505597,7.811903990252325,6.50857680055702
WT_APP,20.0,1.0,70.0,1.125,47,2001682155,0.8134110591864434,8.752281984136452,6.996338489161869
WT_APP,20.0,1.0,70.0,1.125,48,1311960750,0.8398304370188949,8.721553017583494,7.645182631726997
WT_APP,20.0,1.0,70.0,1.125,49,295114914,0.7635653630366673,7.6257877406205035,6.762660793640972
WT_APP,20.0,1.0,70.0,1.125,50,2006889349,0.8093216536643449,8.939247139530396,6.9395724567849015
WT_APP,20.0,1.0,70.0,1.125,51,1524829245,0.8738980211241606,8.113862023987839,7.360766685842709
WT_APP,20.0,1.0,70.0,1.125,52,319434624,0.8322747313140998,8.299985600294143,7.290601620978862
WT_APP,20.0,1.0,70.0,1.125,53,2032667552,0.7949137820338126,7.894959856387535,7.144477277255665
WT_APP,20.0,1.0,70.0,1.125,54,1564774687,0.8643947063079096,8.28813558811331,7.3598925603687215
WT_APP,20.0,1.0,70.0,1.125,55,2092577640,0.7394928182071275,8.634930728696906,6.731328117805728
WT_APP,20.0,1.0,70.0,1.125,56,1166111204,0.8914849569888492,8.797177739638656,7.780449300041702
WT_APP,20.0,1.0,70.0,1.125,57,1607521147,0.8015392368564579,7.756122572237601,6.733222663789081
WT_APP,20.0,1.0,70.0,1.125,58,1324596573,0.7823292445006981,8.408891694126204,6.9437000341897654
WT_APP,20.0,1.0,70.0,1.125,59,1726642687,0.844471898048644,7.835454410563712,6.84680039500278
WT_APP,20.0,1.0,70.0,1.125,60,1888313977,0.7575271466243906,8.777297866761923,7.371237106972246
WT_APP,20.0,1.0,70.0,1.125,61,1985561720,0.8263377163331845,9.110450712118372,7.784542610968918
WT_APP,20.0,1.0,70.0,1.125,62,485771147,0.8174397438798102,8.709456603754468,6.784951758878904
WT_APP,20.0,1.0,70.0,1.125,63,1796771385,0.7139769570917812,7.41524070668007,6.052711016171151
WT_APP,20.0,1.0,70.0,1.125,64,766643757,0.869599214126231,9.17964348003454,7.825407179111306
WT_APP,20.0,1.0,70.0,1.125,65,554969948,0.7585138513798726,9.140408127068872,5.973169243617329
WT_APP,20.0,1.0,70.0,1.125,66,1418387863,0.7880321787440357,7.955975758744055,6.674103908490059
WT_APP,20.0,1.0,70.0,1.125,67,1770578616,0.725374172712717,7.642422496465212,6.537207523873104
WT_APP,20.0,1.0,70.0,1.125,68,507183781,0.8016062059769272,8.008655424215023,7.83809421232919
WT_APP,20.0,1.0,70.0,1.125,69,1782558243,0.8709668807223445,9.810306825791802,7.25135436541928
WT_APP,20.0,1.0,70.0,1.125,70,895155732,0.8557679421050349,9.571031795415584,7.018877717791491
WT_APP,20.0,1.0,70.0,1.125,71,720148324,0.8685666183913838,9.154613105663536,7.260743673178637
WT_APP,20.0,1.0,70.0,1.125,72,1582122199,0.7898187975437463,8.482484336939397,6.987556542270292
WT_APP,20.0,1.0,70.0,1.125,73,1951878275,0.8986595666188323,8.996068610026093,8.054253330537534
WT_APP,20.0,1.0,70.0,1.125,74,850305651,0.6236770846471141,7.385246688232834,6.278397185787574
WT_APP,20.0,1.0,70.0,1.125,75,146415610,0.8454219313464882,8.49434096566384,7.54210582850374
WT_APP,20.0,1.0,70.0,1.125,76,506504968,0.8941007823188094,8.699870474293316,7.984480082545665
WT_APP,20.0,1.0,70.0,1.125,77,1164456162,0.690646764575676,8.116258376430716,6.117279450120962
WT_APP,20.0,1.0,70.0,1.125,78,1436613566,0.8462358878663742,8.647377623797386,7.696595172151361
WT_APP,20.0,1.0,70.0,1.125,79,492357652,0.6806881349928584,7.830813326596055,6.329567697347639
WT_APP,20.0,1.0,70.0,1.125,80,1275714321,0.7966704835385596,8.495347611561318,6.765060007331863
WT_APP,20.0,1.0,70.0,1.125,81,115492695,0.9243830651638557,9.794384651294598,7.902616065060298
WT_APP,20.0,1.0,70.0,1.125,82,1538334324,0.7314241745655781,8.262136231428622,6.824824818952759
WT_APP,20.0,1.0,70.0,1.125,83,405827099,0.8641078519235035,8.117755027401028,6.920259235936684
WT_APP,20.0,1.0,70.0,1.125,84,1328323725,0.9096641076605111,8.615120275235967,7.938002519056282
WT_APP,20.0,1.0,70.0,1.125,85,1167083081,0.8833230769602072,8.825227973428714,6.623370949797813
WT_APP,20.0,1.0,70.0,1.125,86,776272372,0.6224070641896353,7.717481997303842,6.478282399429725
WT_APP,20.0,1.0,70.0,1.125,87,1135007690,0.7897003343081199,8.797279022042938,7.154916323884216
WT_APP,20.0,1.0,70.0,1.125,88,598824061,0.853585419151154,9.073539034837221,7.264513598720414
WT_APP,20.0,1.0,70.0,1.125,89,623301253,0.9048684687316745,9.937920442500554,7.142041659110155
WT_APP,20.0,1.0,70.0,1.125,90,2042901480,0.7986668643492496,7.617838709329472,6.943261066019396
WT_APP,20.0,1.0,70.0,1.125,91,2089944286,0.8207923827393716,9.022692232983315,7.171126137827659
WT_APP,20.0,1.0,70.0,1.125,92,1201751906,0.845271199211933,9.113964139237527,6.815603277793712
WT_APP,20.0,1.0,70.0,1.125,93,1707274007,0.7555757366553499,8.377641180784973,6.024864111372015
WT_APP,20.0,1.0,70.0,1.125,94,2031444617,0.8241584022034523,8.704887227410916,7.082128655194892
WT_APP,20.0,1.0,70.0,1.125,95,1021644827,0.8934533998461021,8.530979644908292,7.368973359266226
WT_APP,20.0,1.0,70.0,1.125,96,1106617184,0.7637972187654622,7.769730716596893,6.449760649052584
WT_APP,20.0,1.0,70.0,1.125,97,1572947672,0.8336567028326879,8.881093833680703,7.446544765514685
WT_APP,20.0,1.0,70.0,1.125,98,1398504477,0.8557285916179392,9.083721932297838,6.963046288205965
WT_APP,20.0,1.0,70.0,1.125,99,679618480,0.8621917964570023,8.132478562915464,6.960245331541166
WT_APP,20.0,1.0,70.0,1.25,0,1168784116,0.7204096251858997,7.3946048986413695,5.838250458600926
WT_APP,20.0,1.0,70.0,1.25,1,921289450,0.8288932077289186,9.339366578162434,6.858638548765125
WT_APP,20.0,1.0,70.0,1.25,2,1293255992,0.7698724994585198,8.930607605031327,6.777778469438335
WT_APP,20.0,1.0,70.0,1.25,3,1702858716,0.729177584544058,7.958980884725701,6.646007604997892
WT_APP,20.0,1.0,70.0,1.25,4,1895310323,0.8544153551965222,8.503064173117737,7.796628257871379
WT_APP,20.0,1.0,70.0,1.25,5,211694680,0.8588055189711116,8.688718136462638,7.39848697491326
WT_APP,20.0,1.0,70.0,1.25,6,280584697,0.9265227705380323,9.834961503843031,7.329918639832672
WT_APP,20.0,1.0,70.0,1.25,7,617447500,0.8836923462696707,9.434536354489445,7.21416001822787
WT_APP,20.0,1.0,70.0,1.25,8,1249765968,0.8005092289310639,8.680995688844611,6.677877552305858
WT_APP,20.0,1.0,70.0,1.25,9,1504658074,0.7319962961794485,7.828006672599068,7.140156412229845
WT_APP,20.0,1.0,70.0,1.25,10,1008898872,0.8832556575986724,8.991242078652604,7.398090411260704
WT_APP,20.0,1.0,70.0,1.25,11,794319243,0.8324545358277349,8.229785036132617,7.3023440885495825
WT_APP,20.0,1.0,70.0,1.25,12,204008863,0.7688102875895892,8.583032429408563,6.956881219649699
WT_APP,20.0,1.0,70.0,1.25,13,1880439445,0.6878995014680438,7.965570507616439,5.922014014811759
WT_APP,20.0,1.0,70.0,1.25,14,1306372712,0.7153303498841581,8.072995805731166,6.757858635893098
WT_APP,20.0,1.0,70.0,1.25,15,2122084012,0.7315519223984179,8.382725041957668,6.141697938174139
WT_APP,20.0,1.0,70.0,1.25,16,1976297044,0.7715992648290579,8.218797958188581,6.102222438890607
WT_APP,20.0,1.0,70.0,1.25,17,784548992,0.8259565769206844,8.482294867135243,7.26958897137035
WT_APP,20.0,1.0,70.0,1.25,18,2121403537,0.8509497853055646,9.154130798905237,7.250172657083684
WT_APP,20.0,1.0,70.0,1.25,19,347016859,0.7707256378351827,7.793483360196925,7.29878156819839
WT_APP,20.0,1.0,70.0,1.25,20,527842052,0.887005106977124,8.548435062153894,7.1448499530014
WT_APP,20.0,1.0,70.0,1.25,21,215409799,0.8612906836902243,9.458451043502771,7.155389058959141
WT_APP,20.0,1.0,70.0,1.25,22,350632298,0.9123812517316444,9.527073662676317,7.304100426083374
WT_APP,20.0,1.0,70.0,1.25,23,2071774379,0.882558793263263,9.144847216851979,7.8692658288477695
WT_APP,20.0,1.0,70.0,1.25,24,1492822048,0.7715229520468342,8.356792489308088,7.115134923379592
WT_APP,20.0,1.0,70.0,1.25,25,199233221,0.8640848296786,9.193773994781067,7.465740744097482
WT_APP,20.0,1.0,70.0,1.25,26,1395966768,0.7087043459425695,8.626666440885153,5.848484343500304
WT_APP,20.0,1.0,70.0,1.25,27,786556690,0.8813420440049218,9.051006802213136,7.724758102233707
WT_APP,20.0,1.0,70.0,1.25,28,649984770,0.8484104218957945,8.149517040539779,6.691295956940547
WT_APP,20.0,1.0,70.0,1.25,29,337723248,0.8505709085023357,8.65283648574837,7.540891316800773
WT_APP,20.0,1.0,70.0,1.25,30,1094264184,0.8535687661053206,8.04440920497237,7.519551074459605
WT_APP,20.0,1.0,70.0,1.25,31,2089154132,0.70745056646416,7.780777597596754,7.07062865448836
WT_APP,20.0,1.0,70.0,1.25,32,1584690825,0.9239702973743406,9.320518108988367,8.01005781417084
WT_APP,20.0,1.0,70.0,1.25,33,795962858,0.878305203483448,8.559761425341806,7.548145165964933
WT_APP,20.0,1.0,70.0,1.25,34,827737825,0.7448598449165175,9.358567820992059,6.737535209788212
WT_APP,20.0,1.0,70.0,1.25,35,234713593,0.7913409972860087,8.302697768549418,6.940262857822436
WT_APP,20.0,1.0,70.0,1.25,36,885327366,0.8660956559240517,8.81920372083027,7.05089771492494
WT_APP,20.0,1.0,70.0,1.25,37,928832081,0.8414414282586303,8.147357025827453,7.806933456151207
WT_APP,20.0,1.0,70.0,1.25,38,1947615286,0.7924771104973456,8.848755328722644,7.438923869057316
WT_APP,20.0,1.0,70.0,1.25,39,20360091,0.892928675582467,8.797383308425772,7.036177352351996
WT_APP,20.0,1.0,70.0,1.25,40,1806363173,0.8187612762719408,8.498028462872437,7.440678215963387
WT_APP,20.0,1.0,70.0,1.25,41,1312343691,0.8599376170734061,9.0359052731622,6.891199055957856
WT_APP,20.0,1.0,70.0,1.25,42,1762120781,0.832058860190945,8.807189096263606,7.0301206894845505
WT_APP,20.0,1.0,70.0,1.25,43,1700607009,0.8597659389146095,9.448556007663974,7.767159498423638
WT_APP,20.0,1.0,70.0,1.25,44,1634649145,0.7329265377855546,8.873160275609363,6.755259041896191
WT_APP,20.0,1.0,70.0,1.25,45,1036024353,0.7553502404434284,8.883592835049884,6.070084531356596
WT_APP,20.0,1.0,70.0,1.25,46,261494503,0.7963014168234642,8.17595067238072,6.670268234135096
WT_APP,20.0,1.0,70.0,1.25,47,2001682155,0.8421119794546953,8.036436309841896,7.693524937704763
WT_APP,20.0,1.0,70.0,1.25,48,1311960750,0.826483696661059,8.515477467072175,7.469017393251601
WT_APP,20.0,1.0,70.0,1.25,49,295114914,0.7366426910543639,7.278165493941509,6.2288914865985365
WT_APP,20.0,1.0,70.0,1.25,50,2006889349,0.855901467970886,8.915046398038967,7.4559041669509885
WT_APP,20.0,1.0,70.0,1.25,51,1524829245,0.7263461042329831,7.262139466982632,6.74693588176823
WT_APP,20.0,1.0,70.0,1.25,52,319434624,0.8056555074300722,8.55345202731795,6.6330725551278995
WT_APP,20.0,1.0,70.0,1.25,53,2032667552,0.7544974082754338,7.898228889845771,6.70795015479461
WT_APP,20.0,1.0,70.0,1.25,54,1564774687,0.8685111411445591,8.486873866173177,7.805216651596677
WT_APP,20.0,1.0,70.0,1.25,55,2092577640,0.807942886265291,9.06256606748469,6.969573153247338
WT_APP,20.0,1.0,70.0,1.25,56,1166111204,0.9263286487103976,9.316617487140123,7.845555121813678
WT_APP,20.0,1.0,70.0,1.25,57,1607521147,0.8068632274043619,7.394295625182884,6.7110212731258665
WT_APP,20.0,1.0,70.0,1.25,58,1324596573,0.7005969145644975,7.955190855293629,6.287810055463939
WT_APP,20.0,1.0,70.0,1.25,59,1726642687,0.8038228582034518,8.62870997796716,6.9561152294056265
WT_APP,20.0,1.0,70.0,1.25,60,1888313977,0.7892379231459522,9.01342083941731,7.8889863357198635
WT_APP,20.0,1.0,70.0,1.25,61,1985561720,0.7935571820094641,9.385496469011104,6.812963068505288
WT_APP,20.0,1.0,70.0,1.25,62,485771147,0.8989146643418562,8.711724372662234,7.797965822342416
WT_APP,20.0,1.0,70.0,1.25,63,1796771385,0.7685817684555686,7.9070935134225895,6.6185933449100425
WT_APP,20.0,1.0,70.0,1.25,64,766643757,0.8418219523389577,8.878544735283205,7.419637163841587
WT_APP,20.0,1.0,70.0,1.25,65,554969948,0.8505228121026189,8.953981478078889,6.712560585633036
WT_APP,20.0,1.0,70.0,1.25,66,1418387863,0.8657940793834275,8.183938064221309,6.921425874053932
WT_APP,20.0,1.0,70.0,1.25,67,1770578616,0.8734278112255928,8.554519037415924,7.774993677443354
WT_APP,20.0,1.0,70.0,1.25,68,507183781,0.7665745617287129,8.027175065860135,6.888062956706204
WT_APP,20.0,1.0,70.0,1.25,69,1782558243,0.8832005809271137,9.294845886415272,7.2449522158664115
WT_APP,20.0,1.0,70.0,1.25,70,895155732,0.9238953256093191,8.5046430045857,7.496394313314744
WT_APP,20.0,1.0,70.0,1.25,71,720148324,0.9098394133848061,9.58735291911528,7.350975939027848
WT_APP,20.0,1.0,70.0,1.25,72,1582122199,0.898084611240879,9.37114374550821,7.467186348905841
WT_APP,20.0,1.0,70.0,1.25,73,1951878275,0.8833365473094009,9.202773795632057,7.713796583444101
WT_APP,20.0,1.0,70.0,1.25,74,850305651,0.8559707443822622,8.903922768247954,7.071345327267486
WT_APP,20.0,1.0,70.0,1.25,75,146415610,0.7657645646041893,8.428819244747014,7.237801630802182
WT_APP,20.0,1.0,70.0,1.25,76,506504968,0.8804325237220162,10.060787948020621,7.528606349857512
WT_APP,20.0,1.0,70.0,1.25,77,1164456162,0.7687161741497804,8.274319176624283,6.805981702792206
WT_APP,20.0,1.0,70.0,1.25,78,1436613566,0.9111500872433702,8.564774990454241,7.807405064814161
WT_APP,20.0,1.0,70.0,1.25,79,492357652,0.8675953191571476,9.167412420266986,8.218022524699512
WT_APP,20.0,1.0,70.0,1.25,80,1275714321,0.8508354008418888,9.067308352336314,7.704711146810246
WT_APP,20.0,1.0,70.0,1.25,81,115492695,0.9110560989998695,9.256518052717007,7.964625074119112
WT_APP,20.0,1.0,70.0,1.25,82,1538334324,0.732722919399783,8.345014482305446,6.730130415510053
WT_APP,20.0,1.0,70.0,1.25,83,405827099,0.8553172938253474,8.302257287403531,7.37228128681492
WT_APP,20.0,1.0,70.0,1.25,84,1328323725,0.8999134964192553,8.63703268437038,7.788608714207424
WT_APP,20.0,1.0,70.0,1.25,85,1167083081,0.7892253927729462,8.82181897444915,7.229543681801876
WT_APP,20.0,1.0,70.0,1.25,86,776272372,0.7196794459781342,8.60238495362055,6.2387628387093095
WT_APP,20.0,1.0,70.0,1.25,87,1135007690,0.8895848323711294,9.231609985131923,7.926257681680686
WT_APP,20.0,1.0,70.0,1.25,88,598824061,0.8523551295473832,9.019543022282877,7.306414051724212
WT_APP,20.0,1.0,70.0,1.25,89,623301253,0.8523711385582449,8.472224899079187,7.003108227506542
WT_APP,20.0,1.0,70.0,1.25,90,2042901480,0.721824969271691,7.680619988691098,6.419989484211908
WT_APP,20.0,1.0,70.0,1.25,91,2089944286,0.844210063066868,9.169657045020806,7.3819689760425975
WT_APP,20.0,1.0,70.0,1.25,92,1201751906,0.9229020418546233,9.880041345816828,7.424014555410017
WT_APP,20.0,1.0,70.0,1.25,93,1707274007,0.6991437794861588,6.865351332801574,5.9054031627388675
WT_APP,20.0,1.0,70.0,1.25,94,2031444617,0.7634812156368871,8.316426293317255,7.029155082480354
WT_APP,20.0,1.0,70.0,1.25,95,1021644827,0.8180365654214391,8.231748682485872,6.738410129389024
WT_APP,20.0,1.0,70.0,1.25,96,1106617184,0.8011737972985277,8.067218526580792,6.737846496484573
WT_APP,20.0,1.0,70.0,1.25,97,1572947672,0.7179088772069373,8.717001831173341,6.837554258906724
WT_APP,20.0,1.0,70.0,1.25,98,1398504477,0.8630447661264665,8.758341610362136,7.088652201759266
WT_APP,20.0,1.0,70.0,1.25,99,679618480,0.8143272270249557,7.684878031362248,6.630066302457987
WT_APP,20.0,1.0,70.0,1.375,0,1168784116,0.7948389753396484,8.298662319774566,5.9909335251960645
WT_APP,20.0,1.0,70.0,1.375,1,921289450,0.8738918051290052,8.360741136771637,7.716661036017425
WT_APP,20.0,1.0,70.0,1.375,2,1293255992,0.7129144208297593,8.073327876987223,7.105961383044747
WT_APP,20.0,1.0,70.0,1.375,3,1702858716,0.7498790506173968,7.680431677100978,7.049040264755458
WT_APP,20.0,1.0,70.0,1.375,4,1895310323,0.8800560121494759,8.653254425237833,7.815539803810915
WT_APP,20.0,1.0,70.0,1.375,5,211694680,0.9010214461607184,8.47542913907423,7.276976356676922
WT_APP,20.0,1.0,70.0,1.375,6,280584697,0.8592937194486455,9.47225046597066,7.067187169267975
WT_APP,20.0,1.0,70.0,1.375,7,617447500,0.8676669628642668,9.061705504635025,6.943398009493745
WT_APP,20.0,1.0,70.0,1.375,8,1249765968,0.8304619660360085,9.053831456489114,7.563469045406065
WT_APP,20.0,1.0,70.0,1.375,9,1504658074,0.8587328049628872,8.96177717803502,7.4738911662066805
WT_APP,20.0,1.0,70.0,1.375,10,1008898872,0.8203376748983857,8.151832146467468,6.787642672034344
WT_APP,20.0,1.0,70.0,1.375,11,794319243,0.7419562166166599,7.735208700034,6.79602071633192
WT_APP,20.0,1.0,70.0,1.375,12,204008863,0.8316607115806179,8.554152806036626,6.000166599517275
WT_APP,20.0,1.0,70.0,1.375,13,1880439445,0.6819088036815727,7.154531865575214,6.004065846090193
WT_APP,20.0,1.0,70.0,1.375,14,1306372712,0.9134809283048231,8.85942201875714,7.682056866733833
WT_APP,20.0,1.0,70.0,1.375,15,2122084012,0.6526221596111522,7.667622682230317,6.072117290981738
WT_APP,20.0,1.0,70.0,1.375,16,1976297044,0.7784060034950232,8.254018811013095,6.217627070747307
WT_APP,20.0,1.0,70.0,1.375,17,784548992,0.8626087682424114,8.471932077867821,7.294299950841196
WT_APP,20.0,1.0,70.0,1.375,18,2121403537,0.9071435716713865,9.648933891976212,8.0023256605859
WT_APP,20.0,1.0,70.0,1.375,19,347016859,0.8500370118534814,8.803548780207633,7.479851463479921
WT_APP,20.0,1.0,70.0,1.375,20,527842052,0.7818397204520365,8.109380672117732,7.054607956052058
WT_APP,20.0,1.0,70.0,1.375,21,215409799,0.8571111149781583,9.315375849560454,7.116442152939009
WT_APP,20.0,1.0,70.0,1.375,22,350632298,0.8162996799825005,9.479265190111953,6.72413777462607
WT_APP,20.0,1.0,70.0,1.375,23,2071774379,0.8217823125201252,8.211967268199809,7.0108175947938784
WT_APP,20.0,1.0,70.0,1.375,24,1492822048,0.7672924225662019,8.95152233676943,6.931645541927052
WT_APP,20.0,1.0,70.0,1.375,25,199233221,0.7984177412670472,8.31765384127481,7.174694807748974
WT_APP,20.0,1.0,70.0,1.375,26,1395966768,0.8647068568033389,8.550660639486322,6.787074962763165
WT_APP,20.0,1.0,70.0,1.375,27,786556690,0.6628093235836551,7.629093353573242,6.294960723283257
WT_APP,20.0,1.0,70.0,1.375,28,649984770,0.8237433306648704,8.074014903841224,6.797824039641791
WT_APP,20.0,1.0,70.0,1.375,29,337723248,0.7680611322541353,8.078056724463686,6.736729967144518
WT_APP,20.0,1.0,70.0,1.375,30,1094264184,0.8587444939697377,9.60657216640241,6.60529737914345
WT_APP,20.0,1.0,70.0,1.375,31,2089154132,0.8465250102355071,8.963916703972426,6.902236176824612
WT_APP,20.0,1.0,70.0,1.375,32,1584690825,0.900701063642596,9.052483187528138,7.591035693276657
WT_APP,20.0,1.0,70.0,1.375,33,795962858,0.8664137187872143,8.518638011264747,8.095123511927843
WT_APP,20.0,1.0,70.0,1.375,34,827737825,0.7908480330010579,9.185656754889449,7.0403579615647365
WT_APP,20.0,1.0,70.0,1.375,35,234713593,0.8293603508075311,7.400949003547847,6.70155630877303
WT_APP,20.0,1.0,70.0,1.375,36,885327366,0.7544512367089289,7.730080073937162,6.2828626476542215
WT_APP,20.0,1.0,70.0,1.375,37,928832081,0.9207950728861453,8.298698412277766,8.120950870376312
WT_APP,20.0,1.0,70.0,1.375,38,1947615286,0.7637382208107042,8.26986626845569,7.285384026399381
WT_APP,20.0,1.0,70.0,1.375,39,20360091,0.8957521277901187,8.738985713146942,7.484155074479406
WT_APP,20.0,1.0,70.0,1.375,40,1806363173,0.7725496835654514,8.708075779048173,7.104743389859272
WT_APP,20.0,1.0,70.0,1.375,41,1312343691,0.7377188288078419,8.09449248681025,6.861115473139532
WT_APP,20.0,1.0,70.0,1.375,42,1762120781,0.8650031536175592,9.065161094286234,7.173278896433496
WT_APP,20.0,1.0,70.0,1.375,43,1700607009,0.8507432632239798,8.730076420796221,7.576191301193841
WT_APP,20.0,1.0,70.0,1.375,44,1634649145,0.8395225457578924,8.833627318184547,7.680375253365747
WT_APP,20.0,1.0,70.0,1.375,45,1036024353,0.7937741577236387,8.08508945634051,7.393912037321956
WT_APP,20.0,1.0,70.0,1.375,46,261494503,0.8526513384279947,8.143886841863631,6.3252365057391
WT_APP,20.0,1.0,70.0,1.375,47,2001682155,0.8663938132721384,8.138445243354111,7.643241369702196
WT_APP,20.0,1.0,70.0,1.375,48,1311960750,0.7553576522157456,8.477670539014982,6.737134359823486
WT_APP,20.0,1.0,70.0,1.375,49,295114914,0.8166655608260189,8.620907100232872,7.415408916299546
WT_APP,20.0,1.0,70.0,1.375,50,2006889349,0.7460435244212769,8.432035431826185,6.763541744405223
WT_APP,20.0,1.0,70.0,1.375,51,1524829245,0.8214688710470529,8.712751337193668,7.08340404787308
WT_APP,20.0,1.0,70.0,1.375,52,319434624,0.6881267736041827,7.624282726000759,6.216652549397412
WT_APP,20.0,1.0,70.0,1.375,53,2032667552,0.824563401074391,9.205488305806679,6.3616679149121005
WT_APP,20.0,1.0,70.0,1.375,54,1564774687,0.8357079150249561,8.867564246377704,7.515193348705879
WT_APP,20.0,1.0,70.0,1.375,55,2092577640,0.815837365699591,8.025928027994702,7.035437847331388
WT_APP,20.0,1.0,70.0,1.375,56,1166111204,0.7260467933986489,8.272638294318261,6.344058670699741
WT_APP,20.0,1.0,70.0,1.375,57,1607521147,0.6783681570692557,8.1634510599697,5.7242830409707475
WT_APP,20.0,1.0,70.0,1.375,58,1324596573,0.7209010359474051,8.139893997013282,6.768374855579395
WT_APP,20.0,1.0,70.0,1.375,59,1726642687,0.828635657774031,8.550362915384481,6.756708163452933
WT_APP,20.0,1.0,70.0,1.375,60,1888313977,0.7903273111350709,8.518582057641325,7.249642588609183
WT_APP,20.0,1.0,70.0,1.375,61,1985561720,0.8347907228674586,8.963572503914056,7.268986212682597
WT_APP,20.0,1.0,70.0,1.375,62,485771147,0.8702502926365714,8.951433059591697,7.349315825086304
WT_APP,20.0,1.0,70.0,1.375,63,1796771385,0.753277329462368,8.360079401313866,6.678950917223099
WT_APP,20.0,1.0,70.0,1.375,64,766643757,0.6384725564798319,7.367818142144569,5.915040952037075
WT_APP,20.0,1.0,70.0,1.375,65,554969948,0.8949458168954169,8.845733661247946,7.607262993348628
WT_APP,20.0,1.0,70.0,1.375,66,1418387863,0.8285403804017047,8.967863401297889,7.37266643140959
WT_APP,20.0,1.0,70.0,1.375,67,1770578616,0.8606593270842161,8.698923439053306,7.5809303848705065
WT_APP,20.0,1.0,70.0,1.375,68,507183781,0.8665927900393368,9.557598290950635,6.944251951789581
WT_APP,20.0,1.0,70.0,1.375,69,1782558243,0.8154878773564677,8.39222084996592,6.764803995494997
WT_APP,20.0,1.0,70.0,1.375,70,895155732,0.8582476480467492,8.813216147963807,6.993967189463194
WT_APP,20.0,1.0,70.0,1.375,71,720148324,0.7258954436359828,7.962072875805638,6.82077033385083
WT_APP,20.0,1.0,70.0,1.375,72,1582122199,0.8859960449599349,9.104090770087446,7.465366793116345
WT_APP,20.0,1.0,70.0,1.375,73,1951878275,0.8636207793409402,9.021319617310887,8.030752473772656
WT_APP,20.0,1.0,70.0,1.375,74,850305651,0.7956452727874704,8.601399416147407,7.0783931450280875
WT_APP,20.0,1.0,70.0,1.375,75,146415610,0.9226510193776479,8.969201403297248,7.629916510730063
WT_APP,20.0,1.0,70.0,1.375,76,506504968,0.9208021709199818,9.934466275774907,7.235667445854489
WT_APP,20.0,1.0,70.0,1.375,77,1164456162,0.9078917201133045,8.422875236382726,7.351160966492969
WT_APP,20.0,1.0,70.0,1.375,78,1436613566,0.8560831718487489,8.897671489603264,7.432707024312521
WT_APP,20.0,1.0,70.0,1.375,79,492357652,0.7963283615828178,8.529047754247541,7.647602220064569
WT_APP,20.0,1.0,70.0,1.375,80,1275714321,0.8593245832990959,8.65488108747694,7.207301845043941
WT_APP,20.0,1.0,70.0,1.375,81,115492695,0.9348788972036495,10.81813003602383,7.278182310955742
WT_APP,20.0,1.0,70.0,1.375,82,1538334324,0.7613325231186228,8.648355743265322,7.315907219545522
WT_APP,20.0,1.0,70.0,1.375,83,405827099,0.8960113453427915,8.644026574194443,7.22514702460168
WT_APP,20.0,1.0,70.0,1.375,84,1328323725,0.9132428057906118,7.793181349556625,7.756216314928201
WT_APP,20.0,1.0,70.0,1.375,85,1167083081,0.8189481987156167,8.183893229137873,7.004805910615033
WT_APP,20.0,1.0,70.0,1.375,86,776272372,0.713093198168388,7.959698239772095,6.56647503455474
WT_APP,20.0,1.0,70.0,1.375,87,1135007690,0.8519009642832409,9.387686967758507,7.120895465293864
WT_APP,20.0,1.0,70.0,1.375,88,598824061,0.6894035448697525,6.895677749109712,6.059368827185216
WT_APP,20.0,1.0,70.0,1.375,89,623301253,0.8397028257773147,7.8089782853207375,7.20149756587538
WT_APP,20.0,1.0,70.0,1.375,90,2042901480,0.7502802916500273,7.267402634538407,6.150198032431612
WT_APP,20.0,1.0,70.0,1.375,91,2089944286,0.8316238476756854,8.778879590450702,7.509205147736616
WT_APP,20.0,1.0,70.0,1.375,92,1201751906,0.9112051804325212,10.15080979061844,7.167638404504871
WT_APP,20.0,1.0,70.0,1.375,93,1707274007,0.6551019229432268,7.819717927838246,5.446174519847853
WT_APP,20.0,1.0,70.0,1.375,94,2031444617,0.8338041552523499,8.371731014327894,7.120010522966225
