offset_deg,amp_factor,trial_idx,displacement_deg,pre_amp,post_amp
90.0,0.75,0,33.667576802340186,0.813962015231509,0.6224102970256299
90.0,1.0,0,49.39599297791829,0.813962015231509,0.6371466583692602
30.0,0.75,0,9.96667132196023,0.813962015231509,0.7871840329776778
120.0,0.75,0,5.5842558029646305,0.813962015231509,0.7665241641759197
170.0,0.75,0,-6.620803847625166,0.813962015231509,0.2274482073888661
30.0,1.0,0,14.138450691655368,0.813962015231509,0.8114167467911967
120.0,1.0,0,8.414712392373547,0.813962015231509,0.7246663997082954
170.0,1.0,0,16.674596135058756,0.813962015231509,0.6418195157990195
