condition,amplitude,w_inter,trial_idx,seed,ref_amplitude,end_val_normalized
WT_APP,10.0,8.0,38,1947615286,0.422678475190228,1.414784863091127
WT_APP,10.0,8.0,39,20360091,0.42104316563594074,1.414784863091127
WT_APP,10.0,8.0,40,1806363173,0.4156156316594273,1.414784863091127
WT_APP,10.0,8.0,41,1312343691,0.4040100824882568,1.414784863091127
WT_APP,10.0,8.0,42,1762120781,0.4268209525041644,1.414784863091127
WT_APP,10.0,8.0,43,1700607009,0.40897917023987573,1.414784863091127
WT_APP,10.0,8.0,44,1634649145,0.42291969461653683,1.414784863091127
WT_APP,10.0,8.0,45,1036024353,0.4245520029082809,1.414784863091127
WT_APP,10.0,8.0,46,261494503,0.41670766618396987,1.414784863091127
WT_APP,10.0,8.0,47,2001682155,0.37295412014063184,1.414784863091127
WT_APP,10.0,8.0,48,1311960750,0.40656994585776973,1.414784863091127
WT_APP,10.0,8.0,49,295114914,0.40228791296105526,1.414784863091127
WT_APP,15.0,8.0,0,1168784116,0.45814827319276474,1.4030447310944467
WT_APP,15.0,8.0,1,921289450,0.4730145688674268,1.4030447310944467
WT_APP,15.0,8.0,2,1293255992,0.4844640784036651,1.4030447310944467
WT_APP,15.0,8.0,3,1702858716,0.4935265004544334,1.4030447310944467
WT_APP,15.0,8.0,4,1895310323,0.46528955405079536,1.4030447310944467
WT_APP,15.0,8.0,5,211694680,0.451346912780976,1.4030447310944467
WT_APP,15.0,8.0,6,280584697,0.4474770412261314,1.4030447310944467
WT_APP,15.0,8.0,7,617447500,0.42230387430414645,1.4030447310944467
WT_APP,15.0,8.0,8,1249765968,0.423649318173385,1.4030447310944467
WT_APP,15.0,8.0,9,1504658074,0.48310794165086596,1.4030447310944467
WT_APP,15.0,8.0,10,1008898872,0.4831384855916802,1.4030447310944467
WT_APP,15.0,8.0,11,794319243,0.45882194021927597,1.4030447310944467
WT_APP,15.0,8.0,12,204008863,0.4396744489751114,1.4030447310944467
WT_APP,15.0,8.0,13,1880439445,0.45915652737665835,1.4030447310944467
WT_APP,15.0,8.0,14,1306372712,0.4470854048375054,1.4030447310944467
WT_APP,15.0,8.0,15,2122084012,0.455400920823775,1.4030447310944467
WT_APP,15.0,8.0,16,1976297044,0.43374882408831616,1.4030447310944467
WT_APP,15.0,8.0,17,784548992,0.43726251199031324,1.4030447310944467
