condition_key,trial_idx,displacement_deg,valid
WT,4,0.027071634194760674,1
WT,7,0.0009875189940678594,1
WT,0,0.016168664273258675,1
WT,2,-0.0019411292308379848,1
WT,3,0.00022850513580724525,1
WT,9,0.012420060086327556,1
WT,6,-0.017106911027936496,1
WT,8,0.003026880633894465,1
WT,5,0.041317983064149764,1
WT,1,0.00033612911078061836,1
WT,11,-0.006265833044255565,1
WT,10,-0.0011134253036691457,1
WT,13,-0.0033773413729739667,1
WT,12,0.010305911465813413,1
WT,15,0.0037986021516501567,1
WT,17,-0.01152347153895207,1
WT,14,-0.012363079910016063,1
WT,16,-0.0006448561560363091,1
WT,18,0.00629102500940388,1
WT,19,0.0027056438114752028,1
WT,21,0.00288206527258628,1
WT,20,-0.010442953785976036,1
WT,23,0.0025577982830774465,1
WT,22,-0.010847650513724421,1
WT,26,0.005006364169157998,1
WT,24,-0.0034072022115356096,1
WT,28,0.012176421788346152,1
WT,27,-0.004630449388547538,1
WT,29,0.0051978970469399866,1
WT,25,-0.003954186703736267,1
WT,31,0.00014976789562044402,1
WT,33,-0.00025363106627926445,1
WT,34,-0.0019196370313941077,1
WT,30,0.0012481955258950845,1
WT,32,0.00011754181507704819,1
WT,36,0.003298049110881254,1
WT,35,-0.00282291138602373,1
WT,37,-0.0028182870131503953,1
WT,38,0.011106912520268391,1
WT,39,-0.002072595884985045,1
WT,42,0.004399453427269387,1
WT,40,0.013820702438925738,1
WT,43,-0.04111238396876695,1
WT,41,0.008171522222671207,1
WT,44,-0.0030727056836713186,1
WT,46,0.012197531003079172,1
WT,45,-0.009127347088088144,1
WT,47,0.001156002280753869,1
WT,49,-0.009344090686927518,1
WT,48,-0.015489751958135697,1
WT,51,-0.0024629155005179357,1
WT,53,-0.010537698629609234,1
WT,54,-0.0016443183085251268,1
WT,50,-0.004084322235140485,1
WT,55,-0.02676280888379999,1
WT,52,0.0075837548956305305,1
WT,56,0.008589390097772293,1
WT,57,-0.006288233132269932,1
WT,59,-0.004836576607554544,1
WT,58,-0.0008317423546972054,1
WT,61,0.000393311854660552,1
WT,60,-0.0005720300647373169,1
WT,65,-0.0006292915072190668,1
WT,63,-0.007418137473311913,1
WT,64,-0.0033871950935532636,1
WT,62,-0.0002337985118447219,1
WT,66,-0.002301611194027416,1
WT,67,-0.02217633238142677,1
WT,68,0.0005181779502404915,1
WT,69,0.0014446010769583921,1
WT,70,-0.006775800819136407,1
WT,75,-0.0038426671228974996,1
WT,71,0.006484106307180216,1
WT,73,-0.00351570464113234,1
WT,74,-0.0013416180189333626,1
WT,72,-0.0031556212734268102,1
WT,76,0.0035253477773388438,1
WT,77,0.03023232866587436,1
WT,78,0.007500702221907268,1
WT,79,0.01539917632908559,1
WT,82,0.0005347472240461946,1
WT,80,0.007391839695354612,1
WT,81,0.015601115482260132,1
WT,83,0.021386499035399083,1
WT,85,-0.011246952167072168,1
WT,86,0.01642285360728896,1
WT,84,-0.022211206899930086,1
WT,87,0.010091143356737017,1
WT,89,-0.0065307725076433456,1
WT,88,-0.00961999780037735,1
WT,90,-0.0026566021371095764,1
WT,92,-0.005525420147115075,1
WT,93,0.002596053843366243,1
