condition_key,mean_deg,std_deg,abs_mean_deg,n_valid,n_total,delay_ms,amplitude_factor,seed,n_trials
WT,-0.0004960194906603829,0.009137013387675886,0.0058814099836295595,300,300,5000.0,45.0,1003168738,300
WT_APP,8.126772028804861e-05,0.02565586902840103,0.016540859719855538,300,300,5000.0,45.0,1003168738,300
a7_KO,0.022477295514163168,0.2859205193395953,0.07007132342005475,300,300,5000.0,45.0,1003168738,300
a7_KO_APP,-0.003752066988271684,0.067082672700623,0.04473661077195615,300,300,5000.0,45.0,1003168738,300
b2_KO,0.0010519785372763487,0.03422926526040949,0.022297352011155572,300,300,5000.0,45.0,1003168738,300
b2_KO_APP,-0.002109935423122092,0.08349472739383558,0.04210899846245106,300,300,5000.0,45.0,1003168738,300
a5_KO,1.7942677186811328e-05,0.009555914918234001,0.005657698314620074,300,300,5000.0,45.0,1003168738,300
a5_KO_APP,0.00010909740866751334,0.029801243331064806,0.019845323495665992,300,300,5000.0,45.0,1003168738,300
