condition,amplitude,distractor_factor,offset_deg,trial_idx,seed,cue_freq_median_hz,cue_power_median,dist_freq_median_hz,dist_power_median,plv_median_delay2
WT_APP,5.0,0.75,120.0,0,1168784116,6.189742408557876,4.701902974081287,5.081062449809766,0.041783576786634635,0.5778966585389642
WT_APP,5.0,0.75,120.0,1,921289450,6.0333635748427925,5.095023057652608,5.812381145266951,0.039272860110612984,0.6742803430281568
WT_APP,5.0,0.75,120.0,2,1293255992,6.0537517139891275,5.227312558307561,5.724144136554694,0.034530694529384245,0.7284322013735145
WT_APP,5.0,0.75,120.0,3,1702858716,6.315996746244459,5.336253268965206,5.375485078771857,0.05434812816921253,0.5863985578936239
WT_APP,5.0,0.75,120.0,4,1895310323,6.060682729232617,4.848253593862459,5.198733410577263,0.023190823568864424,0.519337929742745
WT_APP,5.0,0.75,120.0,5,211694680,6.15345052363516,4.704217698820774,5.203426248485707,0.02658696073837551,0.6993452212341411
WT_APP,5.0,0.75,120.0,6,280584697,6.194114973587958,4.8452687321976935,5.3533809642571475,0.049801885885158874,0.5643041868711333
WT_APP,5.0,0.75,120.0,7,617447500,6.0111681758605116,5.677712832784172,5.641573655609365,0.0449710560498379,0.8015630396204186
WT_APP,5.0,0.75,120.0,8,1249765968,6.313331852708831,4.591492192209478,5.656452923211577,0.04385802433818919,0.7304631515074047
WT_APP,5.0,0.75,120.0,9,1504658074,6.068628044398526,4.750161924094626,5.198428615931669,0.02864118487828269,0.603064315565836
WT_APP,5.0,0.75,120.0,10,1008898872,6.015305342012226,6.119521896085168,5.615811492630295,0.03550160239132047,0.7648389877625313
WT_APP,5.0,0.75,120.0,11,794319243,5.937926631922235,6.022058527157664,5.649779377904431,0.04316976902415766,0.5956320715804427
WT_APP,5.0,0.75,120.0,12,204008863,6.078986688954681,5.473418855203688,5.6804449524952085,0.03603555463675855,0.7632177012069862
WT_APP,5.0,0.75,120.0,13,1880439445,5.9676371847023235,4.432955254932952,5.6992282360168875,0.05724412344469328,0.6746874084388419
WT_APP,5.0,0.75,120.0,14,1306372712,5.998196344881381,6.869321901841414,5.744624226607623,0.0864866973624288,0.8511945338488538
WT_APP,5.0,0.75,120.0,15,2122084012,5.8006353980580565,5.6414629068500455,5.123489384680147,0.03909889200764198,0.7778958587912945
WT_APP,5.0,0.75,120.0,16,1976297044,6.548095555908762,4.194657255642912,5.874953256015516,0.021586975858945943,0.5746333514772204
WT_APP,5.0,0.75,120.0,17,784548992,5.7170831488128,5.756457752131338,5.511715955674797,0.05052515802354522,0.7997679904187086
WT_APP,5.0,0.75,120.0,18,2121403537,6.1697619860654225,3.5821645619551377,5.238107692636035,0.053058483115766907,0.6086047031389072
WT_APP,5.0,0.75,120.0,19,347016859,5.9928451684086985,4.894776352227236,5.350292489843434,0.05959339600353445,0.6675920440250607
WT_APP,5.0,0.75,120.0,20,527842052,5.989246785333503,4.892423445761452,5.504509390772063,0.0469091411829196,0.6489077014332965
WT_APP,5.0,0.75,120.0,21,215409799,6.264289084946509,4.530719878478956,4.974701274348584,0.025603249349359276,0.5497266015518512
WT_APP,5.0,0.75,120.0,22,350632298,6.076990299615427,6.5611463567731025,5.829971465780233,0.024427872338706174,0.7559620564600613
WT_APP,5.0,0.75,120.0,23,2071774379,6.0908707658977,5.4690860231755645,5.282574555054727,0.06286450335465729,0.6060936357462958
WT_APP,5.0,0.75,120.0,24,1492822048,6.01622888897161,4.706632829996498,5.630781979030741,0.06430379520134065,0.6730263218307908
WT_APP,5.0,0.75,120.0,25,199233221,6.124220188034733,4.525219249412328,5.599338804695782,0.039851144233786114,0.6932222663185504
WT_APP,5.0,0.75,120.0,26,1395966768,6.2549058185663835,5.150605631596826,6.092700517241559,0.053864728933570506,0.6653062130587097
WT_APP,5.0,0.75,120.0,27,786556690,6.0173423218321025,5.264367648917394,5.364116166908432,0.09906093284144694,0.569765912269979
WT_APP,5.0,0.75,120.0,28,649984770,5.897806904357134,5.5227400662080735,5.674452217899187,0.12698131157291784,0.8314240858092992
WT_APP,5.0,0.75,120.0,29,337723248,6.086023603434515,5.052591138894521,5.769236650135299,0.041867876621899974,0.7405724996964571
WT_APP,5.0,0.75,120.0,30,1094264184,6.033299609307778,5.882803140780544,5.441227025722315,0.07283356943560927,0.6810173033840572
WT_APP,5.0,0.75,120.0,31,2089154132,6.043769040796691,6.295507448100847,5.485915566604981,0.0536097241737726,0.6217843577042141
WT_APP,5.0,0.75,120.0,32,1584690825,6.24426224130277,4.999637540455681,5.652057859312368,0.0325084682347309,0.6563699113650541
WT_APP,5.0,0.75,120.0,33,795962858,5.947715307841236,4.760139732176881,5.367403096475443,0.03009614687939205,0.6087111970077317
WT_APP,5.0,0.75,120.0,34,827737825,6.279613741181891,4.731431091282694,5.25468557456402,0.02910600750898931,0.6161171885526686
WT_APP,5.0,0.75,120.0,35,234713593,6.141579383785841,3.7992366226895626,6.037921402711516,0.02349517223109661,0.5159320221235517
WT_APP,5.0,0.75,120.0,36,885327366,5.92335300333762,5.026455699277895,5.464030821152634,0.04444278605585959,0.6577303409201174
WT_APP,5.0,0.75,120.0,37,928832081,6.052658283844838,7.4532207704594615,5.50534868328217,0.03397084159676476,0.6274645136728096
WT_APP,5.0,0.75,120.0,38,1947615286,6.123966448689237,4.752963276870063,5.847486143834951,0.10686961780716066,0.8501288771147288
WT_APP,5.0,0.75,120.0,39,20360091,6.024084757261952,4.126899794796369,5.620981917813741,0.015123239907485087,0.6877201845888901
WT_APP,5.0,0.75,120.0,40,1806363173,6.206983365367626,4.2380794957263905,6.019319115712552,0.04811468713740663,0.6734630538623574
WT_APP,5.0,0.75,120.0,41,1312343691,6.086474665030238,4.651335862877934,5.533971981695747,0.03685009458664979,0.709608839239171
WT_APP,5.0,0.75,120.0,42,1762120781,5.985932529013578,5.868946838348249,4.43484321843795,0.027130077098832917,0.5569876040734956
WT_APP,5.0,0.75,120.0,43,1700607009,5.95906765944071,5.454602695342276,4.750727650632522,0.035249951141829404,0.746058107374692
WT_APP,5.0,0.75,120.0,44,1634649145,5.928942520354826,6.108521308292879,5.529420737036249,0.07632606996340889,0.7484316802804094
WT_APP,5.0,0.75,120.0,45,1036024353,6.059583306941102,4.758174014413355,5.511855231039286,0.055245376798633984,0.7455693982171402
WT_APP,5.0,0.75,120.0,46,261494503,5.956171199316301,4.805662043681841,5.598597576628881,0.042849748366037416,0.7075639092079395
WT_APP,5.0,0.75,120.0,47,2001682155,6.235996937112251,5.225675554421411,4.836016417068032,0.028664393839373196,0.43592308557812
WT_APP,5.0,0.75,120.0,48,1311960750,5.842674758385659,5.814899795081596,5.999381556388121,0.07284346222839652,0.6275152718462291
WT_APP,5.0,0.75,120.0,49,295114914,6.173803060848479,5.838396917535629,5.450030268259952,0.06054926545033553,0.6848641348177948
WT_APP,5.0,0.75,170.0,0,1168784116,6.11861112842553,5.833260785518194,4.3860549825751765,0.035798367013117345,0.6638770717728273
WT_APP,5.0,0.75,170.0,1,921289450,6.159362638304836,6.273639913381295,5.824174633592863,0.052693783812028785,0.7129218456133679
WT_APP,5.0,0.75,170.0,2,1293255992,6.042172649211133,7.273900811709805,5.602418273454408,0.032394414554285975,0.583450776711546
WT_APP,5.0,0.75,170.0,3,1702858716,5.980510118003649,6.318181956265283,3.478726466896825,0.025619217149773773,0.6195318218187076
WT_APP,5.0,0.75,170.0,4,1895310323,5.959782645863622,5.130807915396349,5.472456423053071,0.02822946066507664,0.6450260868564277
WT_APP,5.0,0.75,170.0,5,211694680,5.810465083003327,5.495999060939069,5.578618367723706,0.019320160836777518,0.5063328289591202
WT_APP,5.0,0.75,170.0,6,280584697,5.993184261111805,4.21527347483074,5.683959997542904,0.024611963856412657,0.5434144441987558
WT_APP,5.0,0.75,170.0,7,617447500,5.880927355851461,6.594900472877929,5.533216969315084,0.04649007664229751,0.7429583850622123
WT_APP,5.0,0.75,170.0,8,1249765968,6.1509393630736025,4.594401578332195,5.1862297757347315,0.021081776390881355,0.5621628448929824
WT_APP,5.0,0.75,170.0,9,1504658074,5.9599090176536365,4.466153348184024,5.821648295096571,0.031169829703617074,0.6962252996289042
WT_APP,5.0,0.75,170.0,10,1008898872,6.096107556669807,6.680298076449139,5.403971305990876,0.02462148367132679,0.5867286299769582
WT_APP,5.0,0.75,170.0,11,794319243,6.0002732497396085,6.438492824486561,5.633811488225878,0.04116528066156092,0.5800172022314214
WT_APP,5.0,0.75,170.0,12,204008863,5.928860944331146,6.302500903100681,5.491485456656705,0.03376281879753047,0.6536561351601156
WT_APP,5.0,0.75,170.0,13,1880439445,6.064294498489142,5.095451176488469,5.578593216151728,0.0419634039090068,0.6893575869146458
WT_APP,5.0,0.75,170.0,14,1306372712,6.100112886544393,6.908032301925042,5.443968872995788,0.04367277461911643,0.6810747510937749
WT_APP,5.0,0.75,170.0,15,2122084012,5.93376942397892,6.872442145333524,5.6846694883353655,0.043567905871026574,0.6733189991492295
WT_APP,5.0,0.75,170.0,16,1976297044,6.425501771431421,4.710929770741901,5.367255071323574,0.024776610624878865,0.6185187257741117
WT_APP,5.0,0.75,170.0,17,784548992,5.771313986771939,6.974695361902706,5.674303627955807,0.043941379411974846,0.756603376107273
WT_APP,5.0,0.75,170.0,18,2121403537,6.097571845904463,4.761236924803853,5.698587314810754,0.03547281882901728,0.7392248013219327
WT_APP,5.0,0.75,170.0,19,347016859,6.083960700294619,5.547496487706362,5.22300100225059,0.0334556584653974,0.4809766372892812
WT_APP,5.0,0.75,170.0,20,527842052,5.958782049936394,6.393558969455456,5.729969593856037,0.045317062707565775,0.6569423483424854
WT_APP,5.0,0.75,170.0,21,215409799,6.189804181938809,4.863325870434361,5.142853559602335,0.032277342289795403,0.668622114117818
WT_APP,5.0,0.75,170.0,22,350632298,6.178992615799924,6.9996328220770385,5.811199573009201,0.039459463791881436,0.7078231807175119
WT_APP,5.0,0.75,170.0,23,2071774379,5.997507331511618,5.695869166855592,5.8984574398636935,0.03763798755021365,0.6846887006277029
WT_APP,5.0,0.75,170.0,24,1492822048,5.806040389503192,6.472555832888002,5.625877092391162,0.0707601737971541,0.64181805663304
WT_APP,5.0,0.75,170.0,25,199233221,6.097413869761037,5.656354832159758,5.476193747072462,0.021013489795185237,0.6307646391632871
WT_APP,5.0,0.75,170.0,26,1395966768,6.070166720013352,5.134962907285615,5.734188547897318,0.05932166231574067,0.8463364962084592
WT_APP,5.0,0.75,170.0,27,786556690,6.094239747471948,4.945185724068612,5.8409435153037865,0.06548334755844826,0.7588068151045688
WT_APP,5.0,0.75,170.0,28,649984770,6.150300370847404,5.723667998101027,5.672684413813898,0.026647344181308836,0.6073316473830144
WT_APP,5.0,0.75,170.0,29,337723248,6.199941022715876,4.975251674594097,5.674170985114454,0.031698301857743555,0.6550873044135137
WT_APP,5.0,0.75,170.0,30,1094264184,5.947593850026773,6.0284761305277375,5.870861060690118,0.04316528508750291,0.7505907419691042
WT_APP,5.0,0.75,170.0,31,2089154132,6.032470435794069,6.0486468812406775,5.875748813184721,0.06640599206628593,0.7619313001200124
WT_APP,5.0,0.75,170.0,32,1584690825,6.174872622124858,5.235632763048128,5.676197372073506,0.053714067703933194,0.63791950029989
WT_APP,5.0,0.75,170.0,33,795962858,5.868451342174963,4.966614997920336,5.633266843150299,0.03096075552470776,0.7090442314148699
WT_APP,5.0,0.75,170.0,34,827737825,6.215775824683363,5.143035010512415,5.975328944446515,0.017078273939404198,0.6570101373189682
WT_APP,5.0,0.75,170.0,35,234713593,6.042844213988166,5.071537022577861,5.8375344036044465,0.01658807854439555,0.6548959994247052
WT_APP,5.0,0.75,170.0,36,885327366,5.897945423164508,6.008249875005537,5.6336726212125185,0.02484784139005639,0.671588770402016
WT_APP,5.0,0.75,170.0,37,928832081,6.178525176851022,5.783688851595928,5.545840578753372,0.03121077753001636,0.5732079442203928
WT_APP,5.0,0.75,170.0,38,1947615286,6.357030665946454,4.375102884156785,5.674995010334651,0.03256593368429736,0.67479762572969
WT_APP,5.0,0.75,170.0,39,20360091,6.1430280855335555,4.728504561015513,5.512842067159338,0.043367035578116504,0.7171655111933375
WT_APP,5.0,0.75,170.0,40,1806363173,6.034096987955903,4.499513339893656,5.848649899941719,0.037310120414136935,0.6915269832991938
WT_APP,5.0,0.75,170.0,41,1312343691,5.932942553366125,6.047491019876835,5.794667024630376,0.041225482916557275,0.7198365631927808
WT_APP,5.0,0.75,170.0,42,1762120781,6.049796970497992,6.160880959266577,5.5143263173100285,0.03143437798895079,0.6455785968854262
WT_APP,5.0,0.75,170.0,43,1700607009,6.2379776215703915,5.146089223684755,5.34694179118766,0.02169020984229653,0.6552533778151473
WT_APP,5.0,0.75,170.0,44,1634649145,6.156193888522961,6.8052470341959825,5.820622907438428,0.06927944312307141,0.8541238432600476
WT_APP,5.0,0.75,170.0,45,1036024353,6.081039810528,6.204180080637945,5.7755354459512755,0.038402272090147425,0.8134829662915612
WT_APP,5.0,0.75,170.0,46,261494503,6.241273606580157,5.566922496692239,5.590701773351957,0.02894126281598177,0.5975175582435583
WT_APP,5.0,0.75,170.0,47,2001682155,6.109919928142264,5.773492529527609,6.006464806585441,0.03995955209573967,0.7983586827746415
WT_APP,5.0,0.75,170.0,48,1311960750,5.836362663855792,5.642347302343421,4.847404778748566,0.04221328818804044,0.6109399148745377
WT_APP,5.0,0.75,170.0,49,295114914,5.967964773978784,5.252592877536673,5.726014680481342,0.029776910267532444,0.6602698872448627
