condition,trial_idx,seed,cue_deg,pre_cue_asym,last_pre_cue_asym,delay_asym,delay_ms,amplitude,random_cue,balance_cue,correct_asymmetry,mean_abs_asym,asym_std,mean_abs_asym_precue,asym_std_precue
WT,0,191664963,181.40625,0.011240385039501727,0.014766116007402299,0.005589054022737622,5000.0,20.0,0,1,1,0.05106823617918822,0.07082407408182306,0.04800787552783166,0.0599103217273622
WT,1,1662057957,181.40625,0.003925725465098094,0.03850490470974095,-0.0031972630963942013,5000.0,20.0,0,1,1,0.04022571315897403,0.05767391192758161,0.057194117221834935,0.06642534676855381
WT,2,1405681631,181.40625,0.0052782979953828295,0.01629373161922802,-0.009461876273887403,5000.0,20.0,0,1,1,0.07241106087114947,0.09493746050852098,0.04311090846662579,0.05386313964692748
WT,3,942484272,181.40625,0.04093861089485675,0.10587273955266857,0.005020770211434476,5000.0,20.0,0,1,1,0.03430424938929223,0.04361814614589899,0.04464502304663687,0.05217921920581298
WT,4,929893137,181.40625,0.02607762602713363,0.041374770878582434,-0.0056794786352471404,5000.0,20.0,0,1,1,0.03748076907597347,0.05150135544170619,0.05173602770577328,0.06162964890090868
WT,5,1843824992,181.40625,-0.007665110048682808,0.036042679748445085,0.0120379901524245,5000.0,20.0,0,1,1,0.04481513975934301,0.06436150449869055,0.035047676184640754,0.041896709404855216
WT,6,184566854,181.40625,0.06767408063396471,0.07421744124374469,0.007765007952275863,5000.0,20.0,0,1,1,0.04196855036437608,0.05898067462104575,0.06261738063613445,0.07234041800696321
WT,7,1497586438,181.40625,0.01783524063845031,-0.07538078145892146,-0.020313901483067373,5000.0,20.0,0,1,1,0.06257234013905676,0.07753712289028422,0.04933483130088765,0.05975299235840166
WT,8,432652533,181.40625,0.058396270210514405,0.17622798245459612,0.0018655481464710396,5000.0,20.0,0,1,1,0.03880765015668045,0.05239512395229175,0.07134772849678078,0.07634800533466796
WT,9,202244314,181.40625,-0.002338032309104897,-0.031302218974919194,0.0019493379246508507,5000.0,20.0,0,1,1,0.03989355679653154,0.052288821144976565,0.04479511787444158,0.05758542952335003
WT,10,1130604997,181.40625,-0.025629590750081643,-0.10635139539952071,-0.003446116056002363,5000.0,20.0,0,1,1,0.05532730875843557,0.07680935702065883,0.0323924316351764,0.03551119855351457
WT,11,2095133045,181.40625,0.03376867260967775,0.009200055024123091,0.013892357527891358,5000.0,20.0,0,1,1,0.07809794311246905,0.10756124938259899,0.05204937250765437,0.05359432852023697
WT,12,1580016183,181.40625,0.0014016962683897317,-0.026684311220679238,0.015895803604239513,5000.0,20.0,0,1,1,0.052205673964696775,0.0683593369556525,0.04343896777305448,0.0542789725245456
WT,13,1634535062,181.40625,-0.04227052839252081,-0.03246139692240867,-0.011684550340417961,5000.0,20.0,0,1,1,0.04900681356303151,0.06380565089907256,0.046696998582607625,0.05254302448040524
WT,14,1540770719,181.40625,-0.05205396855222555,-0.10802817458713644,0.008194735416398802,5000.0,20.0,0,1,1,0.049778893360188994,0.06949153600991062,0.05064458697068371,0.052167803093659544
WT,15,1688060240,181.40625,0.03404517789402403,0.027917103356083408,-0.002966306612011769,5000.0,20.0,0,1,1,0.04317903712179668,0.05781246244692212,0.05631105244946201,0.05661144749469753
WT,16,1102145672,181.40625,0.001111794708576046,0.0043772385554097975,-0.01627949877900977,5000.0,20.0,0,1,1,0.06112550064430302,0.08171752588885192,0.04350652037895537,0.055632386139769695
WT,17,275121930,181.40625,-0.026038506270520918,0.0006653513610699893,-0.005490234842842613,5000.0,20.0,0,1,1,0.04278125566869297,0.05793781224668343,0.052868998445366966,0.06450969186466342
WT,18,1803345590,181.40625,-0.01902729071376211,-0.10695335367604514,-0.01086998315176025,5000.0,20.0,0,1,1,0.04614947781302028,0.06114680252205356,0.04325001690962285,0.053577368089738474
WT,19,967196436,181.40625,-0.009720655798990572,0.009224111046319788,0.005503836981138783,5000.0,20.0,0,1,1,0.038910964859952615,0.05298341716042075,0.028339474042384648,0.034482729350083646
WT,20,1074497555,181.40625,0.021183252354931893,0.041117817367066815,0.017617142273079842,5000.0,20.0,0,1,1,0.056259321622546356,0.07307046739175543,0.03832604315171222,0.045367372370975725
WT,21,796282693,181.40625,0.006020497267029324,-0.03310789155851726,0.011102030081996443,5000.0,20.0,0,1,1,0.0670914439649792,0.08834869711129062,0.03641868438102921,0.044189910555016386
WT,22,392022359,181.40625,0.02338779573656707,-0.038023384811335076,-0.0030726552380763036,5000.0,20.0,0,1,1,0.05402656131990595,0.06965334118379503,0.03543246774469708,0.04642004452331787
WT,23,1990212658,181.40625,-0.011891560030015862,-0.03772726378550536,-0.0037953986069518717,5000.0,20.0,0,1,1,0.0472126820486045,0.06118874653041072,0.03898776520602238,0.047865830300749014
WT,24,1678403330,181.40625,-0.012714268067639185,0.028578921699435746,0.0068888368167389505,5000.0,20.0,0,1,1,0.037493768292695434,0.04856153245173033,0.04989607561410096,0.059624171156365015
WT,25,1382689815,181.40625,-0.045784310118666426,0.0067723915023347745,-0.0032237256469476207,5000.0,20.0,0,1,1,0.04034681435815303,0.05428145477867402,0.055838807355968766,0.0688476204383966
WT,26,864178266,181.40625,0.017162552980990276,0.12431478183908312,-0.006522938782045916,5000.0,20.0,0,1,1,0.0513585514872409,0.07150814047598684,0.044473689694635506,0.0587744941431159
WT,27,1766867109,181.40625,-0.012623521662715007,0.049901549053339614,0.00514482054960888,5000.0,20.0,0,1,1,0.04757933863978667,0.05877525970139249,0.04769325523392801,0.06303976240173068
