condition,trial_idx,seed,cue_deg,pre_cue_asym,last_pre_cue_asym,delay_asym,delay_ms,amplitude,random_cue,balance_cue,correct_asymmetry,mean_abs_asym,asym_std,mean_abs_asym_precue,asym_std_precue
WT,0,191664963,181.40625,nan,nan,0.0017916949430346694,5000.0,15.0,0,1,1,0.02934113184106287,0.037516364601559424,nan,nan
WT,1,1662057957,181.40625,nan,nan,-0.004223847040664426,5000.0,15.0,0,1,1,0.029899515801498796,0.03756785393435981,nan,nan
WT,2,1405681631,181.40625,nan,nan,-0.0004305930193109356,5000.0,15.0,0,1,1,0.029969567610926076,0.03773367283206507,nan,nan
WT,3,942484272,181.40625,nan,nan,-0.002810370369035353,5000.0,15.0,0,1,1,0.029804725758968365,0.0378920484744408,nan,nan
WT,4,929893137,181.40625,nan,nan,-0.008982996640646036,5000.0,15.0,0,1,1,0.03145258142123437,0.0389011179837046,nan,nan
WT,5,1843824992,181.40625,nan,nan,-0.005837267862489893,5000.0,15.0,0,1,1,0.03419924090503114,0.043479747487375285,nan,nan
WT,6,184566854,181.40625,nan,nan,0.005757832482253341,5000.0,15.0,0,1,1,0.030922242625493732,0.03885104627833495,nan,nan
WT,7,1497586438,181.40625,nan,nan,0.009594453512151158,5000.0,15.0,0,1,1,0.0314924347601073,0.0409848848239468,nan,nan
WT,8,432652533,181.40625,nan,nan,0.004561529889089163,5000.0,15.0,0,1,1,0.031012327282698128,0.03874232374450643,nan,nan
WT,9,202244314,181.40625,nan,nan,0.00643605665848882,5000.0,15.0,0,1,1,0.03246318107376902,0.041354180179135884,nan,nan
WT,10,1130604997,181.40625,nan,nan,0.009297482578686733,5000.0,15.0,0,1,1,0.030865993771639285,0.03932664513662507,nan,nan
WT,11,2095133045,181.40625,nan,nan,0.0038237821680733746,5000.0,15.0,0,1,1,0.03137206652943082,0.03883545500027658,nan,nan
WT,12,1580016183,181.40625,nan,nan,-0.012882836538335251,5000.0,15.0,0,1,1,0.0294694244825889,0.03459276987875175,nan,nan
WT,13,1634535062,181.40625,nan,nan,0.0010877360290471618,5000.0,15.0,0,1,1,0.02948107072675672,0.03810404952951998,nan,nan
WT,14,1540770719,181.40625,nan,nan,0.008418754386333166,5000.0,15.0,0,1,1,0.030955479087057945,0.03831496848363462,nan,nan
WT,15,1688060240,181.40625,nan,nan,-0.002385424859962027,5000.0,15.0,0,1,1,0.037684681202909444,0.04601979852572103,nan,nan
WT,16,1102145672,181.40625,nan,nan,0.0011627373280425415,5000.0,15.0,0,1,1,0.03326453803503965,0.04193837644358662,nan,nan
WT,17,275121930,181.40625,nan,nan,0.001477796384419336,5000.0,15.0,0,1,1,0.027868605428232007,0.03508373219738332,nan,nan
WT,18,1803345590,181.40625,nan,nan,-0.007377487935742701,5000.0,15.0,0,1,1,0.032033340525557064,0.039726112951217994,nan,nan
WT,19,967196436,181.40625,nan,nan,-0.008841198606113643,5000.0,15.0,0,1,1,0.03485393719977771,0.04282540823528708,nan,nan
WT,20,1074497555,181.40625,nan,nan,-0.007637118066290861,5000.0,15.0,0,1,1,0.03519189857016509,0.043424412949529693,nan,nan
WT,21,796282693,181.40625,nan,nan,0.0066990707096073595,5000.0,15.0,0,1,1,0.03289911025337995,0.040714658197468,nan,nan
WT,22,392022359,181.40625,nan,nan,0.0063112870372741894,5000.0,15.0,0,1,1,0.032094053859405614,0.04030416587704553,nan,nan
WT,23,1990212658,181.40625,nan,nan,0.011945554820034772,5000.0,15.0,0,1,1,0.03259941259139065,0.038752287156306964,nan,nan
WT,24,1678403330,181.40625,nan,nan,0.0079653195400369,5000.0,15.0,0,1,1,0.032302640853187875,0.04055195986707802,nan,nan
WT,25,1382689815,181.40625,nan,nan,-0.009526212965973066,5000.0,15.0,0,1,1,0.03370990897605062,0.04101390812228555,nan,nan
WT,26,864178266,181.40625,nan,nan,0.0054139464488783436,5000.0,15.0,0,1,1,0.03224690789757095,0.03992072886314781,nan,nan
WT,27,1766867109,181.40625,nan,nan,0.0012669826974897342,5000.0,15.0,0,1,1,0.029237493411974055,0.0365538114997384,nan,nan
WT,28,1171300112,181.40625,nan,nan,0.004264483323355796,5000.0,15.0,0,1,1,0.029479743330504096,0.03793122731499776,nan,nan
WT,29,952224740,181.40625,nan,nan,-0.0007727030027559451,5000.0,15.0,0,1,1,0.02999021096720505,0.037347199255152355,nan,nan
WT,30,967354524,181.40625,nan,nan,-0.0032094653413834223,5000.0,15.0,0,1,1,0.030400837457737032,0.03820067967772571,nan,nan
WT,31,487991438,181.40625,nan,nan,0.003957967617535206,5000.0,15.0,0,1,1,0.02960043172762145,0.03927622192696646,nan,nan
WT,32,197860368,181.40625,nan,nan,-0.007487581833354556,5000.0,15.0,0,1,1,0.03305851258042236,0.04113918149767123,nan,nan
WT,33,1190961760,181.40625,nan,nan,-0.019034833445380178,5000.0,15.0,0,1,1,0.03763743445164561,0.04291595218529343,nan,nan
WT,34,1906728918,181.40625,nan,nan,-0.006246377710615758,5000.0,15.0,0,1,1,0.03354990184687005,0.042667638566839604,nan,nan
WT,35,137046513,181.40625,nan,nan,0.0014631993606000072,5000.0,15.0,0,1,1,0.029373344778180203,0.03782849694454895,nan,nan
WT,36,1843166518,181.40625,nan,nan,0.0020865692734296803,5000.0,15.0,0,1,1,0.030668453614114948,0.039931179032084776,nan,nan
WT,37,1777324407,181.40625,nan,nan,-0.0032520932937644656,5000.0,15.0,0,1,1,0.0296294250783662,0.0370317899179816,nan,nan
WT,38,594336917,181.40625,nan,nan,-0.003784986042497814,5000.0,15.0,0,1,1,0.030896526733059676,0.03899337577545831,nan,nan
WT,39,1356488967,181.40625,nan,nan,0.0003909375472040137,5000.0,15.0,0,1,1,0.030965312260547977,0.04025228471569688,nan,nan
WT,40,354826746,181.40625,nan,nan,-0.002278589614974498,5000.0,15.0,0,1,1,0.032743254708696864,0.04107362628371099,nan,nan
WT,41,1627981024,181.40625,nan,nan,0.0005957666692067169,5000.0,15.0,0,1,1,0.033893589859160626,0.04394689525021535,nan,nan
WT,42,1504361614,181.40625,nan,nan,0.004013533667627788,5000.0,15.0,0,1,1,0.0315344134582881,0.04114719054759627,nan,nan
WT,43,761338718,181.40625,nan,nan,0.0025246493881867426,5000.0,15.0,0,1,1,0.031306486082911644,0.04043772539020304,nan,nan
WT,44,145857092,181.40625,nan,nan,-0.0007565810385488475,5000.0,15.0,0,1,1,0.0344341553500921,0.04487271206832636,nan,nan
WT,45,2084558133,181.40625,nan,nan,-0.0026826745973286296,5000.0,15.0,0,1,1,0.03315451311003931,0.04154921056204138,nan,nan
WT,46,957106589,181.40625,nan,nan,-0.009962919552626624,5000.0,15.0,0,1,1,0.03056499313443269,0.03992727631506951,nan,nan
WT,47,1917963002,181.40625,nan,nan,0.0005826605547326996,5000.0,15.0,0,1,1,0.031409628081486556,0.03969737421590936,nan,nan
WT,48,1455819991,181.40625,nan,nan,-0.006614834212405747,5000.0,15.0,0,1,1,0.029544006998737438,0.03662767257685827,nan,nan
WT,49,1671565830,181.40625,nan,nan,-0.0034715186243888005,5000.0,15.0,0,1,1,0.0316214394288253,0.040330519771276885,nan,nan
WT,50,1631871623,181.40625,nan,nan,0.004422884811547128,5000.0,15.0,0,1,1,0.030689682431168246,0.03788826891923106,nan,nan
WT,51,417983441,181.40625,nan,nan,-0.0012898846704114378,5000.0,15.0,0,1,1,0.03219708239318161,0.04016380434125809,nan,nan
WT,52,781482251,181.40625,nan,nan,0.005633912041934951,5000.0,15.0,0,1,1,0.03166713811540891,0.03986577395736116,nan,nan
WT,53,1002275723,181.40625,nan,nan,-0.009620263495105523,5000.0,15.0,0,1,1,0.0320360302078636,0.04038934393047167,nan,nan
WT,54,1068999196,181.40625,nan,nan,-0.0065292324028777635,5000.0,15.0,0,1,1,0.03067417343399613,0.038565276528420636,nan,nan
WT,55,94067870,181.40625,nan,nan,-0.0016944048381758359,5000.0,15.0,0,1,1,0.031178778468598147,0.03981020914573328,nan,nan
WT,56,1173749071,181.40625,nan,nan,0.00904444281945004,5000.0,15.0,0,1,1,0.035200461419702,0.04323583615740093,nan,nan
WT,57,331334160,181.40625,nan,nan,0.00011986565114647007,5000.0,15.0,0,1,1,0.03149422659786932,0.039718009901356856,nan,nan
WT,58,1596387604,181.40625,nan,nan,-0.0006204116973363037,5000.0,15.0,0,1,1,0.030338549586068533,0.038763549007878574,nan,nan
WT,59,1466836456,181.40625,nan,nan,0.0030699624172561553,5000.0,15.0,0,1,1,0.033264199729337696,0.041636702204126214,nan,nan
WT,60,1981113449,181.40625,nan,nan,0.0006476186739629959,5000.0,15.0,0,1,1,0.033480127484491175,0.04317159107392457,nan,nan
