condition_key,mean_deg,std_deg,abs_mean_deg,n_valid,n_total,delay_ms,amplitude_factor,seed,n_trials
WT,1.047241536294034,7.951071061295071,4.323077798067462,10,10,3000.0,20.0,42,10
WT_APP,-2.2712335044885905,15.696274150741697,7.727592272018436,10,10,3000.0,20.0,42,10
a7_KO,3.4166186370922226e-05,0.07896358423589737,0.05835408874038821,10,10,3000.0,20.0,42,10
a7_KO_APP,-0.058569879781967524,0.3546069470589213,0.18111388090554909,10,10,3000.0,20.0,42,10
b2_KO,-2.550068106199096,24.5385749379145,11.742596583024994,10,10,3000.0,20.0,42,10
b2_KO_APP,1.5281520317564614,12.213123535611334,5.248377081477021,10,10,3000.0,20.0,42,10
a5_KO,1.050579436791732,7.915378767080715,4.263002087239574,10,10,3000.0,20.0,42,10
a5_KO_APP,-2.353077268016611,15.59146317217388,7.7745849482184255,10,10,3000.0,20.0,42,10
