cond_key,w_pyr,w_pv,amp,n_trials,resting_hz,cue_peak_hz_mean,cue_sat_frac,delay_rest_frac_mean,delay_bump_frac_mean,delay_sat_frac_mean,delay_mean_peak_hz_mean,bump_lo_hz,quality_score
WT,0.012615,0.05,0.3,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.012615,0.05,0.35,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.012615,0.05,0.4,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.012615,0.05,0.45,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.012615,0.05,0.5,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.012615,0.05,0.55,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.012615,0.05,0.6,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.012615,0.05,0.65,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.012615,0.05,0.7,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.012615,0.05,0.75,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.012615,0.05,0.8,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.012615,0.06,0.3,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.012615,0.06,0.35,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.012615,0.06,0.4,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.012615,0.06,0.45,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.012615,0.06,0.5,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.012615,0.06,0.55,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.012615,0.06,0.6,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.012615,0.06,0.65,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.012615,0.06,0.7,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.012615,0.06,0.75,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.012615,0.06,0.8,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.012615,0.07,0.3,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.012615,0.07,0.35,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.012615,0.07,0.4,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.012615,0.07,0.45,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.012615,0.07,0.5,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.012615,0.07,0.55,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.012615,0.07,0.6,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.012615,0.07,0.65,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.012615,0.07,0.7,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.012615,0.07,0.75,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.012615,0.07,0.8,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.012615,0.08,0.3,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.012615,0.08,0.35,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.012615,0.08,0.4,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.012615,0.08,0.45,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.012615,0.08,0.5,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.012615,0.08,0.55,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.012615,0.08,0.6,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.012615,0.08,0.65,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.012615,0.08,0.7,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.012615,0.08,0.75,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.012615,0.08,0.8,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.012615,0.1,0.3,20,1.859306896739663e-14,4.415546961248553e-06,0.0,1.0,0.0,0.0,5.246708135078657e-09,10.0,0.0
WT,0.012615,0.1,0.35,20,1.859306896739663e-14,3.9854594562042e-05,0.0,1.0,0.0,0.0,5.1101100284120825e-08,10.0,0.0
WT,0.012615,0.1,0.4,20,1.859306896739663e-14,0.00034874034392560793,0.0,1.0,0.0,0.0,4.5719063053131607e-07,10.0,0.0
WT,0.012615,0.1,0.45,20,1.859306896739663e-14,0.002599026921026987,0.0,1.0,0.0,0.0,3.418474341619282e-06,10.0,0.0
WT,0.012615,0.1,0.5,20,1.859306896739663e-14,0.01394067262207295,0.0,1.0,0.0,0.0,1.8599142234995716e-05,10.0,0.0
WT,0.012615,0.1,0.55,20,1.859306896739663e-14,0.04867172485103209,0.0,1.0,0.0,0.0,6.863268601901804e-05,10.0,0.0
WT,0.012615,0.1,0.6,20,1.859306896739663e-14,0.12595924828241495,0.0,1.0,0.0,0.0,0.00019462626364409737,10.0,0.0
WT,0.012615,0.1,0.65,20,1.859306896739663e-14,0.30364384027407043,0.0,1.0,0.0,0.0,0.00048681877034597345,10.0,0.0
WT,0.012615,0.1,0.7,20,1.859306896739663e-14,0.7607333610546158,0.0,1.0,0.0,0.0,0.0011798211885386681,10.0,0.0
WT,0.012615,0.1,0.75,20,1.859306896739663e-14,1.9237153767781692,0.0,1.0,0.0,0.0,0.00298212192225707,10.0,0.0
WT,0.012615,0.1,0.8,20,1.859306896739663e-14,43.86478117735565,0.2,0.8,0.0,0.2,40.00690999915262,10.0,0.0
WT,0.015884,0.03,0.3,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.015884,0.03,0.35,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.015884,0.03,0.4,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.015884,0.03,0.45,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.015884,0.03,0.5,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.015884,0.03,0.55,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.015884,0.03,0.6,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.015884,0.03,0.65,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.015884,0.03,0.7,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.015884,0.03,0.75,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.015884,0.03,0.8,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.015884,0.04,0.3,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.015884,0.04,0.35,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.015884,0.04,0.4,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.015884,0.04,0.45,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.015884,0.04,0.5,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.015884,0.04,0.55,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.015884,0.04,0.6,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.015884,0.04,0.65,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.015884,0.04,0.7,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.015884,0.04,0.75,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.015884,0.04,0.8,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.015884,0.05,0.3,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.015884,0.05,0.35,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.015884,0.05,0.4,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.015884,0.05,0.45,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.015884,0.05,0.5,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.015884,0.05,0.55,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.015884,0.05,0.6,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.015884,0.05,0.65,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.015884,0.05,0.7,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.015884,0.05,0.75,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.015884,0.05,0.8,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.015884,0.06,0.3,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.015884,0.06,0.35,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.015884,0.06,0.4,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.015884,0.06,0.45,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.015884,0.06,0.5,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.015884,0.06,0.55,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.015884,0.06,0.6,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.015884,0.06,0.65,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.015884,0.06,0.7,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.015884,0.06,0.75,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.015884,0.06,0.8,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.015884,0.07,0.3,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.015884,0.07,0.35,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.015884,0.07,0.4,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.015884,0.07,0.45,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.015884,0.07,0.5,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.015884,0.07,0.55,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.015884,0.07,0.6,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.015884,0.07,0.65,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.015884,0.07,0.7,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.015884,0.07,0.75,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.015884,0.07,0.8,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.015884,0.08,0.3,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.015884,0.08,0.35,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.015884,0.08,0.4,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.015884,0.08,0.45,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.015884,0.08,0.5,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.015884,0.08,0.55,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.015884,0.08,0.6,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.015884,0.08,0.65,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.015884,0.08,0.7,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.015884,0.08,0.75,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.015884,0.08,0.8,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.015884,0.1,0.3,20,1.8593068897887543e-14,4.415546957020487e-06,0.0,1.0,0.0,0.0,5.2467081340772706e-09,10.0,0.0
WT,0.015884,0.1,0.35,20,1.8593068897887543e-14,3.9854594955136035e-05,0.0,1.0,0.0,0.0,5.1101101035071966e-08,10.0,0.0
WT,0.015884,0.1,0.4,20,1.8593068897887543e-14,0.00034874039413636693,0.0,1.0,0.0,0.0,4.5719069305172725e-07,10.0,0.0
WT,0.015884,0.1,0.45,20,1.8593068897887543e-14,0.0025990297247804528,0.0,1.0,0.0,0.0,3.4184778133368183e-06,10.0,0.0
WT,0.015884,0.1,0.5,20,1.8593068897887543e-14,0.013940759189533136,0.0,1.0,0.0,0.0,1.859925153127401e-05,10.0,0.0
WT,0.015884,0.1,0.55,20,1.8593068897887543e-14,0.04867298164462984,0.0,1.0,0.0,0.0,6.86345307498958e-05,10.0,0.0
WT,0.015884,0.1,0.6,20,1.8593068897887543e-14,0.12597247255675093,0.0,1.0,0.0,0.0,0.0001946466729311473,10.0,0.0
WT,0.015884,0.1,0.65,20,1.8593068897887543e-14,0.3037549201365558,0.0,1.0,0.0,0.0,0.0004869991691834547,10.0,0.0
WT,0.015884,0.1,0.7,20,1.8593068897887543e-14,0.7615673247101651,0.0,1.0,0.0,0.0,0.0011814406406465985,10.0,0.0
WT,0.015884,0.1,0.75,20,1.8593068897887543e-14,1.9315899870660942,0.0,1.0,0.0,0.0,0.0029947001255072195,10.0,0.0
WT,0.015884,0.1,0.8,20,1.8593068897887543e-14,43.9345664092253,0.2,0.8,0.0,0.2,40.00708254532833,10.0,0.0
WT,0.02,0.03,0.3,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.02,0.03,0.35,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.02,0.03,0.4,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.02,0.03,0.45,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.02,0.03,0.5,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.02,0.03,0.55,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.02,0.03,0.6,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.02,0.03,0.65,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.02,0.03,0.7,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.02,0.03,0.75,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.02,0.03,0.8,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.02,0.04,0.3,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.02,0.04,0.35,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.02,0.04,0.4,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.02,0.04,0.45,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.02,0.04,0.5,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.02,0.04,0.55,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.02,0.04,0.6,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.02,0.04,0.65,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.02,0.04,0.7,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.02,0.04,0.75,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.02,0.04,0.8,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.02,0.05,0.3,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.02,0.05,0.35,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.02,0.05,0.4,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.02,0.05,0.45,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.02,0.05,0.5,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.02,0.05,0.55,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.02,0.05,0.6,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.02,0.05,0.65,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.02,0.05,0.7,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.02,0.05,0.75,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.02,0.05,0.8,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.02,0.06,0.3,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.02,0.06,0.35,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.02,0.06,0.4,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.02,0.06,0.45,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.02,0.06,0.5,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.02,0.06,0.55,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.02,0.06,0.6,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.02,0.06,0.65,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.02,0.06,0.7,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.02,0.06,0.75,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.02,0.06,0.8,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.02,0.07,0.3,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.02,0.07,0.35,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.02,0.07,0.4,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.02,0.07,0.45,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.02,0.07,0.5,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.02,0.07,0.55,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.02,0.07,0.6,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.02,0.07,0.65,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.02,0.07,0.7,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.02,0.07,0.75,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.02,0.07,0.8,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.02,0.08,0.3,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.02,0.08,0.35,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.02,0.08,0.4,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.02,0.08,0.45,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.02,0.08,0.5,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.02,0.08,0.55,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.02,0.08,0.6,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.02,0.08,0.65,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.02,0.08,0.7,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.02,0.08,0.75,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.02,0.08,0.8,20,200.0,200.0,1.0,1.0,0.0,1.0,200.0,500.0,0.0
WT,0.02,0.1,0.3,20,1.859306880728637e-14,4.41554695128238e-06,0.0,1.0,0.0,0.0,5.2467081322440125e-09,10.0,0.0
WT,0.02,0.1,0.35,20,1.859306880728637e-14,3.98545954460986e-05,0.0,1.0,0.0,0.0,5.1101101975156724e-08,10.0,0.0
WT,0.02,0.1,0.4,20,1.859306880728637e-14,0.0003487404573215814,0.0,1.0,0.0,0.0,4.5719077172558703e-07,10.0,0.0
WT,0.02,0.1,0.45,20,1.859306880728637e-14,0.0025990332547709064,0.0,1.0,0.0,0.0,3.418482184297938e-06,10.0,0.0
WT,0.02,0.1,0.5,20,1.859306880728637e-14,0.013940868188977407,0.0,1.0,0.0,0.0,1.859938914915137e-05,10.0,0.0
WT,0.02,0.1,0.55,20,1.859306880728637e-14,0.048674564300723235,0.0,1.0,0.0,0.0,6.863685383228395e-05,10.0,0.0
WT,0.02,0.1,0.6,20,1.859306880728637e-14,0.125989135110085,0.0,1.0,0.0,0.0,0.00019467238800945885,10.0,0.0
WT,0.02,0.1,0.65,20,1.859306880728637e-14,0.3038951190118696,0.0,1.0,0.0,0.0,0.00048722685033698724,10.0,0.0
WT,0.02,0.1,0.7,20,1.859306880728637e-14,0.7626236683288277,0.0,1.0,0.0,0.0,0.0011834934819381587,10.0,0.0
WT,0.02,0.1,0.75,20,1.859306880728637e-14,1.9417453558110822,0.0,1.0,0.0,0.0,0.0030108142945049553,10.0,0.0
WT,0.02,0.1,0.8,20,1.859306880728637e-14,44.06515015101945,0.2,0.8,0.0,0.2,40.00771205793916,10.0,0.0
