cond_key,w_pyr,w_pv,amp,n_trials,resting_hz,cue_peak_hz_mean,cue_sat_frac,delay_rest_frac_mean,delay_bump_frac_mean,delay_sat_frac_mean,delay_mean_peak_hz_mean,bump_lo_hz,quality_score
WT,0.001,0.03,0.3,20,0.00014382276037832692,3.222699711112427,0.0,1.0,0.0,0.0,0.02101772269677079,10.0,0.0
WT,0.001,0.03,0.35,20,0.00014382276037832692,122.46476141997235,0.6,0.8408999999999999,0.12190000000000001,0.0372,12.286855887639707,10.0,0.11736532000000001
WT,0.001,0.03,0.4,20,0.00014382276037832692,200.0,1.0,0.69185,0.21795000000000003,0.09019999999999999,25.469151208381426,10.0,0.19829091000000004
WT,0.001,0.03,0.45,20,0.00014382276037832692,200.0,1.0,0.6906000000000001,0.22200000000000003,0.08739999999999999,25.348238512044354,10.0,0.20259720000000003
WT,0.001,0.03,0.5,20,0.00014382276037832692,200.0,1.0,0.6927,0.2218,0.08549999999999999,25.098122391972808,10.0,0.2028361
WT,0.001,0.03,0.55,20,0.00014382276037832692,200.0,1.0,0.6920999999999999,0.22290000000000001,0.08499999999999999,24.995422423904692,10.0,0.2039535
WT,0.001,0.03,0.6,20,0.00014382276037832692,200.0,1.0,0.6942499999999999,0.22394999999999995,0.08180000000000001,24.631218951111435,10.0,0.20563088999999996
WT,0.001,0.03,0.65,20,0.00014382276037832692,200.0,1.0,0.6895999999999999,0.23364999999999997,0.07675000000000001,24.611786255510445,10.0,0.21571736249999998
WT,0.001,0.03,0.7,20,0.00014382276037832692,200.0,1.0,0.6940000000000001,0.22675,0.07924999999999999,24.472506571333142,10.0,0.2087800625
WT,0.001,0.03,0.75,20,0.00014382276037832692,200.0,1.0,0.6994,0.22735,0.07325000000000001,23.71072354898302,10.0,0.2106966125
WT,0.001,0.03,0.8,20,0.00014382276037832692,200.0,1.0,0.6977000000000001,0.22914999999999996,0.07314999999999999,23.75766409190796,10.0,0.21238767749999996
WT,0.001,0.04,0.3,20,8.082757261039695e-06,0.9314088274539036,0.0,1.0,0.0,0.0,0.004202152561925652,10.0,0.0
WT,0.001,0.04,0.35,20,8.082757261039695e-06,2.2307982504242796,0.0,1.0,0.0,0.0,0.006432682017688774,10.0,0.0
WT,0.001,0.04,0.4,20,8.082757261039695e-06,55.043224309010874,0.2,0.9522,0.0383,0.009499999999999998,3.542917891883183,10.0,0.03793615
WT,0.001,0.04,0.45,20,8.082757261039695e-06,200.0,1.0,0.81235,0.12969999999999998,0.05794999999999999,15.075742277351797,10.0,0.12218388499999999
WT,0.001,0.04,0.5,20,8.082757261039695e-06,200.0,1.0,0.8191499999999999,0.1237,0.05714999999999999,14.736196149864938,10.0,0.116630545
WT,0.001,0.04,0.55,20,8.082757261039695e-06,200.0,1.0,0.82395,0.12369999999999999,0.052349999999999994,14.211444468384471,10.0,0.11722430499999999
WT,0.001,0.04,0.6,20,8.082757261039695e-06,200.0,1.0,0.8225999999999999,0.12240000000000002,0.05500000000000001,14.413675097137036,10.0,0.11566800000000002
WT,0.001,0.04,0.65,20,8.082757261039695e-06,200.0,1.0,0.8308,0.12585000000000002,0.04335000000000001,13.251236829385036,10.0,0.12039440250000001
WT,0.001,0.04,0.7,20,8.082757261039695e-06,200.0,1.0,0.8247499999999999,0.12044999999999999,0.054799999999999995,14.226159078081215,10.0,0.11384934
WT,0.001,0.04,0.75,20,8.082757261039695e-06,200.0,1.0,0.8362999999999999,0.12254999999999998,0.041150000000000006,12.777652377952064,10.0,0.11750706749999998
WT,0.001,0.04,0.8,20,8.082757261039695e-06,200.0,1.0,0.8359,0.12325,0.04085000000000001,12.796642775648383,10.0,0.11821523749999999
WT,0.001,0.05,0.3,20,3.5233027877450134e-07,0.26863361361633337,0.0,1.0,0.0,0.0,0.0007572655421292843,10.0,0.0
WT,0.001,0.05,0.35,20,3.5233027877450134e-07,0.6684964796310677,0.0,1.0,0.0,0.0,0.0013826137908700097,10.0,0.0
WT,0.001,0.05,0.4,20,3.5233027877450134e-07,1.5920153741434278,0.0,1.0,0.0,0.0,0.0029544809748134867,10.0,0.0
WT,0.001,0.05,0.45,20,3.5233027877450134e-07,20.026288008210123,0.05,0.9878,0.010600000000000002,0.0016,0.8655828627089589,10.0,0.010583040000000002
WT,0.001,0.05,0.5,20,3.5233027877450134e-07,171.0488820769246,0.85,0.90445,0.0829,0.01265,6.6105058339886416,10.0,0.081851315
WT,0.001,0.05,0.55,20,3.5233027877450134e-07,200.0,1.0,0.8773500000000001,0.09455,0.028099999999999997,9.0926885209773,10.0,0.091893145
WT,0.001,0.05,0.6,20,3.5233027877450134e-07,200.0,1.0,0.87965,0.09280000000000001,0.02755,8.911886269307285,10.0,0.09024336000000001
WT,0.001,0.05,0.65,20,3.5233027877450134e-07,200.0,1.0,0.88925,0.0913,0.019450000000000002,7.97934871807642,10.0,0.089524215
WT,0.001,0.05,0.7,20,3.5233027877450134e-07,200.0,1.0,0.87955,0.09455000000000001,0.025900000000000006,8.900087132849098,10.0,0.092101155
WT,0.001,0.05,0.75,20,3.5233027877450134e-07,200.0,1.0,0.89175,0.08885000000000001,0.019400000000000004,7.789700358985582,10.0,0.08712631000000001
WT,0.001,0.05,0.8,20,3.5233027877450134e-07,200.0,1.0,0.8871,0.0902,0.022700000000000005,8.149974501870144,10.0,0.08815246
WT,0.001,0.06,0.3,20,1.3581273147847824e-08,0.08262108455037925,0.0,1.0,0.0,0.0,0.00014779740699992112,10.0,0.0
WT,0.001,0.06,0.35,20,1.3581273147847824e-08,0.19159437900135,0.0,1.0,0.0,0.0,0.0003467029763275386,10.0,0.0
WT,0.001,0.06,0.4,20,1.3581273147847824e-08,0.47501126370693597,0.0,1.0,0.0,0.0,0.0007934230784720044,10.0,0.0
WT,0.001,0.06,0.45,20,1.3581273147847824e-08,1.1483327852389926,0.0,1.0,0.0,0.0,0.001898378075264685,10.0,0.0
WT,0.001,0.06,0.5,20,1.3581273147847824e-08,2.9121617730015887,0.0,1.0,0.0,0.0,0.004721384057242483,10.0,0.0
WT,0.001,0.06,0.55,20,1.3581273147847824e-08,102.83625803493003,0.45,0.9641,0.033350000000000005,0.0025499999999999997,2.1992026712201165,10.0,0.033264957500000004
WT,0.001,0.06,0.6,20,1.3581273147847824e-08,200.0,1.0,0.92485,0.0673,0.007850000000000001,4.841608507373225,10.0,0.06677169499999999
WT,0.001,0.06,0.65,20,1.3581273147847824e-08,200.0,1.0,0.92645,0.06575,0.007800000000000001,4.838127619332336,10.0,0.06523715000000001
WT,0.001,0.06,0.7,20,1.3581273147847824e-08,200.0,1.0,0.9266500000000001,0.06520000000000001,0.008150000000000001,4.8021255658195745,10.0,0.06466862000000001
WT,0.001,0.06,0.75,20,1.3581273147847824e-08,200.0,1.0,0.93165,0.060050000000000006,0.008300000000000002,4.423515881479852,10.0,0.05955158500000001
WT,0.001,0.06,0.8,20,1.3581273147847824e-08,200.0,1.0,0.9234,0.06820000000000001,0.008400000000000001,5.047415483382614,10.0,0.06762712000000001
WT,0.001,0.07,0.3,20,4.890957395559266e-10,0.01839113669055707,0.0,1.0,0.0,0.0,2.4694416330202898e-05,10.0,0.0
WT,0.001,0.07,0.35,20,4.890957395559266e-10,0.05636147840965074,0.0,1.0,0.0,0.0,8.349377381850337e-05,10.0,0.0
WT,0.001,0.07,0.4,20,4.890957395559266e-10,0.13874344306975553,0.0,1.0,0.0,0.0,0.0002277341653351422,10.0,0.0
WT,0.001,0.07,0.45,20,4.890957395559266e-10,0.3337684845760753,0.0,1.0,0.0,0.0,0.0005549900557672354,10.0,0.0
WT,0.001,0.07,0.5,20,4.890957395559266e-10,0.8247985988015918,0.0,1.0,0.0,0.0,0.0013346770561656768,10.0,0.0
WT,0.001,0.07,0.55,20,4.890957395559266e-10,2.0312107783952635,0.0,1.0,0.0,0.0,0.003290545353715038,10.0,0.0
WT,0.001,0.07,0.6,20,4.890957395559266e-10,43.96827420339226,0.2,0.9943,0.0049,0.0008,0.32478177875375447,10.0,0.00489608
WT,0.001,0.07,0.65,20,4.890957395559266e-10,200.0,1.0,0.9614500000000001,0.03405000000000001,0.004500000000000001,2.1864489291021547,10.0,0.03389677500000001
WT,0.001,0.07,0.7,20,4.890957395559266e-10,200.0,1.0,0.9599499999999999,0.03520000000000001,0.004850000000000002,2.312082947374264,10.0,0.03502928000000001
WT,0.001,0.07,0.75,20,4.890957395559266e-10,200.0,1.0,0.9551999999999999,0.03950000000000001,0.005300000000000001,2.6096225121678858,10.0,0.03929065000000001
WT,0.001,0.07,0.8,20,4.890957395559266e-10,200.0,1.0,0.9606999999999999,0.03400000000000001,0.005300000000000001,2.3091715649650344,10.0,0.03381980000000001
WT,0.001,0.08,0.3,20,1.6884147821479093e-11,0.0018490975805714664,0.0,1.0,0.0,0.0,2.269532026545683e-06,10.0,0.0
WT,0.001,0.08,0.35,20,1.6884147821479093e-11,0.009925702556957159,0.0,1.0,0.0,0.0,1.3126479231755824e-05,10.0,0.0
WT,0.001,0.08,0.4,20,1.6884147821479093e-11,0.03731074628414126,0.0,1.0,0.0,0.0,5.255241203350134e-05,10.0,0.0
WT,0.001,0.08,0.45,20,1.6884147821479093e-11,0.10005390350524124,0.0,1.0,0.0,0.0,0.0001557171145518546,10.0,0.0
WT,0.001,0.08,0.5,20,1.6884147821479093e-11,0.24077908966072004,0.0,1.0,0.0,0.0,0.0003954866947646301,10.0,0.0
WT,0.001,0.08,0.55,20,1.6884147821479093e-11,0.5889330087235484,0.0,1.0,0.0,0.0,0.0009478338583794523,10.0,0.0
WT,0.001,0.08,0.6,20,1.6884147821479093e-11,1.4493168784792125,0.0,1.0,0.0,0.0,0.0023293734100393285,10.0,0.0
WT,0.001,0.08,0.65,20,1.6884147821479093e-11,4.17660210056222,0.0,1.0,0.0,0.0,0.006490848779020652,10.0,0.0
WT,0.001,0.08,0.7,20,1.6884147821479093e-11,167.48224073009982,0.75,0.9813500000000002,0.015900000000000004,0.0027500000000000003,0.9746508267099342,10.0,0.015856275000000003
WT,0.001,0.08,0.75,20,1.6884147821479093e-11,200.0,1.0,0.9758000000000001,0.020200000000000006,0.004000000000000001,1.3112303875462177,10.0,0.020119200000000007
WT,0.001,0.08,0.8,20,1.6884147821479093e-11,200.0,1.0,0.9763499999999998,0.019750000000000004,0.0039000000000000007,1.2907440038587095,10.0,0.019672975000000002
WT,0.001,0.1,0.3,20,1.8593069197980238e-14,4.415546974031921e-06,0.0,1.0,0.0,0.0,5.2467081355940625e-09,10.0,0.0
WT,0.001,0.1,0.35,20,1.8593069197980238e-14,3.985459314379249e-05,0.0,1.0,0.0,0.0,5.110109758703024e-08,10.0,0.0
WT,0.001,0.1,0.4,20,1.8593069197980238e-14,0.00034874016533253157,0.0,1.0,0.0,0.0,4.571904081495277e-07,10.0,0.0
WT,0.001,0.1,0.45,20,1.8593069197980238e-14,0.0025990169579119425,0.0,1.0,0.0,0.0,3.418462004870014e-06,10.0,0.0
WT,0.001,0.1,0.5,20,1.8593069197980238e-14,0.013940365054797644,0.0,1.0,0.0,0.0,1.859875391395513e-05,10.0,0.0
WT,0.001,0.1,0.55,20,1.8593069197980238e-14,0.04866726065789534,0.0,1.0,0.0,0.0,6.862613371735939e-05,10.0,0.0
WT,0.001,0.1,0.6,20,1.8593069197980238e-14,0.12591236671858003,0.0,1.0,0.0,0.0,0.00019455384854516223,10.0,0.0
WT,0.001,0.1,0.65,20,1.8593069197980238e-14,0.303251073718699,0.0,1.0,0.0,0.0,0.0004861808527276823,10.0,0.0
WT,0.001,0.1,0.7,20,1.8593069197980238e-14,0.757805380896061,0.0,1.0,0.0,0.0,0.0011742241226601986,10.0,0.0
WT,0.001,0.1,0.75,20,1.8593069197980238e-14,1.8969919165452118,0.0,1.0,0.0,0.0,0.0029389416889407617,10.0,0.0
WT,0.001,0.1,0.8,20,1.8593069197980238e-14,43.65062117550855,0.2,0.99725,0.00215,0.0006000000000000001,0.1612322405528604,10.0,0.00214871
WT,0.001259,0.03,0.3,20,0.00014391375186752897,3.2242374524110615,0.0,1.0,0.0,0.0,0.02102047967784776,10.0,0.0
WT,0.001259,0.03,0.35,20,0.00014391375186752897,122.47076787754364,0.6,0.83965,0.11995,0.040400000000000005,12.586122585017963,10.0,0.11510402
WT,0.001259,0.03,0.4,20,0.00014391375186752897,200.0,1.0,0.6760999999999999,0.2298,0.0941,27.003336800594845,10.0,0.20817582
WT,0.001259,0.03,0.45,20,0.00014391375186752897,200.0,1.0,0.6678,0.24109999999999995,0.09109999999999999,27.314832208807946,10.0,0.21913578999999997
WT,0.001259,0.03,0.5,20,0.00014391375186752897,200.0,1.0,0.6626000000000001,0.2481,0.0893,27.564953613406573,10.0,0.22594467
WT,0.001259,0.03,0.55,20,0.00014391375186752897,200.0,1.0,0.65735,0.25065,0.092,28.033452062409697,10.0,0.2275902
WT,0.001259,0.03,0.6,20,0.00014391375186752897,200.0,1.0,0.6605500000000001,0.25450000000000006,0.08495,27.37367706062537,10.0,0.23288022500000005
WT,0.001259,0.03,0.65,20,0.00014391375186752897,200.0,1.0,0.65915,0.25154999999999994,0.08930000000000002,27.68371631272826,10.0,0.22908658499999993
WT,0.001259,0.03,0.7,20,0.00014391375186752897,200.0,1.0,0.6597500000000001,0.25970000000000004,0.08055,26.9749998259513,10.0,0.23878116500000005
WT,0.001259,0.03,0.75,20,0.00014391375186752897,200.0,1.0,0.65785,0.25635,0.0858,27.510944074984046,10.0,0.23435517000000003
WT,0.001259,0.03,0.8,20,0.00014391375186752897,200.0,1.0,0.66295,0.25055,0.0865,27.180373291295773,10.0,0.228877425
WT,0.001259,0.04,0.3,20,8.077748875662627e-06,0.9315376889055795,0.0,1.0,0.0,0.0,0.004202314654919931,10.0,0.0
WT,0.001259,0.04,0.35,20,8.077748875662627e-06,2.2318893206928165,0.0,1.0,0.0,0.0,0.00643429234322831,10.0,0.0
WT,0.001259,0.04,0.4,20,8.077748875662627e-06,55.44346261987461,0.2,0.9522,0.03825,0.00955,3.541546699651911,10.0,0.0378847125
WT,0.001259,0.04,0.45,20,8.077748875662627e-06,200.0,1.0,0.8124499999999999,0.1257,0.061849999999999995,15.377681636855154,10.0,0.11792545500000001
WT,0.001259,0.04,0.5,20,8.077748875662627e-06,200.0,1.0,0.8177999999999999,0.12125000000000001,0.060950000000000004,15.181425666694489,10.0,0.1138598125
WT,0.001259,0.04,0.55,20,8.077748875662627e-06,200.0,1.0,0.8220500000000002,0.12115000000000001,0.0568,14.699973034134029,10.0,0.11426868000000001
WT,0.001259,0.04,0.6,20,8.077748875662627e-06,200.0,1.0,0.82575,0.11950000000000002,0.05475,14.321177833384306,10.0,0.11295737500000003
WT,0.001259,0.04,0.65,20,8.077748875662627e-06,200.0,1.0,0.82105,0.11850000000000002,0.060450000000000004,14.982166901709524,10.0,0.11133667500000002
WT,0.001259,0.04,0.7,20,8.077748875662627e-06,200.0,1.0,0.8322499999999999,0.118,0.04975,13.605881717283017,10.0,0.1121295
WT,0.001259,0.04,0.75,20,8.077748875662627e-06,200.0,1.0,0.8350500000000001,0.11900000000000002,0.045950000000000005,13.238827603691087,10.0,0.11353195000000002
WT,0.001259,0.04,0.8,20,8.077748875662627e-06,200.0,1.0,0.8301999999999999,0.11709999999999998,0.05270000000000001,13.954815044641887,10.0,0.11092882999999999
WT,0.001259,0.05,0.3,20,3.5231385464462443e-07,0.26861832327909674,0.0,1.0,0.0,0.0,0.0007572468220659109,10.0,0.0
WT,0.001259,0.05,0.35,20,3.5231385464462443e-07,0.6685016171429021,0.0,1.0,0.0,0.0,0.001382663586263832,10.0,0.0
WT,0.001259,0.05,0.4,20,3.5231385464462443e-07,1.5923802133031137,0.0,1.0,0.0,0.0,0.002955164745091297,10.0,0.0
WT,0.001259,0.05,0.45,20,3.5231385464462443e-07,20.636727182420056,0.05,0.98795,0.010450000000000001,0.0016,0.8476052915552641,10.0,0.01043328
WT,0.001259,0.05,0.5,20,3.5231385464462443e-07,171.05468345916134,0.85,0.9007999999999999,0.08375000000000002,0.015450000000000002,6.981556397292451,10.0,0.08245606250000002
WT,0.001259,0.05,0.55,20,3.5231385464462443e-07,200.0,1.0,0.8741,0.09395,0.031950000000000006,9.611265731085137,10.0,0.0909482975
WT,0.001259,0.05,0.6,20,3.5231385464462443e-07,200.0,1.0,0.8859,0.0888,0.0253,8.539886854635462,10.0,0.08655336000000001
WT,0.001259,0.05,0.65,20,3.5231385464462443e-07,200.0,1.0,0.88745,0.08940000000000001,0.023150000000000004,8.286037821727579,10.0,0.08733039000000001
WT,0.001259,0.05,0.7,20,3.5231385464462443e-07,200.0,1.0,0.8816500000000002,0.09145,0.0269,8.86405573068013,10.0,0.088989995
WT,0.001259,0.05,0.75,20,3.5231385464462443e-07,200.0,1.0,0.8924,0.0851,0.022500000000000003,7.917169183619029,10.0,0.08318525
WT,0.001259,0.05,0.8,20,3.5231385464462443e-07,200.0,1.0,0.8795999999999999,0.09245,0.02795000000000001,9.053680385343819,10.0,0.0898660225
WT,0.001259,0.06,0.3,20,1.3581033210417005e-08,0.08262118805381906,0.0,1.0,0.0,0.0,0.00014779760544059124,10.0,0.0
WT,0.001259,0.06,0.35,20,1.3581033210417005e-08,0.19159736658923326,0.0,1.0,0.0,0.0,0.0003467077689752792,10.0,0.0
WT,0.001259,0.06,0.4,20,1.3581033210417005e-08,0.47504204327013316,0.0,1.0,0.0,0.0,0.0007934665307352779,10.0,0.0
WT,0.001259,0.06,0.45,20,1.3581033210417005e-08,1.1485500931464139,0.0,1.0,0.0,0.0,0.0018987473110577673,10.0,0.0
WT,0.001259,0.06,0.5,20,1.3581033210417005e-08,2.9141984369226224,0.0,1.0,0.0,0.0,0.004724172798155751,10.0,0.0
WT,0.001259,0.06,0.55,20,1.3581033210417005e-08,105.7849350386518,0.45,0.9652,0.032100000000000004,0.0027,2.1406298363265552,10.0,0.03201333
WT,0.001259,0.06,0.6,20,1.3581033210417005e-08,200.0,1.0,0.91875,0.07275000000000001,0.008500000000000002,5.39085813166381,10.0,0.07213162500000002
WT,0.001259,0.06,0.65,20,1.3581033210417005e-08,200.0,1.0,0.9192,0.07139999999999999,0.009400000000000002,5.449256200042121,10.0,0.07072883999999999
WT,0.001259,0.06,0.7,20,1.3581033210417005e-08,200.0,1.0,0.92255,0.0683,0.009150000000000002,5.149784254746482,10.0,0.067675055
WT,0.001259,0.06,0.75,20,1.3581033210417005e-08,200.0,1.0,0.9349000000000002,0.05620000000000001,0.008900000000000002,4.293378236483699,10.0,0.055699820000000004
WT,0.001259,0.06,0.8,20,1.3581033210417005e-08,200.0,1.0,0.9216999999999999,0.06885,0.009450000000000002,5.227216893220892,10.0,0.0681993675
WT,0.001259,0.07,0.3,20,4.890947104732507e-10,0.018391137644674573,0.0,1.0,0.0,0.0,2.4694421085459346e-05,10.0,0.0
WT,0.001259,0.07,0.35,20,4.890947104732507e-10,0.05636161236079064,0.0,1.0,0.0,0.0,8.349398475667392e-05,10.0,0.0
WT,0.001259,0.07,0.4,20,4.890947104732507e-10,0.138744918111045,0.0,1.0,0.0,0.0,0.00022773653018556207,10.0,0.0
WT,0.001259,0.07,0.45,20,4.890947104732507e-10,0.33378197960772515,0.0,1.0,0.0,0.0,0.0005550096302523779,10.0,0.0
WT,0.001259,0.07,0.5,20,4.890947104732507e-10,0.8248984517331941,0.0,1.0,0.0,0.0,0.001334842830639792,10.0,0.0
WT,0.001259,0.07,0.55,20,4.890947104732507e-10,2.032002249305099,0.0,1.0,0.0,0.0,0.00329174972307553,10.0,0.0
WT,0.001259,0.07,0.6,20,4.890947104732507e-10,43.974295441259635,0.2,0.9943500000000001,0.00485,0.0008,0.324196395444055,10.0,0.00484612
WT,0.001259,0.07,0.65,20,4.890947104732507e-10,200.0,1.0,0.9531999999999998,0.04210000000000001,0.004700000000000001,2.6707927489690806,10.0,0.04190213000000001
WT,0.001259,0.07,0.7,20,4.890947104732507e-10,200.0,1.0,0.95085,0.04365000000000001,0.0055000000000000005,2.883712771029168,10.0,0.04340992500000001
WT,0.001259,0.07,0.75,20,4.890947104732507e-10,200.0,1.0,0.9583,0.03600000000000001,0.005700000000000001,2.476289829395056,10.0,0.03579480000000001
WT,0.001259,0.07,0.8,20,4.890947104732507e-10,200.0,1.0,0.9552999999999999,0.0388,0.005900000000000001,2.6635984000535458,10.0,0.03857108
WT,0.001259,0.08,0.3,20,1.6884143780237348e-11,0.001849097507597483,0.0,1.0,0.0,0.0,2.2695320027341208e-06,10.0,0.0
WT,0.001259,0.08,0.35,20,1.6884143780237348e-11,0.009925704987400665,0.0,1.0,0.0,0.0,1.3126483445467745e-05,10.0,0.0
WT,0.001259,0.08,0.4,20,1.6884143780237348e-11,0.03731080661065665,0.0,1.0,0.0,0.0,5.2552497166103494e-05,10.0,0.0
WT,0.001259,0.08,0.45,20,1.6884143780237348e-11,0.10005451712681021,0.0,1.0,0.0,0.0,0.0001557181048088716,10.0,0.0
WT,0.001259,0.08,0.5,20,1.6884143780237348e-11,0.2407845027407955,0.0,1.0,0.0,0.0,0.00039549544669588416,10.0,0.0
WT,0.001259,0.08,0.55,20,1.6884143780237348e-11,0.588976913431069,0.0,1.0,0.0,0.0,0.0009479096954282878,10.0,0.0
WT,0.001259,0.08,0.6,20,1.6884143780237348e-11,1.4496160001809364,0.0,1.0,0.0,0.0,0.002329941358570082,10.0,0.0
WT,0.001259,0.08,0.65,20,1.6884143780237348e-11,4.182305012948141,0.0,1.0,0.0,0.0,0.0065293508250958265,10.0,0.0
WT,0.001259,0.08,0.7,20,1.6884143780237348e-11,168.19086224655712,0.75,0.9807000000000002,0.016500000000000004,0.0028000000000000004,1.0041679492689737,10.0,0.016453800000000005
WT,0.001259,0.08,0.75,20,1.6884143780237348e-11,200.0,1.0,0.9745999999999999,0.021400000000000002,0.004000000000000001,1.3794992535519184,10.0,0.0213144
WT,0.001259,0.08,0.8,20,1.6884143780237348e-11,200.0,1.0,0.9736499999999999,0.022350000000000002,0.004000000000000001,1.4331966231263562,10.0,0.022260600000000002
WT,0.001259,0.1,0.3,20,1.859306919310185e-14,4.415546973783277e-06,0.0,1.0,0.0,0.0,5.246708135631344e-09,10.0,0.0
WT,0.001259,0.1,0.35,20,1.859306919310185e-14,3.9854593175768366e-05,0.0,1.0,0.0,0.0,5.110109764763567e-08,10.0,0.0
WT,0.001259,0.1,0.4,20,1.859306919310185e-14,0.0003487401693180439,0.0,1.0,0.0,0.0,4.5719041311226447e-07,10.0,0.0
WT,0.001259,0.1,0.45,20,1.859306919310185e-14,0.0025990171800959637,0.0,1.0,0.0,0.0,3.4184622799876146e-06,10.0,0.0
WT,0.001259,0.1,0.5,20,1.859306919310185e-14,0.013940371912931829,0.0,1.0,0.0,0.0,1.859876257273713e-05,10.0,0.0
WT,0.001259,0.1,0.55,20,1.859306919310185e-14,0.048667360181917335,0.0,1.0,0.0,0.0,6.86262797886842e-05,10.0,0.0
WT,0.001259,0.1,0.6,20,1.859306919310185e-14,0.12591341052903013,0.0,1.0,0.0,0.0,0.00019455546160272258,10.0,0.0
WT,0.001259,0.1,0.65,20,1.859306919310185e-14,0.3032597996450364,0.0,1.0,0.0,0.0,0.0004861950258569056,10.0,0.0
WT,0.001259,0.1,0.7,20,1.859306919310185e-14,0.757870081729378,0.0,1.0,0.0,0.0,0.0011743434640056076,10.0,0.0
WT,0.001259,0.1,0.75,20,1.859306919310185e-14,1.8975677738011207,0.0,1.0,0.0,0.0,0.0029398796743269695,10.0,0.0
WT,0.001259,0.1,0.8,20,1.859306919310185e-14,43.65491484270059,0.2,0.99725,0.00215,0.0006000000000000001,0.16133403890800851,10.0,0.00214871
WT,0.001585,0.03,0.3,20,0.00014394130131997136,3.2295823042346656,0.0,1.0,0.0,0.0,0.02102699359380875,10.0,0.0
WT,0.001585,0.03,0.35,20,0.00014394130131997136,122.48121719046215,0.6,0.8404,0.11915,0.04045000000000001,12.578856515920759,10.0,0.11433038250000001
WT,0.001585,0.03,0.4,20,0.00014394130131997136,200.0,1.0,0.6222000000000001,0.27645,0.10135000000000002,31.353209552366042,10.0,0.24843179249999997
WT,0.001585,0.03,0.45,20,0.00014394130131997136,200.0,1.0,0.58535,0.31479999999999997,0.09985000000000002,33.784822856427965,10.0,0.28336722
WT,0.001585,0.03,0.5,20,0.00014394130131997136,200.0,1.0,0.585,0.3194,0.0956,33.57762900408194,10.0,0.28886536
WT,0.001585,0.03,0.55,20,0.00014394130131997136,200.0,1.0,0.57245,0.33435,0.09319999999999999,34.01381135526809,10.0,0.30318858
WT,0.001585,0.03,0.6,20,0.00014394130131997136,200.0,1.0,0.57225,0.3324,0.09535000000000002,34.254358262100496,10.0,0.30070566
WT,0.001585,0.03,0.65,20,0.00014394130131997136,200.0,1.0,0.5741499999999999,0.33565,0.0902,33.6788600179746,10.0,0.30537437
WT,0.001585,0.03,0.7,20,0.00014394130131997136,200.0,1.0,0.5713,0.3363,0.09240000000000001,34.060195100098035,10.0,0.30522587999999995
WT,0.001585,0.03,0.75,20,0.00014394130131997136,200.0,1.0,0.5655,0.34480000000000005,0.0897,34.18382639531875,10.0,0.31387144000000006
WT,0.001585,0.03,0.8,20,0.00014394130131997136,200.0,1.0,0.5679500000000001,0.34655,0.0855,33.778085490231874,10.0,0.316919975
WT,0.001585,0.04,0.3,20,8.077009457220577e-06,0.9316985382689479,0.0,1.0,0.0,0.0,0.004202554453477425,10.0,0.0
WT,0.001585,0.04,0.35,20,8.077009457220577e-06,2.2332656662181005,0.0,1.0,0.0,0.0,0.00643635974031286,10.0,0.0
WT,0.001585,0.04,0.4,20,8.077009457220577e-06,55.94482673782429,0.2,0.9522,0.0382,0.009600000000000001,3.539854779387288,10.0,0.03783328
WT,0.001585,0.04,0.45,20,8.077009457220577e-06,200.0,1.0,0.8105,0.12145000000000002,0.06805,16.05184744046453,10.0,0.11318532750000002
WT,0.001585,0.04,0.5,20,8.077009457220577e-06,200.0,1.0,0.8152000000000001,0.11829999999999999,0.06649999999999999,15.841538374199382,10.0,0.11043304999999999
WT,0.001585,0.04,0.55,20,8.077009457220577e-06,200.0,1.0,0.8192499999999999,0.11520000000000001,0.06555,15.624861705853892,10.0,0.10764864
WT,0.001585,0.04,0.6,20,8.077009457220577e-06,200.0,1.0,0.8195000000000002,0.11474999999999999,0.06575,15.64073456034626,10.0,0.1072051875
WT,0.001585,0.04,0.65,20,8.077009457220577e-06,200.0,1.0,0.826,0.1145,0.0595,14.749420595959307,10.0,0.10768725
WT,0.001585,0.04,0.7,20,8.077009457220577e-06,200.0,1.0,0.82735,0.11609999999999998,0.05655,14.448098444121035,10.0,0.10953454499999998
WT,0.001585,0.04,0.75,20,8.077009457220577e-06,200.0,1.0,0.82535,0.11160000000000003,0.06305,15.013271107970894,10.0,0.10456362000000002
WT,0.001585,0.04,0.8,20,8.077009457220577e-06,200.0,1.0,0.8349,0.11429999999999998,0.05080000000000001,13.6352629499953,10.0,0.10849355999999999
WT,0.001585,0.05,0.3,20,3.5224062988040963e-07,0.2686596612559525,0.0,1.0,0.0,0.0,0.0007572949534504356,10.0,0.0
WT,0.001585,0.05,0.35,20,3.5224062988040963e-07,0.668665544461784,0.0,1.0,0.0,0.0,0.0013828765316853486,10.0,0.0
WT,0.001585,0.05,0.4,20,3.5224062988040963e-07,1.593088315877059,0.0,1.0,0.0,0.0,0.002956345435821758,10.0,0.0
WT,0.001585,0.05,0.45,20,3.5224062988040963e-07,20.846186217253855,0.05,0.9881,0.0105,0.0014,0.8357937091512755,10.0,0.010485300000000001
WT,0.001585,0.05,0.5,20,3.5224062988040963e-07,171.06226138055484,0.85,0.8965,0.08305,0.02045,7.502864751496482,10.0,0.0813516275
