cond_key,w_pv,w_pyr,amp,trial_idx,seed,resting_hz,cue_peak_hz,cue_saturated,delay_rest_frac,delay_bump_frac,delay_sat_frac,delay_mean_peak_hz,bump_lo_hz
WT,0.03,0.001,0.75,11,794319243,0.00014382276037832695,200.0,True,0.712,0.218,0.07,22.52281196352846,10.0
WT,0.03,0.001,0.75,10,1008898872,0.00014382276037832695,200.0,True,0.715,0.198,0.087,23.599210007063427,10.0
WT,0.03,0.001,0.75,12,204008863,0.00014382276037832695,200.0,True,0.697,0.201,0.102,25.763738771623192,10.0
WT,0.03,0.001,0.75,14,1306372712,0.00014382276037832695,200.0,True,0.698,0.217,0.085,24.431312397182143,10.0
WT,0.03,0.001,0.75,15,2122084012,0.00014382276037832695,200.0,True,0.699,0.235,0.066,23.105180153503955,10.0
WT,0.03,0.001,0.75,13,1880439445,0.00014382276037832695,200.0,True,0.71,0.232,0.058,22.207792408531837,10.0
WT,0.03,0.001,0.75,16,1976297044,0.00014382276037832695,200.0,True,0.704,0.217,0.079,23.919941208703246,10.0
WT,0.03,0.001,0.75,17,784548992,0.00014382276037832695,200.0,True,0.709,0.229,0.062,22.559897914713176,10.0
WT,0.03,0.001,0.75,18,2121403537,0.00014382276037832695,200.0,True,0.706,0.229,0.065,22.806006331588204,10.0
WT,0.03,0.001,0.8,0,1168784116,0.00014382276037832695,200.0,True,0.686,0.241,0.073,24.533179467050886,10.0
WT,0.03,0.001,0.75,19,347016859,0.00014382276037832695,200.0,True,0.698,0.22,0.082,24.409549239319283,10.0
WT,0.03,0.001,0.8,1,921289450,0.00014382276037832695,200.0,True,0.708,0.197,0.095,24.894771740359815,10.0
WT,0.03,0.001,0.8,2,1293255992,0.00014382276037832695,200.0,True,0.681,0.252,0.067,24.121991044377893,10.0
WT,0.03,0.001,0.8,4,1895310323,0.00014382276037832695,200.0,True,0.686,0.239,0.075,24.536023124737433,10.0
WT,0.03,0.001,0.8,3,1702858716,0.00014382276037832695,200.0,True,0.691,0.253,0.056,22.982717165502823,10.0
WT,0.03,0.001,0.8,5,211694680,0.00014382276037832695,200.0,True,0.683,0.26,0.057,23.718471544853365,10.0
WT,0.03,0.001,0.8,6,280584697,0.00014382276037832695,200.0,True,0.7,0.24,0.06,22.749567296786118,10.0
WT,0.03,0.001,0.8,7,617447500,0.00014382276037832695,200.0,True,0.712,0.225,0.063,21.98702615061422,10.0
WT,0.03,0.001,0.8,9,1504658074,0.00014382276037832695,200.0,True,0.7,0.211,0.089,25.125727271239224,10.0
WT,0.03,0.001,0.8,8,1249765968,0.00014382276037832695,200.0,True,0.712,0.235,0.053,21.55067126228018,10.0
WT,0.03,0.001,0.8,11,794319243,0.00014382276037832695,200.0,True,0.706,0.211,0.083,24.22229526173063,10.0
WT,0.03,0.001,0.8,13,1880439445,0.00014382276037832695,200.0,True,0.693,0.213,0.094,25.414557862258246,10.0
WT,0.03,0.001,0.8,14,1306372712,0.00014382276037832695,200.0,True,0.675,0.246,0.079,25.443885270954414,10.0
WT,0.03,0.001,0.8,10,1008898872,0.00014382276037832695,200.0,True,0.684,0.239,0.077,24.950248037379414,10.0
WT,0.03,0.001,0.8,12,204008863,0.00014382276037832695,200.0,True,0.716,0.201,0.083,23.407361861860025,10.0
