condition_key,w_inter,a_hat_value
WT_APP,2.0,0.02638091540518889
WT_APP,2.0,0.03563350290908644
WT_APP,2.0,0.0187772247042083
WT_APP,2.0,0.03126656975467323
WT_APP,2.0,0.03842812815852823
WT_APP,2.0,0.02772649452053469
WT_APP,2.0,0.03260107993723353
WT_APP,2.0,0.009520210271037685
WT_APP,2.0,0.02882432619205173
WT_APP,2.0,0.006898292997831172
WT_APP,2.0,0.009383490571207216
WT_APP,2.0,0.041984647720744304
WT_APP,2.0,0.02710096786403308
WT_APP,2.0,0.04125270679181792
WT_APP,2.0,0.048381964606753355
WT_APP,2.0,0.02638091540518889
WT_APP,2.0,0.04607607946466862
WT_APP,2.0,0.005819943375571815
WT_APP,2.0,0.015902808926450598
WT_APP,2.0,0.018019632156344854
WT_APP,2.0,0.04449574521192218
WT_APP,2.0,0.03473910850579072
WT_APP,2.0,0.015832953581288025
WT_APP,2.0,0.012172615412708221
WT_APP,2.0,0.035667016658245496
WT_APP,2.0,0.011242048983658907
WT_APP,2.0,0.01937544310409182
WT_APP,2.0,0.025801773759474865
WT_APP,2.0,0.031724559959923404
WT_APP,2.0,0.020755098676790738
WT_APP,2.0,0.02487308384886865
WT_APP,2.0,0.04607607946466862
WT_APP,2.0,0.009278206385735767
WT_APP,2.0,0.01267914542773729
WT_APP,2.0,0.038188386558576135
WT_APP,2.0,0.03438415445206482
WT_APP,2.0,0.03771967868735952
WT_APP,2.0,0.01415461480980642
WT_APP,2.0,0.034317937277020934
WT_APP,2.0,0.05838721717386617
WT_APP,2.0,0.02446108617605394
WT_APP,2.0,0.017399623893743905
WT_APP,2.0,0.017511857930660228
WT_APP,2.0,0.004003074394689208
WT_APP,2.0,0.047286958879346114
WT_APP,2.0,0.027737779569301433
WT_APP,2.0,0.04327806728403059
WT_APP,2.0,0.009278206385735767
WT_APP,2.0,0.015613316759526728
WT_APP,2.0,0.01828715273067893
WT_APP,2.0,0.03759427724806963
WT_APP,2.0,0.006681096648957557
WT_APP,2.0,0.030546088621643566
WT_APP,2.0,0.06193440085010104
WT_APP,2.0,0.015977441549896356
WT_APP,2.0,0.011347587203115732
WT_APP,2.0,0.004195968424344622
WT_APP,2.0,0.014548590901227818
WT_APP,2.0,0.02120053853796323
WT_APP,2.0,0.021771276204867664
WT_APP,2.0,0.03202650565131279
WT_APP,2.0,0.023428393252755697
WT_APP,2.0,0.023459639016300143
WT_APP,2.0,0.015613316759526728
WT_APP,2.0,0.014315833015559703
WT_APP,2.0,0.016475844899078374
WT_APP,2.0,0.008729323580727434
WT_APP,2.0,0.02198639621395633
WT_APP,2.0,0.0285221390377525
WT_APP,2.0,0.03193152848964816
WT_APP,2.0,0.031569053291969976
WT_APP,2.0,0.028100009344906234
WT_APP,2.0,0.013594219243932953
WT_APP,2.0,0.028751360123580764
WT_APP,2.0,0.02649882227522058
WT_APP,2.0,0.032018297823092685
WT_APP,2.0,0.03323225836028616
WT_APP,2.0,0.022235648968070305
WT_APP,2.0,0.015834448750376075
WT_APP,2.0,0.014315833015559703
WT_APP,2.0,0.017831006156807026
WT_APP,2.0,0.02982096794460513
WT_APP,2.0,0.00882260039784568
WT_APP,2.0,0.03337545092984714
WT_APP,2.0,0.02770455213345202
WT_APP,2.0,0.027116423848791503
WT_APP,2.0,0.032262124178437976
WT_APP,2.0,0.03466197292704751
WT_APP,2.0,0.025843826803563726
WT_APP,2.0,0.013056981894219813
WT_APP,2.0,0.000671136882172935
WT_APP,2.0,0.030193138431398214
WT_APP,2.0,0.007820889253914755
WT_APP,2.0,0.030141847056181087
WT_APP,2.0,0.03136207531835453
WT_APP,2.0,0.017831006156807026
WT_APP,2.0,0.010701657058348997
WT_APP,2.0,0.017052251853625692
WT_APP,2.0,0.006081575509302736
WT_APP,2.0,0.021430358704179687
WT_APP,2.0,0.02835758708517445
WT_APP,2.0,0.019565459454194564
WT_APP,2.0,0.04153166130370501
WT_APP,2.0,0.044225273730227055
WT_APP,2.0,0.03717936197707581
WT_APP,2.0,0.04459365485352834
WT_APP,2.0,0.013069888470797578
WT_APP,2.0,0.01712146003773793
WT_APP,2.0,0.019372428456777665
WT_APP,2.0,0.006425303923597518
WT_APP,2.0,0.02567700480675367
WT_APP,2.0,0.010701657058348997
WT_APP,2.0,0.029967284075097512
WT_APP,2.0,0.01588334071018834
WT_APP,2.0,0.035152304228082486
WT_APP,2.0,0.020930690627829842
WT_APP,2.0,0.02177449734756378
WT_APP,2.0,0.028037051586352293
WT_APP,2.0,0.04433789211520349
WT_APP,2.0,0.05590055895574123
WT_APP,2.0,0.03308860205215969
WT_APP,2.0,0.01890381019729341
WT_APP,2.0,0.04455100041026675
WT_APP,2.0,0.023709232845902248
WT_APP,2.0,0.010614066661176572
WT_APP,2.0,0.04465903245758353
WT_APP,2.0,0.02254435240101399
WT_APP,2.0,0.029967284075097512
WT_APP,2.0,0.05586945689397113
WT_APP,2.0,0.01007913922501586
WT_APP,2.0,0.025966410338835507
WT_APP,2.0,0.02724506888308267
WT_APP,2.0,0.026423492858828706
WT_APP,2.0,0.016911835235123563
WT_APP,2.0,0.02361253168733225
WT_APP,2.0,0.04544644404640762
WT_APP,2.0,0.03177355420466236
WT_APP,2.0,0.01295329992578016
WT_APP,2.0,0.017985894914113027
WT_APP,2.0,0.02596893789459101
WT_APP,2.0,0.04331181176119856
WT_APP,2.0,0.02427883671294594
WT_APP,2.0,0.010711859054568371
WT_APP,2.0,0.05586945689397113
WT_APP,2.0,0.025173656212903447
WT_APP,2.0,0.02233421889196389
WT_APP,2.0,0.013470545189269507
WT_APP,2.0,0.05713915868430716
WT_APP,2.0,0.04401898684524126
WT_APP,2.0,0.012072124079342212
WT_APP,2.0,0.01789656345290402
WT_APP,2.0,0.043913313407838966
WT_APP,2.0,0.0038144453708983572
WT_APP,2.0,0.016312574524382274
WT_APP,2.0,0.02507586453189124
WT_APP,2.0,0.040345907898413066
WT_APP,2.0,0.010724301213428752
WT_APP,2.0,0.027441372621693143
WT_APP,2.0,0.0355826846966259
WT_APP,2.0,0.025173656212903447
WT_APP,2.0,0.030110543088790662
WT_APP,2.0,0.025862512695411278
