condition,amplitude,distractor_factor,offset_deg,trial_idx,seed,cue_freq_median_hz,cue_power_median,dist_freq_median_hz,dist_power_median,plv_median_delay2
WT,25.0,0.75,120.0,49,295114914,6.6985613766898755,1.8203382452591619,5.249038733467186,0.1503394659684013,0.34065207594353275
WT,25.0,0.75,170.0,0,1168784116,6.846380474941112,2.070440531505762,4.707355816535152,0.06548736437147103,0.49657089598222
WT,25.0,0.75,170.0,1,921289450,6.400712147880489,1.8923414727304007,5.473021066074487,0.03785097512562681,0.5245396030279321
WT,25.0,0.75,170.0,2,1293255992,6.0520037491461025,1.7751522403434714,4.197183090721591,0.08085166610879928,0.3254297680864723
WT,25.0,0.75,170.0,3,1702858716,6.476061910167794,2.1389267155043297,3.455865782777112,0.041530096756857836,0.2570901292252445
WT,25.0,0.75,170.0,4,1895310323,6.784686032680493,2.172838678215801,4.528462024034917,0.05916005514362373,0.5699373711807045
WT,25.0,0.75,170.0,5,211694680,6.4679129709415655,3.000033040814969,5.838508095965413,0.04160558701825127,0.42001144498240817
WT,25.0,0.75,170.0,6,280584697,7.001670637499338,1.4036553879364795,4.31418052871911,0.07695840551364226,0.4811578916391344
WT,25.0,0.75,170.0,7,617447500,6.321142844604797,1.7848965555275527,4.23310905825666,0.030801021449918774,0.43427228258696665
WT,25.0,0.75,170.0,8,1249765968,7.004605358039092,2.287066663204022,4.855951419209405,0.06548330033366558,0.5348445544136509
WT,25.0,0.75,170.0,9,1504658074,6.705086588140416,2.113682295846848,3.360218916500779,0.09613865084345564,0.44363501403109856
WT,25.0,0.75,170.0,10,1008898872,6.7749052902829465,1.8548716653103186,3.9265791658739593,0.03360889849477488,0.5309114411588403
WT,25.0,0.75,170.0,11,794319243,6.494795223864778,2.3347654398891535,2.9801560825339912,0.04367960415026485,0.4030546804793781
WT,25.0,0.75,170.0,12,204008863,6.797661668890778,2.0576626211766262,5.069237368143468,0.045829426700040456,0.4852273886844315
WT,25.0,0.75,170.0,13,1880439445,6.471035592261028,1.877560074049938,4.595814656547068,0.03942152953251802,0.3724449444797837
