condition_key,mean_deg,std_deg,abs_mean_deg,n_valid,n_total,delay_ms,amplitude_factor,seed,n_trials
WT,-0.00030420820463931004,0.01231273166059662,0.007142019050211797,300,300,5000.0,30.0,1003168738,300
WT_APP,0.001880269014173999,0.017265192059591778,0.011456608143689423,300,300,5000.0,30.0,1003168738,300
a7_KO,0.19477376307803784,0.899028991531651,0.24299398956564622,300,300,5000.0,30.0,1003168738,300
a7_KO_APP,-0.007091254106058763,0.19950239549821078,0.06384318106003072,300,300,5000.0,30.0,1003168738,300
b2_KO,0.00023420091637405577,0.02157531100835354,0.013852213641447578,300,300,5000.0,30.0,1003168738,300
b2_KO_APP,0.031443498579518225,0.3977478810679705,0.08883240552078386,300,300,5000.0,30.0,1003168738,300
a5_KO,-4.8789216887011365e-06,0.013103056466288792,0.007814980142651494,300,300,5000.0,30.0,1003168738,300
a5_KO_APP,0.00042078397949487425,0.017513996001416912,0.01029212550226631,300,300,5000.0,30.0,1003168738,300
