condition,trial_idx,seed,cue_deg,pre_cue_asym,last_pre_cue_asym,delay_asym,delay_ms,amplitude,random_cue,balance_cue,correct_asymmetry,mean_abs_asym,asym_std,mean_abs_asym_precue,asym_std_precue
WT,0,191664963,181.40625,0.009198131667863393,0.018655801510954338,-0.016783604817032453,5000.0,40.0,0,1,1,0.09088563201690666,0.11029366475862827,0.04801335442823804,0.05989934834303054
WT,1,1662057957,181.40625,0.0036897406632875563,0.037701777114208815,0.019302138284853415,5000.0,40.0,0,1,1,0.10794013394162696,0.13040957055642127,0.05683246352614251,0.06608765837784102
WT,2,1405681631,181.40625,0.004562687151781972,0.01590357178772394,0.013407642458339029,5000.0,40.0,0,1,1,0.1257553842949124,0.15648734015312626,0.04272075006218795,0.05350176514045453
WT,3,942484272,181.40625,0.03913880620205133,0.1022915249087505,0.024588923482493127,5000.0,40.0,0,1,1,0.11767555056450987,0.1392479041210151,0.04429608458100302,0.05212883374336203
WT,4,929893137,181.40625,0.02599630525678095,0.03819485280040063,-0.005651402035104206,5000.0,40.0,0,1,1,0.05556393383670445,0.07165871415431596,0.05183862374534136,0.061745255859372926
WT,5,1843824992,181.40625,-0.00829548506550523,0.03697390434773161,-0.022191283539191115,5000.0,40.0,0,1,1,0.09329980518280101,0.11329314032214262,0.03506174758133068,0.0421905707017101
WT,6,184566854,181.40625,0.0650452603153343,0.07319069304371241,-0.00510157998845464,5000.0,40.0,0,1,1,0.06517312271311024,0.08811712900889629,0.06126912842978613,0.07105801868362971
WT,7,1497586438,181.40625,0.017067343791002703,-0.07858119320067415,0.005252860903410374,5000.0,40.0,0,1,1,0.0668151632377402,0.08571291806328853,0.04932841272297961,0.06007150510014868
WT,8,432652533,181.40625,0.057226963047199056,0.17607344568861877,-0.00712903731694925,5000.0,40.0,0,1,1,0.06093407879612441,0.08046573877233744,0.070999176951889,0.07590629128405131
WT,9,202244314,181.40625,-0.0014063045606698898,-0.035122380578897425,-0.017191068412732796,5000.0,40.0,0,1,1,0.10392980447559559,0.12842743774815732,0.0445087223975275,0.056815462534273435
WT,10,1130604997,181.40625,-0.025895676228705557,-0.10553232662391217,-0.025662597160803644,5000.0,40.0,0,1,1,0.1264455632625728,0.15032029148561718,0.03293720202780863,0.03615636579337361
WT,11,2095133045,181.40625,0.03234965643257344,0.008928406416846307,-0.0026658525410758922,5000.0,40.0,0,1,1,0.1357205440066762,0.1782872597110276,0.05180747212208691,0.054331990558843
WT,12,1580016183,181.40625,0.0029918182254616166,-0.02597921790455672,0.03705405755101425,5000.0,40.0,0,1,1,0.12441352439347884,0.14731488114009356,0.04359023450300689,0.05451708087232977
WT,13,1634535062,181.40625,-0.040262554115161046,-0.0306419390154512,0.023185979970363136,5000.0,40.0,0,1,1,0.10041984707612336,0.11929053351687405,0.04620931918463188,0.052098802642936703
WT,14,1540770719,181.40625,-0.04964013144346847,-0.10685546639086138,0.022828295736526748,5000.0,40.0,0,1,1,0.11275341737160569,0.13374169510749853,0.04964989202208042,0.05219407738019979
WT,15,1688060240,181.40625,0.033594289137725934,0.030238533467479244,0.03164034981400213,5000.0,40.0,0,1,1,0.14973819085143006,0.17442393771949738,0.056496277498382194,0.05709328617262422
WT,16,1102145672,181.40625,0.001168569217308144,0.00389434813856053,-0.032582378665325,5000.0,40.0,0,1,1,0.16057748521901527,0.18792629485255635,0.043939440911355127,0.056296360991240364
WT,17,275121930,181.40625,-0.025869986802061942,-0.006218356792218323,0.004909162089723394,5000.0,40.0,0,1,1,0.04586349417891482,0.06227040411791073,0.05235596178177892,0.06390797816382834
WT,18,1803345590,181.40625,-0.01916668874670093,-0.10887283851931284,-0.01184185584085047,5000.0,40.0,0,1,1,0.0943698217181603,0.1183736440392254,0.04302231878742298,0.05351528203323723
WT,19,967196436,181.40625,-0.010936950912870983,0.008805931806666664,-0.016394299827583985,5000.0,40.0,0,1,1,0.08154871969352881,0.10995812024427787,0.02854729368060989,0.0342749354061946
WT,20,1074497555,181.40625,0.021177868672568174,0.04006429022887914,0.014764933037047132,5000.0,40.0,0,1,1,0.09917631318890961,0.12870362348305825,0.03846564021580035,0.04560028509957471
WT,21,796282693,181.40625,0.005431719764686807,-0.03520067049772463,0.01835065912993569,5000.0,40.0,0,1,1,0.08280778915414756,0.10000263822829528,0.036585638204901655,0.044375860782763586
WT,22,392022359,181.40625,0.022342398507528716,-0.038669227136138754,-0.014098427136021564,5000.0,40.0,0,1,1,0.10805316509947448,0.13718328090383353,0.035063706437358545,0.04596326831803668
WT,23,1990212658,181.40625,-0.010326514394001444,-0.03477692510242532,0.023042619123010723,5000.0,40.0,0,1,1,0.14714568257651517,0.17202028221479032,0.038324478875627864,0.04712652769789579
