condition_key,offset_deg,amp_factor,n_trials,drift_mean_deg,drift_sd_deg,drift_sem_deg,collapse_prob,pre_amp_mean,post_amp_mean,distractor_duration_ms,delay1_ms,delay2_ms,cue_amp_factor
WT_APP,30,0.75,1,14.931522021797639,0.0,0.0,0.0,0.744719217057163,0.8326577448118921,250.0,1000.0,2500.0,45.0
WT_APP,30,1.0,1,18.150219114656036,0.0,0.0,0.0,0.744719217057163,0.83537523727555,250.0,1000.0,2500.0,45.0
WT_APP,90,0.75,1,35.264025809879605,0.0,0.0,0.0,0.744719217057163,0.6587731827323248,250.0,1000.0,2500.0,45.0
WT_APP,90,1.0,1,51.92369420905926,0.0,0.0,0.0,0.744719217057163,0.6548934171549655,250.0,1000.0,2500.0,45.0
WT_APP,120,0.75,1,18.426360265992773,0.0,0.0,0.0,0.744719217057163,0.6528187580438436,250.0,1000.0,2500.0,45.0
WT_APP,120,1.0,1,61.8120322201201,0.0,0.0,0.0,0.744719217057163,0.5150368819789048,250.0,1000.0,2500.0,45.0
WT_APP,170,0.75,1,165.90515912878584,0.0,0.0,0.0,0.744719217057163,0.39390776440936986,250.0,1000.0,2500.0,45.0
WT_APP,170,1.0,1,166.15063731605335,0.0,0.0,0.0,0.744719217057163,0.42505567085134377,250.0,1000.0,2500.0,45.0
