condition,w_inter,trial_idx,seed,A_hat,cap_hit,noise_percentile,noise_threshold
WT,0.001,0,452,0.01021975682,0,95,0.01524164745
WT,0.001,1,453,0.0145729056,0,95,0.01524164745
WT,0.001,2,454,0.003488062303,0,95,0.01524164745
WT,0.001,3,455,0.01862142278,0,95,0.01524164745
WT,0.001,4,456,0.009521830138,0,95,0.01524164745
WT,0.001,5,457,0.005443499417,0,95,0.01524164745
WT,0.001,6,458,0.01032075785,0,95,0.01524164745
WT,0.001,7,459,0.003460150501,0,95,0.01524164745
WT,0.001,8,460,0.004576546273,0,95,0.01524164745
WT,0.001,9,461,0.006338384397,0,95,0.01524164745
WT,0.001,10,462,0.005505834183,0,95,0.01524164745
WT,0.001,11,463,0.004243870063,0,95,0.01524164745
WT,0.001,12,464,0.001554011576,0,95,0.01524164745
WT,0.001,13,465,0.005755727939,0,95,0.01524164745
WT,0.001,14,466,0.006991966208,0,95,0.01524164745
WT,0.001,15,467,0.008496941163,0,95,0.01524164745
WT,0.001,16,468,0.005412592356,0,95,0.01524164745
WT,0.001,17,469,0.00567030849,0,95,0.01524164745
WT,0.001,18,470,0.004944320133,0,95,0.01524164745
WT,0.001,19,471,0.008242959506,0,95,0.01524164745
WT,0.001,20,472,0.006389869089,0,95,0.01524164745
WT,0.001,21,473,0.00244221972,0,95,0.01524164745
WT,0.001,22,474,0.01265364933,0,95,0.01524164745
WT,0.001,23,475,0.01027118766,0,95,0.01524164745
WT,0.001,24,476,0.005427000478,0,95,0.01524164745
WT,0.001,25,477,0.008939422456,0,95,0.01524164745
WT,0.001,26,478,0.01185158624,0,95,0.01524164745
WT,0.001,27,479,0.005981239035,0,95,0.01524164745
WT,0.001,28,480,0.005862903039,0,95,0.01524164745
WT,0.001,29,481,0.01669546009,0,95,0.01524164745
WT,0.001,30,482,0.007059383539,0,95,0.01524164745
WT,0.001,31,483,0.005381122499,0,95,0.01524164745
WT,0.001,32,484,0.003760793356,0,95,0.01524164745
WT,0.001,33,485,0.00559494985,0,95,0.01524164745
WT,0.001,34,486,0.003621284818,0,95,0.01524164745
WT,0.001,35,487,0.01294324183,0,95,0.01524164745
WT,0.001,36,488,0.002230648648,0,95,0.01524164745
WT,0.001,37,489,0.004303631243,0,95,0.01524164745
WT,0.001,38,490,0.008972083967,0,95,0.01524164745
WT,0.001,39,491,0.003490447007,0,95,0.01524164745
WT,0.001,40,492,0.007683098278,0,95,0.01524164745
WT,0.001,41,493,0.007464303135,0,95,0.01524164745
WT,0.001,42,494,0.01075200447,0,95,0.01524164745
WT,0.001,43,495,0.003554792653,0,95,0.01524164745
WT,0.001,44,496,0.001326885236,0,95,0.01524164745
WT,0.001,45,497,0.007176693383,0,95,0.01524164745
WT,0.001,46,498,0.009891458168,0,95,0.01524164745
WT,0.001,47,499,0.002427028961,0,95,0.01524164745
WT,0.001,48,500,0.006947598361,0,95,0.01524164745
WT,0.001,49,501,0.003454378748,0,95,0.01524164745
WT,0.001,50,502,0.001386602679,0,95,0.01524164745
WT,0.001,51,503,0.01283728782,0,95,0.01524164745
WT,0.001,52,504,0.01201892316,0,95,0.01524164745
WT,0.001,53,505,0.006202090606,0,95,0.01524164745
WT,0.001,54,506,0.009738005217,0,95,0.01524164745
WT,0.001,55,507,0.009547687069,0,95,0.01524164745
WT,0.001,56,508,0.006080324599,0,95,0.01524164745
WT,0.001,57,509,0.008691946494,0,95,0.01524164745
WT,0.001,58,510,0.01537332848,0,95,0.01524164745
WT,0.001,59,511,0.003500778273,0,95,0.01524164745
WT,0.001,60,512,0.007138316551,0,95,0.01524164745
WT,0.001,61,513,0.009663974343,0,95,0.01524164745
WT,0.001,62,514,0.009996927631,0,95,0.01524164745
WT,0.001,63,515,0.0138351126,0,95,0.01524164745
WT,0.001,64,516,0.01511164599,0,95,0.01524164745
WT,0.001,65,517,0.003739015953,0,95,0.01524164745
WT,0.001,66,518,0.001701477111,0,95,0.01524164745
WT,0.001,67,519,0.007784535208,0,95,0.01524164745
WT,0.001,68,520,0.00590645589,0,95,0.01524164745
WT,0.001,69,521,0.007629000636,0,95,0.01524164745
WT,0.001,70,522,0.00158706037,0,95,0.01524164745
WT,0.001,71,523,0.00314541216,0,95,0.01524164745
WT,0.001,72,524,0.008088658078,0,95,0.01524164745
WT,0.001,73,525,0.01083518488,0,95,0.01524164745
WT,0.001,74,526,0.008908786757,0,95,0.01524164745
WT,0.001,75,527,0.006606838746,0,95,0.01524164745
WT,0.001,76,528,0.009603675794,0,95,0.01524164745
WT,0.001,77,529,0.00211888441,0,95,0.01524164745
WT,0.001,78,530,0.01634216521,0,95,0.01524164745
WT,0.001,79,531,0.006200253845,0,95,0.01524164745
WT,0.001,80,532,0.001466230844,0,95,0.01524164745
WT,0.001,81,533,0.01185840465,0,95,0.01524164745
WT,0.001,82,534,0.003566202228,0,95,0.01524164745
WT,0.001,83,535,0.01567981855,0,95,0.01524164745
WT,0.001,84,536,0.0124903835,0,95,0.01524164745
WT,0.001,85,537,0.005050600696,0,95,0.01524164745
WT,0.001,86,538,0.00293879614,0,95,0.01524164745
WT,0.001,87,539,0.006188136741,0,95,0.01524164745
WT,0.001,88,540,0.003790391281,0,95,0.01524164745
WT,0.001,89,541,0.008495487126,0,95,0.01524164745
WT,0.001,90,542,0.002034771494,0,95,0.01524164745
WT,0.001,91,543,0.006777984952,0,95,0.01524164745
WT,0.001,92,544,0.0103694557,0,95,0.01524164745
WT,0.001,93,545,0.008799595548,0,95,0.01524164745
WT,0.001,94,546,0.01328073912,0,95,0.01524164745
WT,0.001,95,547,0.01523471687,0,95,0.01524164745
WT,0.001,96,548,0.007728122464,0,95,0.01524164745
WT,0.001,97,549,0.01047045114,0,95,0.01524164745
WT,0.001,98,550,0.008628840161,0,95,0.01524164745
WT,0.001,99,551,0.002734215195,0,95,0.01524164745
WT,0.0014583333,0,452,0.01027017636,0,95,0.01530823394
WT,0.0014583333,1,453,0.01447249573,0,95,0.01530823394
WT,0.0014583333,2,454,0.003475626385,0,95,0.01530823394
WT,0.0014583333,3,455,0.01878802907,0,95,0.01530823394
WT,0.0014583333,4,456,0.009505618352,0,95,0.01530823394
WT,0.0014583333,5,457,0.005578877129,0,95,0.01530823394
WT,0.0014583333,6,458,0.0103152103,0,95,0.01530823394
WT,0.0014583333,7,459,0.003383347065,0,95,0.01530823394
WT,0.0014583333,8,460,0.004506036274,0,95,0.01530823394
WT,0.0014583333,9,461,0.00649579977,0,95,0.01530823394
WT,0.0014583333,10,462,0.005415318265,0,95,0.01530823394
WT,0.0014583333,11,463,0.004347050547,0,95,0.01530823394
WT,0.0014583333,12,464,0.001577978954,0,95,0.01530823394
WT,0.0014583333,13,465,0.005732132026,0,95,0.01530823394
WT,0.0014583333,14,466,0.00685553722,0,95,0.01530823394
WT,0.0014583333,15,467,0.00860748029,0,95,0.01530823394
WT,0.0014583333,16,468,0.005350483782,0,95,0.01530823394
WT,0.0014583333,17,469,0.005710109727,0,95,0.01530823394
WT,0.0014583333,18,470,0.005051400283,0,95,0.01530823394
WT,0.0014583333,19,471,0.007997417128,0,95,0.01530823394
WT,0.0014583333,20,472,0.006267572619,0,95,0.01530823394
WT,0.0014583333,21,473,0.002340915114,0,95,0.01530823394
WT,0.0014583333,22,474,0.01290289533,0,95,0.01530823394
WT,0.0014583333,23,475,0.01024220246,0,95,0.01530823394
WT,0.0014583333,24,476,0.005526092879,0,95,0.01530823394
WT,0.0014583333,25,477,0.009144766453,0,95,0.01530823394
WT,0.0014583333,26,478,0.01200209003,0,95,0.01530823394
WT,0.0014583333,27,479,0.005842486372,0,95,0.01530823394
WT,0.0014583333,28,480,0.006072532768,0,95,0.01530823394
WT,0.0014583333,29,481,0.01691076522,0,95,0.01530823394
WT,0.0014583333,30,482,0.007091903536,0,95,0.01530823394
WT,0.0014583333,31,483,0.005491177133,0,95,0.01530823394
WT,0.0014583333,32,484,0.003721351579,0,95,0.01530823394
WT,0.0014583333,33,485,0.005533054461,0,95,0.01530823394
WT,0.0014583333,34,486,0.00356440659,0,95,0.01530823394
WT,0.0014583333,35,487,0.01283671886,0,95,0.01530823394
WT,0.0014583333,36,488,0.00197788648,0,95,0.01530823394
WT,0.0014583333,37,489,0.004308221226,0,95,0.01530823394
WT,0.0014583333,38,490,0.008718550729,0,95,0.01530823394
WT,0.0014583333,39,491,0.003306785048,0,95,0.01530823394
WT,0.0014583333,40,492,0.007961833941,0,95,0.01530823394
WT,0.0014583333,41,493,0.00766309286,0,95,0.01530823394
WT,0.0014583333,42,494,0.01056100366,0,95,0.01530823394
WT,0.0014583333,43,495,0.003711689299,0,95,0.01530823394
WT,0.0014583333,44,496,0.001492272796,0,95,0.01530823394
WT,0.0014583333,45,497,0.007384373879,0,95,0.01530823394
WT,0.0014583333,46,498,0.009770088161,0,95,0.01530823394
WT,0.0014583333,47,499,0.00252815414,0,95,0.01530823394
WT,0.0014583333,48,500,0.006738592672,0,95,0.01530823394
WT,0.0014583333,49,501,0.003438613977,0,95,0.01530823394
WT,0.0014583333,50,502,0.001476671616,0,95,0.01530823394
WT,0.0014583333,51,503,0.01273347313,0,95,0.01530823394
WT,0.0014583333,52,504,0.01198818416,0,95,0.01530823394
WT,0.0014583333,53,505,0.006395174434,0,95,0.01530823394
WT,0.0014583333,54,506,0.009656069625,0,95,0.01530823394
WT,0.0014583333,55,507,0.009647205129,0,95,0.01530823394
WT,0.0014583333,56,508,0.00616602009,0,95,0.01530823394
WT,0.0014583333,57,509,0.008722533587,0,95,0.01530823394
WT,0.0014583333,58,510,0.01557005336,0,95,0.01530823394
WT,0.0014583333,59,511,0.003609633752,0,95,0.01530823394
WT,0.0014583333,60,512,0.007265740978,0,95,0.01530823394
WT,0.0014583333,61,513,0.009429350746,0,95,0.01530823394
WT,0.0014583333,62,514,0.01026182677,0,95,0.01530823394
WT,0.0014583333,63,515,0.01382016821,0,95,0.01530823394
WT,0.0014583333,64,516,0.01509253681,0,95,0.01530823394
WT,0.0014583333,65,517,0.003836777348,0,95,0.01530823394
WT,0.0014583333,66,518,0.001488268883,0,95,0.01530823394
WT,0.0014583333,67,519,0.007921793169,0,95,0.01530823394
WT,0.0014583333,68,520,0.006315506731,0,95,0.01530823394
WT,0.0014583333,69,521,0.007692138245,0,95,0.01530823394
WT,0.0014583333,70,522,0.001828277279,0,95,0.01530823394
WT,0.0014583333,71,523,0.003141429737,0,95,0.01530823394
WT,0.0014583333,72,524,0.008096613385,0,95,0.01530823394
WT,0.0014583333,73,525,0.01092662796,0,95,0.01530823394
WT,0.0014583333,74,526,0.008885566749,0,95,0.01530823394
WT,0.0014583333,75,527,0.006480957996,0,95,0.01530823394
WT,0.0014583333,76,528,0.009551847332,0,95,0.01530823394
WT,0.0014583333,77,529,0.002358274956,0,95,0.01530823394
WT,0.0014583333,78,530,0.01634659979,0,95,0.01530823394
WT,0.0014583333,79,531,0.006098471134,0,95,0.01530823394
WT,0.0014583333,80,532,0.001855253028,0,95,0.01530823394
WT,0.0014583333,81,533,0.0120127416,0,95,0.01530823394
WT,0.0014583333,82,534,0.003552783619,0,95,0.01530823394
WT,0.0014583333,83,535,0.01577354912,0,95,0.01530823394
WT,0.0014583333,84,536,0.01254939825,0,95,0.01530823394
WT,0.0014583333,85,537,0.005182148896,0,95,0.01530823394
WT,0.0014583333,86,538,0.003047586749,0,95,0.01530823394
WT,0.0014583333,87,539,0.006045287828,0,95,0.01530823394
WT,0.0014583333,88,540,0.004176560446,0,95,0.01530823394
WT,0.0014583333,89,541,0.008750154813,0,95,0.01530823394
WT,0.0014583333,90,542,0.002357918843,0,95,0.01530823394
WT,0.0014583333,91,543,0.006876957191,0,95,0.01530823394
WT,0.0014583333,92,544,0.01042574214,0,95,0.01530823394
WT,0.0014583333,93,545,0.008840365669,0,95,0.01530823394
WT,0.0014583333,94,546,0.01320242771,0,95,0.01530823394
WT,0.0014583333,95,547,0.01529445397,0,95,0.01530823394
WT,0.0014583333,96,548,0.007783454922,0,95,0.01530823394
WT,0.0014583333,97,549,0.01040222955,0,95,0.01530823394
