condition_key,amplitude,w_inter,trial_idx,seed,A_hat_final,peak_pyr_rate,center_final_deg,error_from_cue_deg
WT,5.0,2.0,0,191664963,0.11643581287031853,1.718022696620835,226.46026775276658,46.46026775276658
WT,5.0,2.0,1,1662057957,0.02982831146345077,1.6533373894773726,118.75958538003431,61.24041461996569
WT,5.0,2.0,2,1405681631,0.06655608110050651,1.7591183320035404,220.91360093561195,40.91360093561195
WT,5.0,2.0,3,942484272,0.03500294995582504,1.7222718995153738,281.35128386790143,101.35128386790143
WT,5.0,2.0,4,929893137,0.024314223258461633,1.6455554674078274,350.18499055797054,170.18499055797054
WT,5.0,2.0,5,1843824992,0.06395578208134386,1.5669930207155023,180.8410540450928,0.8410540450927897
WT,5.0,2.0,7,1497586438,0.008679272520619015,1.805691355444059,105.11509591206412,74.88490408793588
WT,5.0,2.0,6,184566854,0.03217816999936988,1.7163944900226429,39.131371970600306,140.8686280293997
WT,5.0,2.0,10,1130604997,0.05629587851010277,1.829091984101972,134.92220839250683,45.07779160749317
WT,5.0,2.0,9,202244314,0.043547300008698386,1.8204139346948947,171.26672040237347,8.733279597626534
WT,5.0,2.0,8,432652533,0.025571521391910934,1.801637235549606,117.19496915250342,62.80503084749658
WT,5.0,2.0,11,2095133045,0.06357061706282466,1.699211108782058,264.311932186971,84.31193218697098
WT,5.0,2.0,13,1634535062,0.07331682444214982,1.9259903315637616,147.4202135913762,32.57978640862379
WT,5.0,2.0,12,1580016183,0.06963382783409544,1.708788234750214,264.2340659417709,84.2340659417709
WT,5.0,2.0,15,1688060240,0.058591426307580664,1.7411645923985457,347.58739888058176,167.58739888058176
WT,5.0,2.0,14,1540770719,0.05085651671409758,1.7181824853337029,37.88577336828918,142.11422663171084
WT,5.0,2.0,16,1102145672,0.03889434740780549,1.7589521522015952,233.74030066894431,53.740300668944315
WT,5.0,2.0,18,1803345590,0.06050490879529662,1.5942634907197961,207.79258931789445,27.792589317894453
WT,5.0,2.0,19,967196436,0.010513908232745712,1.777369277994394,128.48046684443577,51.51953315556423
WT,5.0,2.0,17,275121930,0.044851823344490865,1.9553035300132517,298.6391501310707,118.63915013107072
WT,5.0,2.0,20,1074497555,0.05750495198288017,1.6540632445620764,310.4766468153594,130.4766468153594
WT,5.0,2.0,22,392022359,0.035135980154317195,1.6529589238862246,194.88832623292654,14.888326232926545
WT,5.0,2.0,21,796282693,0.02673302781497276,1.6378147404022207,172.3217836367656,7.678216363234412
WT,5.0,2.0,23,1990212658,0.024687716989199877,1.6736801686042402,294.0382977448098,114.03829774480982
WT,5.0,2.0,24,1678403330,0.0609804107901698,1.764154760001248,97.51456994760035,82.48543005239965
WT,5.0,2.0,26,864178266,0.019672101943949645,1.664196587262377,120.88204791519863,59.117952084801374
WT,5.0,2.0,27,1766867109,0.09423592438245229,1.5477371564793747,332.4709254409798,152.47092544097978
WT,5.0,2.0,25,1382689815,0.0713809895908811,1.6558651765339931,246.78907717663867,66.78907717663867
WT,5.0,2.0,28,1171300112,0.02499507575055588,1.655673484496692,32.11175441643979,147.8882455835602
WT,5.0,2.0,29,952224740,0.03983056661907495,1.647333643009027,15.627400452416246,164.37259954758375
WT,5.0,2.0,30,967354524,0.053763527648294264,1.752731442573874,68.12448121235708,111.87551878764292
WT,5.0,2.0,31,487991438,0.020951926343029812,1.7234270106281069,64.08721448835952,115.91278551164048
WT,5.0,2.0,32,197860368,0.04482986452070273,1.7038528606776944,117.02826193488272,62.97173806511728
WT,5.0,2.0,34,1906728918,0.026005774446083357,1.7709575232709982,134.39048178981218,45.609518210187815
WT,5.0,2.0,33,1190961760,0.054025713192591224,1.6173975718565594,225.006910227126,45.00691022712601
WT,5.0,2.0,35,137046513,0.021543167387412594,1.785260640735496,268.9150850445249,88.91508504452491
WT,5.0,2.0,38,594336917,0.04159545356585823,1.5701193093439787,106.66735763060818,73.33264236939182
WT,5.0,2.0,36,1843166518,0.04880113479976406,1.6685726599854998,271.21497635548553,91.21497635548553
WT,5.0,2.0,39,1356488967,0.0678750837339393,1.6384788846811826,33.25816839259788,146.7418316074021
WT,5.0,2.0,37,1777324407,0.013597696957249288,1.68798105497779,332.2182140765596,152.2182140765596
WT,5.0,2.0,40,354826746,0.07650338579704194,1.6851204868369916,346.2612336211774,166.26123362117738
WT,5.0,2.0,41,1627981024,0.05933375301293579,1.7201708222052785,195.6768270539781,15.676827053978087
WT,5.0,2.0,43,761338718,0.04489761413535522,1.8480168586267698,17.49813369553265,162.50186630446734
WT,5.0,2.0,42,1504361614,0.07276171394549712,1.8011303230561087,1.3203058698624641,178.67969413013753
WT,5.0,2.0,44,145857092,0.06876575685028453,1.5996591702852496,353.6564342939586,173.65643429395863
WT,5.0,2.0,45,2084558133,0.042438193321225094,1.854070125262871,254.45633304532842,74.45633304532842
WT,5.0,2.0,46,957106589,0.014417401122621637,1.6699813879860166,139.47584276554312,40.52415723445688
WT,5.0,2.0,47,1917963002,0.034939259010808826,1.6243606755119098,152.07572568908967,27.924274310910334
