condition_key,offset_deg,amp_factor,n_trials,drift_mean_deg,drift_sd_deg,drift_sem_deg,collapse_prob,pre_amp_mean,post_amp_mean,distractor_duration_ms,delay1_ms,delay2_ms,cue_amp_factor
WT,30,0.75,1,14.356457666565316,0.0,0.0,0.0,0.6841548961097186,0.8185504955618857,250.0,1000.0,2500.0,30.0
WT,30,1.0,1,13.680401990183867,0.0,0.0,0.0,0.6841548961097186,0.8363727440185132,250.0,1000.0,2500.0,30.0
WT,90,0.75,1,29.804380630611497,0.0,0.0,0.0,0.6841548961097186,0.589425024130589,250.0,1000.0,2500.0,30.0
WT,90,1.0,1,68.53149556864612,0.0,0.0,0.0,0.6841548961097186,0.6844950578230682,250.0,1000.0,2500.0,30.0
WT,120,0.75,1,33.25822286196409,0.0,0.0,0.0,0.6841548961097186,0.46090074227928884,250.0,1000.0,2500.0,30.0
WT,120,1.0,1,94.82043586213257,0.0,0.0,0.0,0.6841548961097186,0.5432092478700115,250.0,1000.0,2500.0,30.0
WT,170,0.75,1,5.897823455314933,0.0,0.0,0.0,0.6841548961097186,0.3786653208701682,250.0,1000.0,2500.0,30.0
WT,170,1.0,1,153.19815171100478,0.0,0.0,0.0,0.6841548961097186,0.24821140503436348,250.0,1000.0,2500.0,30.0
