condition_key,amplitude,trial_idx,seed,eval_time_ms,center_mean_deg,center_std_deg,amplitude_mean,width_mean_deg,drift_rate_deg_per_s,diffusion_deg2_per_s,error_from_cue_deg
WT,30.0,0,191664963,10950.0,188.4717004531021,20.230719429011483,0.4131124309638233,49.9142489932549,-439.96720083838125,5540.665814088075,8.471700453102102
WT,30.0,0,191664963,11150.0,180.13742613351624,1.0986895546257587,0.5450046627079155,48.061842897235074,-3.3368889917123568,22.75334733271328,0.137426133516243
WT,30.0,0,191664963,11350.0,180.24402964682136,0.7772143478682279,0.5426692941982689,47.676313373571524,-0.603041354131193,4.354354243099546,0.2440296468213603
WT,30.0,0,191664963,11550.0,180.55707032970216,1.1515374850799265,0.5334962064750935,47.839238863902125,-8.861705103913806,13.262533628544452,0.5570703297021566
WT,30.0,0,191664963,11750.0,179.57088480700878,0.9204850231502804,0.5263498073790673,47.79291019494227,2.1248189363437575,13.908241425114422,0.4291151929912189
WT,30.0,0,191664963,11950.0,180.08095918237746,1.0106001579290456,0.5196690578875148,47.76381337570656,-2.2196339041784086,13.69313474455001,0.08095918237745536
WT,30.0,0,191664963,12150.0,179.42422473971783,1.5688507579612245,0.48566507829593947,49.929073784944464,8.159988642222373,34.51527210833013,0.5757752602821711
WT,30.0,0,191664963,12350.0,179.73451725038498,1.3795851992096602,0.4789794035119225,49.92495982778367,-12.57718704554378,12.400789467797116,0.2654827496150176
WT,30.0,0,191664963,12550.0,179.795829973176,2.6280648373438416,0.4553253900646278,50.50388302612647,5.856153726436872,111.8158989658468,0.20417002682398788
WT,30.0,0,191664963,12750.0,179.35127915993436,0.7777942573697616,0.4332574252297545,51.425468326943985,10.359554617112963,8.741204515665915,0.6487208400656357
WT,30.0,0,191664963,12950.0,181.62485292186508,2.1414344871904283,0.41631068348470085,51.493744896821205,-2.1860973954092344,75.32115198810115,1.6248529218650845
WT,30.0,0,191664963,13150.0,181.4663037239968,1.593785323911811,0.40343792667023465,52.01071865082289,-11.059358823858787,36.03554418199593,1.4663037239967878
WT,30.0,0,191664963,13350.0,179.23458396905656,3.4556090223397935,0.37330436115295573,52.861601803087524,-1.8727920598433911,107.24088839243181,0.7654160309434417
WT,30.0,0,191664963,13550.0,181.19410019395042,2.42792186222802,0.35977048702084974,53.34629514736664,-2.5356171041993036,100.66467645073219,1.194100193950419
