condition_key,lag_s,msd_mean,msd_sem,msd_sd,fit_line
WT_APP,0.1530150753768844,0.03972464310134984,0.002565781291465851,0.01814281350237081,0.03132290596920014
WT_APP,0.16394472361809043,0.03792899382784615,0.0025513538885931653,0.018040796358308946,0.03139563206112432
WT_APP,0.17487437185929647,0.03391104705857296,0.002402527783550966,0.01698843687737974,0.0314683581530485
WT_APP,0.1858040201005025,0.029608373496545964,0.0022117883746444254,0.015639705582606453,0.03154108424497268
WT_APP,0.19673366834170852,0.02688424729753327,0.0020555943673633862,0.014535247165315216,0.03161381033689685
WT_APP,0.20766331658291456,0.02648602342921906,0.0019758956595920477,0.01397169219814603,0.03168653642882103
WT_APP,0.21859296482412058,0.02831285448611455,0.0020373599387651076,0.01440631028418617,0.03175926252074521
WT_APP,0.22952261306532662,0.03133453005038639,0.0021977052209582156,0.01554012264788634,0.031831988612669386
WT_APP,0.24045226130653263,0.03412226595345535,0.0023680571300413096,0.01674469254889364,0.031904714704593565
WT_APP,0.25138190954773865,0.03612735927549079,0.002502771342505646,0.017697265880451014,0.031977440796517737
WT_APP,0.2623115577889447,0.03634564780361183,0.002519328033305129,0.01781433936383425,0.032050166888441915
WT_APP,0.27324120603015073,0.034811008382527805,0.002410873582985057,0.017047450591122424,0.032122892980366094
WT_APP,0.28417085427135674,0.03232069406927853,0.0022341857081225763,0.015798078646435423,0.03219561907229027
WT_APP,0.2951005025125628,0.03020780398586342,0.0021392173564215634,0.015126550991576473,0.03226834516421445
WT_APP,0.3060301507537688,0.029262545212880974,0.0021360528958499375,0.015104174876286531,0.03234107125613862
WT_APP,0.31695979899497484,0.029529970949519337,0.002168053315791336,0.01533045201570033,0.0324137973480628
WT_APP,0.32788944723618085,0.03089027087563842,0.0022638607902638274,0.016007913164578887,0.03248652343998698
WT_APP,0.3388190954773869,0.03289703464334435,0.0024149532011019693,0.017076297847473627,0.03255924953191116
WT_APP,0.34974874371859294,0.03471999855942863,0.002562415109610466,0.01811901100220431,0.03263197562383534
WT_APP,0.36067839195979895,0.03553833247774747,0.002626383631529662,0.018571336758519748,0.03270470171575951
WT_APP,0.371608040201005,0.0350982689919754,0.0025864482232748707,0.018288950778655586,0.03277742780768369
WT_APP,0.38253768844221103,0.03380045407616786,0.00245939323829577,0.017390536364032816,0.03285015389960787
WT_APP,0.39346733668341705,0.03241535590851399,0.0023578327939190063,0.016672395574841528,0.032922879991532046
WT_APP,0.40439698492462306,0.031333557880481304,0.002321397410888251,0.016414758510679767,0.032995606083456225
WT_APP,0.41532663316582913,0.030990354270662043,0.002308065627351429,0.016320488565237785,0.033068332175380404
WT_APP,0.42625628140703514,0.03145991453898109,0.0023216121548002506,0.0164162769794437,0.033141058267304575
WT_APP,0.43718592964824116,0.03251626024941094,0.002415665208565014,0.01708133250052737,0.033213784359228754
WT_APP,0.4481155778894472,0.03369949560768864,0.0025325407730804176,0.017907767542765848,0.03328651045115293
WT_APP,0.45904522613065324,0.03452076038300197,0.002575675906902913,0.018212778999098605,0.03335923654307711
WT_APP,0.46997487437185925,0.03469981585136166,0.002539974783142066,0.017960333932025854,0.03343196263500129
WT_APP,0.48090452261306527,0.034344346428439934,0.0024672037288557052,0.017445764872426054,0.03350468872692546
WT_APP,0.49183417085427134,0.033852939909238225,0.002452401425341588,0.017341096780505914,0.03357741481884964
WT_APP,0.5027638190954773,0.03329415247269315,0.0024646987723889627,0.017428052155383945,0.03365014091077382
WT_APP,0.5136934673366834,0.03280113655854863,0.002441631859460995,0.01726494444985989,0.033722867002698
WT_APP,0.5246231155778894,0.0326859133685343,0.002427965220288572,0.01716830671751139,0.03379559309462218
WT_APP,0.5355527638190954,0.033042878242759706,0.0024789400664810856,0.017528753311638067,0.03386831918654635
WT_APP,0.5464824120603015,0.03365574423331505,0.0025589717511400253,0.018094662780959263,0.03394104527847053
WT_APP,0.5574120603015075,0.034257724554309324,0.002602804751115276,0.01840460889618176,0.034013771370394706
WT_APP,0.5683417085427135,0.03458487161173017,0.002583672557947184,0.01826932386090047,0.034086497462318885
WT_APP,0.5792713567839195,0.03471800466440802,0.0025976077719046284,0.018367860703766413,0.034159223554243064
WT_APP,0.5902010050251256,0.034598643366116885,0.0026459940468175494,0.018710003334839242,0.03423194964616724
WT_APP,0.6011306532663316,0.034242272858855956,0.0026303335848631964,0.018599267146394875,0.034304675738091414
WT_APP,0.6120603015075377,0.03372440037281412,0.00251592289238691,0.017790261381492565,0.03437740183001559
WT_APP,0.6229899497487437,0.03347775627550418,0.0024113423064377323,0.017050764966441305,0.03445012792193977
WT_APP,0.6339195979899497,0.033534227388221996,0.0023862921173625233,0.01687363338079045,0.03452285401386395
WT_APP,0.6448492462311557,0.03385090481810624,0.0024341136056939233,0.017211782367646113,0.03459558010578812
WT_APP,0.6557788944723617,0.03440165479895498,0.002524409640204279,0.017850271750811383,0.0346683061977123
WT_APP,0.6667085427135678,0.03498011002470407,0.002636524781946554,0.018643045520807918,0.03474103228963648
WT_APP,0.6776381909547738,0.035446869207041265,0.002762715212709608,0.01953534661394199,0.03481375838156066
WT_APP,0.6885678391959799,0.035531875252410194,0.002826067584943431,0.019983315534049896,0.03488648447348484
WT_APP,0.6994974874371859,0.03522394955173029,0.0027906972343995735,0.019733209386824827,0.034959210565409016
WT_APP,0.7104271356783919,0.03465963106949555,0.0026692983410629336,0.01887478957975602,0.03503193665733319
WT_APP,0.7213567839195979,0.034232553647374535,0.0025439247051350145,0.01798826409828957,0.035104662749257366
WT_APP,0.7322864321608039,0.03394526252314024,0.0024223068154767234,0.017128295753379822,0.035177388841181545
WT_APP,0.74321608040201,0.033996430484821254,0.0023595048455470474,0.016684218765288347,0.035250114933105724
WT_APP,0.754145728643216,0.03440003294079829,0.002443665354914522,0.0172793234341069,0.0353228410250299
WT_APP,0.7650753768844221,0.034983048672512757,0.002617472310094157,0.01850832420035596,0.035395567116954074
WT_APP,0.7760050251256281,0.03565482890978293,0.0028056725273838626,0.01983910069901929,0.03546829320887825
WT_APP,0.7869346733668341,0.03594138742525912,0.0029079327156238044,0.020562189424518044,0.03554101930080243
WT_APP,0.7978643216080401,0.03590865143264421,0.0029046619088098032,0.02053906132773673,0.03561374539272661
WT_APP,0.8087939698492461,0.035725966249304235,0.0028354520612044066,0.020049673802070095,0.03568647148465078
WT_APP,0.8197236180904522,0.03550032942886303,0.0027268668142138757,0.01928186015723189,0.03575919757657496
WT_APP,0.8306532663316583,0.035321634977857015,0.0026252087838970653,0.018563029331241047,0.03583192366849914
WT_APP,0.8415829145728643,0.0352411654567568,0.0025874212289021025,0.018295830967427068,0.03590464976042332
WT_APP,0.8525125628140703,0.03530796528576207,0.0026386964709253762,0.018658401680843453,0.0359773758523475
