condition,trial_idx,seed,cue_deg,pre_cue_asym,last_pre_cue_asym,delay_asym,delay_ms,amplitude,random_cue,balance_cue,correct_asymmetry,mean_abs_asym,asym_std,mean_abs_asym_precue,asym_std_precue
WT,0,191664963,181.40625,nan,nan,-0.014211121156863168,5000.0,35.0,0,1,1,0.06424867003672743,0.08016508230572433,nan,nan
WT,1,1662057957,181.40625,nan,nan,-0.0014556123460807947,5000.0,35.0,0,1,1,0.04580539734181228,0.05929164743133352,nan,nan
WT,2,1405681631,181.40625,nan,nan,0.006995344472211786,5000.0,35.0,0,1,1,0.10875580568607038,0.14042714457070732,nan,nan
WT,3,942484272,181.40625,nan,nan,-0.007265136949687654,5000.0,35.0,0,1,1,0.04239620926958806,0.06186782541788373,nan,nan
WT,4,929893137,181.40625,nan,nan,-0.029111073525200558,5000.0,35.0,0,1,1,0.06933551480161074,0.08262666922342293,nan,nan
WT,5,1843824992,181.40625,nan,nan,-0.002422299680312023,5000.0,35.0,0,1,1,0.03412017391125907,0.050055821967386796,nan,nan
WT,6,184566854,181.40625,nan,nan,0.000685762837066315,5000.0,35.0,0,1,1,0.044488694141234734,0.06323616288073224,nan,nan
WT,7,1497586438,181.40625,nan,nan,0.0004618908511909733,5000.0,35.0,0,1,1,0.04067607376854879,0.05488761999072109,nan,nan
WT,8,432652533,181.40625,nan,nan,-0.006389306407494883,5000.0,35.0,0,1,1,0.04482737350483672,0.05929243261481852,nan,nan
WT,9,202244314,181.40625,nan,nan,-0.012576170131833531,5000.0,35.0,0,1,1,0.05406525981492042,0.06810578840022656,nan,nan
WT,10,1130604997,181.40625,nan,nan,-0.00145634471880312,5000.0,35.0,0,1,1,0.04745174324420618,0.063126348971386,nan,nan
WT,11,2095133045,181.40625,nan,nan,0.006538289354708339,5000.0,35.0,0,1,1,0.05911815319185954,0.07962026431822239,nan,nan
WT,12,1580016183,181.40625,nan,nan,0.0008694644963520843,5000.0,35.0,0,1,1,0.05119150516208602,0.06912252788273308,nan,nan
WT,13,1634535062,181.40625,nan,nan,-0.009442295862682672,5000.0,35.0,0,1,1,0.0580986510087733,0.07415139884090348,nan,nan
WT,14,1540770719,181.40625,nan,nan,0.012306959972470055,5000.0,35.0,0,1,1,0.04908944402975534,0.06315789159458579,nan,nan
WT,15,1688060240,181.40625,nan,nan,-0.006057604796328447,5000.0,35.0,0,1,1,0.04676201066748552,0.06139113799854405,nan,nan
WT,16,1102145672,181.40625,nan,nan,-0.02401144951118332,5000.0,35.0,0,1,1,0.0954812738881317,0.11233175099549536,nan,nan
WT,17,275121930,181.40625,nan,nan,0.011217060642852082,5000.0,35.0,0,1,1,0.047395744541375975,0.06291513062668841,nan,nan
WT,18,1803345590,181.40625,nan,nan,0.01782548456661241,5000.0,35.0,0,1,1,0.06283949673668544,0.07599695202107958,nan,nan
