condition_key,amplitude,w_inter,trial_idx,seed,A_hat_final,peak_pyr_rate,center_final_deg,error_from_cue_deg
WT,5.0,2.0,0,191664963,0.07124688486173042,3.0709452471825873,214.21157324483372,34.211573244833716
WT,5.0,2.0,1,1662057957,0.02734589432988778,2.8763105412942553,109.60566406617865,70.39433593382135
WT,5.0,2.0,2,1405681631,0.04849423957685,2.8665630733333924,219.87113648544573,39.87113648544573
WT,5.0,2.0,3,942484272,0.01246725371842385,3.3786153128392353,214.6795511668742,34.679551166874205
WT,5.0,2.0,4,929893137,0.009741277964926664,2.9144599109493927,161.65916568570165,18.34083431429835
WT,5.0,2.0,6,184566854,0.011920113555354826,3.0633202518597145,100.90279583891143,79.09720416108857
WT,5.0,2.0,5,1843824992,0.03881571978128343,3.123899924145736,190.4521462454338,10.452146245433795
WT,5.0,2.0,7,1497586438,0.018611675201396838,3.0600163750041425,207.868724925863,27.868724925863006
WT,5.0,2.0,8,432652533,0.02342437881564819,3.256167425444601,152.48429554202045,27.515704457979552
WT,5.0,2.0,9,202244314,0.02588501585823749,3.040411448089132,185.68350663101612,5.683506631016115
WT,5.0,2.0,10,1130604997,0.055450894903166514,2.864882557670428,142.83154754214277,37.16845245785723
WT,5.0,2.0,11,2095133045,0.009114134251349817,2.9175448087360767,286.159741545934,106.15974154593403
WT,5.0,2.0,12,1580016183,0.04655112897014888,2.8175562043983273,254.65339658910358,74.65339658910358
WT,5.0,2.0,14,1540770719,0.011771816344184042,2.903070490142506,69.64948144248793,110.35051855751207
WT,5.0,2.0,15,1688060240,0.03137138915895303,2.9031183553192057,329.6005885358477,149.6005885358477
WT,5.0,2.0,13,1634535062,0.050932013014942455,3.026490009531042,149.2767604605124,30.723239539487594
WT,5.0,2.0,16,1102145672,0.02557598600513325,2.939389705592125,168.83211598805667,11.167884011943329
WT,5.0,2.0,18,1803345590,0.05424204089077507,2.8957080571761424,185.4561821015902,5.456182101590201
WT,5.0,2.0,17,275121930,0.029382954283573258,3.1736279800138365,253.52251271935455,73.52251271935455
WT,5.0,2.0,19,967196436,0.016673530194707176,3.377323139203564,277.1787653341608,97.1787653341608
WT,5.0,2.0,20,1074497555,0.03420237192938026,3.1349217222218275,266.38282161263413,86.38282161263413
WT,5.0,2.0,21,796282693,0.03470761024879014,3.0955380033424715,164.7597052340755,15.240294765924489
WT,5.0,2.0,22,392022359,0.017743363027243258,2.95396987310249,122.13052922654235,57.86947077345765
WT,5.0,2.0,23,1990212658,0.02173420092547306,3.1914352029406206,202.5598692488574,22.55986924885741
WT,5.0,2.0,24,1678403330,0.03993485414035669,2.8824624731047668,106.66697388142724,73.33302611857276
WT,5.0,2.0,25,1382689815,0.04153238817980456,3.266050268961531,236.89881771937152,56.89881771937152
WT,5.0,2.0,26,864178266,0.02396250698529939,2.992916524506754,98.40485293328312,81.59514706671688
WT,5.0,2.0,27,1766867109,0.0394538978862461,2.8914930113083837,348.6787813026467,168.6787813026467
WT,5.0,2.0,28,1171300112,0.017486250385464478,2.969422814426736,49.28861858411167,130.71138141588833
WT,5.0,2.0,29,952224740,0.015456875156188118,3.1945879960787575,199.11426526330817,19.11426526330817
WT,5.0,2.0,30,967354524,0.009165271803181023,2.8952958176540475,180.64883334374,0.6488333437399945
WT,5.0,2.0,31,487991438,0.030874389021984642,2.860086833840605,112.9465986135493,67.0534013864507
WT,5.0,2.0,32,197860368,0.03300292967981869,2.9638254659872727,139.0278954394978,40.9721045605022
WT,5.0,2.0,33,1190961760,0.04168447612890666,3.0230289709516396,216.23325766913538,36.233257669135384
WT,5.0,2.0,34,1906728918,0.004421074171374487,2.970336666471741,184.52851714504106,4.528517145041064
WT,5.0,2.0,35,137046513,0.021057810914493727,2.9796342077906823,229.47799688202693,49.47799688202693
WT,5.0,2.0,37,1777324407,0.014270186305408982,3.004874293090084,196.5655778801639,16.565577880163886
WT,5.0,2.0,36,1843166518,0.022178386437827376,3.2838054675030426,213.22481806393253,33.22481806393253
WT,5.0,2.0,38,594336917,0.03789623431847083,3.3251231229528395,122.33279381831723,57.66720618168277
WT,5.0,2.0,39,1356488967,0.021453657835714082,2.8808270178061774,59.113793440232286,120.88620655976771
WT,5.0,2.0,41,1627981024,0.0610388051346429,2.902380910751376,193.3791560413242,13.379156041324194
