condition_key,t_s,amp_mean,amp_sem,survival_frac,noise_threshold
WT,3.14,0.4467941811274252,0.002394703112645467,1.0,
WT,3.145,0.446070240041067,0.0025321524548431555,1.0,
WT,3.15,0.4452917615623883,0.002582940135728354,1.0,
WT,3.155,0.44414495288535,0.0027140851468937972,1.0,
WT,3.16,0.44435440219808314,0.0028684510700654775,1.0,
WT,3.165,0.4434295367350811,0.002978754591399424,1.0,
WT,3.17,0.4435714758883504,0.0028392221812110173,1.0,
WT,3.175,0.4435306036653306,0.0026683284577396025,1.0,
WT,3.18,0.44301771015858243,0.002705272096557881,1.0,
WT,3.185,0.4432753621877636,0.0026186291546545686,1.0,
WT,3.19,0.4435345386031853,0.002535926249415146,1.0,
WT,3.195,0.4432005793472451,0.0027709850823887383,1.0,
WT,3.2,0.4446527024997055,0.00277677993771064,1.0,
WT,3.205,0.4436022706464817,0.0027908271848660813,1.0,
WT,3.21,0.4437676910258363,0.0026209323482086194,1.0,
WT,3.215,0.44360422348043577,0.0027114749747955773,1.0,
WT,3.22,0.44410201268351235,0.0024988204715677585,1.0,
WT,3.225,0.4436363071079859,0.0023687712879369906,1.0,
WT,3.23,0.44434445266205364,0.002473721407889489,1.0,
WT,3.235,0.4434067472595271,0.0026713576351943707,1.0,
WT,3.24,0.44339229116014833,0.0027795615311044432,1.0,
WT,3.245,0.4437288735421593,0.002926996918180752,1.0,
WT,3.25,0.4448228230837503,0.002914040083834359,1.0,
WT,3.255,0.44340779884715564,0.002876199571326859,1.0,
WT,3.26,0.4429748090592975,0.00289831890591382,1.0,
WT,3.265,0.4419334381742489,0.0028611980653256612,1.0,
WT,3.27,0.43923609439171907,0.002866896850879551,1.0,
WT,3.275,0.4380065395860548,0.002658816837004027,1.0,
WT,3.28,0.437825921603914,0.002711461210039972,1.0,
WT,3.285,0.4355576338442377,0.0024590848463392737,1.0,
WT,3.29,0.4344893114561668,0.0022522231719008263,1.0,
WT,3.295,0.43517867870560517,0.0021266537432636967,1.0,
WT,3.3,0.4354773341182711,0.0021095305087002582,1.0,
WT,3.305,0.4352520540362266,0.0021931365713749244,1.0,
WT,3.31,0.43478086629373136,0.0022268926907616647,1.0,
WT,3.315,0.4354216203919223,0.0025197341891606685,1.0,
WT,3.32,0.4359358788232656,0.002793293557054819,1.0,
WT,3.325,0.4368603015295853,0.0028425894786812712,1.0,
WT,3.33,0.4377055966990859,0.0029862696620477193,1.0,
WT,3.335,0.43812637083940553,0.002909955944413923,1.0,
WT,3.34,0.437885635748821,0.00280922507057428,1.0,
WT,3.345,0.4361444770322788,0.002600408855675759,1.0,
WT,3.35,0.43627603168186285,0.0025909083459526813,1.0,
