condition_key,offset_deg,trial_idx,seed,displacement_rad,pre_amp,post_amp
WT,50.0,16,1102145672,0.019102823828472726,0.27990087888155285,0.27023478090813524
WT,50.0,17,275121930,0.1452777725844916,0.2882133059344484,0.2725463902428075
WT,50.0,18,1803345590,0.07755537638714305,0.28657206391041734,0.28698167921437223
WT,50.0,19,967196436,0.11181818938775479,0.26969135292789354,0.2974056406823641
WT,50.0,20,1074497555,0.015899562465275352,0.28305618594401616,0.2893084904936599
WT,50.0,21,796282693,0.11263078660993164,0.2942934465771388,0.2630500911465724
WT,50.0,22,392022359,0.06336352206158624,0.2503966268938257,0.30095929319842096
WT,50.0,23,1990212658,-0.0004001192365281625,0.26365332229444255,0.28281755775220085
WT,50.0,24,1678403330,0.05128645663762921,0.2819994289334609,0.26277533656380325
WT,50.0,25,1382689815,0.10484260329240458,0.2996309795889796,0.3382806756783294
WT,50.0,26,864178266,0.11155380930274195,0.24271523988017768,0.2605023459503824
WT,50.0,27,1766867109,0.19542585899466003,0.3021363199781875,0.3010869310432977
WT,50.0,28,1171300112,0.013437131108759992,0.25366484615973994,0.2784389697095425
WT,50.0,29,952224740,0.010619799322800993,0.2846868197878826,0.3140427919764116
WT,50.0,30,967354524,0.04122684667443899,0.27148150216128225,0.2409392073236395
WT,50.0,31,487991438,0.09884918350856209,0.30528249424064274,0.3171708385011675
WT,50.0,32,197860368,0.18359173738524026,0.30456008165201287,0.2461750093975063
WT,50.0,33,1190961760,0.23114486884816232,0.26112351866774297,0.2973675162587929
WT,50.0,34,1906728918,0.24428895225229486,0.2594654829178585,0.2704929468455113
WT,50.0,35,137046513,0.10557616724147634,0.2848762036912776,0.3161182222457171
WT,50.0,36,1843166518,0.062340133033351286,0.23005503058387708,0.2960935806290108
WT,50.0,37,1777324407,-0.015384719940017444,0.2736958346642746,0.24673825236349947
WT,50.0,38,594336917,0.02224307576836715,0.2555018704777774,0.29225082423741605
WT,50.0,39,1356488967,0.09361953658438704,0.2559934325776668,0.262350725507017
WT,50.0,40,354826746,0.09611998337278571,0.283036583204133,0.27856626014379954
WT,50.0,41,1627981024,0.10677767429106177,0.2542542518351838,0.2669522736117267
WT,50.0,42,1504361614,-0.0922475734618402,0.2615330316936431,0.3069025015187358
WT,50.0,43,761338718,0.11347624178285987,0.2995868495236471,0.28878095986269636
WT,50.0,44,145857092,0.0706810210122577,0.2874872801927854,0.2597814270787704
WT,50.0,45,2084558133,0.1662350371318273,0.23293223807403163,0.29505596739460577
WT,50.0,46,957106589,-0.023116526541216764,0.2876245602835372,0.29495607698758963
WT,50.0,47,1917963002,0.20796278239391341,0.263210831548999,0.314285658026164
WT,50.0,48,1455819991,0.17648504940003118,0.25534280407441073,0.2978961005612689
WT,50.0,49,1671565830,0.0238618672573363,0.2504926422706843,0.24331298677171453
WT,60.0,0,191664963,0.17608039099565698,0.26631861378210003,0.2990796725945023
WT,60.0,1,1662057957,0.04861353641413091,0.23879696312934323,0.3001071517182347
WT,60.0,2,1405681631,0.04721104369700191,0.28608093941517243,0.26395244086478886
WT,60.0,3,942484272,0.01005690202243592,0.30140524896940957,0.27387215353023747
WT,60.0,5,1843824992,-0.019051519110738102,0.28722792806146613,0.29265517122742457
WT,60.0,4,929893137,0.06763868103023452,0.30635626291622675,0.30304606929260214
WT,60.0,6,184566854,0.0568982806309668,0.2751084283119421,0.2608575894201253
WT,60.0,7,1497586438,0.21905090927498527,0.27157146146840216,0.2784671886985879
WT,60.0,8,432652533,0.17039754918287686,0.2819902935747795,0.2833852541446588
WT,60.0,9,202244314,0.08944799044803897,0.2993378716378092,0.2746806357788457
WT,60.0,10,1130604997,-0.057384771935892864,0.24238972768175487,0.29176879207532924
WT,60.0,11,2095133045,0.04827485795795905,0.27762785625423386,0.28808349478902906
WT,60.0,12,1580016183,0.14860338680684126,0.28137797986750157,0.26432132259385305
WT,60.0,13,1634535062,0.0455640126027399,0.2711128415304091,0.29316908845943596
WT,60.0,14,1540770719,0.01617853110550138,0.254739431051053,0.27979994590448476
WT,60.0,15,1688060240,0.14966360249472244,0.29178397526954364,0.2314615467705884
WT,60.0,16,1102145672,0.1090272159429313,0.27990087888155285,0.28450592968705746
WT,60.0,17,275121930,0.20029903536959814,0.2882133059344484,0.25862812523235873
WT,60.0,18,1803345590,0.10978159674304955,0.28657206391041734,0.28925784957810563
WT,60.0,19,967196436,0.13714860487406932,0.26969135292789354,0.28108412319997766
WT,60.0,21,796282693,0.1930716733090292,0.2942934465771388,0.2660190699518748
WT,60.0,20,1074497555,0.016604669270990247,0.28305618594401616,0.27865503729447877
WT,60.0,22,392022359,0.07427561959012063,0.2503966268938257,0.30177524824203966
WT,60.0,23,1990212658,0.037352961160894704,0.26365332229444255,0.2718096607510855
WT,60.0,24,1678403330,0.04494461479351086,0.2819994289334609,0.2545258303215619
WT,60.0,25,1382689815,0.111937165016319,0.2996309795889796,0.32899729130708877
WT,60.0,26,864178266,0.1611648608929177,0.24271523988017768,0.24850109463416398
WT,60.0,27,1766867109,0.22903519583768395,0.3021363199781875,0.3046693705084078
WT,60.0,28,1171300112,0.06707875133853491,0.25366484615973994,0.29090246591420293
WT,60.0,29,952224740,0.04604368005999282,0.2846868197878826,0.30907322706018125
WT,60.0,30,967354524,0.07697497275848075,0.27148150216128225,0.24681396776066922
WT,60.0,31,487991438,0.11616661107910398,0.30528249424064274,0.3175542846827801
WT,60.0,32,197860368,0.23179067913862328,0.30456008165201287,0.24666431353544407
WT,60.0,33,1190961760,0.24929126044677608,0.26112351866774297,0.2886485030640206
