condition,trial_idx,seed,cue_deg,pre_cue_asym,last_pre_cue_asym,delay_asym,delay_ms,amplitude,random_cue,balance_cue,correct_asymmetry,mean_abs_asym,asym_std,mean_abs_asym_precue,asym_std_precue
WT,0,191664963,181.40625,nan,nan,-0.00997679983552619,5000.0,30.0,0,1,1,0.04222648952025848,0.05234769475966669,nan,nan
WT,1,1662057957,181.40625,nan,nan,-0.006855989468942716,5000.0,30.0,0,1,1,0.03533103013586482,0.04798551244046838,nan,nan
WT,2,1405681631,181.40625,nan,nan,0.0017032269176276895,5000.0,30.0,0,1,1,0.05387515743399446,0.07159339930313006,nan,nan
WT,3,942484272,181.40625,nan,nan,0.0014070243479985265,5000.0,30.0,0,1,1,0.04807269322497066,0.062089044980527086,nan,nan
WT,4,929893137,181.40625,nan,nan,-0.009945203870363977,5000.0,30.0,0,1,1,0.042583370883110046,0.05645728783037949,nan,nan
WT,5,1843824992,181.40625,nan,nan,-0.010235412454242416,5000.0,30.0,0,1,1,0.0437463599970678,0.05689585416848059,nan,nan
WT,6,184566854,181.40625,nan,nan,-0.0038210038975596636,5000.0,30.0,0,1,1,0.04921489085558526,0.06443952112360259,nan,nan
WT,7,1497586438,181.40625,nan,nan,-0.003864627744069651,5000.0,30.0,0,1,1,0.05708040944455384,0.07265748171587032,nan,nan
WT,8,432652533,181.40625,nan,nan,-0.004425414690329253,5000.0,30.0,0,1,1,0.056077310692775884,0.07521891171444779,nan,nan
WT,9,202244314,181.40625,nan,nan,-0.00012836172855625868,5000.0,30.0,0,1,1,0.03741929331542669,0.04949716705994209,nan,nan
WT,10,1130604997,181.40625,nan,nan,-0.0017182875964006682,5000.0,30.0,0,1,1,0.04234830121939727,0.056783045535154245,nan,nan
WT,11,2095133045,181.40625,nan,nan,-0.003294577922548403,5000.0,30.0,0,1,1,0.04154216568415045,0.053961417754903464,nan,nan
WT,12,1580016183,181.40625,nan,nan,0.0020806721782942604,5000.0,30.0,0,1,1,0.047044650784119256,0.060537181471247176,nan,nan
WT,13,1634535062,181.40625,nan,nan,0.007511356217934411,5000.0,30.0,0,1,1,0.046372722140825426,0.06300163959036155,nan,nan
