condition_key,amplitude,w_inter,success_rate,mean_A_hat,peak_pyr_rate,mean_error_deg,noise_threshold,n_trials,ss_pyr_hz,ss_som_hz,ss_pv_hz,ss_vip_hz
WT,0.1,0.001,0.03,0.006784203196647472,16.99830504470749,95.48467876743962,0.014369984161999999,100,10.732126398423793,4.303869190605214,4.040477945641218,6.3320417170838335
WT,0.1,0.0014583333333333334,1.0,0.006796810942227862,17.594337135399773,95.28671965796917,0.0,100,11.07283480866786,4.3171072118157054,4.039305240011746,6.36091634147024
WT,0.1,0.0019166666666666668,1.0,0.006814362693104042,18.249843863064356,95.08628884436452,0.0,100,11.442452399002402,4.331472678388562,4.038032243657866,6.392249452992216
WT,0.1,0.002375,0.04,0.006838023205491896,18.97559768696705,94.85742465427523,0.013837294013499998,100,11.845282802370905,4.347133904825601,4.036643947648846,6.4264078899259545
WT,0.1,0.0028333333333333335,1.0,0.006869334975844433,19.785241707289106,94.60091774091629,0.0,100,12.286589215558543,4.364296818348592,4.035121981258255,6.4638404197286015
WT,0.1,0.0032916666666666667,1.0,0.006910385377259599,20.695154513640592,94.40543381222264,0.0,100,12.772890208182224,4.383216581100843,4.033443570460894,6.5051030393192875
WT,0.1,0.00375,0.05,0.006964046381952988,21.72767441182702,94.14035523018434,0.013644065975499999,100,13.312376097193463,4.404213962820997,4.031580069956954,6.550894608737753
WT,0.1,0.004208333333333333,1.0,0.0070342856404021015,22.913478163742976,93.77285678252319,0.0,100,13.91550933598244,4.427698970455616,4.029494844129751,6.602108263968697
WT,0.1,0.004666666666666666,1.0,0.007126536335388749,24.291861198380857,93.30254020541943,0.0,100,14.595915080239742,4.45420592814564,4.0271401228239405,6.65990771266747
WT,0.1,0.005125,0.03,0.007248252891449413,25.92064808520757,92.71579038295295,0.014274505637,100,15.371747543901026,4.484447328701067,4.024452184271313,6.725844287633385
WT,0.1,0.005583333333333333,1.0,0.007410298730575519,27.89698329327281,92.04691481079388,0.0,100,16.267874276123056,4.519399896598909,4.021343694728534,6.802043847777509
WT,0.1,0.0060416666666666665,1.0,0.007630534862735294,30.35429377038758,91.97846459565177,0.0,100,17.319549909887414,4.560449005736423,4.017690994839424,6.891519946888666
WT,0.1,0.0065,0.02,0.007942133241008007,33.52294887770572,91.96946706044301,0.015194459084499998,100,18.57899174587535,4.609645391998994,4.013312034523048,6.998729112434525
WT,0.1,0.006958333333333333,1.0,0.00841264627983717,37.83731835363294,91.89342526130862,0.0,100,20.127969556479744,4.670188078040317,4.00792702762766,7.1306106591952885
WT,0.1,0.007416666666666667,1.0,0.009186183691222623,44.06830878738522,91.20040848417585,0.0,100,22.10231412076948,4.74732190477993,4.001094911801105,7.298501007251282
WT,0.1,0.007875,0.01,0.010700106406568202,53.789145023893944,87.15349046593664,0.021830335962499996,100,24.715700069324207,4.848945317194288,3.9922268163706125,7.519336865240309
WT,0.1,0.008333333333333333,1.0,0.016514397266312323,72.11096985858367,90.97974200602759,0.0,100,26.018653915366826,4.898942008892251,3.987618180026984,7.63029586968779
WT,0.1,0.008791666666666666,1.0,0.012115507523996781,200.0,106.83376296900465,0.0,100,4.142965336225536,4.034023213035557,4.066483264872293,5.750280059203067
WT,0.1,0.009250000000000001,1.0,4.209686301272613e-05,200.0,84.94443732348546,0.0,100,0.7375507586495058,3.889974306261217,4.07787132848964,5.481041059690347
WT,0.1,0.009708333333333333,1.0,0.006787706014442729,200.0,86.59572401310892,0.0,100,200.0,11.338091716002033,3.6013626871857607,21.151645144040973
WT,0.1,0.010166666666666668,1.0,2.6535218066103603e-06,200.0,78.7462264577316,0.0,100,199.98929465387897,11.739592770109429,3.3805497603068337,22.427872207334275
WT,0.1,0.010624999999999999,1.0,7.793242049897115e-05,200.0,82.39027446707516,0.0,100,199.88576845156484,11.731212697002597,3.3813514604785073,22.419562968691405
WT,0.1,0.011083333333333334,1.0,2.058378617003851e-05,200.0,82.46178183236279,0.0,100,199.985997512837,11.73485902526225,3.3810401368129606,22.427427769324446
WT,0.1,0.011541666666666665,1.0,8.089141607913983e-06,200.0,87.32324723521444,0.0,100,199.99715581780646,11.735330789125202,3.3809965317036816,22.428449964786658
WT,0.1,0.012,0.06,2.9206716165794796e-06,200.0,81.50635914583675,8.214284217199996e-06,100,199.99987660015012,11.735439603789494,3.3809871743649866,22.42868482609378
