phenotype,category,ko_count,run_idx,PYR,SOM,PV,VIP,NDNF
VIP α5 + NDNF α7,prediction,2,45,0.819797,2.23806,2.21828,0.998315,1.1472
VIP α5 + NDNF α7,prediction,2,46,0.852797,2.22955,2.20139,0.988164,1.15848
VIP α5 + NDNF α7,prediction,2,47,0.903344,2.32304,2.24821,1.062,1.16409
VIP α5 + NDNF α7,prediction,2,48,0.856396,2.22284,2.20326,0.968585,1.16747
VIP α5 + NDNF α7,prediction,2,49,0.894608,2.26968,2.22239,1.02185,1.16945
VIP α5 + NDNF β2,prediction,2,0,0.816856,2.18112,2.07703,1.19215,0.959379
VIP α5 + NDNF β2,prediction,2,1,0.819596,2.19538,2.08251,1.2008,0.958491
VIP α5 + NDNF β2,prediction,2,2,0.79501,2.18476,2.08366,1.22755,0.942561
VIP α5 + NDNF β2,prediction,2,3,0.797079,2.17327,2.0695,1.20946,0.938495
VIP α5 + NDNF β2,prediction,2,4,0.768313,2.16199,2.07004,1.20772,0.93026
VIP α5 + NDNF β2,prediction,2,5,0.883208,2.26639,2.11212,1.327,0.944797
VIP α5 + NDNF β2,prediction,2,6,0.877996,2.25838,2.10676,1.27609,0.967736
VIP α5 + NDNF β2,prediction,2,7,0.752878,2.11893,2.04742,1.14714,0.93784
VIP α5 + NDNF β2,prediction,2,8,0.783546,2.1356,2.05769,1.14931,0.953537
VIP α5 + NDNF β2,prediction,2,9,0.805756,2.14517,2.06245,1.14506,0.969581
VIP α5 + NDNF β2,prediction,2,10,0.8357,2.20472,2.08915,1.24502,0.957839
VIP α5 + NDNF β2,prediction,2,11,0.784927,2.17451,2.0778,1.21358,0.939742
VIP α5 + NDNF β2,prediction,2,12,0.821829,2.17627,2.07255,1.19173,0.965698
VIP α5 + NDNF β2,prediction,2,13,0.812136,2.18828,2.07927,1.21264,0.946187
VIP α5 + NDNF β2,prediction,2,14,0.881917,2.25808,2.11195,1.30793,0.952579
VIP α5 + NDNF β2,prediction,2,15,0.7541,2.16927,2.07202,1.21787,0.916929
VIP α5 + NDNF β2,prediction,2,16,0.770898,2.18606,2.07971,1.25352,0.917816
VIP α5 + NDNF β2,prediction,2,17,0.726663,2.10017,2.0435,1.12632,0.935401
VIP α5 + NDNF β2,prediction,2,18,0.762956,2.13721,2.06299,1.13147,0.958175
VIP α5 + NDNF β2,prediction,2,19,0.785243,2.133,2.05816,1.1215,0.970221
VIP α5 + NDNF β2,prediction,2,20,0.844498,2.22426,2.09986,1.25173,0.952303
VIP α5 + NDNF β2,prediction,2,21,0.777648,2.14548,2.05908,1.16708,0.947015
VIP α5 + NDNF β2,prediction,2,22,0.834762,2.19221,2.08808,1.24671,0.953577
VIP α5 + NDNF β2,prediction,2,23,0.811149,2.2539,2.11467,1.32902,0.921498
VIP α5 + NDNF β2,prediction,2,24,0.726003,2.07405,2.02892,1.09627,0.937931
VIP α5 + NDNF β2,prediction,2,25,0.809104,2.16231,2.06761,1.18315,0.958306
VIP α5 + NDNF β2,prediction,2,26,0.785665,2.1854,2.0788,1.23363,0.933734
VIP α5 + NDNF β2,prediction,2,27,0.821632,2.2145,2.09386,1.25927,0.939143
VIP α5 + NDNF β2,prediction,2,28,0.830124,2.23583,2.09939,1.2874,0.936025
VIP α5 + NDNF β2,prediction,2,29,0.833634,2.23528,2.10245,1.2822,0.93594
VIP α5 + NDNF β2,prediction,2,30,0.827238,2.19813,2.08293,1.22005,0.958304
VIP α5 + NDNF β2,prediction,2,31,0.762901,2.15391,2.06732,1.20153,0.935721
VIP α5 + NDNF β2,prediction,2,32,0.838536,2.25133,2.11427,1.30106,0.945477
VIP α5 + NDNF β2,prediction,2,33,0.795759,2.17186,2.0758,1.19194,0.951167
VIP α5 + NDNF β2,prediction,2,34,0.851109,2.25596,2.11321,1.29197,0.951416
VIP α5 + NDNF β2,prediction,2,35,0.805534,2.2045,2.09031,1.25932,0.933616
VIP α5 + NDNF β2,prediction,2,36,0.833703,2.19644,2.08484,1.23706,0.953258
VIP α5 + NDNF β2,prediction,2,37,0.831228,2.18848,2.08524,1.20701,0.961633
VIP α5 + NDNF β2,prediction,2,38,0.793027,2.17237,2.07868,1.25635,0.932051
VIP α5 + NDNF β2,prediction,2,39,0.861602,2.20551,2.08271,1.25337,0.955139
VIP α5 + NDNF β2,prediction,2,40,0.829344,2.23161,2.10061,1.23796,0.950865
VIP α5 + NDNF β2,prediction,2,41,0.82914,2.18563,2.0824,1.19943,0.961831
VIP α5 + NDNF β2,prediction,2,42,0.85054,2.21542,2.09447,1.26012,0.953362
VIP α5 + NDNF β2,prediction,2,43,0.811548,2.22445,2.09738,1.28319,0.930033
VIP α5 + NDNF β2,prediction,2,44,0.777841,2.16972,2.07909,1.21038,0.935535
VIP α5 + NDNF β2,prediction,2,45,0.780677,2.14493,2.06191,1.17278,0.944037
VIP α5 + NDNF β2,prediction,2,46,0.780665,2.16658,2.06892,1.20903,0.935695
VIP α5 + NDNF β2,prediction,2,47,0.814189,2.20385,2.08836,1.23964,0.94244
VIP α5 + NDNF β2,prediction,2,48,0.781734,2.1138,2.05178,1.12962,0.963049
VIP α5 + NDNF β2,prediction,2,49,0.84205,2.25149,2.11767,1.32348,0.930215
NDNF α7 + NDNF β2,prediction,2,0,1.60449,1.04335,1.87327,5.55401,2.49706
NDNF α7 + NDNF β2,prediction,2,1,1.622,1.03495,1.86755,5.55448,2.47821
NDNF α7 + NDNF β2,prediction,2,2,1.48426,0.981794,1.82878,5.36379,2.47005
NDNF α7 + NDNF β2,prediction,2,3,1.61196,1.04148,1.87332,5.51993,2.50811
NDNF α7 + NDNF β2,prediction,2,4,1.61528,1.03686,1.87407,5.53722,2.50195
NDNF α7 + NDNF β2,prediction,2,5,1.59557,1.02664,1.86361,5.54082,2.50918
NDNF α7 + NDNF β2,prediction,2,6,1.45737,0.97171,1.82325,5.34037,2.45826
NDNF α7 + NDNF β2,prediction,2,7,1.50232,0.989064,1.8411,5.40223,2.47018
NDNF α7 + NDNF β2,prediction,2,8,1.61819,1.04163,1.88031,5.5427,2.5196
NDNF α7 + NDNF β2,prediction,2,9,1.52035,0.991188,1.84183,5.40695,2.49024
NDNF α7 + NDNF β2,prediction,2,10,1.47181,0.977672,1.83167,5.36796,2.47201
NDNF α7 + NDNF β2,prediction,2,11,1.64127,1.05712,1.89041,5.56926,2.53445
NDNF α7 + NDNF β2,prediction,2,12,1.57118,1.01601,1.85157,5.51018,2.46822
NDNF α7 + NDNF β2,prediction,2,13,1.48208,0.980829,1.83139,5.3513,2.4644
NDNF α7 + NDNF β2,prediction,2,14,1.57064,1.01887,1.85421,5.47663,2.50666
NDNF α7 + NDNF β2,prediction,2,15,1.6151,1.0365,1.87001,5.51331,2.49824
NDNF α7 + NDNF β2,prediction,2,16,1.53827,1.00867,1.85261,5.47894,2.48851
NDNF α7 + NDNF β2,prediction,2,17,1.48786,0.985464,1.83485,5.372,2.4729
NDNF α7 + NDNF β2,prediction,2,18,1.51516,0.995238,1.84167,5.41506,2.4924
NDNF α7 + NDNF β2,prediction,2,19,1.5167,0.998156,1.84758,5.41925,2.48377
NDNF α7 + NDNF β2,prediction,2,20,1.56316,1.0124,1.854,5.4878,2.50371
NDNF α7 + NDNF β2,prediction,2,21,1.49967,0.983577,1.82988,5.38327,2.4433
NDNF α7 + NDNF β2,prediction,2,22,1.52369,0.984238,1.83127,5.4186,2.46344
NDNF α7 + NDNF β2,prediction,2,23,1.63321,1.05312,1.8874,5.57115,2.54583
NDNF α7 + NDNF β2,prediction,2,24,1.54045,1.02318,1.8577,5.44773,2.49225
NDNF α7 + NDNF β2,prediction,2,25,1.53491,1.00522,1.85256,5.45107,2.4854
NDNF α7 + NDNF β2,prediction,2,26,1.56559,1.0117,1.8597,5.4712,2.48159
NDNF α7 + NDNF β2,prediction,2,27,1.53485,1.00937,1.85405,5.44383,2.49643
NDNF α7 + NDNF β2,prediction,2,28,1.5147,0.988206,1.83565,5.44615,2.4623
NDNF α7 + NDNF β2,prediction,2,29,1.62603,1.037,1.87736,5.52819,2.52722
NDNF α7 + NDNF β2,prediction,2,30,1.56927,1.01125,1.85125,5.49077,2.48177
NDNF α7 + NDNF β2,prediction,2,31,1.52862,1.00351,1.84743,5.46906,2.49816
NDNF α7 + NDNF β2,prediction,2,32,1.63894,1.05477,1.88246,5.56236,2.52696
NDNF α7 + NDNF β2,prediction,2,33,1.54654,1.01023,1.84849,5.45161,2.48358
NDNF α7 + NDNF β2,prediction,2,34,1.59109,1.02263,1.86069,5.49543,2.50624
NDNF α7 + NDNF β2,prediction,2,35,1.51018,0.993541,1.83536,5.40937,2.47299
NDNF α7 + NDNF β2,prediction,2,36,1.50413,0.984835,1.83514,5.42497,2.46061
NDNF α7 + NDNF β2,prediction,2,37,1.58082,1.02076,1.8646,5.47794,2.50618
NDNF α7 + NDNF β2,prediction,2,38,1.53452,0.993929,1.84014,5.45075,2.48451
NDNF α7 + NDNF β2,prediction,2,39,1.63851,1.03896,1.87492,5.55574,2.50475
NDNF α7 + NDNF β2,prediction,2,40,1.59041,1.02759,1.87035,5.52367,2.51087
NDNF α7 + NDNF β2,prediction,2,41,1.64075,1.053,1.87852,5.55358,2.49696
NDNF α7 + NDNF β2,prediction,2,42,1.53924,1.00575,1.85459,5.42372,2.50671
NDNF α7 + NDNF β2,prediction,2,43,1.47671,0.973353,1.82288,5.345,2.4571
NDNF α7 + NDNF β2,prediction,2,44,1.59753,1.02506,1.86365,5.49981,2.49819
NDNF α7 + NDNF β2,prediction,2,45,1.51649,0.999456,1.84215,5.42738,2.47038
NDNF α7 + NDNF β2,prediction,2,46,1.62681,1.04473,1.86713,5.58055,2.49611
NDNF α7 + NDNF β2,prediction,2,47,1.52716,1.01386,1.84975,5.4535,2.5118
NDNF α7 + NDNF β2,prediction,2,48,1.56663,1.00821,1.84976,5.48826,2.49928
NDNF α7 + NDNF β2,prediction,2,49,1.45484,0.975302,1.82729,5.3487,2.45314
PV α7 + SOM α7 + SOM β2,prediction,3,0,1.10797,9.07749e-05,1.08714,0.00207218,8.90725
PV α7 + SOM α7 + SOM β2,prediction,3,1,1.06394,9.0736e-05,1.06405,0.00115605,9.02018
PV α7 + SOM α7 + SOM β2,prediction,3,2,1.11493,9.08707e-05,1.0814,0.00192397,8.92852
PV α7 + SOM α7 + SOM β2,prediction,3,3,1.09034,9.12643e-05,1.06617,0.00160898,9.2746
PV α7 + SOM α7 + SOM β2,prediction,3,4,1.04841,9.05692e-05,1.0676,0.00159677,8.8788
PV α7 + SOM α7 + SOM β2,prediction,3,5,1.08258,9.05888e-05,1.07243,0.00446323,8.92623
PV α7 + SOM α7 + SOM β2,prediction,3,6,1.10818,9.08419e-05,1.08033,0.001767,8.97335
PV α7 + SOM α7 + SOM β2,prediction,3,7,1.1082,9.05061e-05,1.08702,0.00445221,8.807
PV α7 + SOM α7 + SOM β2,prediction,3,8,1.12825,9.1257e-05,1.08013,0.00171045,9.13104
PV α7 + SOM α7 + SOM β2,prediction,3,9,1.10886,9.09487e-05,1.08148,0.00311766,9.06885
PV α7 + SOM α7 + SOM β2,prediction,3,10,1.09048,9.01051e-05,1.08199,0.00307241,8.69349
PV α7 + SOM α7 + SOM β2,prediction,3,11,1.08918,9.11968e-05,1.0596,0.00136287,9.21024
PV α7 + SOM α7 + SOM β2,prediction,3,12,1.06287,9.0401e-05,1.07833,0.00109061,8.79507
PV α7 + SOM α7 + SOM β2,prediction,3,13,1.09991,9.11375e-05,1.07505,0.00133111,9.08697
PV α7 + SOM α7 + SOM β2,prediction,3,14,1.15969,9.17483e-05,1.09429,0.000970234,9.25038
PV α7 + SOM α7 + SOM β2,prediction,3,15,1.10823,9.04714e-05,1.0905,0.00178114,8.85494
PV α7 + SOM α7 + SOM β2,prediction,3,16,1.14125,9.17182e-05,1.08139,0.00164903,9.20073
PV α7 + SOM α7 + SOM β2,prediction,3,17,1.1257,9.13828e-05,1.0724,0.0032242,9.13274
PV α7 + SOM α7 + SOM β2,prediction,3,18,1.11682,9.09801e-05,1.08399,0.00227122,9.05408
PV α7 + SOM α7 + SOM β2,prediction,3,19,1.14013,9.08683e-05,1.09159,0.00141941,8.90367
PV α7 + SOM α7 + SOM β2,prediction,3,20,1.06214,9.07959e-05,1.05615,0.00222802,8.99484
PV α7 + SOM α7 + SOM β2,prediction,3,21,1.01448,9.0183e-05,1.05866,0.00253558,8.8957
PV α7 + SOM α7 + SOM β2,prediction,3,22,1.12289,9.15595e-05,1.06912,0.00233258,9.21613
PV α7 + SOM α7 + SOM β2,prediction,3,23,1.07751,9.04165e-05,1.07963,0.0017223,8.75769
PV α7 + SOM α7 + SOM β2,prediction,3,24,1.03925,9.0596e-05,1.06363,0.0013689,8.92453
PV α7 + SOM α7 + SOM β2,prediction,3,25,1.19652,9.16667e-05,1.10203,0.00433181,9.22286
PV α7 + SOM α7 + SOM β2,prediction,3,26,1.0371,9.06873e-05,1.04983,0.000383346,9.01424
PV α7 + SOM α7 + SOM β2,prediction,3,27,1.07745,9.02369e-05,1.07543,0.00383963,8.78207
PV α7 + SOM α7 + SOM β2,prediction,3,28,1.21394,9.16765e-05,1.11278,0.00360384,9.07808
PV α7 + SOM α7 + SOM β2,prediction,3,29,1.22305,9.23083e-05,1.10647,0.00108929,9.35706
PV α7 + SOM α7 + SOM β2,prediction,3,30,1.08512,9.12317e-05,1.0574,0.00348324,9.24351
PV α7 + SOM α7 + SOM β2,prediction,3,31,1.15689,9.1155e-05,1.09936,0.00352217,9.00419
PV α7 + SOM α7 + SOM β2,prediction,3,32,1.12213,9.11837e-05,1.08402,0.00154228,9.13393
PV α7 + SOM α7 + SOM β2,prediction,3,33,1.18863,9.15946e-05,1.09827,0.00167045,9.136
PV α7 + SOM α7 + SOM β2,prediction,3,34,1.17741,9.14968e-05,1.09958,0.00139923,9.20802
PV α7 + SOM α7 + SOM β2,prediction,3,35,1.14141,9.09556e-05,1.09125,0.0021792,8.86264
PV α7 + SOM α7 + SOM β2,prediction,3,36,0.97678,8.98047e-05,1.0383,0.00393412,8.76418
PV α7 + SOM α7 + SOM β2,prediction,3,37,1.08463,9.08652e-05,1.06993,0.00186906,9.00881
PV α7 + SOM α7 + SOM β2,prediction,3,38,1.11073,9.0948e-05,1.07339,0.00551201,8.98988
PV α7 + SOM α7 + SOM β2,prediction,3,39,1.06982,9.07942e-05,1.07247,0.00152643,8.98588
PV α7 + SOM α7 + SOM β2,prediction,3,40,1.12918,9.13803e-05,1.08726,0.00196999,9.05863
PV α7 + SOM α7 + SOM β2,prediction,3,41,1.13519,9.14805e-05,1.07489,0.00112472,9.17251
PV α7 + SOM α7 + SOM β2,prediction,3,42,1.16498,9.13052e-05,1.10115,0.00203262,8.99447
PV α7 + SOM α7 + SOM β2,prediction,3,43,1.12514,9.13435e-05,1.07624,0.00168996,9.11108
PV α7 + SOM α7 + SOM β2,prediction,3,44,1.10766,9.07928e-05,1.0765,0.00183998,8.88771
PV α7 + SOM α7 + SOM β2,prediction,3,45,1.11351,9.12997e-05,1.08367,0.00143973,9.12482
PV α7 + SOM α7 + SOM β2,prediction,3,46,1.19938,9.16264e-05,1.10749,0.000856358,9.1215
PV α7 + SOM α7 + SOM β2,prediction,3,47,1.07536,9.09547e-05,1.06775,0.00349678,9.1222
PV α7 + SOM α7 + SOM β2,prediction,3,48,1.11726,9.07118e-05,1.09163,0.00343511,8.87716
PV α7 + SOM α7 + SOM β2,prediction,3,49,1.0919,9.11096e-05,1.07157,0.00195598,9.0566
PV α7 + SOM α7 + VIP α5,prediction,3,0,1.10548,0.00259351,1.07944,6.37384e-08,8.99237
PV α7 + SOM α7 + VIP α5,prediction,3,1,1.09661,0.00262133,1.07632,6.32273e-08,9.13276
PV α7 + SOM α7 + VIP α5,prediction,3,2,1.12522,0.00263157,1.0838,7.69319e-08,9.00337
PV α7 + SOM α7 + VIP α5,prediction,3,3,1.08803,0.00266012,1.06478,6.51459e-08,9.29226
PV α7 + SOM α7 + VIP α5,prediction,3,4,1.18079,0.0027087,1.09518,8.88381e-08,9.21443
PV α7 + SOM α7 + VIP α5,prediction,3,5,1.14323,0.00264054,1.08791,8.88083e-08,9.0456
PV α7 + SOM α7 + VIP α5,prediction,3,6,1.07363,0.00258649,1.07192,6.57214e-08,8.97798
PV α7 + SOM α7 + VIP α5,prediction,3,7,1.09509,0.002577,1.08247,1.29782e-07,8.87503
PV α7 + SOM α7 + VIP α5,prediction,3,8,1.08614,0.00258423,1.08414,1.66453e-07,8.93161
PV α7 + SOM α7 + VIP α5,prediction,3,9,1.07935,0.00255669,1.07407,7.73e-08,8.89569
PV α7 + SOM α7 + VIP α5,prediction,3,10,1.12627,0.00263809,1.08485,1.41364e-07,9.01684
PV α7 + SOM α7 + VIP α5,prediction,3,11,1.08589,0.00260559,1.06418,1.53821e-07,9.04724
PV α7 + SOM α7 + VIP α5,prediction,3,12,1.0873,0.00262074,1.05835,4.68937e-08,9.0989
PV α7 + SOM α7 + VIP α5,prediction,3,13,1.02538,0.00255095,1.04852,1.08114e-07,8.89411
PV α7 + SOM α7 + VIP α5,prediction,3,14,1.08327,0.00264356,1.05296,4.57615e-08,9.26675
PV α7 + SOM α7 + VIP α5,prediction,3,15,1.06251,0.0025916,1.0556,6.93207e-08,9.03339
PV α7 + SOM α7 + VIP α5,prediction,3,16,1.07106,0.00252779,1.08063,1.15214e-07,8.81255
PV α7 + SOM α7 + VIP α5,prediction,3,17,1.09772,0.002594,1.07849,1.23941e-07,8.97556
PV α7 + SOM α7 + VIP α5,prediction,3,18,1.03828,0.0025454,1.0598,9.992e-08,8.84187
PV α7 + SOM α7 + VIP α5,prediction,3,19,1.09083,0.00258929,1.07058,1.65382e-07,8.89836
PV α7 + SOM α7 + VIP α5,prediction,3,20,1.02839,0.00262537,1.0428,7.75422e-08,9.28853
PV α7 + SOM α7 + VIP α5,prediction,3,21,1.136,0.00266419,1.07344,5.2855e-08,9.29262
PV α7 + SOM α7 + VIP α5,prediction,3,22,1.15636,0.00264015,1.10011,9.39756e-08,9.00327
PV α7 + SOM α7 + VIP α5,prediction,3,23,1.11766,0.00261742,1.09105,1.33914e-07,8.97744
PV α7 + SOM α7 + VIP α5,prediction,3,24,1.10583,0.0026589,1.06629,5.09288e-08,9.2113
PV α7 + SOM α7 + VIP α5,prediction,3,25,1.11647,0.00259598,1.08968,1.54667e-07,8.91297
PV α7 + SOM α7 + VIP α5,prediction,3,26,1.17487,0.00269404,1.09858,1.23113e-07,9.10463
PV α7 + SOM α7 + VIP α5,prediction,3,27,1.11989,0.00262084,1.08401,1.85764e-07,9.00633
PV α7 + SOM α7 + VIP α5,prediction,3,28,1.0685,0.00254682,1.06978,1.36469e-07,8.80491
PV α7 + SOM α7 + VIP α5,prediction,3,29,1.10024,0.00261003,1.08101,6.60051e-08,9.03588
PV α7 + SOM α7 + VIP α5,prediction,3,30,1.11749,0.00262347,1.08214,7.37747e-08,9.05082
PV α7 + SOM α7 + VIP α5,prediction,3,31,1.17305,0.0027099,1.09443,2.57764e-07,9.12563
PV α7 + SOM α7 + VIP α5,prediction,3,32,1.11534,0.00262759,1.08221,6.8561e-08,9.00656
PV α7 + SOM α7 + VIP α5,prediction,3,33,1.18463,0.00267789,1.10452,2.8239e-07,9.02759
PV α7 + SOM α7 + VIP α5,prediction,3,34,1.10855,0.00262873,1.07895,6.78847e-08,9.07083
PV α7 + SOM α7 + VIP α5,prediction,3,35,1.08527,0.00264092,1.06379,7.51631e-08,9.13402
PV α7 + SOM α7 + VIP α5,prediction,3,36,1.15597,0.00268254,1.0969,5.86591e-08,9.20838
PV α7 + SOM α7 + VIP α5,prediction,3,37,1.21312,0.00270593,1.11097,8.59869e-08,9.12024
PV α7 + SOM α7 + VIP α5,prediction,3,38,1.10497,0.00260764,1.08517,9.86638e-08,8.96449
PV α7 + SOM α7 + VIP α5,prediction,3,39,1.11683,0.00261309,1.08742,6.97587e-08,9.04085
PV α7 + SOM α7 + VIP α5,prediction,3,40,1.09639,0.00259359,1.0687,1.12352e-07,8.94557
PV α7 + SOM α7 + VIP α5,prediction,3,41,1.13579,0.00265662,1.07779,2.06892e-07,9.1522
PV α7 + SOM α7 + VIP α5,prediction,3,42,1.12539,0.00266342,1.07754,8.92797e-08,9.15254
PV α7 + SOM α7 + VIP α5,prediction,3,43,1.10415,0.00256762,1.07994,9.58277e-08,8.86703
PV α7 + SOM α7 + VIP α5,prediction,3,44,1.06007,0.00261069,1.05176,3.77325e-08,9.19881
PV α7 + SOM α7 + VIP α5,prediction,3,45,1.09388,0.00257762,1.08063,1.10697e-07,8.89084
PV α7 + SOM α7 + VIP α5,prediction,3,46,1.05521,0.00255524,1.05752,1.19307e-07,8.93865
PV α7 + SOM α7 + VIP α5,prediction,3,47,1.19943,0.00267333,1.11591,1.12006e-07,8.99223
PV α7 + SOM α7 + VIP α5,prediction,3,48,1.08945,0.00259202,1.07494,7.73628e-08,8.97724
PV α7 + SOM α7 + VIP α5,prediction,3,49,1.15161,0.00264716,1.08557,5.19493e-08,9.12035
PV α7 + SOM α7 + NDNF α7,target,3,0,1.79851,0.00274844,1.49071,0.082147,7.68866
PV α7 + SOM α7 + NDNF α7,target,3,1,1.6873,0.00259202,1.46936,0.100203,7.33225
PV α7 + SOM α7 + NDNF α7,target,3,2,1.69268,0.00264205,1.46477,0.0974374,7.47946
PV α7 + SOM α7 + NDNF α7,target,3,3,1.59839,0.00250009,1.44078,0.124313,7.13468
PV α7 + SOM α7 + NDNF α7,target,3,4,1.43908,0.00243348,1.3967,0.0831937,7.11919
PV α7 + SOM α7 + NDNF α7,target,3,5,1.70686,0.00262461,1.46814,0.12065,7.42689
PV α7 + SOM α7 + NDNF α7,target,3,6,1.69056,0.00260594,1.46739,0.106001,7.38421
PV α7 + SOM α7 + NDNF α7,target,3,7,1.62278,0.00251739,1.45094,0.127076,7.13945
PV α7 + SOM α7 + NDNF α7,target,3,8,1.68119,0.00263003,1.45674,0.104672,7.44107
PV α7 + SOM α7 + NDNF α7,target,3,9,1.75058,0.00269666,1.47314,0.092297,7.58184
PV α7 + SOM α7 + NDNF α7,target,3,10,1.55501,0.0025454,1.42508,0.092466,7.3041
PV α7 + SOM α7 + NDNF α7,target,3,11,1.57395,0.00249492,1.43843,0.116445,7.19195
PV α7 + SOM α7 + NDNF α7,target,3,12,1.58102,0.00251168,1.44317,0.104335,7.19095
PV α7 + SOM α7 + NDNF α7,target,3,13,1.73322,0.00274946,1.45778,0.0670003,7.80365
PV α7 + SOM α7 + NDNF α7,target,3,14,1.67199,0.00259628,1.46425,0.108623,7.37765
PV α7 + SOM α7 + NDNF α7,target,3,15,1.70782,0.00267087,1.46186,0.0992587,7.49853
PV α7 + SOM α7 + NDNF α7,target,3,16,1.64965,0.00259114,1.4508,0.113143,7.34975
PV α7 + SOM α7 + NDNF α7,target,3,17,1.73198,0.00268036,1.47031,0.104753,7.55465
PV α7 + SOM α7 + NDNF α7,target,3,18,1.6787,0.00258747,1.46523,0.105358,7.35776
PV α7 + SOM α7 + NDNF α7,target,3,19,1.64047,0.00252068,1.4643,0.126565,7.19248
PV α7 + SOM α7 + NDNF α7,target,3,20,1.81218,0.00275223,1.49182,0.0855912,7.65114
PV α7 + SOM α7 + NDNF α7,target,3,21,1.69456,0.00258759,1.46894,0.105295,7.29152
PV α7 + SOM α7 + NDNF α7,target,3,22,1.75759,0.00269037,1.47937,0.102767,7.55629
PV α7 + SOM α7 + NDNF α7,target,3,23,1.60659,0.00253592,1.44465,0.097566,7.21651
PV α7 + SOM α7 + NDNF α7,target,3,24,1.65902,0.00253675,1.44424,0.131939,7.18202
PV α7 + SOM α7 + NDNF α7,target,3,25,1.59203,0.00254638,1.43977,0.101291,7.28154
PV α7 + SOM α7 + NDNF α7,target,3,26,1.80474,0.00267664,1.49171,0.130377,7.45037
PV α7 + SOM α7 + NDNF α7,target,3,27,1.6515,0.00256268,1.45605,0.109307,7.31322
PV α7 + SOM α7 + NDNF α7,target,3,28,1.63269,0.00256645,1.45041,0.116977,7.28364
PV α7 + SOM α7 + NDNF α7,target,3,29,1.62939,0.0025668,1.45375,0.0991454,7.32407
PV α7 + SOM α7 + NDNF α7,target,3,30,1.65263,0.00261304,1.45371,0.0869957,7.41968
PV α7 + SOM α7 + NDNF α7,target,3,31,1.65229,0.00253038,1.46443,0.135239,7.15654
PV α7 + SOM α7 + NDNF α7,target,3,32,1.58482,0.00252081,1.42763,0.126205,7.26374
PV α7 + SOM α7 + NDNF α7,target,3,33,1.66525,0.00258973,1.45552,0.10824,7.30474
PV α7 + SOM α7 + NDNF α7,target,3,34,1.67257,0.00259837,1.44996,0.10393,7.34767
PV α7 + SOM α7 + NDNF α7,target,3,35,1.65876,0.00263811,1.44997,0.0809296,7.4696
PV α7 + SOM α7 + NDNF α7,target,3,36,1.80956,0.00274156,1.49253,0.087954,7.65586
PV α7 + SOM α7 + NDNF α7,target,3,37,1.62421,0.00253047,1.44141,0.125535,7.23675
PV α7 + SOM α7 + NDNF α7,target,3,38,1.70041,0.00265695,1.46634,0.0982685,7.51441
PV α7 + SOM α7 + NDNF α7,target,3,39,1.53419,0.00250625,1.42627,0.090822,7.23954
PV α7 + SOM α7 + NDNF α7,target,3,40,1.67759,0.00260127,1.45033,0.0912749,7.37772
PV α7 + SOM α7 + NDNF α7,target,3,41,1.64113,0.00262235,1.44473,0.0947515,7.43813
PV α7 + SOM α7 + NDNF α7,target,3,42,1.566,0.00250901,1.43234,0.107002,7.19605
PV α7 + SOM α7 + NDNF α7,target,3,43,1.68268,0.00257488,1.46091,0.114508,7.28951
PV α7 + SOM α7 + NDNF α7,target,3,44,1.54285,0.00253509,1.42725,0.0905615,7.27994
PV α7 + SOM α7 + NDNF α7,target,3,45,1.70589,0.00264801,1.4706,0.116465,7.40349
PV α7 + SOM α7 + NDNF α7,target,3,46,1.66104,0.00256188,1.45335,0.12415,7.25857
PV α7 + SOM α7 + NDNF α7,target,3,47,1.70817,0.0026005,1.47408,0.111785,7.29125
PV α7 + SOM α7 + NDNF α7,target,3,48,1.75101,0.00267699,1.47858,0.0962078,7.49269
PV α7 + SOM α7 + NDNF α7,target,3,49,1.72208,0.00266308,1.46346,0.122656,7.46712
PV α7 + SOM α7 + NDNF β2,prediction,3,0,1.5784,0.0027025,1.3231,0.0324464,7.26735
PV α7 + SOM α7 + NDNF β2,prediction,3,1,1.56925,0.0026573,1.31482,0.0531817,7.18387
PV α7 + SOM α7 + NDNF β2,prediction,3,2,1.60136,0.00269037,1.323,0.0746502,7.18395
PV α7 + SOM α7 + NDNF β2,prediction,3,3,1.45575,0.0025874,1.29185,0.0371426,7.07956
PV α7 + SOM α7 + NDNF β2,prediction,3,4,1.54143,0.00271964,1.30213,0.0467422,7.29909
PV α7 + SOM α7 + NDNF β2,prediction,3,5,1.54693,0.00268589,1.30719,0.0359754,7.25221
PV α7 + SOM α7 + NDNF β2,prediction,3,6,1.49743,0.00263231,1.30345,0.0328488,7.14185
PV α7 + SOM α7 + NDNF β2,prediction,3,7,1.34795,0.00244005,1.26356,0.0708058,6.70626
PV α7 + SOM α7 + NDNF β2,prediction,3,8,1.49261,0.00268063,1.29021,0.0300259,7.32644
PV α7 + SOM α7 + NDNF β2,prediction,3,9,1.46644,0.00265188,1.28888,0.0344609,7.25102
PV α7 + SOM α7 + NDNF β2,prediction,3,10,1.45708,0.00263446,1.28868,0.03642,7.15954
PV α7 + SOM α7 + NDNF β2,prediction,3,11,1.48924,0.002605,1.29322,0.0406064,7.0741
PV α7 + SOM α7 + NDNF β2,prediction,3,12,1.50798,0.00259264,1.31263,0.0580816,6.93033
PV α7 + SOM α7 + NDNF β2,prediction,3,13,1.48006,0.00261693,1.28545,0.0520736,7.088
