phenotype,category,ko_count,run_idx,PYR,SOM,PV,VIP,NDNF
SOM α7 + SOM β2 + NDNF β2,prediction,3,1,1.27479,9.1559e-05,1.75268,0.00985437,7.1408
SOM α7 + SOM β2 + NDNF β2,prediction,3,2,1.27706,9.19203e-05,1.73705,0.0111157,7.33435
SOM α7 + SOM β2 + NDNF β2,prediction,3,3,1.34025,9.24772e-05,1.75696,0.00980118,7.24635
SOM α7 + SOM β2 + NDNF β2,prediction,3,4,1.33381,9.18201e-05,1.75902,0.0141467,7.13337
SOM α7 + SOM β2 + NDNF β2,prediction,3,5,1.33814,9.18588e-05,1.75572,0.0178733,7.18667
SOM α7 + SOM β2 + NDNF β2,prediction,3,6,1.33858,9.23351e-05,1.76333,0.00864066,7.20862
SOM α7 + SOM β2 + NDNF β2,prediction,3,7,1.25521,9.18108e-05,1.73294,0.0106626,7.26254
SOM α7 + SOM β2 + NDNF β2,prediction,3,8,1.23258,9.09801e-05,1.73256,0.0173447,7.0355
SOM α7 + SOM β2 + NDNF β2,prediction,3,9,1.29164,9.1064e-05,1.75384,0.0249959,7.0651
SOM α7 + SOM β2 + NDNF β2,prediction,3,10,1.18492,9.13823e-05,1.71963,0.0112103,7.23137
SOM α7 + SOM β2 + NDNF β2,prediction,3,11,1.26416,9.15345e-05,1.73528,0.0147928,7.23353
SOM α7 + SOM β2 + NDNF β2,prediction,3,12,1.29389,9.16436e-05,1.7418,0.0176627,7.17462
SOM α7 + SOM β2 + NDNF β2,prediction,3,13,1.32302,9.14107e-05,1.75074,0.0201318,7.0633
SOM α7 + SOM β2 + NDNF β2,prediction,3,14,1.30851,9.11453e-05,1.75257,0.0233087,7.08612
SOM α7 + SOM β2 + NDNF β2,prediction,3,15,1.24178,9.13287e-05,1.73963,0.0104881,7.10712
SOM α7 + SOM β2 + NDNF β2,prediction,3,16,1.28088,9.16995e-05,1.74169,0.0111988,7.20021
SOM α7 + SOM β2 + NDNF β2,prediction,3,17,1.26191,9.12635e-05,1.75005,0.0125285,7.03131
SOM α7 + SOM β2 + NDNF β2,prediction,3,18,1.33713,9.20735e-05,1.7607,0.00994359,7.11497
SOM α7 + SOM β2 + NDNF β2,prediction,3,19,1.18346,9.06511e-05,1.71454,0.0233335,6.98274
SOM α7 + SOM β2 + NDNF β2,prediction,3,20,1.30139,9.09281e-05,1.75805,0.0240456,6.94083
SOM α7 + SOM β2 + NDNF β2,prediction,3,21,1.33048,9.25127e-05,1.75862,0.00756369,7.33844
SOM α7 + SOM β2 + NDNF β2,prediction,3,22,1.11495,9.07393e-05,1.7002,0.0054259,7.11063
SOM α7 + SOM β2 + NDNF β2,prediction,3,23,1.23336,9.08085e-05,1.73555,0.0159493,6.98798
SOM α7 + SOM β2 + NDNF β2,prediction,3,24,1.22241,9.07683e-05,1.73629,0.0146825,6.89392
SOM α7 + SOM β2 + NDNF β2,prediction,3,25,1.27332,9.13689e-05,1.75973,0.0118586,7.06412
SOM α7 + SOM β2 + NDNF β2,prediction,3,26,1.25384,9.1337e-05,1.74466,0.0110804,7.09101
SOM α7 + SOM β2 + NDNF β2,prediction,3,27,1.26999,9.21551e-05,1.74253,0.00825354,7.37166
SOM α7 + SOM β2 + NDNF β2,prediction,3,28,1.27496,9.18274e-05,1.75001,0.00657922,7.16987
SOM α7 + SOM β2 + NDNF β2,prediction,3,29,1.32628,9.19517e-05,1.75117,0.0185464,7.10921
SOM α7 + SOM β2 + NDNF β2,prediction,3,30,1.27066,9.14771e-05,1.73602,0.022324,7.30347
SOM α7 + SOM β2 + NDNF β2,prediction,3,31,1.29256,9.18032e-05,1.74911,0.0121487,7.16395
SOM α7 + SOM β2 + NDNF β2,prediction,3,32,1.34766,9.16228e-05,1.77848,0.0139928,7.15455
SOM α7 + SOM β2 + NDNF β2,prediction,3,33,1.24848,9.07616e-05,1.75128,0.0161488,6.88572
SOM α7 + SOM β2 + NDNF β2,prediction,3,34,1.31016,9.19485e-05,1.75822,0.00777676,7.21965
SOM α7 + SOM β2 + NDNF β2,prediction,3,35,1.29733,9.12427e-05,1.76686,0.0143685,7.05832
SOM α7 + SOM β2 + NDNF β2,prediction,3,36,1.3382,9.25723e-05,1.76742,0.00495914,7.43963
SOM α7 + SOM β2 + NDNF β2,prediction,3,37,1.33988,9.24066e-05,1.765,0.0103266,7.4436
SOM α7 + SOM β2 + NDNF β2,prediction,3,38,1.26696,9.20623e-05,1.74512,0.00730003,7.26748
SOM α7 + SOM β2 + NDNF β2,prediction,3,39,1.29935,9.15773e-05,1.75765,0.0142116,7.11159
SOM α7 + SOM β2 + NDNF β2,prediction,3,40,1.19917,9.11228e-05,1.72076,0.00876386,7.04818
SOM α7 + SOM β2 + NDNF β2,prediction,3,41,1.25956,9.14906e-05,1.74706,0.00834814,7.0996
SOM α7 + SOM β2 + NDNF β2,prediction,3,42,1.36215,9.20934e-05,1.75834,0.0182065,7.10223
SOM α7 + SOM β2 + NDNF β2,prediction,3,43,1.2858,9.1498e-05,1.74473,0.0116878,7.15355
SOM α7 + SOM β2 + NDNF β2,prediction,3,44,1.24574,9.16333e-05,1.73195,0.0105096,7.22345
SOM α7 + SOM β2 + NDNF β2,prediction,3,45,1.3176,9.22882e-05,1.75709,0.00875519,7.26043
SOM α7 + SOM β2 + NDNF β2,prediction,3,46,1.35443,9.22447e-05,1.76447,0.0155958,7.22079
SOM α7 + SOM β2 + NDNF β2,prediction,3,47,1.25622,9.13285e-05,1.74467,0.0120885,6.97658
SOM α7 + SOM β2 + NDNF β2,prediction,3,48,1.25414,9.17459e-05,1.73836,0.011272,7.22338
SOM α7 + SOM β2 + NDNF β2,prediction,3,49,1.2977,9.17797e-05,1.7471,0.0160089,7.16772
SOM α7 + VIP α5 + NDNF α7,prediction,3,0,1.41462,0.00268083,1.92844,6.68802e-06,7.44427
SOM α7 + VIP α5 + NDNF α7,prediction,3,1,1.40478,0.00269864,1.92378,4.68718e-06,7.52662
SOM α7 + VIP α5 + NDNF α7,prediction,3,2,1.42677,0.00268505,1.93935,3.81472e-06,7.47372
SOM α7 + VIP α5 + NDNF α7,prediction,3,3,1.29067,0.0025348,1.91098,3.49984e-06,7.1817
SOM α7 + VIP α5 + NDNF α7,prediction,3,4,1.42752,0.00262156,1.94538,5.63209e-06,7.21703
SOM α7 + VIP α5 + NDNF α7,prediction,3,5,1.42072,0.00275161,1.93397,1.67535e-06,7.80735
SOM α7 + VIP α5 + NDNF α7,prediction,3,6,1.48255,0.00274983,1.9469,6.70231e-06,7.53083
SOM α7 + VIP α5 + NDNF α7,prediction,3,7,1.35169,0.00263899,1.91018,5.87675e-06,7.4233
SOM α7 + VIP α5 + NDNF α7,prediction,3,8,1.35524,0.0025445,1.91824,1.24135e-05,7.02661
SOM α7 + VIP α5 + NDNF α7,prediction,3,9,1.45399,0.0027323,1.94885,4.0529e-06,7.53805
SOM α7 + VIP α5 + NDNF α7,prediction,3,10,1.33972,0.00260349,1.92477,4.35416e-06,7.36581
SOM α7 + VIP α5 + NDNF α7,prediction,3,11,1.38214,0.00259823,1.91821,4.6713e-06,7.21476
SOM α7 + VIP α5 + NDNF α7,prediction,3,12,1.4934,0.00274616,1.95958,3.04571e-06,7.57503
SOM α7 + VIP α5 + NDNF α7,prediction,3,13,1.40742,0.00266632,1.92484,6.1085e-06,7.36862
SOM α7 + VIP α5 + NDNF α7,prediction,3,14,1.49418,0.00271335,1.97267,7.58157e-06,7.39386
SOM α7 + VIP α5 + NDNF α7,prediction,3,15,1.28475,0.0025403,1.89138,6.27117e-06,7.11794
SOM α7 + VIP α5 + NDNF α7,prediction,3,16,1.41115,0.0027112,1.92367,2.01949e-06,7.64276
SOM α7 + VIP α5 + NDNF α7,prediction,3,17,1.3634,0.00261613,1.92808,1.52534e-05,7.23272
SOM α7 + VIP α5 + NDNF α7,prediction,3,18,1.36365,0.00265317,1.92109,2.57723e-06,7.47967
SOM α7 + VIP α5 + NDNF α7,prediction,3,19,1.36384,0.00261441,1.92491,5.83107e-06,7.31215
SOM α7 + VIP α5 + NDNF α7,prediction,3,20,1.44698,0.00269289,1.94094,9.5104e-06,7.34929
SOM α7 + VIP α5 + NDNF α7,prediction,3,21,1.45913,0.00273,1.96208,2.88224e-06,7.57566
SOM α7 + VIP α5 + NDNF α7,prediction,3,22,1.40226,0.00266326,1.94242,7.60561e-06,7.42984
SOM α7 + VIP α5 + NDNF α7,prediction,3,23,1.31754,0.00255467,1.90522,2.63179e-05,7.03342
SOM α7 + VIP α5 + NDNF α7,prediction,3,24,1.27689,0.00257814,1.88614,5.32758e-06,7.28288
SOM α7 + VIP α5 + NDNF α7,prediction,3,25,1.33904,0.00256738,1.92734,4.11243e-06,7.19747
SOM α7 + VIP α5 + NDNF α7,prediction,3,26,1.36543,0.00262461,1.92564,3.80215e-06,7.38012
SOM α7 + VIP α5 + NDNF α7,prediction,3,27,1.40577,0.00266694,1.93019,3.25524e-06,7.39843
SOM α7 + VIP α5 + NDNF α7,prediction,3,28,1.45487,0.00278036,1.94031,4.50984e-06,7.68577
SOM α7 + VIP α5 + NDNF α7,prediction,3,29,1.43766,0.00270732,1.93869,3.22652e-06,7.5749
SOM α7 + VIP α5 + NDNF α7,prediction,3,30,1.44227,0.00272214,1.94985,4.7272e-06,7.55455
SOM α7 + VIP α5 + NDNF α7,prediction,3,31,1.35986,0.00264317,1.93289,1.33818e-05,7.41261
SOM α7 + VIP α5 + NDNF α7,prediction,3,32,1.45775,0.00270161,1.94375,5.49127e-06,7.50421
SOM α7 + VIP α5 + NDNF α7,prediction,3,33,1.35012,0.00268976,1.90022,6.5142e-06,7.52487
SOM α7 + VIP α5 + NDNF α7,prediction,3,34,1.39781,0.00263439,1.93933,5.09287e-06,7.32472
SOM α7 + VIP α5 + NDNF α7,prediction,3,35,1.36229,0.00259175,1.91849,1.07872e-05,7.21072
SOM α7 + VIP α5 + NDNF α7,prediction,3,36,1.37021,0.00263572,1.92297,1.7479e-05,7.30163
SOM α7 + VIP α5 + NDNF α7,prediction,3,37,1.44552,0.00270565,1.94125,2.53982e-06,7.56223
SOM α7 + VIP α5 + NDNF α7,prediction,3,38,1.38832,0.00267035,1.92695,5.54133e-06,7.42684
SOM α7 + VIP α5 + NDNF α7,prediction,3,39,1.45715,0.00270892,1.9573,3.83573e-06,7.51896
SOM α7 + VIP α5 + NDNF α7,prediction,3,40,1.39651,0.00265802,1.92424,4.70198e-06,7.35609
SOM α7 + VIP α5 + NDNF α7,prediction,3,41,1.52129,0.00279948,1.95772,4.81366e-06,7.61017
SOM α7 + VIP α5 + NDNF α7,prediction,3,42,1.40891,0.00267443,1.93719,7.18988e-06,7.42077
SOM α7 + VIP α5 + NDNF α7,prediction,3,43,1.40318,0.00262777,1.92904,1.39845e-05,7.26571
SOM α7 + VIP α5 + NDNF α7,prediction,3,44,1.51179,0.00272322,1.96805,9.99443e-06,7.37546
SOM α7 + VIP α5 + NDNF α7,prediction,3,45,1.45637,0.00274197,1.94361,6.90243e-06,7.61809
SOM α7 + VIP α5 + NDNF α7,prediction,3,46,1.4151,0.00264364,1.93493,7.8641e-06,7.22396
SOM α7 + VIP α5 + NDNF α7,prediction,3,47,1.4094,0.00270126,1.92792,2.13758e-06,7.56405
SOM α7 + VIP α5 + NDNF α7,prediction,3,48,1.39572,0.00268121,1.93019,3.40454e-05,7.41525
SOM α7 + VIP α5 + NDNF α7,prediction,3,49,1.47855,0.00276895,1.96005,4.31289e-06,7.62299
SOM α7 + VIP α5 + NDNF β2,prediction,3,0,1.23307,0.00265675,1.7264,9.66906e-07,7.26026
SOM α7 + VIP α5 + NDNF β2,prediction,3,1,1.30023,0.00269926,1.74835,1.15588e-06,7.34415
SOM α7 + VIP α5 + NDNF β2,prediction,3,2,1.26242,0.00263867,1.74572,1.19237e-06,7.18203
SOM α7 + VIP α5 + NDNF β2,prediction,3,3,1.3269,0.00268958,1.75583,2.79488e-06,7.10973
SOM α7 + VIP α5 + NDNF β2,prediction,3,4,1.3228,0.00265862,1.76504,2.43623e-06,7.06082
SOM α7 + VIP α5 + NDNF β2,prediction,3,5,1.31731,0.00266133,1.76187,2.2573e-06,7.12066
SOM α7 + VIP α5 + NDNF β2,prediction,3,6,1.29811,0.00264399,1.76335,8.90376e-07,7.18189
SOM α7 + VIP α5 + NDNF β2,prediction,3,7,1.27616,0.00259525,1.75095,4.5089e-06,6.87284
SOM α7 + VIP α5 + NDNF β2,prediction,3,8,1.30898,0.00266289,1.7651,3.64831e-06,7.10711
SOM α7 + VIP α5 + NDNF β2,prediction,3,9,1.19558,0.00258346,1.7136,1.32979e-06,7.01797
SOM α7 + VIP α5 + NDNF β2,prediction,3,10,1.19626,0.00258826,1.71692,7.0657e-07,7.15771
SOM α7 + VIP α5 + NDNF β2,prediction,3,11,1.29163,0.00267388,1.74661,1.76075e-06,7.17769
SOM α7 + VIP α5 + NDNF β2,prediction,3,12,1.31187,0.00263928,1.75726,2.66964e-06,7.03127
SOM α7 + VIP α5 + NDNF β2,prediction,3,13,1.35694,0.00274029,1.77583,3.34787e-06,7.24879
SOM α7 + VIP α5 + NDNF β2,prediction,3,14,1.23913,0.00261924,1.73526,1.34042e-06,7.11073
SOM α7 + VIP α5 + NDNF β2,prediction,3,15,1.20044,0.0025678,1.72279,2.66519e-06,7.00632
SOM α7 + VIP α5 + NDNF β2,prediction,3,16,1.32915,0.00268422,1.76602,8.11436e-07,7.26184
SOM α7 + VIP α5 + NDNF β2,prediction,3,17,1.25865,0.00263272,1.74482,3.81274e-06,7.10654
SOM α7 + VIP α5 + NDNF β2,prediction,3,18,1.29476,0.00262225,1.75676,1.82977e-06,7.01033
SOM α7 + VIP α5 + NDNF β2,prediction,3,19,1.19339,0.0025074,1.72722,2.17524e-06,6.76648
SOM α7 + VIP α5 + NDNF β2,prediction,3,20,1.29575,0.00268703,1.74077,3.25171e-06,7.1226
SOM α7 + VIP α5 + NDNF β2,prediction,3,21,1.38975,0.00278118,1.78901,4.85509e-07,7.46079
SOM α7 + VIP α5 + NDNF β2,prediction,3,22,1.23381,0.00256853,1.74389,1.12984e-06,7.00877
SOM α7 + VIP α5 + NDNF β2,prediction,3,23,1.22793,0.00266001,1.73265,2.17797e-06,7.30142
SOM α7 + VIP α5 + NDNF β2,prediction,3,24,1.32253,0.0026733,1.75863,1.69878e-06,7.09104
SOM α7 + VIP α5 + NDNF β2,prediction,3,25,1.22653,0.00255566,1.73508,2.23235e-06,6.91249
SOM α7 + VIP α5 + NDNF β2,prediction,3,26,1.287,0.00269627,1.75013,6.90637e-07,7.35631
SOM α7 + VIP α5 + NDNF β2,prediction,3,27,1.30518,0.00264961,1.7544,1.43064e-06,7.06133
SOM α7 + VIP α5 + NDNF β2,prediction,3,28,1.31461,0.00267273,1.76053,4.132e-06,7.11814
SOM α7 + VIP α5 + NDNF β2,prediction,3,29,1.21889,0.00260092,1.72366,1.36394e-06,7.07442
SOM α7 + VIP α5 + NDNF β2,prediction,3,30,1.21422,0.00261455,1.71894,8.62361e-07,7.2018
SOM α7 + VIP α5 + NDNF β2,prediction,3,31,1.25846,0.00268286,1.74382,5.85702e-07,7.34578
SOM α7 + VIP α5 + NDNF β2,prediction,3,32,1.33785,0.00267276,1.77133,1.03341e-06,7.15215
SOM α7 + VIP α5 + NDNF β2,prediction,3,33,1.32085,0.00271345,1.75613,9.86311e-07,7.28089
SOM α7 + VIP α5 + NDNF β2,prediction,3,34,1.29255,0.00265227,1.76352,7.47244e-07,7.20281
SOM α7 + VIP α5 + NDNF β2,prediction,3,35,1.28106,0.0026162,1.74861,1.87399e-06,7.00795
SOM α7 + VIP α5 + NDNF β2,prediction,3,36,1.27536,0.00264257,1.74691,1.24984e-06,7.20008
SOM α7 + VIP α5 + NDNF β2,prediction,3,37,1.19204,0.00257436,1.72295,7.50028e-06,7.10084
SOM α7 + VIP α5 + NDNF β2,prediction,3,38,1.30769,0.00264711,1.76145,3.26396e-06,7.08199
SOM α7 + VIP α5 + NDNF β2,prediction,3,39,1.35828,0.00272256,1.76841,1.63576e-06,7.27466
SOM α7 + VIP α5 + NDNF β2,prediction,3,40,1.23207,0.00259035,1.73019,1.42096e-06,7.03859
SOM α7 + VIP α5 + NDNF β2,prediction,3,41,1.2416,0.00259254,1.74673,1.35011e-06,7.06115
SOM α7 + VIP α5 + NDNF β2,prediction,3,42,1.33496,0.00269973,1.764,1.0168e-06,7.20192
SOM α7 + VIP α5 + NDNF β2,prediction,3,43,1.32647,0.00271726,1.767,8.27486e-07,7.32612
SOM α7 + VIP α5 + NDNF β2,prediction,3,44,1.24446,0.00257558,1.7383,5.5251e-06,6.9303
SOM α7 + VIP α5 + NDNF β2,prediction,3,45,1.28684,0.00264147,1.74713,9.81491e-07,7.18674
SOM α7 + VIP α5 + NDNF β2,prediction,3,46,1.31109,0.00272092,1.7567,2.29261e-06,7.36376
SOM α7 + VIP α5 + NDNF β2,prediction,3,47,1.24993,0.002662,1.74787,2.53178e-06,7.23895
SOM α7 + VIP α5 + NDNF β2,prediction,3,48,1.23983,0.00264902,1.73123,1.01092e-06,7.27537
SOM α7 + VIP α5 + NDNF β2,prediction,3,49,1.21391,0.00254966,1.7378,1.99457e-06,6.91789
SOM α7 + NDNF α7 + NDNF β2,prediction,3,0,2.0071,0.00266333,2.2027,0.249963,6.01886
SOM α7 + NDNF α7 + NDNF β2,prediction,3,1,1.80551,0.0024555,2.15695,0.282118,5.69959
SOM α7 + NDNF α7 + NDNF β2,prediction,3,2,1.80264,0.00235145,2.14853,0.372293,5.52511
SOM α7 + NDNF α7 + NDNF β2,prediction,3,3,1.80253,0.00244033,2.14903,0.3036,5.61246
SOM α7 + NDNF α7 + NDNF β2,prediction,3,4,1.89884,0.00247261,2.17519,0.312666,5.71703
SOM α7 + NDNF α7 + NDNF β2,prediction,3,5,1.70227,0.00232935,2.11185,0.348229,5.44157
SOM α7 + NDNF α7 + NDNF β2,prediction,3,6,1.77583,0.00237426,2.13839,0.342732,5.58281
SOM α7 + NDNF α7 + NDNF β2,prediction,3,7,1.84957,0.00246287,2.15946,0.320621,5.68131
SOM α7 + NDNF α7 + NDNF β2,prediction,3,8,1.86683,0.00255294,2.1632,0.26843,5.82895
SOM α7 + NDNF α7 + NDNF β2,prediction,3,9,1.78021,0.00244075,2.13738,0.296425,5.64634
SOM α7 + NDNF α7 + NDNF β2,prediction,3,10,1.83778,0.00246187,2.16376,0.329867,5.68496
SOM α7 + NDNF α7 + NDNF β2,prediction,3,11,1.93798,0.00255208,2.19145,0.290478,5.84117
SOM α7 + NDNF α7 + NDNF β2,prediction,3,12,1.76249,0.00240735,2.14381,0.306855,5.61171
SOM α7 + NDNF α7 + NDNF β2,prediction,3,13,1.76346,0.00245534,2.15349,0.266973,5.71736
SOM α7 + NDNF α7 + NDNF β2,prediction,3,14,1.75974,0.00236051,2.1426,0.348267,5.56666
SOM α7 + NDNF α7 + NDNF β2,prediction,3,15,1.78802,0.00242475,2.14803,0.314733,5.65321
SOM α7 + NDNF α7 + NDNF β2,prediction,3,16,1.94858,0.0025986,2.19726,0.272951,5.90399
SOM α7 + NDNF α7 + NDNF β2,prediction,3,17,1.76248,0.00239935,2.14295,0.310548,5.60748
SOM α7 + NDNF α7 + NDNF β2,prediction,3,18,1.96007,0.0026093,2.18567,0.295116,5.95342
SOM α7 + NDNF α7 + NDNF β2,prediction,3,19,1.8,0.00245564,2.14381,0.289924,5.6801
SOM α7 + NDNF α7 + NDNF β2,prediction,3,20,1.87957,0.002528,2.18937,0.267571,5.88325
SOM α7 + NDNF α7 + NDNF β2,prediction,3,21,1.86698,0.00250802,2.16386,0.287163,5.75918
SOM α7 + NDNF α7 + NDNF β2,prediction,3,22,1.91356,0.00250241,2.18589,0.311389,5.78258
SOM α7 + NDNF α7 + NDNF β2,prediction,3,23,1.80879,0.00242486,2.15298,0.316651,5.63028
SOM α7 + NDNF α7 + NDNF β2,prediction,3,24,1.91875,0.00244673,2.18145,0.365797,5.71258
SOM α7 + NDNF α7 + NDNF β2,prediction,3,25,1.89327,0.00254044,2.16951,0.300926,5.81986
SOM α7 + NDNF α7 + NDNF β2,prediction,3,26,1.83881,0.00234124,2.15182,0.443637,5.54025
SOM α7 + NDNF α7 + NDNF β2,prediction,3,27,1.83055,0.002464,2.15431,0.331537,5.66454
SOM α7 + NDNF α7 + NDNF β2,prediction,3,28,1.79176,0.0024416,2.14606,0.305258,5.6236
SOM α7 + NDNF α7 + NDNF β2,prediction,3,29,1.76212,0.00245403,2.13033,0.275249,5.6824
SOM α7 + NDNF α7 + NDNF β2,prediction,3,30,1.81857,0.00250241,2.15477,0.293145,5.75163
SOM α7 + NDNF α7 + NDNF β2,prediction,3,31,1.80473,0.00244486,2.15435,0.281327,5.67464
SOM α7 + NDNF α7 + NDNF β2,prediction,3,32,1.79306,0.00241177,2.14484,0.323849,5.65558
SOM α7 + NDNF α7 + NDNF β2,prediction,3,33,1.85098,0.00251716,2.16298,0.30102,5.75988
SOM α7 + NDNF α7 + NDNF β2,prediction,3,34,1.8018,0.00240902,2.14629,0.33087,5.64357
SOM α7 + NDNF α7 + NDNF β2,prediction,3,35,1.94498,0.00255694,2.1863,0.306549,5.86405
SOM α7 + NDNF α7 + NDNF β2,prediction,3,36,1.82058,0.00247553,2.15863,0.284251,5.68807
SOM α7 + NDNF α7 + NDNF β2,prediction,3,37,1.8078,0.00247817,2.15924,0.260439,5.70421
SOM α7 + NDNF α7 + NDNF β2,prediction,3,38,1.87755,0.00248505,2.1756,0.31299,5.75152
SOM α7 + NDNF α7 + NDNF β2,prediction,3,39,1.65622,0.00231437,2.11139,0.319657,5.4582
SOM α7 + NDNF α7 + NDNF β2,prediction,3,40,1.9634,0.00257905,2.18971,0.309612,5.86155
SOM α7 + NDNF α7 + NDNF β2,prediction,3,41,1.74712,0.0023877,2.12837,0.326154,5.5601
SOM α7 + NDNF α7 + NDNF β2,prediction,3,42,1.82863,0.00240841,2.15004,0.348248,5.61747
SOM α7 + NDNF α7 + NDNF β2,prediction,3,43,1.90205,0.00253794,2.17985,0.284677,5.80989
SOM α7 + NDNF α7 + NDNF β2,prediction,3,44,1.84979,0.00245909,2.16757,0.323425,5.70487
SOM α7 + NDNF α7 + NDNF β2,prediction,3,45,1.84972,0.00249056,2.16429,0.29453,5.72626
SOM α7 + NDNF α7 + NDNF β2,prediction,3,46,1.8251,0.00250086,2.16396,0.287579,5.76903
SOM α7 + NDNF α7 + NDNF β2,prediction,3,47,1.83282,0.00247956,2.16724,0.272092,5.74037
SOM α7 + NDNF α7 + NDNF β2,prediction,3,48,1.83014,0.00248335,2.15244,0.288906,5.6933
SOM α7 + NDNF α7 + NDNF β2,prediction,3,49,1.86152,0.00247436,2.15951,0.319587,5.73922
SOM β2 + VIP α5 + NDNF α7,prediction,3,0,1.24237,0.23003,1.80909,6.5185e-06,6.40297
SOM β2 + VIP α5 + NDNF α7,prediction,3,1,1.22718,0.221114,1.81186,6.82095e-06,6.2409
SOM β2 + VIP α5 + NDNF α7,prediction,3,2,1.22196,0.223511,1.80804,9.30528e-06,6.32009
SOM β2 + VIP α5 + NDNF α7,prediction,3,3,1.277,0.230311,1.8371,1.56765e-05,6.23854
SOM β2 + VIP α5 + NDNF α7,prediction,3,4,1.26418,0.23249,1.82636,9.55483e-06,6.44887
SOM β2 + VIP α5 + NDNF α7,prediction,3,5,1.29294,0.240283,1.83933,6.4199e-06,6.52618
SOM β2 + VIP α5 + NDNF α7,prediction,3,6,1.27148,0.232087,1.8281,6.05076e-06,6.42871
SOM β2 + VIP α5 + NDNF α7,prediction,3,7,1.34795,0.242056,1.85546,3.57209e-05,6.0988
SOM β2 + VIP α5 + NDNF α7,prediction,3,8,1.33931,0.242479,1.84186,9.55857e-06,6.40391
SOM β2 + VIP α5 + NDNF α7,prediction,3,9,1.25402,0.232327,1.82059,1.29268e-05,6.37974
SOM β2 + VIP α5 + NDNF α7,prediction,3,10,1.26683,0.231211,1.82892,6.01754e-06,6.39941
SOM β2 + VIP α5 + NDNF α7,prediction,3,11,1.28998,0.237259,1.83694,1.17132e-05,6.40577
SOM β2 + VIP α5 + NDNF α7,prediction,3,12,1.23177,0.231856,1.81131,3.21046e-05,6.39054
SOM β2 + VIP α5 + NDNF α7,prediction,3,13,1.35979,0.251415,1.86748,1.91649e-05,6.5049
SOM β2 + VIP α5 + NDNF α7,prediction,3,14,1.32472,0.243789,1.84755,1.54569e-05,6.44432
SOM β2 + VIP α5 + NDNF α7,prediction,3,15,1.24396,0.228264,1.81221,2.21046e-05,6.32511
SOM β2 + VIP α5 + NDNF α7,prediction,3,16,1.21901,0.226536,1.82442,6.18988e-06,6.40198
SOM β2 + VIP α5 + NDNF α7,prediction,3,17,1.2177,0.227168,1.81833,1.08863e-05,6.31594
SOM β2 + VIP α5 + NDNF α7,prediction,3,18,1.28478,0.233966,1.83812,1.43255e-05,6.40288
SOM β2 + VIP α5 + NDNF α7,prediction,3,19,1.26527,0.229401,1.83123,7.95828e-06,6.31414
SOM β2 + VIP α5 + NDNF α7,prediction,3,20,1.26621,0.233166,1.83265,5.34222e-06,6.48866
SOM β2 + VIP α5 + NDNF α7,prediction,3,21,1.28634,0.23276,1.82975,1.42098e-05,6.25438
SOM β2 + VIP α5 + NDNF α7,prediction,3,22,1.36221,0.24896,1.85651,1.1456e-05,6.428
SOM β2 + VIP α5 + NDNF α7,prediction,3,23,1.24562,0.227752,1.82228,7.4036e-06,6.3306
SOM β2 + VIP α5 + NDNF α7,prediction,3,24,1.29871,0.233501,1.84093,7.1275e-06,6.36013
SOM β2 + VIP α5 + NDNF α7,prediction,3,25,1.20342,0.221327,1.80548,1.11705e-05,6.27222
SOM β2 + VIP α5 + NDNF α7,prediction,3,26,1.24941,0.229195,1.82539,7.38191e-06,6.34014
SOM β2 + VIP α5 + NDNF α7,prediction,3,27,1.26138,0.231825,1.83665,2.96491e-05,6.30113
SOM β2 + VIP α5 + NDNF α7,prediction,3,28,1.2177,0.220363,1.81744,1.27831e-05,6.14383
SOM β2 + VIP α5 + NDNF α7,prediction,3,29,1.32693,0.240141,1.85379,7.71356e-06,6.37428
SOM β2 + VIP α5 + NDNF α7,prediction,3,30,1.37944,0.251442,1.87887,1.8434e-05,6.40335
SOM β2 + VIP α5 + NDNF α7,prediction,3,31,1.29999,0.23694,1.84114,1.85193e-05,6.3
SOM β2 + VIP α5 + NDNF α7,prediction,3,32,1.26691,0.227747,1.83008,1.4186e-05,6.23307
SOM β2 + VIP α5 + NDNF α7,prediction,3,33,1.28177,0.232862,1.82838,1.54014e-05,6.25263
SOM β2 + VIP α5 + NDNF α7,prediction,3,34,1.32681,0.236086,1.84836,2.64058e-05,6.1471
SOM β2 + VIP α5 + NDNF α7,prediction,3,35,1.2853,0.234748,1.83481,1.42412e-05,6.34585
SOM β2 + VIP α5 + NDNF α7,prediction,3,36,1.28336,0.233079,1.82704,2.08631e-05,6.15328
SOM β2 + VIP α5 + NDNF α7,prediction,3,37,1.32887,0.246375,1.84801,6.92582e-06,6.55591
SOM β2 + VIP α5 + NDNF α7,prediction,3,38,1.35418,0.247844,1.85157,3.22878e-05,6.21598
SOM β2 + VIP α5 + NDNF α7,prediction,3,39,1.2334,0.224811,1.81256,1.14528e-05,6.33195
SOM β2 + VIP α5 + NDNF α7,prediction,3,40,1.25471,0.2299,1.82988,1.07897e-05,6.28377
SOM β2 + VIP α5 + NDNF α7,prediction,3,41,1.13599,0.210924,1.78,7.12837e-06,6.27642
SOM β2 + VIP α5 + NDNF α7,prediction,3,42,1.2216,0.225589,1.80773,1.05815e-05,6.27367
SOM β2 + VIP α5 + NDNF α7,prediction,3,43,1.28002,0.235637,1.82734,1.05156e-05,6.41427
