condition_key,w_inter,a_hat_value
WT,2.0,0.03525348433560709
WT,2.0,0.04142462561637924
WT,2.0,0.021688411791690787
WT,2.0,0.0367898840587933
WT,2.0,0.05396203758799658
WT,2.0,0.028143216043406475
WT,2.0,0.03245738551227407
WT,2.0,0.013889424173801094
WT,2.0,0.04117650076705375
WT,2.0,0.007375981341282627
WT,2.0,0.02327844912202254
WT,2.0,0.04914119507385078
WT,2.0,0.03302992008825617
WT,2.0,0.05724489288552223
WT,2.0,0.05937160553136225
WT,2.0,0.03525348433560709
WT,2.0,0.05982163320682856
WT,2.0,0.003675046211308371
WT,2.0,0.01900432773543845
WT,2.0,0.024832169280253474
WT,2.0,0.03936483188098891
WT,2.0,0.04644866980801543
WT,2.0,0.01794462118100279
WT,2.0,0.01816062261949347
WT,2.0,0.04612038782612951
WT,2.0,0.011192533126995221
WT,2.0,0.023113604952444657
WT,2.0,0.032728622757922515
WT,2.0,0.029297634246233356
WT,2.0,0.028436549315193883
WT,2.0,0.02489118529410707
WT,2.0,0.05982163320682856
WT,2.0,0.012039083195135747
WT,2.0,0.01962665926300405
WT,2.0,0.04850880389461335
WT,2.0,0.04520787133637
WT,2.0,0.040182021198972996
WT,2.0,0.026150005927758093
WT,2.0,0.03814234365333698
WT,2.0,0.06772091458972872
WT,2.0,0.03703845371125443
WT,2.0,0.027923490854024693
WT,2.0,0.017609679802878832
WT,2.0,0.005544801441286217
WT,2.0,0.06291601172573338
WT,2.0,0.034404917932185086
WT,2.0,0.0541834075760186
WT,2.0,0.012039083195135747
WT,2.0,0.012533548338361618
WT,2.0,0.02848743238446607
WT,2.0,0.043917689452999537
WT,2.0,0.01216052126005841
WT,2.0,0.02895737603216497
WT,2.0,0.07744415309395195
WT,2.0,0.01901901602893959
WT,2.0,0.020960830779194244
WT,2.0,0.012734795332324373
WT,2.0,0.019322605480777036
WT,2.0,0.02683481847210432
WT,2.0,0.022663336740719024
WT,2.0,0.05225672641323688
WT,2.0,0.02919476444676804
WT,2.0,0.029850101776784585
WT,2.0,0.012533548338361618
WT,2.0,0.01955402148088024
WT,2.0,0.01767383161601825
WT,2.0,0.006210998097646796
WT,2.0,0.023902755186547997
WT,2.0,0.04055234234801521
WT,2.0,0.04691409060835837
WT,2.0,0.03813013644534468
WT,2.0,0.03379902697445985
WT,2.0,0.018307006111505406
WT,2.0,0.03778923104749378
WT,2.0,0.03811347609659664
WT,2.0,0.04169895089165362
WT,2.0,0.03766043143127662
WT,2.0,0.02816175143208594
WT,2.0,0.020251747968833927
WT,2.0,0.01955402148088024
WT,2.0,0.024500446463073876
WT,2.0,0.03849514842717239
WT,2.0,0.014020988912241041
WT,2.0,0.03754616086108897
WT,2.0,0.03194825490834291
WT,2.0,0.042572933787918564
WT,2.0,0.0440962933022544
WT,2.0,0.04656556643907094
WT,2.0,0.030409438708811035
WT,2.0,0.022125321759606187
WT,2.0,0.008645598475936711
WT,2.0,0.043536617147397455
WT,2.0,0.014779830982082553
WT,2.0,0.04465187756346128
WT,2.0,0.037863656253276506
WT,2.0,0.024500446463073876
WT,2.0,0.006158837372658339
WT,2.0,0.02572319464866597
WT,2.0,0.010053174923993716
WT,2.0,0.023843229552050836
WT,2.0,0.03443492776593879
WT,2.0,0.03056947289752234
WT,2.0,0.060455439832667004
WT,2.0,0.05968347999857387
WT,2.0,0.06377800157008925
WT,2.0,0.05492198488582062
WT,2.0,0.02430889363432284
WT,2.0,0.018152866808982482
WT,2.0,0.01583378558062456
WT,2.0,0.01048198653471707
WT,2.0,0.0353754471343776
WT,2.0,0.006158837372658339
WT,2.0,0.035193021406170276
