condition_key,amplitude,w_inter,success_rate,mean_A_hat,peak_pyr_rate,mean_error_deg,noise_threshold,n_trials,ss_pyr_hz,ss_som_hz,ss_pv_hz,ss_vip_hz
WT,0.1,0.001,0.08,0.28168652815145095,0.1193569153411534,93.27822679171733,0.48839724395,100,0.0012675405581097552,3.88871696961878,4.076987064110082,5.426704103459525
WT,0.1,0.0014583333333333334,1.0,0.2816871960058288,0.1193572583448974,93.27808275948777,0.0,100,0.0012675528885456335,3.8887169701066595,4.076987064070502,5.42670410452026
WT,0.1,0.0019166666666666668,1.0,0.281687863943304,0.11935760136204893,93.27793875247892,0.0,100,0.0012675652195153577,3.888716970594561,4.076987064030919,5.426704105581043
WT,0.1,0.002375,0.08,0.28168853196388194,0.11935794439260959,93.27779477068576,0.492466023405,100,0.0012675775510189668,3.888716971082485,4.076987063991334,5.426704106641875
WT,0.1,0.0028333333333333335,1.0,0.2816892000675689,0.11935828743658063,93.27765081410327,0.0,100,0.0012675898830565076,3.8887169715704317,4.076987063951748,5.426704107702756
WT,0.1,0.0032916666666666667,1.0,0.28168986825437103,0.11935863049396353,93.2775068827264,0.0,100,0.0012676022156280203,3.8887169720584014,4.07698706391216,5.426704108763685
WT,0.1,0.00375,0.08,0.281690536524294,0.11935897356475964,93.27736297655021,0.4950026913299999,100,0.0012676145487335486,3.8887169725463937,4.07698706387257,5.426704109824664
WT,0.1,0.004208333333333333,1.0,0.2816912048773443,0.11935931664897045,93.27721909556956,0.0,100,0.0012676268823731433,3.8887169730344087,4.076987063832979,5.426704110885691
WT,0.1,0.004666666666666666,1.0,0.2816918733135274,0.11935965974659732,93.2770752397796,0.0,100,0.0012676392165468474,3.8887169735224463,4.076987063793387,5.426704111946767
WT,0.1,0.005125,0.08,0.2816925418328496,0.11936000285764166,93.2769314091751,0.49246882321999996,100,0.001267651551254694,3.888716974010506,4.076987063753792,5.426704113007892
WT,0.1,0.005583333333333333,1.0,0.28169321043531703,0.11936034598210489,93.27678760375122,0.0,100,0.0012676638864967374,3.888716974498589,4.076987063714197,5.426704114069066
WT,0.1,0.0060416666666666665,1.0,0.2816938791209356,0.11936068911998834,93.27664382350275,0.0,100,0.0012676762222730174,3.888716974986694,4.0769870636746,5.426704115130289
WT,0.1,0.0065,0.08,0.28169454788971116,0.11936103227129355,93.27650006842481,0.4949919066399999,100,0.0012676885585835842,3.8887169754748223,4.076987063635,5.426704116191562
WT,0.1,0.006958333333333333,1.0,0.28169521674164993,0.11936137543602182,93.27635633851227,0.0,100,0.001267700895428474,3.888716975962973,4.0769870635954,5.426704117252882
WT,0.1,0.007416666666666667,1.0,0.2816958856767579,0.11936171861417462,93.27621263376005,0.0,100,0.0012677132328077353,3.8887169764511462,4.076987063555797,5.426704118314253
WT,0.1,0.007875,0.04,0.281696554695041,0.11936206180575332,93.27606895416325,0.5308181612749999,100,0.001267725570721405,3.8887169769393424,4.076987063516194,5.426704119375671
WT,0.1,0.008333333333333333,1.0,0.2816972237965054,0.11936240501075933,93.27592529971666,0.0,100,0.0012677379091695373,3.8887169774275607,4.0769870634765875,5.4267041204371385
WT,0.1,0.008791666666666666,1.0,0.2816978929811572,0.11936274822919409,93.27578167041534,0.0,100,0.0012677502481521668,3.888716977915802,4.076987063436981,5.4267041214986556
WT,0.1,0.009250000000000001,1.0,0.2816985622490023,0.11936309146105897,93.27563806625422,0.0,100,0.0012677625876693413,3.888716978404066,4.076987063397372,5.426704122560222
WT,0.1,0.009708333333333333,1.0,0.2816992316000467,0.11936343470635542,93.2754944872282,0.0,100,0.001267774927721105,3.8887169788923526,4.076987063357761,5.426704123621835
WT,0.1,0.010166666666666668,1.0,0.28169990103429654,0.1193637779650848,93.2753509333322,0.0,100,0.0012677872683074937,3.8887169793806624,4.07698706331815,5.4267041246835
WT,0.1,0.010624999999999999,1.0,0.2817005705517579,0.11936412123724854,93.2752074045613,0.0,100,0.0012677996094285636,3.888716979868994,4.076987063278535,5.426704125745212
WT,0.1,0.011083333333333334,1.0,0.28170124015243675,0.11936446452284809,93.27506390091034,0.0,100,0.0012678119510843452,3.8887169803573487,4.076987063238921,5.426704126806974
WT,0.1,0.011541666666666665,1.0,0.28170190983633925,0.11936480782188479,93.27492042237418,0.0,100,0.0012678242932748942,3.888716980845725,4.076987063199303,5.426704127868785
WT,0.1,0.012,0.02,0.2817025796034713,0.11936515113436005,93.27477696894788,0.564303140665,100,0.0012678366360002395,3.888716981334125,4.076987063159685,5.426704128930643
