condition,w_inter,trial_idx,seed,A_hat,cap_hit,noise_percentile,noise_threshold
WT,0.001,0,452,0.1661453925,0,95,0.488397244
WT,0.001,1,453,0.01982057712,0,95,0.488397244
WT,0.001,2,454,0.1419736806,0,95,0.488397244
WT,0.001,3,455,0.1174531516,0,95,0.488397244
WT,0.001,4,456,0.4569260556,0,95,0.488397244
WT,0.001,5,457,0.142725842,0,95,0.488397244
WT,0.001,6,458,0.2283522784,0,95,0.488397244
WT,0.001,7,459,0.3887745102,0,95,0.488397244
WT,0.001,8,460,0.3896800875,0,95,0.488397244
WT,0.001,9,461,0.04905430942,0,95,0.488397244
WT,0.001,10,462,0.1335770601,0,95,0.488397244
WT,0.001,11,463,0.1627262479,0,95,0.488397244
WT,0.001,12,464,0.122618112,0,95,0.488397244
WT,0.001,13,465,0.1489955603,0,95,0.488397244
WT,0.001,14,466,0.2300067993,0,95,0.488397244
WT,0.001,15,467,0.2373506404,0,95,0.488397244
WT,0.001,16,468,0.2592133917,0,95,0.488397244
WT,0.001,17,469,0.2235622178,0,95,0.488397244
WT,0.001,18,470,0.5459371322,0,95,0.488397244
WT,0.001,19,471,0.1473630833,0,95,0.488397244
WT,0.001,20,472,0.327701137,0,95,0.488397244
WT,0.001,21,473,0.363761152,0,95,0.488397244
WT,0.001,22,474,0.430881582,0,95,0.488397244
WT,0.001,23,475,0.2039640091,0,95,0.488397244
WT,0.001,24,476,0.3091944442,0,95,0.488397244
WT,0.001,25,477,0.1846356764,0,95,0.488397244
WT,0.001,26,478,0.3445094648,0,95,0.488397244
WT,0.001,27,479,0.2266691825,0,95,0.488397244
WT,0.001,28,480,0.2773980598,0,95,0.488397244
WT,0.001,29,481,0.1298714926,0,95,0.488397244
WT,0.001,30,482,0.3165795214,0,95,0.488397244
WT,0.001,31,483,0.2790297629,0,95,0.488397244
WT,0.001,32,484,0.4710095362,0,95,0.488397244
WT,0.001,33,485,0.1358479766,0,95,0.488397244
WT,0.001,34,486,0.5913678452,0,95,0.488397244
WT,0.001,35,487,0.09242535399,0,95,0.488397244
WT,0.001,36,488,0.1156151291,0,95,0.488397244
WT,0.001,37,489,0.4703044266,0,95,0.488397244
WT,0.001,38,490,0.1105723776,0,95,0.488397244
WT,0.001,39,491,0.3602521072,0,95,0.488397244
WT,0.001,40,492,0.2677460433,0,95,0.488397244
WT,0.001,41,493,0.2024203486,0,95,0.488397244
WT,0.001,42,494,0.3630185166,0,95,0.488397244
WT,0.001,43,495,0.3919823906,0,95,0.488397244
WT,0.001,44,496,0.1027620141,0,95,0.488397244
WT,0.001,45,497,0.1077040919,0,95,0.488397244
WT,0.001,46,498,0.2210179254,0,95,0.488397244
WT,0.001,47,499,0.1855634056,0,95,0.488397244
WT,0.001,48,500,0.2565532941,0,95,0.488397244
WT,0.001,49,501,0.1207361537,0,95,0.488397244
WT,0.001,50,502,0.3536434448,0,95,0.488397244
WT,0.001,51,503,0.3787697511,0,95,0.488397244
WT,0.001,52,504,0.1867852364,0,95,0.488397244
WT,0.001,53,505,0.1736595776,0,95,0.488397244
WT,0.001,54,506,0.3562929253,0,95,0.488397244
WT,0.001,55,507,0.4200403489,0,95,0.488397244
WT,0.001,56,508,0.2007544782,0,95,0.488397244
WT,0.001,57,509,0.302462131,0,95,0.488397244
WT,0.001,58,510,0.4854764705,0,95,0.488397244
WT,0.001,59,511,0.3203944807,0,95,0.488397244
WT,0.001,60,512,0.06092939709,0,95,0.488397244
WT,0.001,61,513,0.6125285397,0,95,0.488397244
WT,0.001,62,514,0.3300111294,0,95,0.488397244
WT,0.001,63,515,0.2907207812,0,95,0.488397244
WT,0.001,64,516,0.4881434122,0,95,0.488397244
WT,0.001,65,517,0.1060952427,0,95,0.488397244
WT,0.001,66,518,0.3539553826,0,95,0.488397244
WT,0.001,67,519,0.4848626213,0,95,0.488397244
WT,0.001,68,520,0.308416409,0,95,0.488397244
WT,0.001,69,521,0.1847139812,0,95,0.488397244
WT,0.001,70,522,0.3725230083,0,95,0.488397244
WT,0.001,71,523,0.2958129487,0,95,0.488397244
WT,0.001,72,524,0.2688996491,0,95,0.488397244
WT,0.001,73,525,0.529088618,0,95,0.488397244
WT,0.001,74,526,0.3148178138,0,95,0.488397244
WT,0.001,75,527,0.4457508451,0,95,0.488397244
WT,0.001,76,528,0.3608342812,0,95,0.488397244
WT,0.001,77,529,0.4462429937,0,95,0.488397244
WT,0.001,78,530,0.2706373208,0,95,0.488397244
WT,0.001,79,531,0.310648271,0,95,0.488397244
WT,0.001,80,532,0.2237147261,0,95,0.488397244
WT,0.001,81,533,0.2541878497,0,95,0.488397244
WT,0.001,82,534,0.2885976227,0,95,0.488397244
WT,0.001,83,535,0.4126271978,0,95,0.488397244
WT,0.001,84,536,0.3089641232,0,95,0.488397244
WT,0.001,85,537,0.2746392139,0,95,0.488397244
WT,0.001,86,538,0.1647512244,0,95,0.488397244
WT,0.001,87,539,0.2253062556,0,95,0.488397244
WT,0.001,88,540,0.2977157451,0,95,0.488397244
WT,0.001,89,541,0.2401463964,0,95,0.488397244
WT,0.001,90,542,0.4932200472,0,95,0.488397244
WT,0.001,91,543,0.1065672703,0,95,0.488397244
WT,0.001,92,544,0.2440458897,0,95,0.488397244
WT,0.001,93,545,0.0784417274,0,95,0.488397244
WT,0.001,94,546,0.1074795455,0,95,0.488397244
