condition_key,amplitude,w_inter,trial_idx,seed,A_hat_final,peak_pyr_rate,center_final_deg,error_from_cue_deg
WT,5.0,3.0,31,487991438,0.04291738047099093,3.77395170025662,136.23312110010838,43.76687889989162
WT,5.0,3.0,33,1190961760,0.05612906859109711,4.173532844550568,202.8525198929053,22.852519892905292
WT,5.0,3.0,32,197860368,0.046211860694628355,3.9856500592323294,151.60176605109535,28.398233948904647
WT,5.0,3.0,35,137046513,0.03548059089530615,3.831607089449615,209.47303400206923,29.473034002069227
WT,5.0,3.0,34,1906728918,0.013097727940086278,3.617135027566162,176.44065992726283,3.5593400727371716
WT,5.0,3.0,36,1843166518,0.0416740707436428,3.9562724860058878,192.79089178154135,12.790891781541347
WT,5.0,3.0,37,1777324407,0.032245906118919615,3.7207762708799357,186.3546514361739,6.354651436173896
WT,5.0,3.0,38,594336917,0.04937316099906437,3.9500911639356198,139.06719484868233,40.932805151317666
WT,5.0,3.0,39,1356488967,0.016674316618414516,3.998021296844487,115.91051739741387,64.08948260258613
WT,5.0,3.0,40,354826746,0.00871280006145661,3.658497351035731,314.17791834911,134.17791834910997
WT,5.0,3.0,41,1627981024,0.07475778476037251,3.659134936410331,189.76193653561643,9.761936535616428
WT,5.0,3.0,42,1504361614,0.014897844876535164,3.8127382780430277,328.82879246200827,148.82879246200827
WT,5.0,3.0,43,761338718,0.005890115090611141,3.967340449656634,201.51059281876704,21.510592818767037
WT,5.0,3.0,44,145857092,0.008521554507253715,3.950171625923445,219.84822403253705,39.84822403253705
WT,5.0,3.0,45,2084558133,0.05959776387940156,3.910134721394392,210.84426366420897,30.844263664208967
WT,5.0,3.0,46,957106589,0.032921791382378746,4.144496984466988,147.72710287611693,32.27289712388307
WT,5.0,3.0,47,1917963002,0.028451532460170167,3.9991552051488086,174.52724146912914,5.472758530870863
WT,5.0,3.0,49,1671565830,0.03204113136005795,3.858224262166754,199.35855274181262,19.358552741812616
WT,5.0,3.0,48,1455819991,0.0586514911427662,3.872021071164316,155.64847162596925,24.35152837403075
WT,5.0,3.0,51,417983441,0.023312871785734872,4.057703420866168,263.2226300575939,83.2226300575939
WT,5.0,3.0,50,1631871623,0.03302997999038307,3.6138784362244194,103.56292722213874,76.43707277786126
WT,5.0,3.0,52,781482251,0.03664239230097546,4.033877175596012,192.29461601429688,12.294616014296878
WT,5.0,3.0,53,1002275723,0.07942329671386315,3.876025988847332,186.17281142241706,6.172811422417055
WT,5.0,3.0,54,1068999196,0.026290479563142,4.3544875899981,201.9588458273373,21.958845827337313
WT,5.0,3.0,55,94067870,0.04702956940444252,4.0337296170117725,187.63455672884362,7.63455672884362
