condition,trial_idx,seed,cue_deg,pre_cue_asym,last_pre_cue_asym,delay_asym,delay_ms,amplitude,random_cue,balance_cue,correct_asymmetry,mean_abs_asym,asym_std,mean_abs_asym_precue,asym_std_precue
WT,0,191664963,181.40625,nan,nan,0.005488063234445665,5000.0,5.0,0,1,1,0.04230701264249467,0.053234283450325465,nan,nan
WT,1,1662057957,181.40625,nan,nan,-0.00034238347292552923,5000.0,5.0,0,1,1,0.0414782379761759,0.051495658843899214,nan,nan
WT,2,1405681631,181.40625,nan,nan,0.009358926932776212,5000.0,5.0,0,1,1,0.04525915765922274,0.056455383337793374,nan,nan
WT,3,942484272,181.40625,nan,nan,-0.008411053892802126,5000.0,5.0,0,1,1,0.04144717384703711,0.05261546226851179,nan,nan
WT,4,929893137,181.40625,nan,nan,-0.012190621203844808,5000.0,5.0,0,1,1,0.045850193259663795,0.05640790207121442,nan,nan
WT,5,1843824992,181.40625,nan,nan,-0.01158500730709821,5000.0,5.0,0,1,1,0.04702846415543032,0.05895442886249616,nan,nan
WT,6,184566854,181.40625,nan,nan,0.009641086563501605,5000.0,5.0,0,1,1,0.04823175887247431,0.059641488512274514,nan,nan
WT,7,1497586438,181.40625,nan,nan,0.014053914874825256,5000.0,5.0,0,1,1,0.04256081599706913,0.05371563772201675,nan,nan
WT,8,432652533,181.40625,nan,nan,-0.002105612425814325,5000.0,5.0,0,1,1,0.04691070593882496,0.057619290405004804,nan,nan
WT,9,202244314,181.40625,nan,nan,0.008019076862011351,5000.0,5.0,0,1,1,0.04325769161281556,0.05526116552665719,nan,nan
WT,10,1130604997,181.40625,nan,nan,0.0074675396958193375,5000.0,5.0,0,1,1,0.0396890842006077,0.051901909529148575,nan,nan
WT,11,2095133045,181.40625,nan,nan,0.00041990636536046606,5000.0,5.0,0,1,1,0.045336545687072405,0.056070276496381924,nan,nan
WT,12,1580016183,181.40625,nan,nan,-0.023008638541428632,5000.0,5.0,0,1,1,0.04382185514364875,0.0503709821253404,nan,nan
WT,13,1634535062,181.40625,nan,nan,-6.231872130083019e-05,5000.0,5.0,0,1,1,0.04146983634856967,0.051722640388646955,nan,nan
WT,14,1540770719,181.40625,nan,nan,0.0029844825659788247,5000.0,5.0,0,1,1,0.04147972772828617,0.0515696639705901,nan,nan
