condition,trial_idx,seed,cue_deg,pre_cue_asym,last_pre_cue_asym,delay_asym,delay_ms,amplitude,random_cue,balance_cue,correct_asymmetry,mean_abs_asym,asym_std,mean_abs_asym_precue,asym_std_precue
WT,0,191664963,181.40625,0.011240385039501727,0.014766116007402299,0.007000733658599676,5000.0,25.0,0,1,1,0.041485451234640744,0.05657078203443319,0.04800787552783166,0.0599103217273622
WT,1,1662057957,181.40625,0.003925725465098094,0.03850490470974095,0.022915182540435296,5000.0,25.0,0,1,1,0.08138213419111535,0.10072157365011056,0.057194117221834935,0.06642534676855381
WT,2,1405681631,181.40625,0.0052782979953828295,0.01629373161922802,0.007951208060643275,5000.0,25.0,0,1,1,0.11328926284906359,0.14813764317890193,0.04311090846662579,0.05386313964692748
WT,3,942484272,181.40625,0.04093861089485675,0.10587273955266857,0.014309200646065197,5000.0,25.0,0,1,1,0.07875055770192733,0.10258970102843704,0.04464502304663687,0.05217921920581298
WT,4,929893137,181.40625,0.02607762602713363,0.041374770878582434,-0.014890243562061756,5000.0,25.0,0,1,1,0.08342556696198697,0.11205136850148359,0.05173602770577328,0.06162964890090868
WT,5,1843824992,181.40625,-0.007665110048682808,0.036042679748445085,0.01118574901416061,5000.0,25.0,0,1,1,0.08274655912494237,0.1151253076812931,0.035047676184640754,0.041896709404855216
WT,6,184566854,181.40625,0.06767408063396471,0.07421744124374469,-0.013562910764700039,5000.0,25.0,0,1,1,0.07833720525602511,0.10210678647689496,0.06261738063613445,0.07234041800696321
WT,7,1497586438,181.40625,0.01783524063845031,-0.07538078145892146,-0.01292932945303889,5000.0,25.0,0,1,1,0.09754244207818308,0.131651188599716,0.04933483130088765,0.05975299235840166
WT,8,432652533,181.40625,0.058396270210514405,0.17622798245459612,0.0035911161522468754,5000.0,25.0,0,1,1,0.04902662694451306,0.07263829871081004,0.07134772849678078,0.07634800533466796
WT,9,202244314,181.40625,-0.002338032309104897,-0.031302218974919194,0.015972265987068218,5000.0,25.0,0,1,1,0.052671568666182896,0.06808654217201977,0.04479511787444158,0.05758542952335003
WT,10,1130604997,181.40625,-0.025629590750081643,-0.10635139539952071,-0.022570687255942225,5000.0,25.0,0,1,1,0.10677082667935499,0.1365247613721948,0.0323924316351764,0.03551119855351457
WT,11,2095133045,181.40625,0.03376867260967775,0.009200055024123091,-0.010959199518346912,5000.0,25.0,0,1,1,0.10965803486348964,0.14380168106338184,0.05204937250765437,0.05359432852023697
WT,12,1580016183,181.40625,0.0014016962683897317,-0.026684311220679238,0.014144977534232574,5000.0,25.0,0,1,1,0.08161188712221425,0.11190386150393176,0.04343896777305448,0.0542789725245456
WT,13,1634535062,181.40625,-0.04227052839252081,-0.03246139692240867,0.025547293244293983,5000.0,25.0,0,1,1,0.09962612105903522,0.12666474523735977,0.046696998582607625,0.05254302448040524
WT,14,1540770719,181.40625,-0.05205396855222555,-0.10802817458713644,0.0012629969082977028,5000.0,25.0,0,1,1,0.07501170883906022,0.10716801459111129,0.05064458697068371,0.052167803093659544
WT,15,1688060240,181.40625,0.03404517789402403,0.027917103356083408,0.02455718011574753,5000.0,25.0,0,1,1,0.11390854862635044,0.1496101014792499,0.05631105244946201,0.05661144749469753
WT,16,1102145672,181.40625,0.001111794708576046,0.0043772385554097975,-0.03419576387843779,5000.0,25.0,0,1,1,0.08825679289016587,0.10237832173617789,0.04350652037895537,0.055632386139769695
WT,17,275121930,181.40625,-0.026038506270520918,0.0006653513610699893,0.005458883889962157,5000.0,25.0,0,1,1,0.05599309474594126,0.08017447734298631,0.052868998445366966,0.06450969186466342
